rid,CPD002_MCF7_24H:BRD-M72681210-065-04-6:10,CPD002_MCF7_6H:BRD-M72681210-065-04-6:10,CPD002_PC3_6H:BRD-M72681210-065-04-6:10,CPD002_PC3_24H:BRD-M72681210-065-04-6:10
5720,-0.621426522732,-2.38413357735,0.203903928399,0.480652809143
466,-0.52821213007,-0.407990336418,-0.0956229716539,-0.338616460562
6009,-0.543902337551,1.10400772095,-0.398318111897,-0.565200567245
2309,0.0915269106627,-0.82318854332,-0.626861453056,0.0334038585424
387,0.274438887835,1.02504575253,-0.0862111374736,0.159814089537
3553,1.27118325233,1.03499817848,0.54697728157,-0.10724914819
427,0.229953661561,1.94394981861,0.132673680782,-0.458316981792
5898,-0.228712886572,0.496749103069,-0.0231364667416,0.473776876926
23365,-0.28479424119,1.9694865942,-0.0132792592049,-0.748365044594
6657,0.957600295544,0.578912436962,1.1526017189,0.112811163068
5054,2.74529409409,2.45148468018,-0.306277960539,-0.0698885247111
3108,-0.0733339637518,-0.227114036679,-0.0537670254707,-0.591163337231
1950,0.169735610485,0.0631514340639,-0.239908501506,0.0258514881134
351,1.17221915722,0.887525677681,0.892180562019,0.199115037918
4846,0.508368194103,0.152407377958,0.669168591499,0.480655521154
1452,-1.17367684841,-1.38840484619,-0.287906885147,-0.033026099205
4776,1.28014242649,0.844842672348,1.13070166111,-0.0534529089928
6908,-1.16836619377,-0.289054334164,-0.831863582134,0.214246243238
672,0.149306952953,-0.981357753277,-0.995768487453,-0.608014583588
5710,0.0526890903711,0.591523170471,-0.393065840006,-1.69362294674
2115,1.1618642807,0.94667673111,0.684814691544,-0.103494375944
7015,1.15410518646,0.451668143272,1.44893467426,0.00104559957981
8726,-0.770621418953,-1.17259323597,-0.162809282541,0.567164242268
2185,1.79907155037,0.543514311314,0.764143049717,0.383377790451
3315,-0.609686613083,-0.387413322926,-0.103271648288,0.343895971775
5289,0.367545604706,2.04547691345,0.615799069405,-0.0599860846996
868,-0.505842983723,0.103698514402,1.61555171013,-0.684902667999
1677,0.498829603195,-0.121637821198,2.32208061218,0.67779135704
7043,0.368630647659,0.697078466415,1.13452458382,0.175342574716
5613,1.86699724197,1.37396204472,1.28829538822,0.162969201803
595,-0.192682817578,0.32899326086,0.652672052383,0.283544927835
4793,3.20708870888,-0.501193702221,3.63121080399,-0.58507335186
2736,0.59080272913,0.919111907482,0.855956435204,-0.748847484589
5290,1.17411541939,0.140114381909,1.23745751381,-0.378226995468
6194,-0.621620774269,0.693735599518,-0.728305518627,0.730691313744
1676,1.43718326092,1.35841965675,0.938564658165,0.532912015915
23512,0.630903720856,-0.585186958313,0.235182493925,0.410451084375
148022,-0.400292515755,0.573245465755,0.399192690849,2.04765939713
1906,1.36078667641,1.37872576714,0.701894581318,0.313969254494
8878,-1.13734638691,-1.08953607082,0.00581217557192,0.115886166692
3091,0.0547680854797,-2.50780439377,0.280992001295,-0.106646701694
5743,-0.199447333813,1.53715896606,0.765639781952,-0.976843118668
5321,1.53132498264,0.437274932861,0.323069453239,0.00515401363373
4144,0.867611587048,0.878408849239,0.709855079651,-0.386527061462
1981,-0.344559073448,0.0626539736986,0.411249309778,0.539876282215
695,0.0252937078476,-0.135006189346,-0.33936214447,-0.580218970776
10398,1.45934438705,0.726152062416,0.756449878216,0.670383274555
5708,-0.0548295974731,1.25652110577,0.56775033474,-0.511254370213
1213,-0.420897424221,0.278127908707,-0.175074219704,-0.304903209209
