rid,PCLB001_MCF7_24H:BRD-A70150975-001-01-4:10,PCLB001_MCF7_24H:BRD-A70150975-001-01-4:2.5,PCLB001_MCF7_24H:BRD-A70150975-001-01-4:0.63,PCLB001_MCF7_24H:BRD-A70150975-001-01-4:0.16,PCLB001_A375_24H:BRD-A70150975-001-01-4:10,PCLB001_A375_24H:BRD-A70150975-001-01-4:2.5,PCLB001_A375_24H:BRD-A70150975-001-01-4:0.63,PCLB001_A375_24H:BRD-A70150975-001-01-4:0.16,PCLB001_A375_6H:BRD-A70150975-001-01-4:10,PCLB001_A375_6H:BRD-A70150975-001-01-4:2.5,PCLB001_A375_6H:BRD-A70150975-001-01-4:0.63,PCLB001_A375_6H:BRD-A70150975-001-01-4:0.16,PCLB001_A549_24H:BRD-A70150975-001-01-4:10,PCLB001_A549_24H:BRD-A70150975-001-01-4:2.5,PCLB001_A549_24H:BRD-A70150975-001-01-4:0.63,PCLB001_A549_24H:BRD-A70150975-001-01-4:0.16,PCLB001_A549_6H:BRD-A70150975-001-01-4:3.33,PCLB001_A549_6H:BRD-A70150975-001-01-4:1.11,PCLB001_A549_6H:BRD-A70150975-001-01-4:0.37,PCLB001_A549_6H:BRD-A70150975-001-01-4:10,PCLB001_A549_6H:BRD-A70150975-001-01-4:2.5,PCLB001_A549_6H:BRD-A70150975-001-01-4:0.63,PCLB001_A549_6H:BRD-A70150975-001-01-4:0.16,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:3.33,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:1.11,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:0.37,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:10,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:2.5,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:0.63,PCLB001_HA1E_24H:BRD-A70150975-001-01-4:0.16,PCLB001_HA1E_6H:BRD-A70150975-001-01-4:10,PCLB001_HA1E_6H:BRD-A70150975-001-01-4:2.5,PCLB001_HA1E_6H:BRD-A70150975-001-01-4:0.63,PCLB001_HA1E_6H:BRD-A70150975-001-01-4:0.16,PCLB001_HCC515_24H:BRD-A70150975-001-01-4:10,PCLB001_HCC515_24H:BRD-A70150975-001-01-4:2.5,PCLB001_HCC515_24H:BRD-A70150975-001-01-4:0.63,PCLB001_HCC515_24H:BRD-A70150975-001-01-4:0.16,PCLB001_HCC515_6H:BRD-A70150975-001-01-4:10,PCLB001_HCC515_6H:BRD-A70150975-001-01-4:2.5,PCLB001_HCC515_6H:BRD-A70150975-001-01-4:0.63,PCLB001_HCC515_6H:BRD-A70150975-001-01-4:0.16,PCLB001_HEPG2_24H:BRD-A70150975-001-01-4:10,PCLB001_HEPG2_24H:BRD-A70150975-001-01-4:2.5,PCLB001_HEPG2_24H:BRD-A70150975-001-01-4:0.63,PCLB001_HEPG2_24H:BRD-A70150975-001-01-4:0.16,PCLB001_HEPG2_6H:BRD-A70150975-001-01-4:10,PCLB001_HEPG2_6H:BRD-A70150975-001-01-4:3.33,PCLB001_HEPG2_6H:BRD-A70150975-001-01-4:1.11,PCLB001_HEPG2_6H:BRD-A70150975-001-01-4:0.37,PCLB001_HT29_24H:BRD-A70150975-001-01-4:3.33,PCLB001_HT29_24H:BRD-A70150975-001-01-4:1.11,PCLB001_HT29_24H:BRD-A70150975-001-01-4:0.37,PCLB001_HT29_24H:BRD-A70150975-001-01-4:10,PCLB001_HT29_24H:BRD-A70150975-001-01-4:2.5,PCLB001_HT29_24H:BRD-A70150975-001-01-4:0.63,PCLB001_HT29_24H:BRD-A70150975-001-01-4:0.16,PCLB001_HT29_6H:BRD-A70150975-001-01-4:10,PCLB001_HT29_6H:BRD-A70150975-001-01-4:2.5,PCLB001_HT29_6H:BRD-A70150975-001-01-4:0.63,PCLB001_HT29_6H:BRD-A70150975-001-01-4:0.16,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:1.11,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:10,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:3.33,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:0.37,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:2.5,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:0.16,PCLB001_JURKAT_24H:BRD-A70150975-001-01-4:0.63,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:3.33,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:1.11,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:0.37,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:10,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:2.5,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:0.63,PCLB001_JURKAT_6H:BRD-A70150975-001-01-4:0.16,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:3.33,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:1.11,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:0.37,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:10,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:2.5,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:0.63,PCLB001_MCF7_6H:BRD-A70150975-001-01-4:0.16,PCLB001_PC3_24H:BRD-A70150975-001-01-4:10,PCLB001_PC3_24H:BRD-A70150975-001-01-4:2.5,PCLB001_PC3_24H:BRD-A70150975-001-01-4:0.63,PCLB001_PC3_24H:BRD-A70150975-001-01-4:0.16,PCLB001_PC3_6H:BRD-A70150975-001-01-4:3.33,PCLB001_PC3_6H:BRD-A70150975-001-01-4:1.11,PCLB001_PC3_6H:BRD-A70150975-001-01-4:0.37,PCLB001_PC3_6H:BRD-A70150975-001-01-4:10,PCLB001_PC3_6H:BRD-A70150975-001-01-4:2.5,PCLB001_PC3_6H:BRD-A70150975-001-01-4:0.63,PCLB001_PC3_6H:BRD-A70150975-001-01-4:0.16,PCLB001_U266_24H:BRD-A70150975-001-01-4:10,PCLB001_U266_24H:BRD-A70150975-001-01-4:3.33,PCLB001_U266_24H:BRD-A70150975-001-01-4:1.11,PCLB001_U266_24H:BRD-A70150975-001-01-4:0.37,PCLB001_U266_6H:BRD-A70150975-001-01-4:10,PCLB001_U266_6H:BRD-A70150975-001-01-4:2.5,PCLB001_U266_6H:BRD-A70150975-001-01-4:0.63,PCLB001_U266_6H:BRD-A70150975-001-01-4:0.16
5720,-0.647761881351,0.982749998569,-0.520226657391,-1.28786671162,-0.286540091038,-2.30134248734,-0.703177392483,-1.07566308975,-0.280965149403,-1.04066574574,-0.48412540555,0.591045856476,-0.300574868917,-0.796009719372,-1.33112990856,-0.235821723938,-1.51820003986,-0.322060644627,0.590449988842,0.088967576623,-0.0902639329433,-0.552068531513,-0.520735383034,0.852811157703,0.960799992085,0.109699994326,-0.77163952589,-1.23997211456,-1.19239342213,-1.53661108017,-0.654278516769,-0.596248030663,-1.03386676311,-1.20155584812,-0.128439858556,-0.261836111546,-0.709901690483,0.0551470071077,-0.660439014435,-1.41958165169,-1.09524416924,-1.34616184235,-0.206834942102,-1.50591301918,-0.727822065353,-1.27221179008,-0.559008777142,-1.13273751736,-1.00546014309,-0.119661584496,-2.25842213631,-2.27884697914,-1.26315712929,-1.00040149689,-1.87922561169,-1.694876194,-1.23895359039,-0.941536784172,-2.56124067307,-0.837141990662,-1.19391775131,0.847139954567,-0.828931570053,-0.632212400436,2.26419210434,0.362580180168,-1.16019701958,-2.15315008163,1.10733342171,-0.447001636028,-0.306600004435,1.23450255394,0.304314672947,-0.29100137949,1.43339884281,-2.49317145348,0.432239979506,-0.76880389452,-0.940454542637,-1.78516960144,-1.28879320621,-1.80571746826,0.70315849781,0.417720139027,0.59653121233,-0.141139760613,-2.31710553169,-0.652532160282,-1.51069402695,-1.43968391418,-1.48239994049,-0.933057308197,-0.21590000391,-1.01544690132,-1.36485934258,-0.476952075958,-1.07593286037,-0.795102477074,0.2664706707,-0.0827734768391,-0.399907588959
466,-0.85836905241,0.567000031471,0.267208695412,-0.314833343029,0.392706811428,-0.745345771313,-0.421226918697,-0.651411771774,-2.92199039459,-2.4100279808,-2.7845582962,-2.43485784531,0.271032273769,-0.615695953369,0.0409015268087,-0.289758950472,-0.722599983215,0.939909815788,-0.0443000048399,-0.00250567495823,-0.650325417519,-0.408392816782,-0.251715779305,-2.1097278595,-0.24794998765,-0.0084500014782,-0.885530471802,-0.732180058956,-0.100344270468,-0.878923535347,-0.00968038942665,-1.20731163025,-0.058168977499,0.319312393665,-0.684101223946,-0.796591520309,-0.357003480196,-0.189125627279,-0.401006430387,0.00446127960458,-0.321935385466,-1.94163036346,0.122849613428,-0.816785395145,-0.892491042614,-0.78703057766,-0.951390683651,-1.43583285809,-1.17677819729,-0.913811028004,-1.4645178318,-1.06518292427,-0.441205501556,-0.567784368992,-2.71079587936,-1.75953543186,-0.547241389751,-1.85491502285,-2.59336137772,-0.944343686104,-0.538555204868,0.472940266132,0.633219599724,0.0772664546967,-0.0673988461494,-0.411888659,-3.38737487793,-3.10299992561,0.891800045967,-0.523449659348,-0.12009999156,0.616562366486,0.3489164114,-1.62353694439,-0.597735345364,-1.55563235283,0.200470715761,0.0444989204407,-1.20588135719,-2.50566267967,-3.01298880577,-3.25569152832,-0.360952883959,-1.23848998547,-0.48294916749,-0.227691456676,-1.43483352661,-0.734252870083,-0.0531985908747,-1.32099735737,-0.506999969482,0.272844970226,-0.225099995732,-0.99703514576,-0.664150357246,-0.373845636845,-0.431560456753,-0.0788028016686,-0.0461313761771,-0.0902739614248,-0.494789659977
6009,-1.90623605251,0.00769999623299,-0.0492068305612,-0.883233428001,-0.417885184288,0.371790707111,-0.511825799942,-0.47425365448,0.862456262112,0.305243164301,-1.2928879261,0.0955125615001,0.260903000832,-0.155896574259,-0.926491975784,0.272214859724,-0.0687499940395,-0.344036668539,-0.515899956226,0.196332961321,0.818729281425,-1.03785169125,0.0592697411776,0.571851611137,-0.712999999523,-0.487800002098,-0.754972338676,-1.11641454697,-0.999423265457,-1.95986890793,-0.104561790824,-0.324148058891,-0.933138608932,0.0636552423239,-0.0529071465135,-0.219706013799,-1.04357552528,-1.1362850666,-0.814262986183,-0.281505465508,-0.905523121357,-0.856997489929,-0.116143859923,-1.46800482273,-1.03832674026,-0.802773237228,0.376135289669,0.228271901608,-0.644148349762,0.259465098381,-1.13321185112,-0.92778635025,-0.957374572754,-1.79281556606,-1.16233325005,-0.702851593494,-0.721688210964,-0.622213482857,-1.08468663692,-0.637862861156,-0.828276991844,0.364092677832,0.341195762157,1.58976233006,-0.200897991657,0.782830357552,-1.92810440063,-3.48815011978,0.459766715765,0.0997209623456,1.58685004711,0.846294879913,0.936945140362,-0.0463270768523,0.605230331421,1.80665302277,-0.224749922752,-0.169063925743,0.0938466414809,0.193367511034,-0.40406575799,-0.599789917469,0.212106615305,0.347795426846,0.107074610889,-0.513009667397,-1.58697760105,-0.237506181002,-1.5326693058,-1.06419801712,-0.591899991035,-0.920234501362,0.378949999809,-1.34881138802,-1.09568738937,-0.35477411747,-0.964402079582,0.0245781242847,0.413516879082,0.0448299348354,0.177767962217
2309,-0.60065215826,0.197799995542,-1.02841675282,-1.00213336945,0.155852347612,0.348233699799,-0.244877666235,0.024738445878,1.04547917843,-0.294296622276,0.864688158035,-0.0233840942383,0.433764219284,0.14450404048,-1.02688264847,-0.0214072465897,0.54800003767,-1.07237613201,-0.642650008202,0.360496014357,0.327481508255,-0.0460809282959,0.0979794561863,0.113618224859,0.287999987602,-0.614199995995,-0.635730087757,-1.28988778591,-0.428461313248,-2.11457395554,-1.18582069874,-1.23698222637,-0.400499671698,-0.249852329493,-0.0915364548564,-0.586215019226,-0.796252608299,-0.0536576882005,0.0616102814674,-0.251786977053,0.735477864742,0.0713703483343,-0.0459897704422,-1.40438342094,-0.655387639999,-1.36640202999,-0.0127292275429,-0.24500463903,-0.38065558672,-0.0946348756552,-0.341828614473,-1.31733322144,-1.17137277126,-0.0329685620964,-0.702702403069,-0.738224208355,-1.05788969994,-0.10412594676,-0.445965945721,-0.913044095039,0.138692840934,-0.45612770319,-0.535919249058,-0.391818374395,-0.360781550407,-0.242316812277,-1.72396945953,0.353200018406,0.698333263397,0.113351099193,1.30454993248,0.57370108366,0.26703119278,-0.602312982082,0.460643172264,0.903396487236,0.0474612116814,1.29953765869,0.26415643096,-0.915821611881,0.263429313898,-2.18036794662,-0.344042032957,-0.230938613415,-0.582836449146,-1.06979811192,-0.783256411552,-0.588052630424,-0.793948769569,-0.232770726085,-0.446000009775,-0.144125521183,1.41339993477,-0.23877106607,-0.294878870249,-0.349258899689,0.153328195214,-0.0949112176895,-0.322828888893,-0.0654579028487,-0.19782474637
387,-1.2417371273,0.613200008869,-1.56704735756,1.34416663647,-0.317195445299,1.14380133152,0.390183448792,1.23081612587,0.560378551483,-2.65329504013,-1.20626854897,0.267283856869,0.4350220263,-0.644293427467,-1.4598608017,0.421110540628,2.08109998703,0.742065250874,0.88195002079,0.261218130589,1.64488518238,-1.0280302763,0.0239315778017,1.40858209133,0.590000033379,-0.313549995422,-0.828429639339,-0.984313488007,-0.38116568327,1.15675067902,-0.943574786186,-1.46193623543,-1.40900540352,0.867971301079,-0.507380008698,0.636311888695,-0.241244167089,1.37929773331,-0.357609659433,0.32943880558,0.0661020725965,0.846065819263,-0.375704020262,-0.79777097702,-0.41973683238,0.479051560163,0.674868106842,1.7506929636,0.335438191891,0.796068847179,1.61716473103,0.771782457829,0.694288015366,-0.102319084108,2.24401736259,0.0341481044888,0.630304574966,-0.655761778355,-1.49031662941,0.301014721394,0.243261083961,0.223003402352,-1.08862411976,1.14246606827,0.603295147419,0.469858288765,-3.01540637016,-1.79774999619,1.42730009556,0.467512279749,1.90825009346,1.05237531662,0.673097372055,0.499302625656,1.84381556511,3.95733737946,0.539490103722,3.27217721939,0.579137384892,0.330598473549,0.654065966606,-0.51890707016,0.49043315649,0.76216840744,0.369213342667,-0.0823499560356,-1.45541274548,-0.425198554993,0.999076843262,-1.22605371475,-0.00384999811649,-0.556067347527,-0.0546499937773,-1.22412741184,-0.129682779312,-0.762971043587,-0.101506799459,-0.0885506272316,1.3711014986,0.525195360184,0.0228734314442
3553,1.58832359314,-0.533349990845,1.31654238701,0.94396674633,0.212325409055,0.184601143003,0.611736178398,-0.275318384171,0.593159556389,1.53584873676,1.8690636158,0.399353295565,1.06899380684,0.0588224083185,0.980002343655,0.0286282673478,-0.645900011063,-0.0935130491853,0.826049923897,0.0813900530338,-0.311967045069,1.05609238148,0.660204768181,0.443918704987,0.473600000143,1.46555006504,1.02488923073,1.18377614021,0.953458309174,1.0762488842,2.17746448517,1.24324703217,1.2230476141,0.632002651691,1.42087602615,0.695478975773,1.29275941849,2.24502635002,0.994840025902,0.923222899437,0.345087736845,0.56399846077,0.395401448011,1.36067032814,0.569499790668,4.3287320137,1.65444397926,0.338548630476,1.77511787415,0.451115548611,1.04384183884,1.24201273918,0.646003723145,0.858720779419,0.804869174957,1.33852696419,0.520904779434,1.05236709118,1.24379658699,0.68933403492,0.638081490993,-0.221758812666,0.0817285701632,-0.0755166113377,-0.00116685032845,-0.617208600044,3.3697578907,3.48009991646,-0.388466715813,0.193796694279,-0.382400006056,-0.471694976091,-0.399747937918,0.978012382984,-0.0686243996024,-0.903719484806,-1.06628632545,-1.45133590698,-0.228758484125,1.54768896103,0.639295935631,0.61497926712,0.108843371272,0.539027094841,0.287956148386,0.549799621105,1.82628560066,0.7635846138,0.949165701866,0.389964938164,1.26999998093,0.322223365307,0.285499989986,1.72231519222,2.80820465088,0.493831157684,3.10459446907,0.72462272644,-0.17214563489,-0.217127352953,0.624060511589
427,0.133067458868,-0.262499988079,3.09369707108,-0.704233407974,-0.194110199809,-0.805771052837,0.0633200854063,0.766741454601,-0.855840325356,0.473648309708,-0.442114830017,-0.707177340984,-0.173798084259,-0.244383469224,0.220694422722,-0.0616643875837,-0.196449995041,-0.376635432243,0.352699995041,-0.400474846363,-0.556913137436,-0.680758714676,-0.394181251526,1.77811980247,-0.356000006199,0.97754997015,-0.40192002058,-0.0608056560159,-0.0177422016859,0.440444350243,-0.184731453657,0.3850723207,-0.696851789951,0.364140093327,0.229855537415,-0.360598415136,-0.310800492764,0.53421241045,-0.880430102348,-0.0682945623994,-0.424975752831,-1.14212799072,0.149354562163,-0.515252649784,-0.016393661499,-0.40128070116,-0.614283382893,-1.31118905544,-0.676465988159,-1.42088472843,1.33856737614,0.585795044899,-0.588351249695,0.154098644853,0.0634062215686,-0.920055508614,0.890352129936,0.322783082724,2.11078619957,-0.497915476561,-0.239869534969,0.257365465164,0.462973207235,-0.24568477273,-0.242442429066,0.263307094574,0.488614678383,0.982749998569,0.546899974346,-0.415199756622,0.054000005126,0.643881082535,-0.111152842641,-0.525156915188,-0.425470352173,-1.28835940361,0.979193866253,-0.0106485188007,0.117850571871,0.19841632247,-0.498802572489,-0.00941649079323,-0.321677923203,-0.511253297329,0.408523142338,-0.0285729318857,0.526475310326,0.75065523386,2.37765741348,0.495239466429,-0.267450004816,-0.471571534872,-0.261900007725,-0.860828459263,-0.361572921276,-0.493297189474,-0.0146953314543,0.114864319563,0.882562577724,0.126447558403,-0.450672060251
5898,0.292575508356,0.821750044823,0.247450947762,-0.978300035,0.223056837916,-0.243462190032,-0.309075862169,-0.238783612847,-1.38473510742,-0.561119556427,-0.93414914608,-2.66621661186,-0.379472464323,-0.604098081589,0.0714133530855,0.0812956318259,-1.07310009003,-1.81752085686,-0.780400037766,-0.241510182619,-2.50190258026,-1.59624969959,-1.16548383236,-0.692151725292,-0.0281999986619,-1.72644996643,-0.530361950397,-0.428188890219,-0.500909566879,-1.3390635252,-0.607052206993,-1.03366613388,-0.337889939547,-1.70708751678,-0.0489267259836,-0.0792087316513,-0.637454271317,-0.331849038601,-0.499824732542,-1.40351903439,-1.57687592506,-1.98073899746,-0.148487061262,-1.65631961823,-1.6121673584,0.731420218945,-0.808754861355,-1.23020672798,-1.7982442379,-0.10375584662,0.515854239464,0.44583722949,-2.00637817383,-0.364041149616,-2.48911643028,-0.175099283457,-0.900326609612,-2.8750731945,-1.71912562847,-1.5722373724,-1.13942885399,-0.458559423685,-0.0573570393026,-0.504474759102,-0.140540033579,-0.287615835667,-0.235642969608,-1.55330014229,0.274500012398,-0.293118715286,-1.11650002003,-0.297560125589,-0.00612486153841,-0.492785781622,-0.162346377969,-0.0455683767796,-1.14343583584,-1.98346853256,-0.778685331345,-0.733351051807,-1.19563555717,-1.11773014069,-1.50202929974,-1.80665946007,-2.17308187485,-1.92337501049,0.468009203672,-0.372540533543,-1.06821799278,-0.232377097011,0.18655000627,0.289758086205,-0.0362500026822,-0.695918321609,0.0701954066753,-2.84662628174,-0.730358123779,0.0712471604347,1.06295692921,-0.243429213762,-0.732572734356
23365,0.90114492178,0.857700049877,0.267232626677,-0.425500005484,0.419400006533,0.933454275131,0.805493056774,1.67675304413,-0.0370796471834,0.269861280918,-0.680102884769,0.624504327774,-0.177616387606,-1.66785848141,0.202480107546,-0.902791619301,1.99009990692,1.52816677094,-0.498950004578,0.164688915014,0.354840219021,-0.0164366364479,0.287825405598,0.43653473258,0.834849953651,-0.133500009775,-0.154310017824,0.774526894093,-0.188450068235,0.282546818256,0.164329171181,0.105949379504,0.287494778633,-0.0985641181469,-2.39499783516,0.43612074852,0.904947400093,-0.446378648281,1.05498528481,1.5176615715,1.91822111607,1.10398626328,0.747144401073,-0.0777716711164,1.66197562218,0.111952230334,-0.0642615109682,2.32843852043,0.118042349815,0.971150636673,0.478328257799,0.415600627661,-0.0822784304619,0.36409959197,0.711118757725,0.179230034351,0.0137515254319,-0.341582387686,-0.396357864141,0.0805194973946,0.524914443493,-0.212732002139,0.324344754219,-0.532535195351,0.613557755947,2.82172036171,-0.92485678196,0.0417499989271,0.550766706467,-0.118518471718,1.24210000038,0.0887193083763,0.242178544402,-0.398126453161,0.150871858001,3.65974235535,0.865405261517,2.80253267288,0.753776311874,1.23124194145,1.63405323029,1.38790118694,0.103015840054,-0.61715644598,0.0677405297756,-1.24430418015,-0.182924747467,0.230371296406,1.10888385773,-0.858011186123,-0.0636499971151,-0.17779096961,-0.0242500007153,1.28106331825,0.356597810984,0.284293115139,0.374231636524,0.201837420464,1.67880904675,0.472996711731,0.510735273361
6657,1.60320937634,0.0381999909878,0.875527441502,1.50033342838,0.865273892879,0.0692458003759,0.106034711003,-0.647727072239,1.4975912571,0.594522178173,1.54438042641,0.117033593357,0.103131785989,-0.0814204961061,1.0419100523,-0.197874948382,-0.659799993038,-0.905240297318,-1.06614995003,0.345562070608,0.251066923141,1.30011093616,1.11565923691,0.618325710297,-0.127549991012,1.22465002537,0.631664514542,1.60431849957,1.08208799362,0.863970816135,0.487788647413,0.653104126453,0.373695850372,-0.0627582743764,0.685232639313,0.502112805843,0.579318523407,1.52533388138,0.243695884943,0.0261711906642,-0.191241458058,0.740092754364,0.325267523527,2.02916455269,1.01615059376,2.79888892174,0.440605580807,-0.341109067202,1.24163758755,-0.0404663607478,1.23888492584,0.629925370216,0.697520256042,1.09500205517,1.00262141228,1.21011722088,1.04316139221,1.18461167812,0.862285196781,0.567460000515,0.868135988712,0.273097187281,0.70351755619,-0.0715243071318,-0.723941862583,-0.580193340778,2.77911114693,2.91919994354,-0.74306666851,-0.226733908057,-1.38424992561,-0.725620388985,-0.494570910931,1.10751271248,-0.343958169222,-1.4267783165,-0.404980391264,-0.41355702281,-0.154967397451,1.25453650951,0.728936672211,2.84141278267,0.320976644754,0.309609025717,0.449608534575,1.32108771801,2.00060296059,0.788547515869,2.33565592766,1.2110543251,1.33634996414,2.17264556885,1.69464993477,1.3224157095,1.88854551315,0.820257484913,2.95607042313,0.195496201515,-0.537770748138,-0.157840758562,0.165981888771
