rid,DOS058_A375_24H:BRD-K71424888-019-01-8:5,DOS058_A549_24H:BRD-K71424888-019-01-8:5,DOS058_PC3_24H:BRD-K71424888-019-01-8:5,ERG012_PC3_24H:BRD-K71424888-019-01-8:9.78734,ERG012_PC3_6H:BRD-K71424888-019-01-8:9.78734,ERG016_VCAP_24H:BRD-K71424888:9.79,ERG016_VCAP_24H:BRD-K71424888:3.26,ERG016_VCAP_24H:BRD-K71424888:1.09,ERG016_VCAP_24H:BRD-K71424888:0.36,ERG012_VCAP_24H:BRD-K71424888-019-01-8:9.78734,ERG012_VCAP_6H:BRD-K71424888-019-01-8:9.78734
5720,-0.700950026512,-0.202999979258,-0.761099994183,0.982977390289,0.890809059143,-0.470122724771,-0.504069924355,-0.474072158337,0.122873991728,0.65448641777,0.870025515556
466,-0.927499949932,-1.9157999754,-0.0862499922514,-1.73184478283,0.8863042593,1.25272703171,1.33568716049,0.585759162903,0.418178737164,0.434180885553,2.44887304306
6009,-0.162200003862,0.614999949932,-0.126949995756,-1.02814257145,0.123933553696,-0.17271733284,1.49730789661,0.371561348438,0.356695324183,-2.58448624611,0.273275971413
2309,0.474749982357,0.236250013113,0.0701500028372,0.62297719717,-0.460541218519,0.675651550293,1.21510100365,-0.169602394104,-0.474690586329,0.723126709461,-0.44972679019
387,-1.08539998531,-0.00824999809265,-0.0217999964952,-0.390215933323,0.0268784761429,0.216402113438,0.543169736862,0.549583077431,0.448287904263,-0.387514531612,0.65361058712
3553,0.953349947929,0.788049995899,-0.317650020123,-0.589574098587,-1.63844513893,-0.504004657269,-1.35832929611,-0.770955204964,1.01805353165,0.127067655325,0.15528935194
427,-0.43854996562,2.53595018387,-1.16479992867,-1.95256471634,0.442247450352,1.84495615959,1.18367469311,0.512778759003,0.543595731258,-0.351479530334,1.15974402428
5898,-0.20039999485,0.0709499716759,0.226249992847,-1.04025828838,0.133874759078,-0.0583191215992,0.256009042263,0.652560472488,-1.64541530609,0.175870403647,1.17916274071
23365,0.15909999609,0.0965500026941,-0.52429997921,-0.332171082497,-0.140524163842,-1.00847530365,0.420411765575,-0.372641980648,0.447286397219,-0.250700294971,0.756226420403
6657,-0.107950001955,0.619949996471,-0.264550000429,0.816629827023,0.284543037415,-0.419261097908,-1.15861415863,-0.466014713049,-0.681474030018,0.368437409401,0.167707279325
5054,0.216600000858,0.313349992037,-0.137600004673,-1.32183933258,-0.0333231985569,-0.00295981764793,-1.01976621151,-0.0938724502921,-0.212489053607,-0.115910366178,-0.853133678436
3108,-1.48129999638,-1.26129996777,-1.27399992943,2.08712744713,1.46949028969,-0.429187953472,-0.995975613594,-0.200736150146,0.187622010708,0.662548780441,1.07460165024
1950,1.22140002251,0.756000041962,-0.319900006056,-0.769987165928,0.761795759201,-1.15309762955,0.379304617643,-0.422277271748,-0.46604770422,1.02663064003,-0.844782233238
351,1.66155004501,-0.337249994278,0.927500009537,-1.31739199162,0.186645179987,1.83457446098,-5.19312810898,-0.282096415758,1.0489897728,-1.04516482353,-0.646310985088
4846,0.626199960709,-0.865800023079,-0.526250004768,3.47975850105,1.2420835495,-0.52202796936,-1.40696871281,0.00301375985146,0.561799585819,0.127551093698,0.764431715012
1452,-1.5176500082,-0.843450009823,-0.564049959183,0.543565452099,0.122586786747,-0.402459681034,-0.258976489305,-0.0309793651104,0.29959794879,-0.893153429031,0.690293312073
4776,0.639299929142,1.5379999876,-0.546150028706,-0.310697823763,-0.309586405754,-0.242326751351,-0.999606430531,-0.772069990635,-0.723561823368,-0.12769587338,-0.0177281796932
6908,-1.23250007629,0.276649981737,-0.471500009298,0.320354878902,0.972040534019,-0.332268476486,1.55909121037,0.788482785225,0.254499554634,0.216367259622,1.80271983147
672,-0.560499966145,0.836050033569,0.468800008297,0.295371353626,-0.0742870122194,-0.0762504115701,1.26168489456,0.55323266983,0.720651268959,-0.24447196722,-0.151041358709
5710,-1.7677500248,-0.77429997921,0.0879999995232,-2.18149018288,-0.440104752779,-2.20276880264,-1.17077839375,-0.319805979729,0.486655235291,-3.00722265244,-0.69044649601
2115,0.102250009775,0.276849985123,-0.0247000008821,-0.144926667213,0.767046689987,-0.787203848362,-0.101991035044,-0.528670072556,0.076367251575,0.681103825569,-0.809983968735
7015,0.890900015831,0.0924000144005,-0.317449986935,-1.06491541862,-0.00323189795017,0.517757356167,-1.77988195419,-0.619313418865,-1.0704100132,-0.112880475819,3.78822755814
8726,-0.639850020409,-0.568050026894,0.653450012207,0.830089688301,1.3679265976e-05,0.2624604702,-0.273235827684,0.55550211668,0.889479339123,1.88150274754,1.13924789429
2185,1.44974994659,0.622699975967,-0.0229500234127,0.18683385849,-0.126246511936,-1.36987829208,-0.948013305664,-0.805553257465,-0.513173639774,0.268158912659,0.102571725845
3315,-1.09824991226,-0.414600014687,-0.698850035667,-2.55359840393,0.0894604623318,-0.881166815758,-1.49053192139,-0.574473142624,-0.543565094471,-0.350124388933,-0.214063882828
5289,0.142149984837,0.122149974108,0.0559000000358,-0.451971769333,0.0436466783285,-0.588904678822,-1.66406154633,-0.877467274666,-0.810636758804,-0.492022305727,0.806815207005
868,-0.2174000144,0.0423000156879,0.303999990225,0.421438276768,-0.114324986935,-0.0505962371826,-1.41689693928,-0.450533300638,0.596858263016,-0.0850566476583,0.883433103561
1677,0.960850000381,0.305099993944,-0.0468000024557,-0.73195540905,-0.126788914204,0.804736673832,-0.630389630795,-0.821303129196,-1.05003619194,1.93189668655,0.566017925739
7043,0.744400024414,1.38275003433,0.299899995327,0.468351364136,0.836065411568,-0.804805457592,-1.30828464031,-0.816677033901,0.645613253117,0.860402345657,1.077267766
5613,2.09430003166,2.37739992142,-0.524649977684,0.135496109724,-0.108378343284,-0.743310332298,-1.35042929649,-0.694161891937,-0.354422479868,0.729452610016,-0.671042203903
595,-0.0823500007391,0.373800009489,-0.184350013733,-0.060238301754,0.0663541257381,-0.153984114528,0.94552397728,0.383985698223,0.744292199612,-0.328822672367,1.97197675705
4793,0.122900009155,0.63765001297,0.885850012302,2.98919487,-1.19323551655,-0.580020666122,4.33021068573,0.0775185897946,-0.247374802828,0.758189380169,1.25435674191
2736,0.787850022316,0.183699995279,0.460699975491,1.90235197544,0.744670391083,-0.96396613121,-1.52523899078,-1.01599836349,0.0569776073098,0.097949385643,0.705868065357
5290,0.888300001621,0.0528999865055,0.0420500040054,2.62975120544,-0.371333986521,0.318989515305,-0.675121665001,-0.610874295235,-0.589585840702,0.0591480843723,-0.311163336039
6194,-0.0869999974966,0.00034999998752,-0.0714500099421,-1.26938796043,0.0441076233983,1.55763721466,0.212162792683,-0.228837996721,0.886339366436,-2.33574509621,-1.06795036793
