rid,CPC003_HA1E_6H:BRD-K06593056-001-01-4:10,CPC003_HA1E_24H:BRD-K06593056-001-01-4:10,CPC003_HCC515_6H:BRD-K06593056-001-01-4:10,CPC003_HCC515_24H:BRD-K06593056-001-01-4:10,CPC003_PC3_6H:BRD-K06593056-001-01-4:10,CPC003_PC3_24H:BRD-K06593056-001-01-4:10,CPC003_VCAP_6H:BRD-K06593056-001-01-4:10,CPC003_VCAP_24H:BRD-K06593056-001-01-4:10,CPC006_A375_6H:BRD-K06593056-001-02-2:20,CPC006_A375_24H:BRD-K06593056-001-02-2:20,CPC006_A549_6H:BRD-K06593056-001-02-2:20,CPC006_A549_24H:BRD-K06593056-001-02-2:20,CPC006_A673_6H:BRD-K06593056-001-02-2:20,CPC006_AGS_6H:BRD-K06593056-001-02-2:20,CPC006_CL34_6H:BRD-K06593056-001-02-2:20,CPC006_CORL23_6H:BRD-K06593056-001-02-2:20,CPC006_COV644_6H:BRD-K06593056-001-02-2:20,CPC006_DV90_6H:BRD-K06593056-001-02-2:20,CPC006_EFO27_6H:BRD-K06593056-001-02-2:20,CPC006_HA1E_6H:BRD-K06593056-001-02-2:20,CPC006_HA1E_24H:BRD-K06593056-001-02-2:20,CPC006_HCC15_6H:BRD-K06593056-001-02-2:20,CPC006_HCC515_6H:BRD-K06593056-001-02-2:20,CPC006_HCC515_24H:BRD-K06593056-001-02-2:20,CPC006_HCT116_6H:BRD-K06593056-001-02-2:20,CPC006_HEC108_6H:BRD-K06593056-001-02-2:20,CPC006_HEPG2_6H:BRD-K06593056-001-02-2:20,CPC006_HT115_6H:BRD-K06593056-001-02-2:20,CPC006_HT29_6H:BRD-K06593056-001-02-2:20,CPC006_HT29_24H:BRD-K06593056-001-02-2:20,CPC006_JHUEM2_6H:BRD-K06593056-001-02-2:20,CPC006_LOVO_6H:BRD-K06593056-001-02-2:20,CPC006_MCF7_6H:BRD-K06593056-001-02-2:20,CPC006_MCF7_24H:BRD-K06593056-001-02-2:20,CPC006_MDST8_6H:BRD-K06593056-001-02-2:20,CPC006_NCIH1694_6H:BRD-K06593056-001-02-2:20,CPC006_NCIH1836_6H:BRD-K06593056-001-02-2:20,CPC006_NCIH2073_6H:BRD-K06593056-001-02-2:20,CPC006_NCIH508_6H:BRD-K06593056-001-02-2:20,CPC006_NCIH596_6H:BRD-K06593056-001-02-2:20,CPC006_NOMO1_6H:BRD-K06593056-001-02-2:20,CPC006_OV7_6H:BRD-K06593056-001-02-2:20,CPC006_PC3_6H:BRD-K06593056-001-02-2:20,CPC006_PC3_24H:BRD-K06593056-001-02-2:20,CPC006_PL21_6H:BRD-K06593056-001-02-2:20,CPC006_RMGI_6H:BRD-K06593056-001-02-2:20,CPC006_RMUGS_6H:BRD-K06593056-001-02-2:20,CPC006_SKLU1_6H:BRD-K06593056-001-02-2:20,CPC006_SKM1_6H:BRD-K06593056-001-02-2:20,CPC006_SKMEL1_6H:BRD-K06593056-001-02-2:20,CPC006_SKMEL28_6H:BRD-K06593056-001-02-2:20,CPC006_SNGM_6H:BRD-K06593056-001-02-2:20,CPC006_SNU1040_6H:BRD-K06593056-001-02-2:20,CPC006_SNUC4_6H:BRD-K06593056-001-02-2:20,CPC006_SNUC5_6H:BRD-K06593056-001-02-2:20,CPC006_SW480_6H:BRD-K06593056-001-02-2:20,CPC006_SW620_6H:BRD-K06593056-001-02-2:20,CPC006_SW948_6H:BRD-K06593056-001-02-2:20,CPC006_T3M10_6H:BRD-K06593056-001-02-2:20,CPC006_THP1_6H:BRD-K06593056-001-02-2:20,CPC006_TYKNU_6H:BRD-K06593056-001-02-2:20,CPC006_U937_6H:BRD-K06593056-001-02-2:20,CPC006_VCAP_6H:BRD-K06593056-001-02-2:20,CPC006_VCAP_24H:BRD-K06593056-001-02-2:20,CPC006_WSUDLCL2_6H:BRD-K06593056-001-02-2:20,CPC015_A375_6H:BRD-K06593056-001-01-4:10,CPC015_A549_6H:BRD-K06593056-001-01-4:10,CPC015_A549_24H:BRD-K06593056-001-01-4:10,CPC015_ASC_24H:BRD-K06593056-001-01-4:10,CPC015_HEPG2_6H:BRD-K06593056-001-01-4:10,CPC015_HT29_6H:BRD-K06593056-001-01-4:10,CPC015_MCF7_6H:BRD-K06593056-001-01-4:10,CPC015_MCF7_24H:BRD-K06593056-001-01-4:10,CPC015_NPC_24H:BRD-K06593056-001-01-4:10,CPC015_PHH_24H:BRD-K06593056-001-01-4:10,CPC015_SKB_24H:BRD-K06593056-001-01-4:10,CPC006_H1299_6H:BRD-K06593056-001-02-2:20,CPC006_RKO_6H:BRD-K06593056-001-02-2:20
5720,0.28639999032,-1.64545702934,0.316528022289,-0.915195703506,0.0224486589432,-0.883375763893,0.440539985895,-0.718299984932,0.319622755051,-0.23269033432,-0.602380275726,-0.753811359406,-0.190549999475,0.211649999022,0.814599990845,0.743399977684,0.712599992752,-1.44315004349,0.183600008488,0.454995125532,0.362689644098,-2.24223589897,0.0803893655539,-0.180010795593,0.545549988747,0.915019035339,-0.858033895493,0.811749994755,0.411134928465,1.23065447807,0.454000025988,0.718649983406,0.583817124367,0.731355667114,0.214149996638,2.02519989014,-0.0254999995232,0.683200001717,0.546450018883,0.264099985361,1.07365000248,0.544749975204,0.570092320442,0.0760046094656,-0.264550000429,0.0666999965906,0.58085000515,-0.0780500024557,-0.032900005579,-0.16755002737,0.834200024605,-1.01469993591,-0.245549991727,-0.385400027037,-0.774450004101,-0.277500003576,-1.41350960732,0.378392666578,-0.367950022221,-0.185769155622,0.000950038433075,0.44264999032,0.637300491333,0.995652616024,-0.443049997091,0.599176883698,-1.14904999733,0.532298803329,0.764919936657,0.836699962616,-0.327225595713,-0.443131655455,1.35635066032,0.316479802132,1.37529993057,1.00464999676,0.217050001025,1.08515000343
466,0.209299996495,0.183706626296,-0.575945734978,0.398304820061,0.107650928199,-1.9419271946,0.0502199754119,-3.24889993668,1.34243965149,-1.46806514263,3.04923868179,-0.234165519476,-0.46130001545,0.332000017166,0.931450009346,0.238299995661,1.15369999409,-0.205249994993,-0.382149994373,1.2242077589,0.626953840256,-0.415567874908,0.53301858902,0.151382356882,0.544900000095,0.731746077538,-0.351428776979,1.46624994278,0.055774897337,-0.0568284541368,0.124549999833,-0.209649994969,1.45733523369,-0.165344759822,-0.379999995232,3.46690011024,0.718199968338,-0.449150085449,0.461050003767,0.0946999937296,1.0693500042,0.937249958515,0.570578634739,-1.42546272278,0.422850012779,-0.0401499867439,-0.331699997187,0.116049990058,0.117450006306,-1.26129996777,0.459399998188,-0.39770001173,0.304900020361,-1.0014500618,-0.564149975777,0.314750015736,0.553328990936,0.755644500256,-1.53515005112,0.0827509611845,0.49065002799,0.914499998093,-0.318457275629,0.0796679258347,0.31225001812,0.541376411915,0.244900017977,-2.80759477615,0.261741667986,-0.636100053787,-1.29977071285,-0.266453891993,-0.37086352706,0.174749881029,-0.862499952316,-0.72904998064,0.790099978447,0.465700000525
6009,1.13775002956,-1.37409877777,0.0205374658108,-0.785725355148,-0.0171119403094,0.557170748711,0.0422200039029,-1.82640004158,1.5270332098,-0.939967930317,1.40781068802,-0.407655209303,0.0971499979496,0.0236499905586,1.27155005932,0.831200003624,0.789600014687,-0.0521499961615,0.153549998999,0.52005559206,0.771362483501,-1.83626687527,-0.980510473251,-0.323048442602,0.954400002956,0.223807036877,-0.407409667969,-0.137600004673,-0.0915559232235,-0.972916841507,-0.711149990559,0.310750007629,0.00559905171394,-0.490148693323,1.71774995327,1.39310002327,-1.27764999866,1.29635000229,-0.635999977589,-0.721449971199,-0.944000005722,0.108999997377,-0.180055469275,-0.0325911790133,-0.524200022221,0.233249992132,-1.04690003395,0.0969999954104,-0.718850016594,0.543300032616,-0.00840000063181,-1.13349997997,-0.752800047398,-0.323949992657,-0.626649975777,-0.0969499945641,0.387485802174,1.36942064762,0.814050018787,0.097810767591,0.58930003643,-0.241650000215,-0.981757879257,-0.777374386787,-0.228250011802,-0.605459094048,-0.372199982405,0.613723158836,1.62555551529,-0.311800003052,-0.616807460785,-0.270770311356,-0.323280781507,0.298101484776,-0.455500006676,0.895750045776,-0.219950005412,0.0181500017643
2309,-0.0728999972343,-0.742630004883,-0.0605544447899,-1.00428545475,1.27857732773,1.20922613144,-0.00453999638557,1.69410002232,1.90418457985,1.27723658085,0.472502470016,0.0333015322685,0.715200006962,-0.393099993467,1.70665001869,0.66219997406,0.94470000267,-0.0429500043392,0.846650004387,0.0306437276304,-0.0668519586325,0.163970679045,0.803052842617,1.09471583366,0.782449960709,1.18952345848,1.297727108,1.72250008583,0.545947313309,1.85662817955,0.497500002384,0.509050011635,0.221922785044,1.0356464386,1.22245001793,1.61090004444,0.159299999475,0.517750024796,1.10154998302,0.878650009632,1.10010004044,-0.875999987125,1.64615213871,0.718339025974,0.37650001049,1.45729994774,-2.50370001793,0.582900047302,1.39024996758,1.02614998817,0.17919999361,-0.76884996891,0.914749979973,0.23409999907,0.683499991894,2.77230000496,2.56248688698,0.323434412479,1.12855005264,0.566578984261,1.43589997292,1.07704997063,0.565659165382,-0.374491780996,-0.275699973106,-0.48715493083,0.0152999982238,2.77970051765,0.174744725227,0.0976499989629,0.396807163954,0.973734676838,0.385468006134,0.48095408082,-1.17159998417,-0.0430499985814,1.79995000362,0.501749992371
387,-0.76265001297,-0.445910394192,-0.838244080544,-0.716660737991,-1.70601797104,-2.04934167862,-0.193140015006,-1.09060001373,0.672493219376,-2.30729913712,-0.146236822009,-1.27083492279,0.317149996758,0.444050014019,1.67770004272,0.637099981308,-0.140699997544,-0.853399991989,-0.731599986553,-0.479695141315,-0.504573345184,-3.10482811928,-0.736003339291,-1.09391510487,-0.262600004673,0.138365387917,-0.177863165736,0.213100016117,-0.326119184494,-0.387229561806,-0.828549981117,-0.792250037193,-0.411778330803,-0.9887611866,-0.967000007629,3.73429989815,-1.10164999962,-0.285899996758,0.417650014162,-0.45275002718,0.634099960327,-0.354950010777,-1.01629388332,-1.47411346436,-0.674899995327,-0.31044998765,-0.699349999428,-0.79129999876,-1.24510002136,-0.72545003891,-1.84170007706,-1.33695006371,1.42869997025,-0.265049993992,-1.69965004921,-0.499900013208,-0.797039091587,-0.388993769884,-1.09689998627,-0.783137142658,1.179500103,-0.713300049305,-0.656303405762,-0.989261209965,0.0219999551773,-0.581779122353,-0.932299971581,0.0838109403849,1.42982268333,-1.14020001888,-1.12689745426,-1.15653836727,-0.203195750713,0.968737840652,0.239499986172,0.99899995327,0.842949986458,-1.00045001507
3553,0.161749988794,0.93817460537,0.499529242516,0.203086018562,-1.75053298473,3.78710961342,0.375880002975,0.794050037861,-0.35537725687,0.701462388039,0.0325792320073,1.28458023071,-0.165150001645,-0.731549978256,1.59294998646,0.736999988556,0.231600001454,1.34170007706,-1.02559995651,0.720530807972,0.891358137131,3.80212712288,-0.34147632122,-0.309427291155,-0.301850020885,-0.583250463009,0.627772212029,2.31480002403,0.203440696001,-0.497845560312,0.194650009274,-0.238650009036,0.145539820194,1.11666667461,-0.76139998436,6.00640010834,-0.274399995804,0.321900039911,-0.266149997711,1.17444992065,0.639200031757,0.790850043297,-0.255558878183,3.6846985817,-0.641049981117,0.556649982929,-0.00680000334978,1.30320000648,0.698949992657,-0.0275999903679,-0.126499995589,0.472499996424,1.14974999428,0.430999994278,0.295199990273,-0.546149969101,0.388827294111,0.0187261551619,0.0359500050545,0.241657450795,1.8572499752,-0.0670500099659,0.714882969856,0.442244112492,-0.694750010967,-0.0308002904058,0.418399989605,-0.22818158567,-0.0839369818568,-0.118200004101,0.67805826664,-0.305870056152,-0.23017282784,0.333180010319,1.31080007553,-0.456200003624,-1.03904998302,-0.211750000715
427,-0.474350005388,-0.294197320938,-0.553357362747,-1.7985714674,-1.60191643238,-0.158725187182,-0.462260007858,-1.56350004673,-0.347821265459,0.43723398447,-0.222572445869,-0.932163119316,0.460550010204,0.114699997008,1.29610002041,0.0430000014603,1.86370003223,0.00744998455048,-1.18500006199,0.0430832207203,0.172798126936,2.72111415863,-0.035394564271,-0.386387169361,-0.0145500004292,-0.142985224724,-0.142243474722,2.05064988136,-0.791595160961,-0.46348553896,-0.214350000024,0.243450015783,-0.0248824805021,0.638174653053,-0.738749980927,4.44880008698,0.694900035858,-0.794499993324,-0.221799999475,-0.0716499984264,0.442949980497,0.815099954605,0.0878316909075,-1.05167233944,-0.172149986029,-0.99019998312,-1.26545000076,-1.54944992065,-0.347199976444,0.307749986649,-0.151450008154,0.0111000090837,-0.121050000191,-0.0160499960184,0.484899997711,-0.842700004578,-0.146357923746,-0.522267460823,0.16685000062,0.0130588710308,1.95254993439,-0.245350003242,-0.646863222122,-0.398657411337,0.0799999833107,-0.0205300152302,-0.84659999609,-0.847214579582,1.31880116463,0.864549994469,-1.57161712646,-0.617977201939,0.232853546739,-0.798089087009,0.533900022507,-0.0835999846458,0.878250062466,-0.0486999973655
5898,0.19580000639,-0.102164506912,-0.53712439537,-1.09798789024,-1.0241382122,0.796311974525,-0.372579991817,1.46564996243,2.57128286362,2.54330682755,2.37404799461,2.78304195404,-0.610800027847,0.8138499856,0.0227500200272,0.98710000515,1.30879998207,0.368050009012,-1.03149998188,1.01692271233,-0.874195516109,2.4136030674,-0.140553891659,-0.434649199247,-0.163699999452,1.34975457191,0.392054378986,0.133200004697,0.180518642068,-0.679905235767,-0.0293499976397,-0.265249997377,1.31981217861,-0.175856947899,1.34660005569,0.710399985313,0.157000005245,0.0200500003994,0.265399992466,-0.866650044918,0.480899989605,-0.383949995041,1.4278986454,0.0277961716056,-2.51609992981,0.144950002432,-0.178100004792,-0.180949985981,-1.6807500124,0.933650016785,1.14830005169,1.96565008163,-0.259949982166,-0.455649971962,0.0906500071287,-0.0662499964237,0.464985400438,1.46532380581,0.0110500156879,0.0898333340883,0.9945499897,0.693300008774,0.672519087791,0.937963485718,-3.06605005264,0.685812413692,-0.0244500041008,-0.704367995262,-0.148474156857,-2.15505003929,0.0581109598279,0.163563907146,-1.03570890427,-0.11772223562,0.948149979115,1.07144999504,0.182050004601,0.366100013256
23365,0.768249988556,0.853873848915,-0.548211753368,0.649697124958,0.0599871426821,1.88732504845,0.779839992523,-0.0830000042915,-1.00356435776,-0.412962019444,-0.172375679016,-0.857023119926,0.924300014973,1.53349995613,1.58899998665,-1.26470005512,-0.229000002146,0.339299976826,-0.578400015831,-0.588129281998,-0.594892859459,-0.909282207489,-0.433459728956,-1.10293924809,-0.658399999142,0.34530633688,-0.112788170576,1.28860008717,-0.340058654547,-0.983226060867,-1.37765002251,-0.72545003891,-0.262106657028,-0.275465011597,0.634850025177,3.24140000343,0.36210000515,0.529150009155,-1.49494993687,0.077500000596,1.71565008163,-2.32509994507,-0.228446632624,0.162712305784,0.0459000021219,-0.632849991322,0.91455000639,1.86835002899,-0.338499993086,-0.977000057697,-0.980499982834,-0.529100000858,0.271300017834,-0.0936499983072,0.53174996376,-0.172350019217,-0.265616297722,-0.147116497159,-0.76265001297,-0.0653288513422,0.477750003338,-0.155599996448,-0.215198278427,-0.58639550209,-0.829300045967,0.52687060833,-1.58220005035,0.333805203438,0.0690536499023,0.980200052261,-1.3610522747,-1.09152030945,0.111804716289,0.05825984478,-0.093949995935,0.825549960136,0.638749957085,0.436149984598
6657,-0.408349990845,-0.892076790333,0.626038551331,0.831870913506,0.394820928574,-0.414273411036,0.346820056438,0.612800002098,-1.1973477602,-3.37626004219,-1.06050944328,-2.06575536728,0.730800032616,0.0579000003636,1.59749996662,0.0769999995828,-1.82219994068,1.43684995174,-1.10989999771,-0.347035139799,-0.239590957761,4.37961912155,3.12898349762,0.372087597847,-1.15275001526,-0.63727337122,1.43625748158,1.94099998474,0.0961012840271,-1.03445196152,0.621000051498,0.404300004244,0.166236460209,-0.309477776289,0.850499987602,3.68619990349,0.260699987411,0.138699993491,-0.109300017357,0.543749988079,1.70004999638,0.134149998426,0.8543587327,1.43973278999,-0.691449999809,-0.166900008917,0.0611999928951,2.10614991188,0.723549962044,0.578949987888,-0.243900001049,1.73395001888,1.84604990482,-0.0500999987125,0.527700006962,-0.582549989223,-0.908899784088,-0.782689571381,0.135450005531,-0.575220644474,1.48860001564,-0.757849991322,0.14833599329,-0.0110368430614,-0.346749991179,0.388821661472,-0.140699997544,0.668808221817,-0.868671476841,0.206499993801,1.23535954952,0.485920161009,-0.254864037037,0.598469853401,0.657499969006,-0.686450004578,-0.855849981308,-0.496150016785
