rid,DOS025_VCAP_6H:BRD-K50868745-001-01-2:5,DOS025_VCAP_24H:BRD-K50868745-001-01-2:5,DOS047_A375_24H:BRD-K50868745-001-01-2:5,DOS047_A549_24H:BRD-K50868745-001-01-2:5,DOS047_HT29_24H:BRD-K50868745-001-01-2:5,DOS047_MCF7_24H:BRD-K50868745-001-01-2:5,DOS047_PC3_24H:BRD-K50868745-001-01-2:5,DOSBIO001_A375_24H:BRD-K50868745:10.0011,DOSBIO001_A549_24H:BRD-K50868745:10.0011,DOSBIO001_HT29_24H:BRD-K50868745:10.0011,DOSBIO001_MCF7_24H:BRD-K50868745:10.0011,DOSBIO001_PC3_24H:BRD-K50868745:10.0011,DOSBIO001_NEU_24H:BRD-K50868745:10.0011,DOSBIO001_NPC_24H:BRD-K50868745:10.0011
5720,0.228428944945,-0.383094131947,-0.78568726778,0.337249994278,0.559700012207,0.976949930191,0.0925817340612,-0.173428922892,0.568000018597,0.34522280097,0.247824326158,0.296548426151,1.54414999485,2.01778936386
466,0.259739220142,0.0821592286229,-1.05117845535,-0.525099992752,-2.19853591919,0.648000001907,0.875979304314,-0.718664586544,0.129200041294,0.881693005562,1.03993296623,-0.138815164566,-2.18440008163,0.383128941059
6009,1.1467654705,0.272798120975,-4.19237089157,1.66229999065,1.18638134003,1.28214991093,2.44252109528,0.431391179562,1.18863332272,-0.515875816345,-0.99803096056,0.336936116219,-0.954649984837,-0.18971785903
2309,0.237174123526,-0.497858375311,-0.903318345547,0.373600006104,-0.599359989166,-0.10474999249,-0.934517800808,0.137722998857,0.0494666621089,-0.852653264999,-0.0540916919708,0.0326989069581,-2.1210000515,-0.354573190212
387,-0.281683295965,-0.276324868202,-0.415151834488,1.87080001831,0.904901504517,0.602300047874,2.05706524849,0.546731710434,0.348033338785,0.0308810025454,0.566616237164,1.21844506264,0.228549987078,-0.0403599143028
3553,-1.00473189354,0.87003493309,-0.149468675256,-0.464900016785,0.159420013428,-1.5962998867,-0.326081901789,-0.0518912822008,-0.21179997921,0.00429424643517,-0.990005493164,-1.0458304882,0.564750015736,-0.845638334751
427,0.652179002762,1.12581086159,0.100318588316,-1.96790003777,-1.60622406006,-1.32159996033,2.60238385201,-0.594689846039,-0.616100072861,4.57064247131,1.22189414501,0.599953591824,0.205049991608,-0.50939309597
5898,-0.749540686607,-0.0719253644347,-1.02669584751,-1.03460001945,-2.00091123581,0.177100002766,0.895845234394,-0.00155633315444,-3.31596684456,-0.304222047329,0.270816147327,0.334492087364,-0.755950033665,-0.190532669425
23365,-0.633668065071,-0.764552474022,-0.637676954269,0.0727500021458,-0.103321135044,3.03099989891,0.751492917538,-0.565421521664,-0.324966669083,-0.424336850643,-0.794996738434,0.189495623112,-0.755049943924,0.24670560658
6657,-0.53540033102,1.20353841782,-0.758459091187,0.152099996805,0.0508774369955,-0.726300001144,-0.486858785152,0.792137980461,0.460333347321,-0.435521036386,-0.6292552948,-0.896730482578,-0.950699985027,-0.013521451503
5054,-0.0650207996368,-0.330663532019,-1.12083637714,0.426299989223,0.184727877378,0.259900003672,0.7843272686,0.95472663641,0.067633330822,3.09998226166,-1.13682627678,-0.14049488306,-0.479650020599,0.0597158074379
3108,-0.474926292896,-0.107326984406,-1.52883851528,-0.69319999218,-0.288384705782,0.537750005722,0.163794964552,-0.195610165596,-0.117799937725,0.764180481434,-0.389302104712,-0.579552352428,-0.0486499965191,0.493994653225
1950,0.485333144665,0.755135595798,1.93198335171,0.686349987984,1.34192347527,-1.09469997883,0.823377430439,0.584637403488,0.587833285332,0.366538643837,-0.270927995443,0.170662760735,0.0677000284195,-0.233545541763
351,-0.176268562675,0.0785735547543,1.77338862419,-0.087650001049,-0.412887454033,-0.78100001812,0.875483512878,0.225603967905,0.157099992037,0.202868163586,-0.789873600006,-0.276102006435,1.05255007744,-0.198011934757
4846,-0.482631087303,-1.00458776951,0.2269577384,-0.607450008392,1.72872281075,1.08719992638,-1.26559567451,-0.763047575951,-0.300333350897,-0.675498485565,-0.670793235302,0.838668525219,0.0014999806881,0.164957880974
1452,0.582682549953,-0.881899595261,-1.82941842079,0.122500002384,0.859288036823,0.549049973488,-0.801265239716,-0.00740171968937,0.428266644478,0.827073991299,-0.371203899384,0.723398864269,0.689549982548,-0.0408673733473
4776,-1.16723334789,0.133627563715,0.241022795439,-0.30814999342,-0.0409722030163,-1.23180007935,-0.482258856297,-0.296004682779,0.15463334322,-0.254651486874,-0.557671427727,-1.16051089764,1.12374997139,-0.513142943382
6908,0.00166469812393,-0.970760166645,-0.155015349388,-0.00284999608994,1.17444205284,2.06914997101,0.967645287514,0.016828328371,0.545166671276,0.924904584885,0.546024560928,0.914850533009,-0.425249993801,0.259261548519
672,0.35643351078,-0.304570704699,-1.21177911758,-0.0945500060916,0.894966483116,-0.0381000041962,-0.680741012096,1.59567737579,0.00743329524994,-0.145273074508,0.247985959053,0.0642560720444,0.207450017333,0.423982858658
5710,0.937140226364,-1.57881331444,-0.546004772186,-0.115299999714,0.56110727787,-0.00164999812841,-1.24874770641,-0.184185549617,-0.544133365154,0.0632630586624,0.00454851984978,0.426110506058,-0.250699967146,0.420168817043
2115,-1.02627599239,-0.558246135712,-1.04571008682,-2.1194999218,-0.676069915295,0.175949960947,-0.887549877167,0.285761237144,-0.0402000173926,0.597437679768,0.103135474026,0.225393638015,-0.800599992275,-0.579130768776
7015,-0.176618337631,0.342242360115,-0.736977577209,-0.452950000763,0.513445734978,-0.40340000391,-1.02360200882,0.267368614674,0.291866660118,-0.046017408371,-0.76328253746,-0.305695384741,0.622599959373,-0.716422915459
8726,0.218198925257,-0.272215396166,-3.02951788902,1.04649996758,-1.49594438076,-0.599849998951,-0.970159709454,-0.379894793034,0.174133345485,0.115252412856,1.88226187229,-0.485629528761,0.411799997091,0.859111011028
2185,-0.861862123013,1.16023647785,-0.212972909212,-0.357149988413,-0.140899688005,-0.883000016212,-0.771003901958,-0.344037652016,-0.394866675138,-0.807104349136,-1.09292864799,-0.54647141695,0.573449969292,-0.0658752396703
3315,0.621221780777,-0.253547340631,-0.728616714478,-0.50049996376,0.799852252007,0.97754997015,-3.12418699265,-0.21512234211,1.27013349533,-0.494348704815,0.0,-0.403630286455,0.221199989319,0.169622093439
5289,-0.421319723129,-0.132858216763,-2.14856266975,-1.46245002747,0.0371959507465,-0.152649983764,0.552731096745,-0.382610946894,-0.527533352375,-0.237066328526,-0.477506577969,-0.334971785545,-0.21694996953,0.545334041119
868,0.115222364664,-0.536073744297,-0.107917442918,-0.0883000046015,1.20782101154,0.47855001688,-0.728563129902,0.0995035693049,-0.0718666911125,0.767826557159,-1.16761136055,-0.301376074553,-1.0094499588,-1.43302464485
1677,-0.321689575911,-0.487780988216,1.19514703751,-0.592549979687,-0.702410638332,-0.68909996748,0.0837901234627,-0.269154906273,-1.06946671009,0.575641751289,-0.468870401382,-0.126414805651,0.612450003624,-0.417742133141
7043,-1.10518729687,1.27181768417,2.21013188362,-0.695999979973,0.607033312321,0.650750041008,-0.296694934368,-0.333314180374,-0.378733366728,-0.0784666240215,-0.399974346161,-0.400551110506,0.148550003767,0.19379067421
5613,-0.314346045256,-0.286569833755,-0.0840929672122,-1.08630001545,-0.522264957428,-0.915300011635,-1.04758048058,0.0860291570425,0.0865333080292,-0.42227140069,-0.913089632988,-0.41700065136,0.692200005054,-0.989639818668
595,1.11191654205,-0.884052872658,0.771548688412,0.275400012732,1.92707157135,0.332799971104,0.686658084393,0.298454165459,0.875200033188,0.125918582082,0.058811545372,0.70423668623,-0.0815500020981,0.0505862832069
4793,-0.332653075457,-0.280941158533,-0.477002024651,1.01459991932,1.34764134884,0.092150002718,-0.513046205044,-0.180945202708,0.0529999956489,-0.335140019655,0.337830066681,0.086169116199,0.394600003958,0.260902315378
2736,-0.323535859585,0.33555456996,1.28892195225,-0.705299973488,-0.0807919800282,-0.56945002079,-0.664622247219,0.00362125039101,0.278000056744,-0.693276762962,-0.772289395332,-0.0912567675114,0.486949980259,-0.163431882858
5290,0.117580443621,0.650943636894,0.739702820778,-0.329299986362,0.217350393534,-0.972199976444,0.0524103567004,-0.0734785199165,0.0467333346605,-0.505907654762,-1.19243049622,-0.0359771512449,0.503749966621,-1.00495052338
6194,-0.452671647072,0.286230832338,-0.387894332409,-0.379400014877,0.0799416750669,0.0,2.25254392624,-0.650077044964,0.525100052357,0.587875127792,-0.669326543808,-0.6507345438,-1.57134997845,-0.138413012028
1676,-1.90916645527,0.583661913872,-4.96783542633,0.229249984026,-0.549009680748,-2.08750009537,-1.26507103443,0.299452364445,0.10813331604,-0.36070305109,-1.05464863777,-0.0256819725037,0.755299985409,-1.27822256088
23512,0.888540863991,-2.02645158768,-4.52111005783,-0.0479499995708,-0.656689167023,0.986999988556,-0.16602268815,1.30146336555,0.280366659164,0.696107745171,-0.304270505905,0.103337407112,0.242149993777,0.562838971615
148022,-0.0277201235294,-0.639619350433,-0.658171951771,-0.0591999962926,0.0601052641869,0.89209997654,-1.19649147987,-0.117676571012,0.0678000152111,-0.317328721285,-0.615064144135,0.546753406525,0.127599999309,0.136042177677
1906,-0.232976824045,0.755456805229,2.67851495743,-0.805550038815,0.157581984997,-1.33074998856,-0.347079873085,0.409841001034,0.00990000367165,-0.759178876877,-1.24645829201,0.0763828977942,0.719900012016,-0.225110337138
8878,0.661233961582,-0.440608084202,-2.70901823044,0.0,0.289987295866,-0.14904999733,-1.01510202885,-0.646572113037,-0.0243333354592,-0.164738789201,0.253129899502,-0.750636041164,-0.347849965096,1.01303601265
3091,-0.00312156230211,-0.162118300796,-0.0528504922986,-1.21105003357,-0.0864121317863,-0.298799991608,0.401758462191,-1.14168334007,-0.250533342361,-0.330133318901,-1.98960375786,-0.439466774464,-0.0527999997139,0.479042738676
5743,-0.302255272865,0.732488274574,1.75633585453,0.136900007725,-0.448268741369,-0.208200007677,-0.68347632885,-0.134191066027,0.717966735363,-0.0751422792673,4.5890712738,0.0362578704953,0.913349986076,0.863672614098
5321,-0.712391138077,1.02190244198,0.374444067478,-0.415899991989,-0.117723017931,-1.15190005302,-0.0782856941223,0.319212943316,-0.0948999971151,-0.389742612839,-1.5963973999,-0.335457593203,0.546800017357,-0.97558760643
4144,0.333876758814,0.409060359001,0.836178898811,0.706800043583,-0.818395197392,1.04544997215,-0.766217827797,0.110212236643,1.8534001112,0.287657856941,0.000942185521126,0.0264915600419,-0.0333500020206,0.696430921555
1981,-0.0144801363349,-0.776212632656,-0.587955355644,-0.198700010777,-0.17157047987,-1.55665004253,1.07526624203,0.624100625515,0.728966712952,0.434290230274,0.350518405437,0.32956635952,-0.346149981022,-0.250298351049
695,0.0142946206033,0.046506665647,0.151993736625,-0.0529000014067,0.465332239866,-0.233250007033,8.75003242493,0.462393462658,0.287333339453,-0.480415463448,0.0,0.11688670516,1.43585002422,0.0288758426905
10398,-0.416933476925,0.373402357101,0.483445465565,-0.247449994087,0.197355777025,-0.964850008488,-1.50983560085,0.747839272022,-0.104066677392,0.0489274635911,-0.456892251968,0.60443353653,1.10280001163,-0.301845937967
5708,-1.43380641937,1.01395475864,0.759359121323,-0.864799976349,0.575887739658,0.700900018215,-0.962532818317,0.73454618454,-0.246633350849,-0.108363673091,-0.604428172112,-0.744112491608,0.259200006723,-0.450174719095
1213,1.11035192013,-0.720008254051,-1.7087123394,-0.376400023699,0.00584569573402,0.817449986935,0.445513904095,-0.612236857414,-0.704433381557,0.0777120664716,0.0618751272559,0.386383980513,-1.05350005627,-0.315010786057
226,-0.653665781021,-1.43230319023,-2.67545700073,-0.575299978256,0.0599342882633,0.0858500003815,-1.09532558918,-0.449324786663,0.0168666467071,-2.05403852463,0.813962936401,-0.253687620163,-0.335649996996,-0.17588122189
6777,0.522671222687,0.354680448771,1.97949779034,-0.675150036812,-0.288996726274,-0.0770500004292,-0.382479280233,-1.10589170456,-0.120933324099,-0.244300588965,-0.0808272063732,0.138358294964,-0.237350001931,-0.708616018295
2113,-0.730677008629,0.594533205032,-0.342238247395,-0.16899998486,0.46395611763,-0.707000017166,-0.6236089468,0.817511856556,2.01366662979,-0.43876054883,-0.73222899437,0.287822306156,0.131999999285,-0.549497485161
3329,-0.115171998739,-2.10619521141,0.760567367077,0.313449978828,0.130585968494,0.486599981785,0.42013657093,0.283431410789,0.49306666851,-0.0141314323992,0.705929636955,0.412666320801,-0.293300002813,-0.486186027527
1050,0.73948264122,-0.748628616333,1.70599532127,1.2946999073,-0.491208791733,1.23125004768,0.448157548904,-0.477241456509,0.33666664362,-0.252499043941,-0.0381575226784,0.18923664093,-0.257400006056,-1.27142930031
9491,0.239664033055,-0.0324814468622,1.38117277622,0.498250007629,0.536518871784,-0.910750031471,-1.43601536751,0.400557130575,-0.474000036716,-0.535182774067,-0.96052390337,0.356947243214,0.763800024986,0.0795515775681
22926,-1.13480234146,-0.367944568396,-2.56193566322,-0.296700000763,-0.430594831705,-0.275999993086,0.985583662987,0.0267944410443,0.356900006533,0.760236740112,0.379640519619,1.40545916557,-0.0438999980688,-0.4031483531
5899,-0.143170565367,-0.481511354446,0.194470435381,0.879400014877,-0.591542780399,0.0555499792099,2.52359414101,-0.417736411095,-0.0637999624014,-0.00641176104546,-0.0578414015472,1.01947450638,0.00825000181794,0.264918327332
5467,0.415647089481,-0.627816200256,0.851177453995,-0.276700019836,0.378163695335,0.273999989033,-1.22079253197,-0.463695198298,0.0420666635036,-0.202698245645,-0.75526458025,-0.417288780212,-0.256799995899,-0.306808739901
6774,0.687229990959,-0.628587603569,1.87729084492,-1.55194997787,-0.143764853477,1.11965000629,-3.77414894104,-0.514142751694,0.0910666882992,0.505882382393,1.02457177639,-0.427172064781,-0.119899988174,0.139615505934
1788,-1.12187290192,0.536521971226,0.406005263329,-0.492049992085,0.0931909158826,-0.592700004578,-0.719842135906,0.126992195845,-0.807433307171,-0.438932657242,0.207891404629,0.092100828886,-0.242899984121,-0.907896399498
5921,-0.0294418334961,-0.42286285758,0.1664583534,1.19095003605,0.0703283846378,2.50084996223,0.67500680685,-0.835082173347,-0.459166616201,-0.562011241913,-0.432675361633,0.56597661972,0.491400003433,0.389040112495
5721,0.119938120246,0.0545361936092,0.465720891953,0.840049982071,-0.867187798023,-0.0468500107527,0.242198318243,0.487234830856,0.317333400249,0.403752565384,0.30331248045,0.308435320854,-2.39370012283,0.0380891114473
2263,-0.467939734459,0.266824454069,1.34274768829,0.221799984574,-0.682780981064,0.147199988365,-0.141016945243,0.702659964561,0.199166685343,0.556646347046,-0.645136713982,-0.617180883884,0.0500999987125,-0.488954782486
808,-0.676991939545,0.948305726051,-0.00779378414154,0.326799988747,-0.402092248201,-3.31240010262,-1.1828892231,0.499418854713,-0.310166656971,0.369890958071,-0.094935901463,-0.874210119247,0.570850014687,-0.499670892954
30001,-0.00815393030643,-0.599174380302,-2.55134487152,0.526849985123,-0.494398862123,1.17429995537,1.56214034557,0.293393373489,1.41680002213,-0.193204462528,1.20341932774,1.06653726101,-0.0646499991417,0.0202522277832
348,-1.12659966946,-0.744987726212,0.588091611862,-0.892950057983,-1.35371637344,-1.04970002174,-0.22205260396,-0.61957859993,0.0107666701078,0.149646893144,-0.155078977346,-0.495931982994,0.188149988651,-0.891774773598
30849,-0.595580816269,-0.529380440712,-2.78917789459,-0.718100070953,0.674156785011,0.897499978542,2.1207754612,-0.628858208656,0.398200005293,0.395328998566,-0.240888491273,0.457022607327,-0.101949989796,0.00816152989864
1454,-0.432026952505,-0.975667119026,-4.54298973083,-0.213000029325,0.576880156994,0.311399996281,0.0160018876195,-2.77312374115,0.544700026512,0.405947983265,-0.80658352375,-1.40664446354,-0.940550029278,0.75629222393
6500,0.158177375793,-1.01448631287,0.600766122341,-0.304949998856,-0.132071971893,1.72269999981,1.52306807041,-0.427080512047,-0.577800035477,0.1736792624,0.58897036314,0.689670026302,-0.446950018406,0.422288388014
5627,0.84675180912,1.48696959019,0.086972028017,-0.00890000164509,0.0362638421357,2.08654999733,0.764558076859,0.000202096998692,-0.479866683483,0.0387181043625,0.890728890896,0.830920100212,0.215799987316,0.787846326828
5715,-0.07032738626,-0.95151257515,-0.423473238945,-3.01504993439,0.866229057312,0.0359500050545,-0.945145368576,-0.621787548065,-0.171566665173,0.696116626263,0.0104207023978,-0.215570241213,-0.955399990082,-0.200186267495
4791,-0.901033639908,-0.118697039783,5.21398687363,-1.18904995918,-0.119007602334,0.0407000184059,-1.41680669785,-0.781849622726,0.105700001121,4.85193395615,-0.0500473976135,-0.305825918913,1.40329992771,-1.4897557497
56924,-0.00425839424133,-0.343083769083,1.56239175797,-4.69334983826,0.418255507946,0.173700004816,0.862924814224,-0.091861769557,-0.0951999872923,0.144928395748,-1.3138589859,0.685252428055,1.05430006981,0.0154749602079
2690,2.21176576614,1.24651300907,1.66503429413,-1.08755004406,0.447924315929,-0.245400041342,0.683592379093,-0.810157418251,-1.02290010452,-0.696903347969,0.909158825874,-0.184137433767,-0.29240000248,0.531018972397
1019,0.606273293495,-0.0071257352829,1.55196869373,0.894249916077,1.1589782238,-1.07255005836,0.47469586134,0.583036959171,0.832000076771,-0.0110622942448,0.345771104097,-0.579398989677,0.25229999423,0.391279011965
51422,-0.0520290397108,-0.951300859451,1.59446930885,0.109300002456,1.85741877556,0.171300008893,2.91554927826,-0.356947660446,-0.43930003047,0.503009438515,0.296909302473,0.510020792484,0.180099993944,-0.701017022133
5788,-0.0906341001391,0.24314071238,0.392590135336,-0.296199977398,0.996060013771,-1.16785001755,-0.587877392769,-0.51606541872,0.821700036526,0.119113117456,0.681242108345,-0.283382326365,0.76884996891,0.337682634592
6709,0.416705995798,-0.895388662815,-0.47533929348,0.0038999915123,-0.516827940941,-0.402200013399,-1.41952669621,-0.673063874245,-0.726500034332,0.0863497853279,-0.537389874458,0.121242597699,0.0386500060558,0.132793471217
1277,-0.897021234035,-0.138845711946,0.724843740463,0.637500047684,-0.914291143417,-0.0274000018835,1.11526453495,-0.011587947607,-0.212799981236,0.528586149216,0.6553170681,-0.361670732498,0.172800034285,-0.127763837576
993,1.2912902832,-0.121155381203,0.516757309437,-1.42575001717,-0.105027258396,-0.140850007534,-1.88998842239,0.907984852791,1.69080007076,-0.305594354868,-0.160890474916,0.3728531003,0.0317499935627,0.137344673276
7157,-0.39339441061,-1.18856012821,0.357155263424,-0.318850010633,-0.780249714851,-4.56115007401,-1.29664254189,0.205783873796,0.972800016403,-0.107671804726,0.58352959156,-0.334434837103,0.303649961948,0.0287807360291
