rid,DOS022_VCAP_6H:BRD-K09329774-001-01-1:5.09,DOS022_VCAP_24H:BRD-K09329774-001-01-1:5.09,DOS045_A549_24H:BRD-K09329774-001-01-1:5.09,DOS045_HT29_24H:BRD-K09329774-001-01-1:5.09,DOSBIO001_A375_24H:BRD-K09329774:10.1865,DOSBIO001_A549_24H:BRD-K09329774:10.1865,DOSBIO001_HT29_24H:BRD-K09329774:10.1865,DOSBIO001_MCF7_24H:BRD-K09329774:10.1865,DOSBIO001_PC3_24H:BRD-K09329774:10.1865,DOSBIO001_NEU_24H:BRD-K09329774:10.1865,DOSBIO001_NPC_24H:BRD-K09329774:10.1865
5720,-2.14415001869,-4.20456409454,-0.140698969364,-1.62329995632,0.0846724808216,-1.37657558918,-0.629818320274,0.26478484273,0.500663757324,-0.873399972916,-0.353497922421
466,-1.62285006046,-2.44117760658,0.109755277634,-0.569649994373,0.556213974953,0.984338819981,0.91051030159,-0.221120208502,0.582065045834,-2.5013999939,0.319227159023
6009,0.651100039482,0.768229961395,0.572699129581,-1.64575004578,-1.03848779202,-0.986793220043,-0.809452533722,-0.453171521425,-0.0135638192296,0.584049999714,-0.161899596453
2309,0.0146500170231,0.715335249901,1.7759282589,1.71139991283,0.181983217597,0.245187684894,-0.775041222572,-0.134620919824,0.12980145216,0.36265000701,0.359521716833
387,2.05500006676,3.81192135811,1.43854820728,0.557850003242,0.129284709692,-0.252487659454,0.278161734343,-0.866324484348,-0.220733597875,-0.0342999994755,0.62758898735
3553,3.02224993706,1.54715895653,1.31440246105,0.991150021553,0.137645885348,0.0169680714607,0.804973185062,0.997777163982,0.606739461422,0.21590000391,-1.2082170248
427,0.426599979401,-1.21766340733,-0.0803596526384,2.01765012741,0.943401753902,0.924210906029,-1.01694095135,-0.375179350376,-0.276608288288,1.25370001793,0.0197398271412
5898,-0.0688500106335,-0.762054741383,-1.1410343647,0.351899981499,0.722091317177,-0.230969786644,0.033689532429,-0.941160202026,0.0410291850567,1.01885008812,-0.37640196085
23365,1.06885004044,-1.20960938931,-0.188032358885,-1.05675005913,0.136548504233,1.18398165703,-0.334362089634,-0.723475396633,0.408856093884,0.637549996376,0.615003585815
6657,2.09634995461,0.38179770112,-0.0624697804451,2.04515004158,-0.387591212988,-0.472473531961,0.479003190994,1.41504335403,-0.0501520857215,-0.491249978542,0.513229846954
5054,-0.194200009108,-0.943058729172,1.52708435059,0.857400000095,0.730634689331,0.465093553066,0.725456058979,0.206193715334,-1.21321165562,-0.523600041866,-0.846613824368
3108,2.4469499588,3.39232063293,-0.150169789791,4.18814992905,-1.52664017677,3.64360713959,-1.19029676914,-0.224324703217,-0.627687692642,-0.167950004339,-0.901063501835
1950,1.23695003986,0.00577919185162,1.28672921658,3.92159986496,-0.920390844345,-0.515314936638,0.235427737236,0.554368853569,1.28547382355,-0.218050003052,-0.362571924925
351,-1.54205000401,1.83032941818,-2.10881686211,0.878799974918,-0.477842897177,0.706630587578,-0.237664759159,1.46860647202,0.386766821146,-1.02859997749,-0.0373625457287
4846,4.53294992447,-1.74040603638,0.587777018547,1.79259991646,-0.447783648968,-1.20755410194,-0.374944925308,0.0421430580318,1.35263729095,-0.353449970484,0.349907189608
1452,0.5978500247,0.733281672001,1.06216228008,0.8382999897,-0.0791306495667,-0.728517234325,-0.155297994614,-1.38485383987,0.273556292057,0.4837000072,-0.149056002498
4776,2.46499991417,0.836766421795,2.51349687576,1.79439997673,0.113905504346,0.626002073288,1.44863319397,0.877671718597,0.179193630815,-0.278450012207,1.3886384964
6908,-0.283449977636,-0.337318837643,0.200755208731,0.324649989605,-0.372604519129,-1.53347432613,-0.669327735901,-0.647974848747,0.299349725246,1.18009996414,0.189751818776
672,-0.339500010014,-0.866091489792,-1.06589341164,0.174750030041,-0.0984368994832,-0.398872941732,-0.704923152924,-1.11534643173,-0.513782501221,-0.513249993324,0.8910394907
5710,-0.650900006294,-1.2249661684,-0.208495721221,-1.78159999847,0.147119879723,0.74044239521,0.66935300827,-0.915446341038,0.379274725914,-0.319350004196,0.643509685993
2115,3.52259993553,-0.791458487511,0.681745350361,0.384649991989,-0.0798059329391,0.199439436197,-0.529680788517,0.221433460712,-0.699871063232,1.02259993553,1.4014043808
7015,2.21565008163,0.276338219643,1.50914108753,2.11054992676,-0.468364655972,-0.0790907889605,0.588362216949,0.303285568953,-0.773296236992,-1.49414992332,-0.744817495346
8726,1.71344995499,0.853512406349,1.31989204884,0.767250001431,-0.700723767281,-0.328841000795,0.102591112256,-1.40430295467,0.337042093277,-0.404799997807,-1.57959866524
2185,2.94760012627,1.16657221317,1.32511782646,1.26814997196,0.18316423893,0.145565882325,1.05063712597,0.720771849155,0.108624994755,-0.455499976873,-0.675307393074
3315,0.40444996953,7.83696603775,-1.89607191086,-0.147299990058,0.501615524292,-0.436682134867,-0.926737368107,-0.603239655495,0.110271453857,-0.143550008535,0.195376738906
5289,0.403050005436,1.3439540863,0.368147820234,1.66375005245,-0.0267127454281,-0.0916261821985,-0.118591159582,0.52905100584,0.0101784579456,-0.453150004148,0.245279610157
868,-1.56945002079,0.786058545113,0.466993510723,-0.0834499970078,0.133414968848,-0.124619722366,-0.484956711531,-0.218811839819,0.944281876087,0.732249975204,0.525972485542
1677,0.17334997654,-1.77346718311,0.964415550232,2.23929977417,0.484976351261,-0.264061361551,1.0698004961,0.590788245201,-1.08859181404,-0.466350018978,-0.180686756968
7043,1.68834996223,0.267239809036,0.503192842007,-1.4185500145,0.238164052367,0.965907335281,1.25362753868,0.760813713074,-0.123160883784,1.6210501194,0.139864757657
5613,0.250650018454,-0.309755325317,0.409896552563,1.17599999905,-0.0221597254276,0.582269310951,1.97468197346,0.678934276104,-0.439136624336,-1.09089994431,0.075289696455
595,-0.705250024796,0.139984756708,0.457152336836,-0.894150018692,0.247399017215,0.178671658039,3.02140831947,-1.26314210892,-0.0925277471542,-0.36155000329,1.11404466629
4793,0.622599959373,1.67119002342,-0.998725175858,1.36779999733,0.00226031243801,-0.107369929552,0.841524302959,-1.16070342064,0.868531942368,-0.768500030041,0.248407021165
2736,3.36489987373,-0.424092292786,0.4657792449,0.851999938488,-0.448702692986,-0.405428886414,0.166222676635,0.700986683369,-0.0828696936369,0.860949993134,0.748355507851
5290,1.50510001183,0.0180832743645,0.93158686161,2.12115001678,-0.905649244785,-0.865590572357,-0.937511324883,0.0786433368921,-0.381872653961,-1.86220002174,-0.682096004486
6194,-1.67910003662,0.507511615753,-0.379259616137,-0.00034999998752,0.856905817986,0.345606446266,0.197405323386,0.803835749626,0.313326716423,0.517899990082,-0.263116538525
1676,0.839700043201,-6.68244600296,-0.465204119682,1.59205007553,0.377750664949,0.322354108095,1.1098651886,0.374190688133,-0.605431854725,-0.267499983311,0.234055921435
23512,-1.40950000286,-0.198224246502,-1.14873754978,-1.29865002632,0.495702683926,-1.0481544733,-0.776326656342,-0.017274171114,-0.856065809727,-1.0353500843,-0.616310238838
148022,-0.645300030708,0.500957131386,0.40648201108,0.259050011635,-0.387029528618,0.942823469639,0.360339969397,0.0651646181941,0.108031690121,-0.649700045586,-0.606085300446
1906,-0.327549934387,-0.105625465512,-0.376869857311,0.160000026226,-0.465203791857,0.158268511295,0.692117452621,0.178574770689,-0.530844628811,-0.112399995327,-1.01860523224
8878,0.20300000906,-0.644812881947,-0.432908862829,-1.04970002174,0.841289997101,0.0820679739118,0.861717998981,1.21857404709,0.752019405365,-0.292199999094,0.0653617084026
3091,-0.0170000009239,-0.573054671288,-1.70291626453,0.293550014496,0.339143693447,0.80636715889,0.765909910202,0.837138175964,0.0,-0.16550001502,0.566066384315
5743,2.35575008392,1.86642217636,0.436858296394,1.41140007973,0.41967022419,0.354710429907,-0.543221235275,-0.508818387985,0.238438501954,-0.542750000954,-0.0605855882168
5321,-0.214800000191,-0.999589562416,-0.0878250896931,-0.0900500416756,0.568561315536,0.0794799029827,-0.411461830139,-0.273662418127,-0.116603344679,-0.543799996376,0.407781422138
4144,-0.737299978733,-1.47815334797,-3.21415352821,-1.04524993896,-0.255997002125,-0.217936232686,-0.403306603432,0.950410723686,0.132630437613,0.0257999897003,0.791192531586
1981,2.77994990349,0.592543065548,1.41379141808,1.39735007286,-0.329621851444,-1.4921245575,-1.35890197754,-0.0252557098866,-0.155301481485,2.54460000992,1.44850790501
695,1.95430004597,0.982758760452,-0.0205367580056,2.93779993057,0.780175089836,0.0449582338333,-0.411928534508,2.19845438004,0.0,0.89409995079,0.662817120552
