rid,CPC004_A375_6H:BRD-A36066264-001-03-1:10,CPC004_HA1E_6H:BRD-A36066264-001-03-1:10,CPC004_HA1E_24H:BRD-A36066264-001-03-1:10,CPC004_HCC515_6H:BRD-A36066264-001-03-1:10,CPC004_HCC515_24H:BRD-A36066264-001-03-1:10,CPC004_HEPG2_6H:BRD-A36066264-001-03-1:10,CPC004_HT29_6H:BRD-A36066264-001-03-1:10,CPC004_MCF7_6H:BRD-A36066264-001-03-1:10,CPC004_PC3_6H:BRD-A36066264-001-03-1:10,CPC004_PC3_24H:BRD-A36066264-001-03-1:10,CPC004_VCAP_6H:BRD-A36066264-001-03-1:10,CPC004_VCAP_24H:BRD-A36066264-001-03-1:10,CPC016_A375_6H:BRD-A36066264-001-03-1:10,CPC016_A549_6H:BRD-A36066264-001-03-1:10,CPC016_A549_24H:BRD-A36066264-001-03-1:10,CPC016_ASC_24H:BRD-A36066264-001-03-1:10,CPC016_HEPG2_6H:BRD-A36066264-001-03-1:10,CPC016_HT29_6H:BRD-A36066264-001-03-1:10,CPC016_MCF7_6H:BRD-A36066264-001-03-1:10,CPC016_MCF7_24H:BRD-A36066264-001-03-1:10,CPC016_NEU_24H:BRD-A36066264-001-03-1:10,CPC016_NPC_24H:BRD-A36066264-001-03-1:10,CPC016_SKB_24H:BRD-A36066264-001-03-1:10
5720,-3.2363743782,0.215081751347,0.0188653208315,-0.724583208561,0.334105998278,0.532992303371,0.0191472098231,0.683920025826,0.197242707014,-4.86621618271,-0.262683957815,-0.12952658534,-0.992979049683,0.464350014925,0.437359988689,-0.414283871651,0.153333336115,-1.20123374462,-2.11604642868,-0.0321539789438,0.291833341122,0.193821176887,-0.879460573196
466,1.21689319611,0.538234293461,0.0626212880015,-0.393298774958,1.46445131302,0.810899198055,-0.373849242926,0.756207466125,-0.151996776462,0.00482384860516,0.231047987938,0.308063387871,-0.129748344421,-0.509700000286,0.284293711185,0.290628105402,0.410733342171,-2.29071688652,-0.796973288059,0.693274617195,0.584133386612,-0.0731898248196,0.144583806396
6009,-0.022696018219,0.298125505447,-0.0347387194633,0.547609984875,0.211757585406,-0.110421039164,0.253323674202,-0.719822764397,-0.460059851408,-4.00074529648,0.114974319935,-1.07528698444,0.478352814913,0.0,0.665842533112,-0.0808731913567,0.148666664958,1.09189271927,1.5960791111,1.5790719986,0.318566679955,2.14697337151,0.236610352993
2309,1.13769555092,-0.295060306787,0.278529882431,-0.875509917736,-0.996038079262,0.0857971459627,0.434521794319,-0.138349741697,0.179470166564,1.96242010593,4.08071184158,-0.209505945444,0.337080925703,0.0205000042915,-0.68279582262,-0.206616446376,0.502499997616,0.736393749714,-0.739792525768,-0.130625337362,-0.0705666840076,1.06101286411,0.0573203936219
387,1.02315795422,-0.396082758904,-0.0720406025648,0.550196349621,-0.357221871614,-0.628658592701,0.0199973043054,-0.641484022141,0.0730103328824,0.124678269029,0.759176075459,0.14439958334,0.478577673435,-0.482749998569,1.10802316666,0.273953318596,0.559366703033,0.890789151192,2.3061542511,1.07517981529,-0.515766620636,-0.441650688648,0.328143745661
3553,1.0044978857,0.178515389562,-0.436622083187,-0.403313457966,-0.0388773456216,-0.18756172061,0.378093659878,0.45658698678,-0.197483599186,1.02131187916,0.02898449637,0.370313882828,0.847227454185,0.86384999752,-1.29576349258,-0.867034316063,0.215933337808,-0.168171331286,-0.168944209814,0.264555364847,-0.611966729164,-1.31936836243,-0.835990309715
427,1.65306460857,0.567028284073,-0.458521604538,0.312036722898,0.279454171658,0.00759512558579,-0.123689606786,0.110070347786,-0.376291871071,0.96932476759,1.0432485342,1.67103803158,2.59022164345,-0.225749999285,0.874803245068,-0.862529873848,-1.20536673069,-0.960332632065,-0.559371173382,-0.527001917362,0.815666675568,-1.45385098457,-0.150295346975
5898,-0.118211954832,-0.748054385185,0.0735690668225,-0.513188362122,-0.595299839973,0.600822925568,-0.625654935837,0.613356530666,0.922945559025,-1.46514236927,-0.488702535629,0.487603664398,-0.757410049438,1.58555006981,0.875273346901,0.723075985909,0.246166676283,-0.832952260971,1.58010196686,0.162942111492,-0.660300016403,-0.89497500658,-0.29272454977
23365,1.59969091415,-0.499244093895,0.0423670709133,1.14254784584,-0.280391573906,-0.174568325281,0.141731441021,0.125832796097,0.0860510319471,1.62720406055,-1.23412835598,-0.0170610882342,2.62751030922,0.073250003159,0.951376259327,0.190353542566,0.317500054836,-0.0118103958666,0.418920338154,-0.428138613701,-0.395966678858,1.66133332253,0.930446028709
6657,1.52227032185,-0.266232311726,-1.01942574978,-0.359626322985,-0.38735550642,0.080283485353,0.738904774189,-0.0463480018079,-0.607121646404,0.238153517246,-0.248379737139,0.0697271376848,0.994808554649,0.925999999046,-0.865113198757,-0.237831652164,-0.466100037098,-0.0479071140289,0.179352343082,-0.506366670132,0.0323333442211,0.668526828289,-0.882206916809
5054,-0.053747355938,-0.25246566534,0.877117753029,1.637616992,0.144740983844,1.92755723,0.173138394952,0.125167638063,-0.281514257193,-1.00265967846,-0.62365347147,0.508763313293,1.16808438301,-0.0932999998331,1.2869592905,1.11783838272,0.720533370972,5.27282142639,0.0179046392441,-0.328954577446,-0.589866697788,1.35574185848,1.07688331604
3108,2.04039216042,0.0271874964237,-0.296265304089,0.156655326486,0.504628002644,-0.772506833076,0.544092059135,0.130951464176,4.0787358284,2.83288478851,0.0819547921419,0.712398171425,1.68238735199,-0.586700022221,1.14342141151,-0.378337621689,-0.0661000013351,0.789378941059,1.65474867821,-0.433861762285,3.43043351173,2.25225234032,-0.197965458035
1950,0.783031821251,-1.01968979836,1.40070080757,0.296151638031,-1.3518512249,-0.363309055567,-0.184643596411,-0.305821865797,-0.281484305859,2.19052362442,-0.157315641642,-0.213639348745,0.88231754303,-0.232999995351,-0.922503054142,-0.38943952322,-0.171933352947,-0.881886899471,-0.421319156885,-0.57539910078,0.0742666572332,-0.543000638485,-1.06948590279
351,-0.10517629981,-0.184158742428,-0.438771665096,0.386173069477,-0.874547362328,0.988603830338,-0.107894510031,-0.332910716534,-0.0372427925467,-2.53966546059,0.516462266445,0.286266177893,0.757978618145,-0.935249984264,-1.53261637688,-0.60793441534,-0.6916000247,-0.0905952304602,0.499933540821,0.13788305223,-0.000233333325014,-0.324694186449,-2.25871335715e-05
4846,0.719325125217,-0.334818273783,-0.123294636607,0.772865414619,-0.752917289734,-0.927175700665,0.65466272831,0.144350141287,0.336462080479,0.946610569954,0.151604443789,-0.238605082035,0.551662564278,0.878750026226,-0.0411482751369,1.28196120262,-0.177799999714,-1.43727552891,-0.112098127604,0.860179901123,0.462733328342,0.540525376797,0.163989976048
1452,1.28522729874,0.272735416889,0.777665376663,-0.295669525862,-0.175917327404,-0.550514280796,0.364669144154,-0.746210157871,0.214311778545,0.734637379646,1.82140505314,1.21336483955,-0.493152558804,-0.0995500087738,-0.690844893456,0.0064269900322,2.95213365555,-1.2823882103,-0.834617495537,0.159520715475,-0.419166684151,0.597577571869,-1.30934762955
4776,1.56684684753,0.478272914886,-0.407111674547,0.414061486721,-0.75446254015,-0.460808217525,0.201676949859,-0.116136550903,-0.726712346077,-0.138875678182,-0.619824051857,0.331493794918,1.20519399643,0.415899991989,-0.815395593643,-0.489055097103,-0.163500070572,-0.52351218462,-0.324987560511,-0.640805244446,0.328966677189,-0.618734955788,-0.874448180199
6908,1.16291928291,-0.0356360077858,-0.202576816082,0.748875439167,0.405628919601,-0.152961581945,-0.0902760848403,1.31181252003,-0.417175024748,2.57906723022,1.58584392071,-0.444099903107,-0.951202750206,-0.420749992132,0.788557946682,0.915068984032,-0.101633369923,-0.776203215122,0.345607429743,1.40026605129,0.307733356953,0.978161394596,0.665225028992
672,1.23429822922,0.317354679108,0.401094853878,-1.3987685442,0.86682933569,-0.42320817709,-0.237787738442,0.594028055668,0.244511723518,0.862279653549,1.20282411575,-2.27968406677,-0.68443530798,-1.09549999237,0.412210732698,-0.259267687798,0.355233311653,-0.306606769562,-2.68207216263,-0.459567278624,-0.28546667099,1.57314944267,-1.05582368374
5710,1.0400583744,1.00088119507,0.44587418437,1.00699102879,1.00516569614,0.742494046688,0.713062405586,0.165165930986,-0.187014311552,0.749295115471,1.19178068638,-0.185849264264,0.358002126217,-0.330699980259,0.721494436264,0.850439250469,-2.89210033417,-0.627097845078,0.810820877552,-0.0712984055281,0.0117999911308,0.787715673447,1.02716934681
2115,1.77473950386,-0.0311855375767,-1.17768359184,0.643678724766,0.0446247458458,0.101345859468,0.563975811005,-0.505934298038,-0.387251079082,1.60903382301,-0.0929629653692,-0.166911795735,1.14804720879,1.9117000103,0.15285140276,0.301141738892,-0.511299967766,0.0362019389868,0.119579941034,-0.28346028924,-1.00429999828,0.266742646694,0.0564790964127
7015,1.25127220154,0.400871217251,-1.39380717278,1.23500442505,-0.532263576984,-0.146457597613,0.212952658534,-0.293842345476,-0.534996390343,1.09535074234,-0.863987386227,-0.51359307766,1.57885456085,1.76584994793,-0.201165109873,-0.419786542654,-0.241100072861,-0.918305337429,-0.0493296906352,-0.19454844296,-0.23353330791,-1.04609656334,-1.73039197922
8726,0.656477510929,-0.555281817913,0.0582884326577,0.428703486919,0.415010213852,-0.365954697132,-0.865518093109,0.305371969938,-0.146895185113,1.54403495789,0.328303545713,-1.09570896626,0.406249076128,-0.0097000002861,0.637163877487,0.360528588295,0.263700008392,-0.0219198912382,0.422621190548,-0.576413869858,-0.675533294678,-0.138633877039,-1.30090892315
2185,0.718236207962,1.28060674667,-0.603468239307,-0.0756921395659,-1.213960886,-0.135599777102,0.635028123856,0.220246165991,-0.871072888374,-0.79632049799,0.465534329414,-0.0226129516959,1.5771279335,0.61829996109,-0.843706429005,-0.0624986290932,0.205766707659,0.812955975533,-0.104499220848,0.721021473408,-0.605333328247,-1.30416178703,-1.1657371521
3315,0.433195561171,-1.14636111259,-0.530931353569,0.285826951265,0.667401075363,-0.591417968273,-0.0388687849045,0.132554829121,-0.285408526659,-5.67023420334,-0.374396651983,-0.962633430958,0.996663510799,-0.175899982452,0.732392191887,0.825697183609,0.0809333324432,0.0849281549454,0.617677509785,-0.441923439503,0.79823333025,3.22182393074,-0.025672763586
5289,2.14198303223,0.970284283161,0.40893381834,-2.52042794228,-0.455741941929,0.490377187729,0.0113787949085,-0.442947268486,-0.390061318874,1.05096709728,-0.2848983109,1.27299654484,1.04246032238,3.16674995422,0.437331855297,0.766735076904,-0.698266625404,0.332148969173,-1.79704475403,0.770649552345,-0.489500015974,-0.0678798183799,0.673848748207
868,0.345038115978,-0.309787422419,-0.240922167897,-0.641010344028,-0.475722849369,-0.187995031476,1.81915962696,0.613376438618,-0.613721907139,2.4073009491,-0.347953528166,0.246071502566,1.10456705093,0.0813999995589,-1.45980131626,0.292495578527,-0.505866646767,2.36829161644,0.683982551098,-0.642422795296,-0.585233330727,-1.65825843811,-1.13271796703
1677,1.95049190521,-0.451767683029,-1.07194650173,-0.339670598507,-0.830017209053,0.201379433274,-0.158645302057,0.010724561289,-0.0436898693442,0.678045094013,-1.44675302505,-1.5503821373,0.484897047281,0.650099992752,-0.265238493681,0.0693877339363,-0.533266663551,-1.432959795,-0.650003671646,0.460935235023,-0.253633320332,-0.24480637908,-1.16087317467
7043,2.65597033501,-0.218662142754,-0.426183968782,-0.350948154926,-0.898162961006,0.475781112909,0.605244040489,-0.593694627285,-0.339616000652,-0.880228877068,-0.371790379286,0.173565685749,1.8068779707,-0.184100031853,-0.700218915939,0.365065455437,-0.644866704941,0.106001481414,0.263313293457,-0.423638045788,-0.57950001955,-1.46307885647,-0.572970867157
