rid,DOS003_VCAP_6H:BRD-K77264230-001-01-5:5.03,DOS003_VCAP_24H:BRD-K77264230-001-01-5:5.03,ERG015_PC3_24H:BRD-K77264230-001-01-5:10.0626,ERG015_PC3_6H:BRD-K77264230-001-01-5:10.0626,ERG015_VCAP_24H:BRD-K77264230-001-01-5:10.0626,ERG015_VCAP_6H:BRD-K77264230-001-01-5:10.0626
5720,0.100199997425,-0.270526766777,-2.69196581841,-2.17307329178,-1.54154992104,-1.2728676796
466,0.775949954987,0.0197562873363,-0.876491606236,0.212675124407,-2.62365007401,-1.95828962326
6009,0.766250014305,1.70240020752,1.03197216988,-0.163349866867,-0.407750040293,-0.257240474224
2309,1.25100004673,-0.0916387438774,0.449587911367,-0.633608877659,1.61085009575,1.5239238739
387,-0.558950006962,2.41784524918,1.8211774826,-0.286627590656,0.149849951267,-0.29793548584
3553,1.18849992752,1.37794709206,-0.116803348064,0.511502742767,1.70469999313,2.40279579163
427,0.115600004792,0.13788112998,-0.882772386074,0.660213291645,-1.97189998627,-0.665357589722
5898,0.255249977112,0.31779140234,0.0405885018408,0.432729899883,-2.66235017776,-1.3582508564
23365,-0.112199999392,0.101870790124,2.14275979996,0.608701229095,-1.8859000206,-0.092497870326
6657,0.760599970818,0.759061336517,0.132566362619,0.75879585743,2.94044995308,2.20462846756
5054,0.129549995065,-0.555609643459,-1.10588145256,0.11507293582,1.41554999352,2.04862904549
3108,-0.0931000113487,-0.422248959541,1.14706134796,0.169181704521,0.111299991608,0.667955219746
1950,-0.555649995804,0.302852421999,-0.891932845116,0.904923319817,2.43359994888,0.59338414669
351,0.0,0.0737017542124,-0.308290362358,-0.363278895617,1.02415001392,0.703174173832
4846,-0.0503000020981,-0.448160469532,0.625938177109,1.42395496368,2.26770019531,2.41664648056
1452,0.524749994278,0.553839564323,1.35379731655,-0.447863221169,0.213400006294,-0.0508426129818
4776,0.889850020409,-0.0553068481386,-0.0156730636954,1.0257768631,2.61240005493,2.18791627884
6908,-1.3789999485,-0.548429131508,-0.395953565836,-0.764394044876,-0.235350012779,-0.0568544566631
672,0.283500015736,-0.552995800972,-1.99421453476,-0.461235791445,-1.61829996109,-2.40966844559
5710,0.0588499978185,-0.275321990252,-0.274126827717,-1.18531560898,-0.0497000068426,-0.00826456770301
2115,0.271899998188,-0.202925562859,-0.485604017973,0.514193713665,1.19959998131,0.955735862255
7015,-0.0549499988556,-1.04355597496,0.367577821016,0.665862619877,3.64779996872,2.27213072777
8726,-0.753049969673,-0.440806269646,1.06576609612,1.25490045547,-2.6766500473,-3.79401612282
2185,0.179600000381,-0.0597203820944,0.219704911113,0.681417703629,2.35160017014,2.62729430199
3315,-0.300999999046,-0.418475627899,1.63572311401,-0.364249616861,2.50749993324,1.13274085522
5289,-0.930049955845,-0.155893743038,-0.0184623375535,1.3066110611,-1.83054995537,1.55063664913
868,-0.16345000267,1.0572707653,0.3072476089,1.10084581375,1.12980008125,1.76109695435
1677,-0.0913000032306,-0.108338363469,-0.617950379848,0.560038745403,1.78164994717,2.67234921455
7043,1.07060003281,1.43190479279,1.54848611355,0.95346814394,1.97924995422,3.95867824554
5613,0.00689999759197,0.703968524933,-0.509878218174,1.26563215256,2.64590001106,3.06104421616
595,-0.113200008869,-0.146195992827,0.295515656471,-0.874095439911,-0.0963000059128,-0.390808552504
4793,-0.262950003147,0.552016317844,0.83966678381,-0.231101557612,0.427700042725,3.56171512604
2736,-0.488000005484,0.101730197668,0.806808531284,0.0952497124672,0.800800085068,2.05777978897
5290,-0.652649998665,0.303031504154,0.735230207443,0.791402876377,1.83729994297,0.972848296165
6194,-0.00034999998752,0.0,0.0227071791887,-1.37034285069,-0.937099993229,-1.35189032555
1676,0.968850016594,0.454016208649,1.09719145298,1.07825386524,2.57944989204,2.25965309143
23512,1.17890000343,0.214201807976,0.12506480515,-0.504861652851,-1.76424992085,-1.03849041462
148022,0.508149981499,-0.823196649551,1.05533087254,-0.0100500658154,-0.521600008011,0.062512151897
