rid,CPC012_A375_6H:BRD-M07438658-001-01-1:10,CPC012_A549_6H:BRD-M07438658-001-01-1:10,CPC012_A549_24H:BRD-M07438658-001-01-1:10,CPC012_ASC_24H:BRD-M07438658-001-01-1:10,CPC012_HA1E_6H:BRD-M07438658-001-01-1:10,CPC012_HCC515_6H:BRD-M07438658-001-01-1:10,CPC012_HT29_6H:BRD-M07438658-001-01-1:10,CPC012_MCF7_6H:BRD-M07438658-001-01-1:10,CPC012_MCF7_24H:BRD-M07438658-001-01-1:10,CPC012_NEU_24H:BRD-M07438658-001-01-1:10,CPC012_NPC_24H:BRD-M07438658-001-01-1:10,CPC012_PC3_6H:BRD-M07438658-001-01-1:10,CPC012_PC3_24H:BRD-M07438658-001-01-1:10,CPC012_PHH_24H:BRD-M07438658-001-01-1:10,CPC012_SKB_24H:BRD-M07438658-001-01-1:10,CPC012_VCAP_6H:BRD-M07438658-001-01-1:10,CPC012_VCAP_24H:BRD-M07438658-001-01-1:10,CPC014_A375_6H:BRD-K19687926-379-01-7:10,CPC014_A549_6H:BRD-K19687926-379-01-7:10,CPC014_A549_24H:BRD-K19687926-379-01-7:10,CPC014_ASC_24H:BRD-K19687926-379-01-7:10,CPC014_HA1E_6H:BRD-K19687926-379-01-7:10,CPC014_HCC515_6H:BRD-K19687926-379-01-7:10,CPC014_HEPG2_6H:BRD-K19687926-379-01-7:10,CPC014_HT29_6H:BRD-K19687926-379-01-7:10,CPC014_MCF7_6H:BRD-K19687926-379-01-7:10,CPC014_MCF7_24H:BRD-K19687926-379-01-7:10,CPC014_NEU_24H:BRD-K19687926-379-01-7:10,CPC014_NPC_24H:BRD-K19687926-379-01-7:10,CPC014_PC3_6H:BRD-K19687926-379-01-7:10,CPC014_PC3_24H:BRD-K19687926-379-01-7:10,CPC014_PHH_24H:BRD-K19687926-379-01-7:10,CPC014_SKB_24H:BRD-K19687926-379-01-7:10,CPC014_VCAP_6H:BRD-K19687926-379-01-7:10,CPC014_VCAP_24H:BRD-K19687926-379-01-7:10,LJP001_BT20_6H:BRD-K19687926-379-03-3:10,LJP001_BT20_6H:BRD-K19687926-379-03-3:2,LJP001_BT20_6H:BRD-K19687926-379-03-3:0.4,LJP001_BT20_6H:BRD-K19687926-379-03-3:0.08,LJP001_BT20_24H:BRD-K19687926-379-03-3:10,LJP001_BT20_24H:BRD-K19687926-379-03-3:2,LJP001_BT20_24H:BRD-K19687926-379-03-3:0.4,LJP001_BT20_24H:BRD-K19687926-379-03-3:0.08,LJP001_HS578T_6H:BRD-K19687926-379-03-3:10,LJP001_HS578T_6H:BRD-K19687926-379-03-3:2,LJP001_HS578T_6H:BRD-K19687926-379-03-3:0.4,LJP001_HS578T_6H:BRD-K19687926-379-03-3:0.08,LJP001_HS578T_24H:BRD-K19687926-379-03-3:10,LJP001_HS578T_24H:BRD-K19687926-379-03-3:2,LJP001_HS578T_24H:BRD-K19687926-379-03-3:0.4,LJP001_HS578T_24H:BRD-K19687926-379-03-3:0.08,LJP001_MCF10A_6H:BRD-K19687926-379-03-3:2,LJP001_MCF10A_6H:BRD-K19687926-379-03-3:0.4,LJP001_MCF10A_6H:BRD-K19687926-379-03-3:10,LJP001_MCF10A_6H:BRD-K19687926-379-03-3:0.08,LJP001_MCF10A_24H:BRD-K19687926-379-03-3:10,LJP001_MCF10A_24H:BRD-K19687926-379-03-3:2,LJP001_MCF10A_24H:BRD-K19687926-379-03-3:0.4,LJP001_MCF10A_24H:BRD-K19687926-379-03-3:0.08,LJP001_MCF7_6H:BRD-K19687926-379-03-3:10,LJP001_MCF7_6H:BRD-K19687926-379-03-3:2,LJP001_MCF7_6H:BRD-K19687926-379-03-3:0.4,LJP001_MCF7_6H:BRD-K19687926-379-03-3:0.08,LJP001_MCF7_24H:BRD-K19687926-379-03-3:10,LJP001_MCF7_24H:BRD-K19687926-379-03-3:2,LJP001_MCF7_24H:BRD-K19687926-379-03-3:0.4,LJP001_MCF7_24H:BRD-K19687926-379-03-3:0.08,LJP001_MDAMB231_6H:BRD-K19687926-379-03-3:10,LJP001_MDAMB231_6H:BRD-K19687926-379-03-3:2,LJP001_MDAMB231_6H:BRD-K19687926-379-03-3:0.4,LJP001_MDAMB231_6H:BRD-K19687926-379-03-3:0.08,LJP001_MDAMB231_24H:BRD-K19687926-379-03-3:10,LJP001_MDAMB231_24H:BRD-K19687926-379-03-3:2,LJP001_MDAMB231_24H:BRD-K19687926-379-03-3:0.4,LJP001_MDAMB231_24H:BRD-K19687926-379-03-3:0.08,LJP001_SKBR3_6H:BRD-K19687926-379-03-3:10,LJP001_SKBR3_6H:BRD-K19687926-379-03-3:2,LJP001_SKBR3_6H:BRD-K19687926-379-03-3:0.4,LJP001_SKBR3_6H:BRD-K19687926-379-03-3:0.08,LJP001_SKBR3_24H:BRD-K19687926-379-03-3:10,LJP001_SKBR3_24H:BRD-K19687926-379-03-3:2,LJP001_SKBR3_24H:BRD-K19687926-379-03-3:0.4,LJP001_SKBR3_24H:BRD-K19687926-379-03-3:0.08
5720,0.357332020998,-0.416026234627,-0.724250018597,2.26590776443,0.437860220671,-0.372511923313,0.440768480301,1.20825839043,-0.299691200256,2.19449996948,-0.501631498337,0.818030953407,0.614308595657,4.60990571976,-0.370162636042,1.14176928997,1.39232242107,0.554232478142,1.48878753185,0.586254894733,0.599346399307,0.367766708136,0.914402604103,0.304945468903,-0.00585097074509,0.249727129936,0.701600015163,2.42919993401,-0.198310792446,0.968950033188,0.314619243145,0.65315747261,0.773531019688,-0.138139992952,1.14036762714,0.649021029472,0.800836741924,0.648798167706,0.826834440231,0.470121622086,0.319636404514,0.746685743332,0.843403398991,0.244213655591,0.238405883312,-0.0207201763988,0.568702995777,0.913638174534,1.42787408829,-0.216617271304,-0.0396666526794,1.02651870251,1.20309245586,1.14025270939,0.645435392857,2.16588234901,0.793974578381,0.652512609959,0.224491804838,1.01733744144,0.399092078209,0.572355151176,0.446399211884,0.868600010872,1.38684999943,2.44919991493,-0.419050008059,0.779075145721,0.605581641197,0.512739062309,0.801446676254,0.0479727089405,0.486496388912,1.00829517841,0.721615195274,0.895457148552,1.09199368954,1.08161306381,1.04704403877,-0.979914546013,-1.0233874321,0.347228288651,0.888493299484
466,0.162430986762,-0.757055997849,-1.26664996147,0.0897187590599,0.263720393181,-0.0726678669453,0.470434427261,-0.945443630219,0.598576962948,0.4850666821,-0.963829338551,1.00027000904,1.38735675812,-2.58117699623,-1.42585015297,-0.106616653502,1.32859349251,0.0167608261108,1.13047981262,-0.391005456448,0.94451624155,-1.40853345394,-0.0330020040274,0.408849388361,0.676432728767,0.198290914297,1.29960000515,1.129150033,-0.00915769487619,1.7947999239,0.711398243904,-1.26716923714,-0.042059212923,0.24662001431,0.364234089851,0.434637874365,-0.383004188538,0.493808150291,0.285059005022,0.783048510551,1.26788628101,0.781812906265,0.715405583382,0.573833465576,0.662030875683,0.125429570675,0.562771737576,-0.317057311535,1.56674456596,-0.926484584808,0.402966678143,-2.221170187,0.905030608177,0.429697424173,1.07705235481,-0.682119429111,0.538072824478,0.987838208675,-0.476495742798,0.581735551357,0.531898856163,0.53296995163,0.650569021702,0.573300004005,0.858550012112,1.31029999256,-1.17860007286,-0.509189605713,-0.360139369965,0.0928701162338,0.840039432049,0.753895938396,0.385905355215,0.201415985823,0.68664598465,0.582671761513,1.00951266289,0.706054508686,1.20297169685,-0.405547201633,0.163043379784,0.0184080190957,0.306612432003
6009,-0.157873556018,0.304600387812,-1.25489997864,1.24947762489,0.111243903637,0.684389710426,-0.564890742302,0.879261374474,-0.490979850292,-0.333266675472,1.61537432671,0.619884490967,0.631635785103,0.0658370479941,0.220416545868,0.976780414581,0.428041279316,0.390607565641,-0.252174645662,1.0551431179,0.527190446854,0.00520000606775,1.09579086304,-0.118598751724,0.945844292641,0.817479670048,0.246649995446,-0.467150002718,1.16843473911,0.944625020027,0.544019758701,1.80654656887,0.701522111893,-0.541799962521,0.404132723808,-0.00393586605787,0.462212502956,-0.22602045536,0.643438339233,0.475818604231,0.75050163269,1.46942615509,1.15303087234,0.0268088281155,0.024685934186,-0.691845297813,-0.505565404892,0.0622026473284,0.222948998213,0.214796960354,-0.415266662836,-0.605419933796,0.51831060648,-3.67294430733,0.126141011715,-0.10061340034,0.229792922735,0.669389724731,-0.387484490871,0.360967129469,0.380214601755,-0.311748594046,0.337142527103,0.41755002737,-0.00229999423027,0.570450007915,0.279349982738,0.420744299889,-0.0381396338344,0.164357811213,-0.286262691021,-0.487596213818,0.367889612913,1.19082379341,0.586502194405,0.75938642025,0.175872385502,0.250153362751,-0.233945220709,-0.66488468647,-0.210650384426,0.683761894703,-0.358841657639
2309,0.0838632881641,1.85479927063,-1.08750009537,-0.373522043228,-0.639125347137,-0.0638356208801,0.297394990921,1.93232953548,0.73195874691,0.115966677666,0.596807122231,-0.86362528801,-0.514733374119,0.636679887772,0.836742639542,0.13413092494,0.938699960709,0.0910993739963,1.08135509491,0.33252325654,0.328917920589,-0.1943000108,0.0479204654694,-0.129081889987,-0.0642710253596,-0.716337800026,0.176599994302,0.0999500006437,0.372412741184,0.20659995079,-0.102834865451,-0.320670098066,0.198071137071,-0.0726399868727,-0.159025475383,-0.0652843788266,-0.698111712933,-0.221198856831,0.30042296648,1.10707306862,1.23005640507,0.264161974192,0.348285079002,-0.41755926609,-0.524169027805,0.00445754826069,-0.311972618103,-0.209897309542,0.477010190487,-0.804313480854,-0.235633328557,0.145097285509,0.105159178376,-0.485245943069,-0.986612141132,1.10091233253,0.173592686653,-0.365138530731,-1.30802619457,0.719755470753,-0.0268612876534,-0.237676903605,0.578043222427,0.693799972534,-0.363150030375,-0.154849991202,0.759500026703,0.0910853892565,-0.199475795031,0.0240584202111,0.394472151995,0.992761611938,-0.190500035882,0.24762763083,-0.0915182977915,0.77210444212,1.40060210228,0.51687258482,0.512756228447,1.58277988434,1.39965295792,1.10132694244,1.48092138767
387,-0.393169283867,0.509085416794,2.06645011902,1.38020539284,-0.89253371954,0.0897488817573,-0.469308495522,0.088723808527,-0.0399526357651,-1.64206671715,1.17619121075,1.81383466721,0.805996119976,0.0449815914035,-0.115292906761,0.664710700512,-0.25414416194,-0.415029108524,-0.476316422224,-0.0146542936563,1.1066390276,0.523266673088,0.117891222239,-0.424865782261,0.830637633801,1.1890194416,0.763700008392,-0.104249984026,0.933333873749,0.364124983549,1.08011567593,1.09296786785,0.448396742344,0.633499979973,0.0528642311692,-0.337615281343,0.167875245214,0.189340829849,-0.184690147638,-0.123229339719,-0.420945465565,-0.307537674904,0.843092679977,-0.190933153033,0.330805361271,-1.46894311905,-0.135506644845,-0.142234832048,0.939196884632,-1.17730665207,-0.0821999758482,-4.61757087708,-0.391032099724,-0.770103931427,-0.357122004032,-1.22252547741,-0.231635183096,1.04146611691,-0.629678964615,0.43782171607,0.378210604191,-0.0142596699297,0.463726043701,1.02779996395,-0.123249977827,1.53570008278,1.61370003223,0.256363302469,-0.344859153032,0.39804020524,0.182583361864,-0.081688195467,0.228196203709,0.661947250366,-0.0459009259939,-0.682546913624,0.344712734222,0.280414432287,0.0525751262903,-0.0910689905286,-0.546592473984,-0.712483644485,-0.200508758426
3553,-0.527219474316,0.0278645530343,-1.08585000038,-0.271361529827,-0.476497292519,-0.484354108572,-0.974608182907,-1.10514354706,-1.06900465488,-0.0650333166122,-0.752903521061,-1.06292355061,-0.749017179012,-0.0111490562558,0.829054713249,-0.828535318375,-1.62845635414,-0.277049452066,-1.29780030251,0.127855613828,-0.814700245857,-0.137733340263,0.76097458601,-0.62777787447,-0.437983840704,0.730470597744,-0.866400003433,0.300699979067,-0.30005210638,0.663924992085,0.392411500216,-0.762674868107,-0.110665008426,-0.0772199779749,-0.787704825401,-0.227435410023,-0.000942616723478,-0.0289348214865,-0.0147176831961,0.317959338427,0.247328102589,0.532424747944,-0.749202728271,-0.195301115513,-0.653876066208,1.04162693024,-0.387455493212,1.03233265877,0.526143491268,1.47685790062,0.759000062943,-0.766826629639,0.100624032319,-1.37056386471,-0.195282012224,0.0536809787154,-1.27549517155,-1.29310584068,-0.193491116166,-0.793202459812,-0.975269317627,-0.920135617256,-1.03573262691,-0.631449997425,-0.479699999094,-1.35175001621,1.70685005188,-0.753722786903,0.422772884369,0.146362960339,-0.127981603146,-0.56351262331,-0.445040553808,-0.399192392826,-1.01142454147,-0.653721511364,-0.311370432377,-0.793324351311,-0.729245603085,-0.214387387037,-0.827106118202,-0.485092192888,-0.608074426651
427,0.151559785008,0.0402856171131,-0.660250008106,-0.0518950782716,-0.219458147883,0.395638227463,-0.0649342834949,0.223750293255,1.029266119,0.0652666538954,-2.47160673141,-0.646028757095,0.469460368156,0.696247220039,0.0491593778133,-1.54703640938,-0.449783146381,-0.222531318665,0.345045357943,-1.58165836334,1.54741203785,-0.441433310509,-0.237286150455,-0.102710105479,-0.409664750099,0.566842794418,-0.310950011015,0.114000022411,-2.40202307701,-0.0433999598026,-0.0990730375051,-0.838448286057,-0.655705332756,0.499700009823,-0.089762121439,0.147595763206,0.210974320769,0.391277849674,-0.124648049474,0.316605389118,0.486797213554,0.182242751122,-0.103872515261,-0.443660408258,-0.351769149303,0.0070269908756,-0.873871684074,0.0173215121031,0.351008921862,0.395125329494,-0.261166661978,-0.201615571976,1.77957296371,-0.656966865063,-1.02822220325,1.13926851749,-0.438356041908,0.6343075037,0.56912869215,0.6680341959,-0.102203592658,-0.191412776709,-0.148624837399,0.0990000069141,-0.0375500023365,-0.325850009918,0.0985500067472,-1.58741939068,0.829200744629,0.0736923217773,0.151821762323,-0.0562669821084,-0.0030133575201,-0.678967118263,-0.0722311139107,-0.731792747974,0.283552825451,-0.0958798527718,0.445124268532,0.755369186401,0.54106760025,0.528379559517,0.8421626091
5898,-0.0845800712705,-1.38126897812,-0.837650001049,-0.174223765731,0.825140118599,1.24362123013,-0.267904043198,-1.07241439819,0.477441161871,-0.0975332856178,0.0792774856091,-0.604848980904,-0.677860558033,0.445978671312,-2.77006626129,-0.84206289053,-2.12915992737,-0.0542294308543,-0.144920423627,0.12600043416,-0.307422578335,0.349933326244,0.806142926216,-0.0604708716273,0.404202878475,-0.310040444136,0.791649997234,-0.00789999961853,-0.337307214737,0.686125040054,-0.497948169708,-0.536033451557,0.502757370472,-0.906679987907,0.354528486729,0.724363267422,-0.0748172700405,0.855210661888,0.396708071232,0.0386384278536,1.53276205063,-0.219893395901,0.239139080048,-0.100199609995,0.0983382165432,-1.72315943241,-1.43800151348,-0.927836120129,0.192625045776,0.266614079475,-1.39426660538,-0.108278363943,-0.675319373608,-1.34951269627,-0.490500986576,-0.35073941946,0.233881890774,-0.412266671658,0.0422159582376,1.08472883701,0.553665339947,-2.01357388496,0.735410988331,0.870299994946,1.20695006847,0.817599952221,-0.727150022984,1.13414883614,0.489206433296,-0.302501469851,0.177398338914,0.116054825485,0.335503071547,0.657802700996,0.326962798834,-0.350470840931,0.6982229352,-0.460678309202,0.686610937119,-0.280965566635,-0.277175784111,-0.162377968431,-0.234032094479
23365,-0.0357655212283,0.378726184368,0.497350007296,-0.30227380991,0.315294384956,0.708420753479,0.0965983271599,-0.998904943466,-0.211213707924,-0.612933278084,0.334304511547,0.631716132164,-0.148716524243,0.949000954628,-0.685637354851,-0.572516798973,-1.13704180717,-0.275200724602,0.0485466718674,-0.00010184943676,-0.106405153871,-0.442600011826,0.562946200371,0.0595659948885,0.341738849878,0.907723844051,-0.539900004864,0.235000014305,-0.472965955734,1.30117499828,0.174116134644,-0.093760445714,0.240774586797,-0.459800034761,0.391210794449,-0.671325325966,-0.430574715137,-0.760838866234,-0.955392539501,-0.483981370926,-0.0848686099052,-0.470222979784,0.0958125591278,-0.283334076405,-0.674903988838,-0.588025867939,-0.616970419884,-1.13209426403,-0.607820510864,-0.0856917202473,-0.467933356762,1.40955138206,-0.258091598749,1.4088793993,-0.981812775135,1.42769443989,-0.819110870361,0.0598029792309,-0.352823257446,-0.720870554447,0.0402035266161,0.339879572392,0.595742464066,-1.36790001392,-1.46350002289,-0.287599980831,-2.43729996681,0.715523481369,-0.439525008202,-0.409245401621,0.480371892452,-0.802879571915,-0.64245891571,-1.05540955067,-0.0972761660814,-0.949323534966,-0.874104380608,-0.361704289913,-0.3401517272,0.197151690722,0.203743711114,0.291234046221,0.17940838635
6657,-0.183662354946,-0.581190764904,1.03324997425,0.47866615653,0.626328647137,0.432992905378,-1.00905048847,-0.616025567055,-1.38685166836,-1.76736676693,0.662348806858,-1.66109538078,-1.02342963219,0.951396942139,0.186086148024,-1.19288694859,-1.70046114922,0.0397246032953,-0.844858169556,-0.648624241352,-1.19055128098,-0.18943336606,0.806463837624,0.724599659443,-0.447299301624,0.000163772143424,-0.808499991894,-0.107349999249,0.309249848127,0.903800010681,0.18270277977,-1.31459963322,0.103782966733,-0.206980019808,-0.915325641632,-0.300269991159,-0.267563670874,-0.0661467909813,-0.117210745811,0.245264232159,-0.0699459165335,0.504395246506,-0.7621281147,0.289010792971,-0.450923740864,0.820469200611,-0.125896245241,0.719118893147,-0.512883424759,0.510388255119,0.584100008011,0.429836273193,-0.547922253609,0.532156050205,-0.705646634102,0.29944396019,-0.401822924614,-0.226215317845,0.426061272621,-0.193031460047,0.132345974445,-0.439956963062,0.0686158835888,0.356299996376,-0.0819000005722,-0.0819000005722,0.31865003705,-0.530862212181,0.0882897377014,-0.340432465076,0.00716700125486,-0.967412531376,-0.473063886166,-0.455597698689,-0.398670971394,-0.239455074072,0.405280053616,-0.707398414612,-0.0461816638708,-0.5466401577,-0.247887462378,-0.337289303541,-0.172337502241
