rid,CPC020_A375_6H:BRD-K79602928-003-10-8:10,CPC020_A549_6H:BRD-K79602928-003-10-8:10,CPC020_HA1E_6H:BRD-K79602928-003-10-8:10,CPC020_HCC515_6H:BRD-K79602928-003-10-8:10,CPC020_HT29_6H:BRD-K79602928-003-10-8:10,CPC020_MCF7_6H:BRD-K79602928-003-10-8:10,CPD001_MCF7_6H:BRD-K79602928-003-13-2:10,CPC020_MCF7_24H:BRD-K79602928-003-10-8:10,CPD001_MCF7_24H:BRD-K79602928-003-13-2:10,CPC020_PC3_6H:BRD-K79602928-003-10-8:10,CPC020_PC3_24H:BRD-K79602928-003-10-8:10,CPD001_PC3_24H:BRD-K79602928-003-13-2:10,CPC020_VCAP_6H:BRD-K79602928-003-10-8:10,CPC020_VCAP_24H:BRD-K79602928-003-10-8:10,NMH002_FIBRNPC_24H:BRD-K79602928-003-15-7:10,NMH002_FIBRNPC_6H:BRD-K79602928-003-15-7:10,NMH002_NEU_6H:BRD-K79602928-003-15-7:10,NMH002_NEU_24H:BRD-K79602928-003-15-7:10,NMH002_NPC_6H:BRD-K79602928-003-15-7:10,NMH002_NPC_24H:BRD-K79602928-003-15-7:10,BRAF001_A375_24H:BRD-K79602928-003-13-2:10,BRAF001_A375_24H:BRD-K79602928-003-13-2:2.5,BRAF001_A375_24H:BRD-K79602928-003-13-2:0.625,BRAF001_A375_24H:BRD-K79602928-003-13-2:0.15625,BRAF001_A375_6H:BRD-K79602928-003-13-2:10,BRAF001_A375_6H:BRD-K79602928-003-13-2:2.5,BRAF001_A375_6H:BRD-K79602928-003-13-2:0.625,BRAF001_A375_6H:BRD-K79602928-003-13-2:0.15625,BRAF001_HEK293T_24H:BRD-K79602928-003-13-2:10,BRAF001_HEK293T_24H:BRD-K79602928-003-13-2:2.5,BRAF001_HEK293T_24H:BRD-K79602928-003-13-2:0.625,BRAF001_HEK293T_24H:BRD-K79602928-003-13-2:0.15625,BRAF001_HEK293T_6H:BRD-K79602928-003-13-2:10,BRAF001_HEK293T_6H:BRD-K79602928-003-13-2:2.5,BRAF001_HEK293T_6H:BRD-K79602928-003-13-2:0.625,BRAF001_HEK293T_6H:BRD-K79602928-003-13-2:0.15625
5720,-0.884850144386,-0.103599995375,-0.416035532951,0.198149994016,-1.47071909904,-0.795282244682,0.121316805482,-0.111307732761,-0.0554571971297,-1.51390910149,-1.80085289478,-1.8334505558,0.348155707121,-0.200235068798,-0.250851660967,0.429968297482,-0.445353001356,-0.540033340454,-0.726184010506,0.304917812347,-0.62075138092,-1.34318888187,-0.777902901173,-0.223697319627,-2.54115462303,-3.17728686333,-0.730054855347,-2.33300447464,-2.81784105301,-2.89092087746,-0.464415550232,-2.15757656097,-0.503877282143,-2.69355773926,-0.21336582303,-0.727611124516
466,-0.574038207531,-0.4579000175,-0.406174331903,-1.71694993973,-1.59084820747,-0.548559129238,-0.0141436811537,-0.865110933781,-0.759744524956,-0.416153907776,-0.629034638405,-0.642839312553,-0.476784437895,-1.07754600048,-0.0932090356946,0.344687670469,-0.821417689323,-0.240299999714,-0.258234322071,0.67559170723,0.878040552139,0.162805199623,0.634717643261,0.671846032143,-1.21512293816,-2.19337630272,0.790963292122,-1.57375502586,-0.450867772102,-0.123268797994,0.713169515133,-0.428008288145,0.751999676228,-2.93274688721,0.332575142384,-0.167300075293
6009,-0.248305052519,-0.617599964142,-0.223233252764,-2.17464995384,-0.97626543045,-0.312651753426,-0.583682894707,0.178089231253,-0.382309228182,-0.410984903574,0.0278728678823,-0.153065919876,-0.528440475464,0.0418458431959,-0.16278976202,-0.252894550562,-0.362175136805,-0.242566674948,-0.225812345743,-0.584913432598,0.244381785393,-0.798321723938,-0.584999322891,-0.726946592331,1.32166457176,2.05451703072,-1.38299131393,1.20659816265,0.844466507435,0.403855025768,-1.52816605568,0.000279277563095,-0.612892150879,-0.909494042397,-0.965187311172,0.0350844226778
2309,-0.0915755778551,1.14134991169,0.0984752327204,0.467600017786,0.218500182033,-2.02449369431,-0.278288304806,-0.306210309267,0.644425868988,-0.439283370972,-0.403562486172,-0.407191485167,0.501288831234,0.212883293629,0.0471405684948,0.376290559769,-0.0893460959196,0.282933324575,0.249202668667,-0.0550587624311,-0.519197583199,-0.871284425259,-0.529784202576,0.294833004475,0.806671321392,0.315746426582,0.993884205818,1.77806556225,1.46899151802,1.50900053978,0.556910037994,0.429682254791,-0.396653711796,-0.23319876194,-0.208751142025,-0.375870227814
387,-0.807925105095,0.373649984598,-2.81948661804,0.32230001688,-1.26030421257,-0.351416885853,-0.387817263603,1.03247058392,-0.368100494146,-1.77545297146,-0.665816426277,-0.743066370487,-0.953936219215,-0.3948392272,0.0942331105471,-0.626928925514,1.23659658432,0.433066695929,0.231318324804,0.282962799072,0.323660224676,0.405728906393,-0.128933638334,0.458246380091,2.27976894379,3.59926605225,-0.104429639876,2.45808076859,2.54040598869,2.10759472847,-3.85008752346e-05,0.719685733318,-0.598256886005,-1.60469305515,-0.246433854103,0.187376052141
3553,0.724852263927,-0.453450024128,1.49134397507,0.386500000954,0.982305169106,0.436998575926,0.552199721336,0.14135786891,0.0838447809219,0.771176934242,0.614219009876,-0.475594818592,0.315889060497,0.877647638321,-0.0157098993659,-0.103209465742,-0.0119550526142,0.40816667676,-0.619759559631,-0.309598535299,-0.00455610267818,-0.105094283819,0.466096639633,0.415806591511,1.2739944458,0.0305242240429,0.878772079945,-0.240840598941,0.468360632658,0.032287478447,0.0120301395655,0.195551514626,0.413557350636,1.27966070175,-0.0756311863661,1.30232346058
427,-0.214109450579,0.330350011587,-1.29637479782,-0.124350003898,0.468938827515,-0.454326480627,1.85801744461,-0.702415883541,-0.666502594948,-0.967204451561,-0.380951613188,-0.55954939127,-0.358326107264,-0.837495923042,0.465397894382,0.154527261853,0.637791752815,0.235100030899,-1.02802443504,0.145187288523,-0.714779555798,0.214098989964,-0.0296593792737,0.0846866741776,-1.14689600468,-0.231635391712,0.102769434452,1.53917658329,-0.833843410015,-0.158104389906,0.463722735643,0.322724372149,0.00430900976062,-0.336450695992,-0.0238411277533,0.0435738600791
5898,-0.395599275827,-0.171550005674,-0.485297262669,-1.00094997883,-1.04794943333,0.134306162596,-0.34643855691,-0.445761919022,-0.852643370628,-0.0745046436787,-0.241907820106,0.317731440067,-0.475608289242,0.0561820939183,-0.0329642258584,-0.0576664432883,-0.0809367150068,-0.193499982357,0.538406193256,0.00427860021591,0.0170403346419,-0.381120502949,0.229752644897,-0.273534417152,0.172129511833,-0.0626946166158,-0.34552064538,-0.533229708672,-0.446145892143,-0.773019134998,-1.09814834595,-0.486063420773,-1.04587364197,-2.72473239899,-1.42038273811,-0.532294929028
23365,-0.754552006721,0.0896500051022,-1.13204038143,0.110550001264,-0.0873619243503,0.598192453384,0.823425829411,0.159388184547,0.861034750938,-0.313382685184,0.261172562838,0.895879030228,-1.34905076027,0.395798146725,0.187517955899,-0.495733767748,0.771379113197,0.559900045395,1.12592673302,1.42994785309,1.05569517612,1.06138420105,1.22373688221,1.06044697762,1.1477304697,0.382902443409,1.52583098412,0.106853403151,1.38260352612,1.21727907658,1.22031164169,0.601368904114,0.973580300808,2.19558095932,0.875002980232,1.1160428524
6657,1.36882603168,-0.00535000115633,1.77506220341,0.748299956322,0.850760102272,0.387958556414,0.308863133192,-0.233879685402,0.479959666729,1.27030014992,1.08373200893,0.961193025112,0.0573945082724,1.07132637501,-0.0106814727187,-0.12345610559,0.0305420160294,0.14580000937,0.738973975182,1.08557927608,-0.0439798235893,-0.740347802639,-0.64115011692,-0.389312624931,-0.701556026936,-0.811052560806,-0.670912384987,-1.00288593769,-1.21296525002,-0.730406105518,-0.341192245483,-0.224963441491,-0.600798368454,2.0476565361,-0.252045750618,0.289855986834
