rid,DOS030_VCAP_6H:BRD-K43253317-001-01-5:4.97,DOS030_VCAP_24H:BRD-K43253317-001-01-5:4.97,DOS034_A375_24H:BRD-K43253317-001-01-5:4.97,DOS034_A549_24H:BRD-K43253317-001-01-5:4.97,DOS034_HT29_24H:BRD-K43253317-001-01-5:4.97,DOS034_MCF7_24H:BRD-K43253317-001-01-5:4.97,DOS034_PC3_24H:BRD-K43253317-001-01-5:4.97,DOSBIO002_A375_24H:BRD-K43253317:9.93787,DOSBIO002_A549_24H:BRD-K43253317:9.93787,DOSBIO002_HT29_24H:BRD-K43253317:9.93787,DOSBIO002_PC3_24H:BRD-K43253317:9.93787,DOSBIO002_MCF7_24H:BRD-K43253317:9.93787,DOSBIO002_NEU_24H:BRD-K43253317:9.93787,DOSBIO002_NPC_24H:BRD-K43253317:9.93787
5720,-1.55930006504,-0.499822437763,1.42818880081,0.587933301926,0.205599963665,0.542366921902,0.413135766983,0.233208179474,0.782421827316,0.492902487516,-1.03594660759,0.495850771666,1.5652500391,0.202615469694
466,-2.8249502182,-1.00316500664,0.762300133705,-0.972900032997,0.0865499973297,-0.132849425077,-0.634872615337,1.02217555046,0.927527308464,0.672436892986,1.11832976341,1.48082399368,0.255850017071,0.416709065437
6009,-0.0892499983311,0.398446500301,-0.106346130371,0.522433400154,0.490299969912,0.0315742790699,-0.838040471077,0.949276447296,0.141382962465,1.08620584011,0.361679583788,0.670238375664,0.479250013828,0.36363530159
2309,-0.975300014019,0.351852804422,1.07853996754,0.339366674423,0.188099980354,0.357296407223,0.581075131893,0.585872173309,-0.884093225002,-0.448315471411,-0.732478499413,0.061528980732,1.39665007591,0.400614529848
387,1.08924996853,0.721437335014,0.331504672766,0.0475666970015,-0.461899995804,-0.665121197701,0.00483849644661,-0.622748732567,-0.811781525612,-0.153153955936,-0.441581070423,-0.758628845215,0.654649972916,0.609026789665
3553,1.00625002384,-0.227668657899,-1.21734309196,-0.134166657925,-0.132300019264,-0.496921688318,-0.383450984955,-0.373058289289,-0.453511446714,-0.237256705761,-1.22691237926,-0.011220395565,-0.578700006008,-1.04475450516
427,-1.30769991875,-0.285440176725,1.80480611324,-0.420900017023,0.480599969625,0.868707060814,0.208382546902,1.06461536884,-0.0313874483109,-0.650762617588,1.68556725979,0.823701858521,0.844850003719,0.486471951008
5898,-1.83605003357,-0.640173792839,-0.149185031652,-0.624166727066,-0.118349984288,0.981509685516,-0.10275131464,0.463757932186,0.706807911396,0.279294371605,0.807036280632,-1.69370114803,-0.185350000858,0.480531305075
23365,0.279950022697,-0.705962777138,-0.409513443708,0.0397000163794,-0.418099999428,-0.558524131775,0.62248980999,-0.81731569767,-1.35869526863,0.183697238564,0.983485579491,0.11437523365,0.88890004158,0.677640557289
6657,1.16670000553,0.192131817341,-0.655644774437,0.791833400726,1.32244992256,-1.20498919487,-0.662647843361,1.8795876503,0.898335695267,0.255405575037,-0.509474754333,-0.698316037655,1.02679991722,0.853992581367
5054,0.695500016212,0.154064029455,0.115913838148,0.152633339167,0.382050007582,-0.599741578102,-0.319319367409,1.76756453514,-1.15363931656,-0.960057556629,0.539447069168,-0.046252027154,-1.0448499918,0.130857631564
3108,0.36075001955,-0.133297145367,1.327891469,-0.0106333643198,0.993400037289,0.832720041275,0.194121167064,-1.04605162144,-0.0687673762441,0.333287417889,-0.561986804008,0.295359700918,0.402949988842,-0.254541158676
1950,1.34619998932,0.38536709547,-0.628876566887,-1.97603332996,1.31155002117,-0.537171840668,0.757543623447,0.283792316914,1.76590156555,0.188720226288,-0.0825990140438,0.415236473083,-0.330749988556,-0.790219843388
351,-0.61335003376,-0.949554979801,-0.720494449139,1.42186665535,0.996349990368,0.169142365456,0.0253713130951,1.0144110918,0.934198737144,-0.497036039829,2.2684545517,0.344196677208,1.24204993248,-1.10992860794
4846,0.456149995327,-0.478481203318,-0.188657060266,-2.7853000164,0.405349999666,-0.21840120852,0.319965988398,-0.92763698101,-0.128861263394,-1.40066254139,-0.347132205963,-0.350203156471,1.23685002327,0.0349876284599
1452,0.451550006866,-0.427135109901,0.748725950718,-0.00986666232347,0.397199988365,1.14871513844,-0.627697944641,0.0776143670082,-0.316843271255,0.389286637306,0.365357726812,-0.467974066734,1.18274998665,1.25582897663
4776,1.31714999676,0.237031966448,-1.50187635422,0.556733369827,-0.11914999783,-0.440992861986,-0.716808378696,-0.5222697258,-0.145548462868,-0.0775638371706,0.303181529045,0.0905243754387,-0.715200006962,0.240362524986
6908,-1.86240005493,-0.265442878008,2.01775693893,0.781833410263,0.700999975204,-0.427575349808,-0.0129978358746,0.14785425365,0.317256391048,0.330699086189,0.403594106436,0.560574293137,1.09209990501,0.799905478954
672,-1.96875,-0.771374225616,0.658785879612,-1.55540001392,0.960900008678,0.593364238739,0.561372935772,1.28108668327,-0.113931685686,0.123139232397,0.632600903511,0.363017112017,-0.0747500061989,-0.0869778320193
5710,-1.24170005322,-0.363832861185,-1.6389477253,-0.448833376169,-0.527599990368,-0.0343487858772,-0.487739622593,-1.13159632683,-1.24541676044,0.922404170036,1.08715307713,0.814038872719,0.731700003147,0.833841264248
2115,-4.99933958054e-05,-0.655719697475,0.878296136856,0.223900079727,-0.348049998283,-0.339049637318,0.963804602623,-1.8147418499,-0.782870173454,-0.246095225215,-1.89485299587,-1.07809233665,0.735599994659,1.12733411789
7015,1.1384999752,-0.419701099396,-1.21232914925,1.50973343849,0.832999944687,-0.517329394817,-0.415816128254,0.643055915833,0.453649550676,1.32058763504,0.965546250343,0.25358274579,-1.43984997272,-0.660471439362
8726,0.294950008392,-1.34862756729,1.17306494713,-0.62750005722,0.0521000027657,-0.420319229364,1.3186403513,0.618053436279,0.113653659821,3.45333147049,-0.350211679935,1.04519450665,1.21029996872,-0.0656947344542
2185,2.11890006065,0.322711586952,-1.46322309971,0.189799964428,-0.194649994373,-0.41995882988,-0.895013689995,-0.609777450562,0.451480269432,-0.166223496199,0.149174511433,-0.453148007393,-1.00775003433,-1.17216432095
3315,-0.38244998455,-0.218455195427,-0.494961023331,-0.175366669893,-0.387000024319,0.752221345901,0.0741532221437,-0.473478555679,-0.125847756863,-0.15811689198,-0.0162936523557,0.102521277964,-0.731249988079,-0.356211900711
5289,-0.106849998236,-0.336795389652,-0.551149427891,0.0948666781187,-1.11310005188,-1.24709558487,1.45346617699,-1.48891580105,-2.27790570259,0.506768345833,-0.535178124905,-0.32527205348,-1.45364999771,0.312496989965
868,0.415699988604,-0.324006438255,1.23699998856,0.302399992943,-0.224800005555,-0.220990002155,1.136459589,0.530781984329,-0.353136956692,0.30567419529,-0.590168297291,-0.0456800013781,1.46615004539,0.796959757805
1677,0.665549993515,-0.518667459488,-0.965725898743,0.903800010681,0.984799981117,-0.657723784447,-0.020934805274,-0.168816015124,1.26816344261,0.143821552396,0.284885793924,0.00619883835316,-0.735199987888,0.174252018332
7043,-0.161650002003,0.00658070854843,-1.26664638519,1.20086669922,-0.517750024796,-0.611918389797,0.796956241131,-0.642376422882,-0.443477749825,0.0267024450004,-0.280594736338,0.0222468674183,0.178600013256,-1.43580150604
5613,0.670899987221,0.021610127762,-1.51527714729,-0.135133296251,-0.515349984169,-0.198372989893,-0.104396745563,-0.0188094414771,1.70876479149,0.189101755619,1.60758125782,0.878905534744,0.0475500002503,0.261877536774
