rid,CPC004_A375_6H:BRD-K34157611-001-07-9:10,CPC004_HA1E_6H:BRD-K34157611-001-07-9:10,CPC001_HA1E_6H:BRD-K18618618-001-01-6:10,CPC004_HA1E_24H:BRD-K34157611-001-07-9:10,CPC001_HA1E_24H:BRD-K18618618-001-01-6:10,CPC004_HCC515_6H:BRD-K34157611-001-07-9:10,CPC001_HCC515_6H:BRD-K18618618-001-01-6:10,CPC004_HCC515_24H:BRD-K34157611-001-07-9:10,CPC001_HCC515_24H:BRD-K18618618-001-01-6:10,CPC004_HEPG2_6H:BRD-K34157611-001-07-9:10,CPC004_HT29_6H:BRD-K34157611-001-07-9:10,CPC004_MCF7_6H:BRD-K34157611-001-07-9:10,CPC004_PC3_6H:BRD-K34157611-001-07-9:10,CPC001_PC3_6H:BRD-K18618618-001-01-6:10,CPC004_PC3_24H:BRD-K34157611-001-07-9:10,CPC001_PC3_24H:BRD-K18618618-001-01-6:10,CPC004_VCAP_6H:BRD-K34157611-001-07-9:10,CPC001_VCAP_6H:BRD-K18618618-001-01-6:10,CPC004_VCAP_24H:BRD-K34157611-001-07-9:10,CPC001_VCAP_24H:BRD-K18618618-001-01-6:10,CPC015_A375_6H:BRD-K34157611-001-07-9:10,CPC015_A549_6H:BRD-K34157611-001-07-9:10,CPC015_A549_24H:BRD-K34157611-001-07-9:10,CPC015_ASC_24H:BRD-K34157611-001-07-9:10,CPC015_HEPG2_6H:BRD-K34157611-001-07-9:10,CPC015_HT29_6H:BRD-K34157611-001-07-9:10,CPC015_MCF7_6H:BRD-K34157611-001-07-9:10,CPC015_MCF7_24H:BRD-K34157611-001-07-9:10,CPC015_NPC_24H:BRD-K34157611-001-07-9:10,CPC015_PHH_24H:BRD-K34157611-001-07-9:10,CPC015_SKB_24H:BRD-K34157611-001-07-9:10,CPC017_A375_6H:BRD-K18618618-001-01-6:10,CPC017_A549_6H:BRD-K18618618-001-01-6:10,CPC017_A549_24H:BRD-K18618618-001-01-6:10,CPC017_ASC_24H:BRD-K18618618-001-01-6:10,CPC017_HEPG2_6H:BRD-K18618618-001-01-6:10,CPC017_HT29_6H:BRD-K18618618-001-01-6:10,CPC017_MCF7_6H:BRD-K18618618-001-01-6:10,CPD001_MCF7_6H:BRD-K34157611-001-11-1:10,CPC017_MCF7_24H:BRD-K18618618-001-01-6:10,CPD001_MCF7_24H:BRD-K34157611-001-11-1:10,CPC017_NPC_24H:BRD-K18618618-001-01-6:10,CPD001_PC3_24H:BRD-K34157611-001-11-1:10,CPC017_PHH_24H:BRD-K18618618-001-01-6:10,CPC017_SKB_24H:BRD-K18618618-001-01-6:10
5720,0.0523000061512,-2.6018846035,0.601884007454,0.548273444176,0.788457393646,-1.68867266178,-1.19764995575,0.824852108955,-0.412744134665,0.98007786274,0.337079167366,-1.41941082478,0.212824776769,0.666433930397,0.159368336201,1.0896602869,0.701485872269,1.32916641235,-0.264487266541,0.589689731598,0.765166699886,0.811800003052,0.508823752403,0.585653424263,0.566799998283,-0.793048977852,0.450723111629,0.723155736923,0.0504861176014,-0.153800010681,0.028999991715,0.128533363342,-1.88554763794,-1.45579135418,0.380594551563,-1.45494365692,0.145167335868,-2.08860778809,-0.414518743753,-0.0626037418842,0.286884844303,0.723683536053,-0.111418306828,-0.80674469471,-0.60640001297
466,-0.303700000048,0.540764987469,0.453874140978,0.770589828491,0.497104942799,0.124718174338,0.0531999915838,0.826665759087,-0.274063944817,1.3083050251,-0.457534223795,-1.5821543932,0.967847406864,1.42672204971,-0.339964926243,1.13991606236,0.401807457209,0.709352850914,-0.71309864521,0.272943854332,0.468233346939,0.0138999996707,-0.26658937335,1.05611634254,0.186149984598,-1.4012607336,-0.381023645401,-0.334516435862,-1.23473119736,-0.223349988461,-0.0472999997437,0.173966705799,-1.46510648727,-0.42233890295,0.437858879566,-2.32865858078,-0.399397909641,-1.73944163322,0.231614679098,0.392981141806,0.633059203625,-0.0713054388762,-0.416584849358,-0.0872777253389,0.416350007057
6009,-0.736050009727,0.380797237158,0.653733491898,-0.66157490015,0.629110574722,-0.915014088154,0.0100999958813,0.354416161776,-0.254887938499,1.50701105595,0.271185398102,-0.602958202362,-0.156321391463,-1.42423653603,0.297025352716,0.467677593231,0.134481355548,1.06198740005,-0.147249907255,0.48699042201,-0.173133328557,0.606199979782,0.328014224768,0.0698925629258,0.448850005865,-0.474672406912,-0.87863701582,-0.51736342907,-1.24076330662,-0.3287999928,-0.088049992919,-0.586433410645,-0.422008097172,-1.48871922493,0.0905450806022,-0.0518162250519,-0.250467061996,0.435591131449,-0.618834495544,0.458347827196,-0.18530896306,-0.666817843914,-0.61949211359,-3.33221292496,-0.106149971485
2309,0.41629999876,0.215531557798,0.0280485749245,0.146617725492,-2.48409175873,-1.31741154194,-0.139149993658,0.311909228563,0.711708426476,-1.26686573029,-0.546089231968,0.111114114523,0.505843281746,-0.85963344574,0.337911844254,-0.280239731073,0.523244738579,0.796604514122,0.0401519425213,0.5613052845,0.640066683292,0.0813999995589,0.109885007143,-0.088319696486,0.416400015354,1.31984746456,0.757720351219,0.0733334645629,-0.593654453754,0.309450000525,-0.4524500072,1.57649993896,-1.40276861191,-1.30527102947,-0.388880074024,-1.83788228035,-0.814130783081,-0.455249190331,-0.93337726593,-0.980545043945,-0.926491439342,-1.0240008831,-0.951588630676,0.215339466929,0.0903500020504
387,-0.926050007343,-0.16225835681,1.17059493065,-0.345472157001,-0.170142397285,-1.73961782455,0.264599978924,-0.040996812284,-0.094065502286,1.24028170109,-0.928639352322,-1.1247754097,1.16672086716,0.034045226872,-0.546724081039,0.225496441126,0.0835689455271,-0.0267627146095,-0.224648356438,0.704429447651,-0.22313337028,-0.056099999696,-0.604057908058,0.39873367548,0.333249986172,-1.18352138996,0.160486161709,0.691654682159,0.12385879457,0.206000000238,-0.754249930382,0.309866666794,-1.21522402763,-1.63020181656,-0.323798716068,-0.00854892283678,-0.616713881493,0.803503751755,-0.491365551949,-0.035835403949,-0.157820641994,-0.549681603909,0.49387806654,0.427638977766,0.0894500017166
3553,-0.28900000453,0.0154334269464,-1.17848134041,-1.20487093925,-1.01093041897,0.32698559761,-0.342999994755,-0.207676008344,-0.197779729962,-0.651227772236,-0.749116003513,0.258642166853,-0.541243195534,0.432297706604,-0.416439533234,0.177809536457,-0.570095419884,-1.17681598663,-0.516715705395,-0.446494221687,-0.346633315086,-1.07500004768,0.370853811502,-0.453680068254,0.108499988914,0.19165275991,-0.221846610308,-0.0543619692326,2.23999023438,0.653300046921,1.55250000954,-1.26873326302,1.71854948997,2.20459628105,-0.771063387394,2.30082654953,0.387164354324,0.124589502811,0.422177791595,0.840489327908,-0.29962772131,1.30802941322,0.10256023705,-0.928731799126,-0.297150015831
427,-0.695050001144,1.01836335659,0.418925136328,-1.0122795105,0.167311012745,0.0564742460847,0.66740000248,-0.0146674960852,0.14752791822,0.12824113667,-0.0250066891313,-0.883705258369,0.963020563126,0.0376366339624,-0.0440251529217,0.292876005173,0.0521156787872,0.279196441174,-1.81489741802,-0.116030052304,0.214033350348,-1.06260001659,-0.553158044815,1.35395777225,-2.2608499527,-1.29453217983,-0.932042777538,-0.537130653858,0.00119564682245,-0.465550005436,0.596149981022,1.58076679707,-0.322824209929,0.147691115737,0.361877501011,-0.208821415901,-0.547096073627,-1.206199646,0.109271883965,0.117509007454,0.659504830837,0.285656481981,-0.319961309433,-0.37850394845,-0.0706999972463
5898,0.032049998641,0.208848968148,0.702711164951,0.947363138199,0.39676463604,-1.03693580627,0.574100017548,-0.518123924732,0.0264940485358,-0.496619671583,-0.321941256523,-1.396261096,0.147282242775,-1.76714241505,-0.32147321105,0.825530230999,-0.374270260334,0.00697459839284,-0.789913415909,-0.478272974491,-0.957000076771,-1.41159999371,-0.55770277977,0.517144322395,-1.02025008202,-1.07470941544,-0.787059545517,-3.87477135658,-0.0692827701569,0.625349998474,0.796299993992,0.158266663551,-2.58096885681,0.382878094912,0.467991143465,0.255065470934,0.302488744259,-0.988220572472,-0.09583735466,-0.576605200768,0.194454550743,1.34256768227,0.765424013138,-0.965978860855,0.856350004673
23365,0.546100020409,0.549122571945,0.52102959156,0.309501051903,1.4180713892,1.21122860909,0.15324999392,1.17338144779,0.0290906019509,0.216005414724,0.67449182272,0.555938899517,0.761945545673,0.31362849474,-0.410973846912,-0.463621616364,-0.557495951653,-0.812545359135,0.846242666245,-0.806237876415,-0.475833296776,-0.755599975586,-0.594996452332,0.731327831745,-0.478749990463,-0.504274308681,-0.653491675854,-0.623574316502,0.787160515785,1.257999897,-0.0152500271797,-0.334833323956,-1.02978444099,-1.31706500053,-0.528479158878,-1.04757428169,-0.79775595665,0.129323720932,-0.176502630115,-1.51019787788,0.967816352844,0.406248450279,0.0400646626949,-0.113276466727,0.837350010872
6657,-1.54955005646,0.32718962431,-0.225139915943,-2.73664736748,-1.36650848389,0.119214639068,-0.263049989939,0.267898440361,0.483166724443,-1.01264095306,-0.709650158882,0.952160179615,-0.3058167696,0.162212654948,-0.179755732417,-0.894619226456,-0.84442961216,-1.3042691946,0.266985535622,-0.15030798316,-0.323000013828,-1.44029998779,0.553355455399,-0.659787654877,-0.821699976921,0.149710118771,-1.19589221478,-0.021181344986,-0.441589355469,0.734200000763,0.272150009871,-0.373199999332,2.08073019981,1.54641187191,-0.74154061079,2.50999307632,1.48286831379,0.232321724296,0.189097821712,1.84124195576,-0.563561737537,-2.5366795063,0.0104202851653,-1.19197046757,-0.925400018692
