rid,DOS025_VCAP_6H:BRD-K29253390-001-01-3:4.96,DOS025_VCAP_24H:BRD-K29253390-001-01-3:4.96,DOS047_A375_24H:BRD-K29253390-001-01-3:4.96,DOS047_A549_24H:BRD-K29253390-001-01-3:4.96,DOS047_HT29_24H:BRD-K29253390-001-01-3:4.96,DOS047_MCF7_24H:BRD-K29253390-001-01-3:4.96,DOS047_PC3_24H:BRD-K29253390-001-01-3:4.96
5720,0.796122550964,0.520117759705,-0.478460609913,-0.320533335209,-0.152148157358,-0.361533671618,-1.0979681015
466,0.149413317442,-0.238406404853,-1.74288105965,-0.268566668034,-0.191092193127,0.122589528561,0.398733973503
6009,0.758040606976,0.548029065132,0.13542124629,0.400366693735,-1.12031841278,0.206320136786,-0.774916350842
2309,0.452057957649,0.424203515053,-0.387198656797,0.252466648817,0.0286218225956,-1.28152370453,-1.03425109386
387,0.830684840679,-0.169170603156,0.642084181309,-0.510833323002,1.36916971207,0.384099692106,-0.257583618164
3553,-1.22980523109,-1.72259950638,-1.16862201691,0.216233342886,-1.66682231426,-0.61893260479,-2.2969956398
427,-0.618189632893,-0.262180685997,-0.720366358757,-0.0153666511178,0.599602639675,0.918292462826,-0.0148788690567
5898,-0.32578599453,-0.846705257893,0.489225834608,0.968300104141,0.924641668797,0.376153498888,0.350241005421
23365,0.539878606796,-1.37035989761,2.34258818626,-0.165733337402,0.51142936945,0.697266221046,0.436415970325
6657,-1.18419349194,-1.31563282013,-0.744538724422,0.114133358002,-1.02148294449,-0.592960178852,0.119112700224
5054,0.407697618008,0.167539194226,0.385441660881,0.477833360434,-0.229726135731,-0.399527549744,0.788227200508
3108,0.0877436622977,-0.449229568243,0.36956679821,-0.442200005054,1.26538562775,0.158618241549,0.132444500923
1950,-0.964488089085,-0.104774542153,-0.291290014982,-0.304133355618,-1.02788162231,-1.17420709133,-0.575819909573
351,-1.03821241856,0.64326184988,-0.105074934661,-0.244000017643,-0.658977091312,-0.776046276093,-0.0406921803951
4846,-0.579974830151,0.928929567337,-1.24811434746,-3.00136685371,0.718642532825,0.659835755825,-3.03377175331
1452,1.28869819641,-1.23597753048,0.0129980295897,-0.235933333635,1.23064124584,2.00962090492,0.829212129116
4776,-1.05003368855,1.73108029366,-1.16778576374,0.462999939919,-0.88548541069,-0.912587404251,0.991418242455
6908,0.538569688797,1.16591763496,-0.308549135923,-0.338233351707,-0.645224332809,0.901622116566,-0.348164051771
672,0.639910280704,0.754963457584,1.35740709305,0.4592666924,-0.181906819344,1.30487060547,-1.00178170204
5710,0.780590772629,-0.734084606171,-0.325866609812,0.319600045681,0.603432893753,1.05038547516,0.902488708496
2115,-1.04926943779,-1.38180565834,0.0259796753526,-0.117533326149,0.311196953058,-0.708988726139,0.428985625505
7015,-1.02723228931,0.960567474365,-1.16106975079,0.252933323383,-1.69501900673,-0.568663299084,0.217549711466
8726,1.02555680275,0.37968853116,-0.479674547911,0.61483335495,-1.71004056931,0.112320788205,-0.310425698757
2185,-1.21153342724,-0.510567247868,-0.633762955666,-0.0142999887466,-1.16976892948,-0.870748102665,0.550307691097
3315,1.25717759132,2.49766254425,0.465908318758,0.156233370304,-0.199289679527,-0.412759304047,0.201014876366
5289,-0.285413295031,1.01168560982,0.343246996403,-0.328733354807,0.435216575861,0.132859244943,-0.132324442267
