rid,CPC004_A375_6H:BRD-K60770992-066-15-1:10,CPC004_HA1E_6H:BRD-K60770992-066-15-1:10,CPC004_HA1E_24H:BRD-K60770992-066-15-1:10,CPC004_HCC515_6H:BRD-K60770992-066-15-1:10,CPC004_HCC515_24H:BRD-K60770992-066-15-1:10,CPC004_HEPG2_6H:BRD-K60770992-066-15-1:10,CPC004_HT29_6H:BRD-K60770992-066-15-1:10,CPC004_MCF7_6H:BRD-K60770992-066-15-1:10,CPC004_PC3_6H:BRD-K60770992-066-15-1:10,CPC004_PC3_24H:BRD-K60770992-066-15-1:10,CPC004_VCAP_6H:BRD-K60770992-066-15-1:10,CPC004_VCAP_24H:BRD-K60770992-066-15-1:10,CPC011_A375_6H:BRD-K60770992-066-21-9:10,CPC011_A549_6H:BRD-K60770992-066-21-9:10,CPC011_A549_24H:BRD-K60770992-066-21-9:10,CPC011_HA1E_6H:BRD-K60770992-066-21-9:10,CPC011_HT29_6H:BRD-K60770992-066-21-9:10,CPC011_MCF7_6H:BRD-K60770992-066-21-9:10,CPC011_MCF7_24H:BRD-K60770992-066-21-9:10,CPC011_PC3_6H:BRD-K60770992-066-21-9:10,CPC011_PC3_24H:BRD-K60770992-066-21-9:10,CPC011_VCAP_6H:BRD-K60770992-066-21-9:10,CPC011_VCAP_24H:BRD-K60770992-066-21-9:10,CPC015_A375_6H:BRD-K60770992-066-15-1:10,CPC015_A549_6H:BRD-K60770992-066-15-1:10,CPC015_A549_24H:BRD-K60770992-066-15-1:10,CPC015_ASC_24H:BRD-K60770992-066-15-1:10,CPC015_HEPG2_6H:BRD-K60770992-066-15-1:10,CPC015_HT29_6H:BRD-K60770992-066-15-1:10,CPC015_MCF7_6H:BRD-K60770992-066-15-1:10,CPC015_MCF7_24H:BRD-K60770992-066-15-1:10,CPC015_NPC_24H:BRD-K60770992-066-15-1:10,CPC015_PHH_24H:BRD-K60770992-066-15-1:10,CPC015_SKB_24H:BRD-K60770992-066-15-1:10,CPD001_MCF7_6H:BRD-K60770992-066-19-3:10,CPD001_MCF7_24H:BRD-K60770992-066-19-3:10,CPD001_PC3_24H:BRD-K60770992-066-19-3:10
5054,-0.394329369068,1.47762513161,1.6196436882,0.82487142086,-0.852327346802,1.67835688591,1.26333069801,-0.591467380524,0.187858760357,-0.9142562747,0.414314419031,0.0623260587454,-0.800640583038,-0.276666998863,-0.371614217758,-0.648000001907,-0.100355476141,1.64160001278,0.699850022793,-2.55593204498,-3.16718554497,-0.841518342495,-0.140498116612,0.370418131351,1.19470000267,1.21036195755,-0.325522243977,0.0749000012875,0.0836555287242,1.17086982727,0.83530497551,-0.132436037064,-1.17920005322,0.654649972916,-1.45384144783,-0.61467564106,-0.421733319759
3108,-0.482189893723,-0.0580802932382,-0.910538256168,2.19246697426,0.38551518321,-0.0195850506425,-0.228703632951,-0.8148188591,1.89582395554,-0.255448669195,-0.33043462038,0.0868237093091,-1.08510315418,0.583126366138,-0.192836523056,0.0553000047803,0.944436192513,-0.0580499991775,0.678500056267,0.438242912292,1.29770863056,-1.01108813286,0.262396723032,-0.641098856926,-0.0983999967575,-0.254941225052,0.18477961421,0.209300011396,-1.39292883873,0.0308572500944,0.152973905206,1.60231029987,5.22580003738,5.0,0.267211228609,-0.0684854984283,0.628299951553
1950,-0.120952993631,-0.361481368542,0.000281825661659,-0.444697737694,-0.665369749069,-0.277243226767,0.206817433238,-0.216687992215,0.221212804317,-0.513027667999,0.295825302601,-0.395620286465,1.32618463039,-0.541130661964,0.44641456008,1.22039997578,0.898315310478,-0.503749966621,1.82929992676,0.811167240143,0.117162495852,-0.494074493647,0.165665239096,0.418181091547,-0.815850019455,0.0415922403336,-0.723119020462,1.16760003567,-0.180748313665,-0.0725253671408,0.358298242092,0.46982383728,-0.12349998951,-0.18029999733,-0.140579774976,-0.306896388531,0.117033347487
351,-1.05872774124,-0.379450917244,0.0,-0.714977145195,0.144786313176,1.21695387363,0.592061638832,-0.0417462661862,-0.0212250463665,0.152641862631,0.103174760938,-0.152288109064,1.77699637413,-1.02871716022,-0.108781337738,0.740099966526,2.06163883209,0.0518999993801,-0.294799983501,0.895134449005,0.4963722229,-0.00588013976812,0.612257361412,0.38991433382,-0.351700007915,-0.673067569733,-0.970773339272,-0.423300027847,-0.101975284517,-3.99261498451,0.200712829828,-0.21065145731,0.000350000045728,-1.51525008678,-0.597597837448,0.636550068855,-0.707500040531
4846,0.299693048,-0.664436995983,-0.520789206028,0.400243371725,-0.357851535082,1.0902941227,0.132632791996,-0.277195215225,0.833269059658,-0.0956519320607,0.413620233536,-0.0822628289461,1.06130242348,0.774544119835,0.0842298269272,0.878700017929,-0.645199179649,-0.811599969864,0.845149993896,0.49552321434,0.339622497559,0.45204859972,-0.0449952185154,0.562122166157,-0.564149975777,-1.09171271324,0.738851666451,0.715950012207,-0.389005869627,1.00072050095,-0.682633638382,0.0033925101161,-0.19889998436,-0.0375000089407,0.70107960701,-0.110648676753,-1.39050006866
1452,-0.215406745672,0.693665146828,0.823720097542,1.54148697853,-0.606097280979,0.54799425602,0.143687516451,0.0903964489698,0.382465988398,0.126583889127,-0.217035263777,-0.0932451635599,-0.695628106594,0.354613304138,-0.00718455016613,-3.6999502182,-0.501124501228,-0.105800002813,-0.396400004625,0.622008979321,-0.494823038578,-2.27602863312,-0.125183269382,-0.159676194191,0.185099989176,-1.5624037981,-0.0598255321383,0.674299955368,0.154199540615,-0.3915335536,-0.5528434515,-0.68270111084,-0.0289500057697,0.228650003672,-0.530998051167,0.0752668455243,-0.404100000858
4776,0.755709528923,-0.280342310667,-1.56248950958,0.169603392482,-0.738312125206,-0.474106907845,-0.0235619172454,0.013318374753,0.426973968744,-0.611564040184,-0.339603811502,-0.439075529575,1.63568234444,-1.19529008865,-0.330314069986,-0.149899989367,-0.309974014759,-0.467649996281,0.628800034523,-0.269226998091,-0.202099338174,-1.82662165165,-1.40883255005,-0.18787227571,-0.728250026703,-0.349059045315,-0.160639822483,0.191749989986,0.46243673563,-0.496961563826,-0.214567184448,0.425755351782,-0.299250006676,0.206000000238,-0.887373149395,-0.0691837370396,0.241666734219
6908,-0.478037565947,0.521597325802,0.121833175421,1.22519421577,0.665546894073,-0.107889927924,-0.0899100229144,0.181721925735,0.419115424156,0.217409074306,0.465656161308,0.824657022953,-1.18002033234,1.49481511116,0.34857788682,0.306700021029,-0.777379870415,0.357400000095,1.18400001526,0.153251111507,-0.228306993842,0.981399714947,0.874936461449,-0.54690605402,0.749599993229,-0.23005400598,0.94098252058,-0.633350014687,0.125340223312,0.846257805824,-0.134911283851,-0.49894285202,0.194150000811,0.893000006676,0.973697245121,-0.00938233733177,3.49260020256
672,-0.306764036417,0.326255083084,0.167718276381,1.4197191,-0.00716134905815,-0.659214735031,0.638004422188,0.462487876415,1.06157636642,0.0473930984735,0.672809839249,0.190002411604,-0.996596097946,-0.72982943058,-0.745390057564,0.863900005817,-0.419172585011,-0.840600013733,-1.62279999256,-0.683160305023,-0.178203225136,0.104972362518,-0.0529768764973,-0.591507017612,-0.607749998569,-0.412510037422,2.71594405174,0.324100017548,-0.29658138752,0.840118944645,0.414450258017,0.4017136693,0.207100003958,-0.196299999952,0.178724676371,-0.364983260632,-0.537000000477
5710,0.84549331665,0.802382111549,0.182130247355,0.954883396626,0.424514114857,0.141684189439,0.157134622335,-0.28449344635,-0.249425247312,-1.85251712799,0.441026687622,0.358984977007,-0.30841216445,0.593244791031,-0.587301969528,-0.428499996662,-2.3409883976,-0.00910000503063,-1.89840006828,-1.13920545578,-0.529203414917,-0.0903308838606,-0.0115492939949,-0.928282022476,1.42624998093,-0.560237288475,0.696080386639,-0.267750024796,-0.249188303947,0.427648335695,0.344050526619,-0.889933764935,0.176950007677,1.12004995346,0.395250469446,0.209894299507,-0.422900021076
2115,-0.440686762333,0.422801673412,0.085099697113,2.44153094292,-0.105221793056,-0.0620414316654,-0.20543551445,-0.330299943686,1.62819361687,0.406072676182,-0.18129324913,-0.370816558599,-1.11274087429,-0.225848928094,-0.819802641869,-0.471699982882,-0.0256040990353,-0.818750023842,3.93239998817,0.291082412004,-0.27793610096,-1.69601714611,-0.78144800663,-1.37044513226,-0.124500006437,0.591786265373,-0.577198505402,-0.650699973106,-0.992868006229,-0.494356751442,0.624399721622,0.000667620450258,0.139850005507,0.694649994373,-0.118815176189,0.189185395837,0.472633361816
7015,-0.530455589294,-0.345335990191,-0.0136388465762,0.397989332676,-0.644221127033,-0.340588837862,0.384455770254,-0.41731724143,0.972825467587,-0.484931111336,0.145972490311,-0.197784990072,1.69634509087,-1.02469158173,-0.137954443693,-0.265799999237,0.0500187575817,-0.424400001764,0.0533499978483,1.28375637531,0.410525530577,-1.82361805439,-1.13462853432,0.27185690403,-0.304099977016,-0.115814566612,-0.679396986961,-0.112500011921,-0.0285364538431,0.0218165852129,0.0103841200471,-0.110406070948,-0.510800004005,-0.836050033569,-0.657775640488,-0.374413758516,-0.429933309555
8726,0.633468389511,-0.119671575725,0.0973017215729,0.937013685703,-0.276216804981,-0.265323340893,0.0895827412605,0.444407641888,0.413677662611,0.102271042764,1.76634347439,0.706573903561,-1.74177956581,2.10767555237,0.299770027399,-0.43155002594,-1.20612931252,-1.05655002594,-1.59959995747,0.363027662039,0.88747215271,0.50086838007,0.381700456142,0.169370383024,0.465449988842,0.07249969244,-0.587227106094,0.241099998355,1.18216466904,0.0819928571582,0.0522694066167,-0.00253646075726,-1.21439993382,0.338899999857,2.15047216415,0.419820547104,-0.165433332324
2185,-0.543410360813,-0.117772571743,-0.0202801525593,2.49097394943,1.03193092346,-0.358336031437,0.431144714355,0.262648820877,0.715101778507,-0.55019146204,-0.516194343567,-0.328774631023,3.14729905128,-1.03352618217,-0.425486028194,-0.454999983311,-0.708936870098,-0.129000008106,0.477699995041,0.890757083893,0.654287993908,-1.08486759663,-1.15211546421,-0.644656181335,-0.72135001421,0.123400107026,0.904919981956,0.192699998617,-0.0856302082539,-0.768791377544,0.200495064259,0.220843449235,3.83235001564,-1.01444995403,-0.798699975014,0.374183267355,0.846033334732
3315,-0.315622508526,0.670926332474,-0.296755284071,0.569478571415,-0.327800363302,0.584600627422,-0.57553511858,-0.816195785999,-0.528342008591,0.0287547595799,3.67817378044,-0.750841259956,-0.140548124909,-1.08498156071,0.782656013966,0.163149997592,-0.0693404525518,0.646149992943,1.53155004978,0.926912307739,-0.372036993504,-0.159308388829,-0.197632089257,-0.067723095417,0.156499996781,-2.59339785576,0.482883244753,-0.680850028992,0.334754884243,0.277246028185,-0.696456849575,-0.778408646584,-0.0185000002384,0.00135000003502,-0.51071703434,-0.409076690674,-0.446266651154
5289,-0.576000154018,-0.241029456258,0.865987122059,1.72662377357,-0.0823607444763,0.661600291729,0.0891639366746,-0.00177148077637,0.464983224869,-0.268084913492,-0.00395199656487,-0.416429400444,0.473226726055,-0.84557145834,0.993455648422,-0.282299995422,-0.256331682205,-0.844150006771,-1.04850006104,0.793928742409,-1.01628613472,-1.28497457504,-0.837089657784,0.6166254282,-0.791799962521,-0.0453450977802,0.564109563828,-0.65959995985,0.0154973715544,-1.09331095219,-0.420754015446,-0.517822921276,-1.39709997177,0.522799968719,0.0850612819195,0.172229677439,0.136400014162
868,-0.632671236992,0.613834738731,0.505166053772,1.58625769615,-0.385889291763,-0.716149330139,0.720085203648,-0.177652642131,0.0704129934311,-0.687862634659,0.45660880208,-0.297385573387,0.480595827103,-0.687305569649,-0.566383361816,-0.550150036812,-0.264556795359,-0.630400002003,0.777250051498,-0.301007419825,0.00393422134221,-1.18486011028,-0.605003416538,0.0555675178766,0.0946999937296,1.32744598389,0.199729859829,0.255549997091,-0.94588971138,-1.13851559162,1.28132855892,-0.730878353119,-1.11810004711,0.0703499913216,0.234733209014,-0.755668222904,0.171133339405
1677,0.127744883299,-0.228398695588,-0.377642631531,1.81699359417,-0.187881916761,0.327113717794,0.24775660038,-0.0888293981552,1.13479113579,0.111747965217,-0.469414651394,-0.778364777565,3.17726516724,-1.41092216969,-0.838993787766,0.401650011539,0.0402361005545,-0.249650001526,-0.288299977779,0.931710898876,0.531355559826,-1.00989294052,-0.896187901497,0.000936638563871,-0.348649978638,0.465497672558,-1.09790313244,0.695749998093,-0.814832270145,-0.538848876953,0.365195572376,-0.260060220957,0.0805500149727,-0.515399992466,0.143968865275,-0.711091458797,-0.0619666613638
7043,-0.56707918644,-0.0291291549802,-0.808900117874,1.23409759998,0.0672202408314,0.541124105453,0.286517620087,-0.532616019249,0.987554192543,-0.718339264393,-0.0473379343748,0.0138932317495,0.75712031126,-1.26700460911,-0.709238529205,-1.13085007668,-0.740237951279,-0.829200029373,-0.0932500064373,0.900243639946,0.405494332314,-2.02626252174,-1.44640696049,-1.38784980774,-0.0541999936104,-0.0463922023773,-0.627186179161,0.342700004578,-0.940018713474,-0.74428319931,0.0921548902988,0.138528317213,0.383900016546,-0.386849999428,0.688398420811,0.783198237419,0.326166659594
5613,-0.0484589934349,0.033097602427,-0.855787754059,1.45134449005,-0.890924096107,1.02404630184,0.6327444911,0.211259961128,0.102503247559,-0.219628408551,-0.161549687386,-0.255947887897,2.65751576424,-1.04700243473,-0.525738060474,-0.491600006819,-0.00974338501692,-0.544700026512,0.772050023079,0.571430265903,1.61393678188,-1.45544672012,-2.06739664078,0.331101119518,-0.457899987698,0.18330925703,-0.961514830589,0.146300002933,0.127984449267,-0.245281651616,0.164952889085,0.320186793804,-0.326249986887,-0.476649969816,-0.506198823452,0.00846856459975,0.0749000012875
595,-0.528230190277,0.367269039154,0.6871753335,1.58087265491,-0.0786766707897,1.25911939144,0.843117833138,-0.602866590023,-0.1769952178,-0.0721748322248,-0.220912277699,0.598781585693,-2.48805570602,0.713788568974,1.04265892506,-0.47310000658,-0.775917232037,-0.0574999898672,-0.00419999938458,-0.47876265645,-0.52376717329,0.145288974047,0.833714962006,-0.274526000023,0.697499990463,-0.52610462904,0.607646465302,0.464100003242,0.41129142046,-0.367837995291,-1.83961212635,-0.0190806090832,-0.431749999523,1.60634994507,0.55667668581,0.171965956688,-0.046766679734
4793,-0.27156740427,-0.203640460968,0.0326460078359,1.42670738697,-0.185983419418,0.0419761687517,-0.714852333069,-0.436586946249,1.13188552856,-0.433784395456,-0.0535542368889,-0.808309078217,-0.266183316708,1.49656414986,0.561697363853,0.215300008655,-0.417857557535,-0.247350007296,0.45609998703,0.538257956505,0.0117380917072,-1.15784752369,0.675474464893,0.728015840054,0.0131500065327,0.455600619316,-0.30676227808,1.95695006847,0.959469676018,-0.305331200361,-0.524825692177,0.44331279397,1.79050004482,1.79200005531,1.03066968918,0.815543711185,0.677800059319
2736,0.539482414722,0.416849076748,-0.523739218712,1.21494805813,-1.33271884918,0.121018886566,0.995584726334,-0.0607737861574,0.927184820175,0.924665033817,0.294707834721,-0.608905553818,0.570730447769,-1.29137444496,-0.1918630898,0.0137999951839,-0.389457434416,-0.00714999437332,1.37870001793,0.360833287239,-0.513978540897,-0.398294180632,-0.287060797215,-1.44500315189,-0.219200000167,0.166741192341,2.8982667923,0.0572000071406,-0.497223943472,-1.14550626278,0.219547182322,1.45571124554,-0.221749991179,-0.53409999609,-0.492080390453,1.25524818897,0.473366677761
5290,-0.772617399693,-0.703987360001,-0.70126324892,-0.092295050621,-1.04429674149,0.306517779827,0.454337567091,-0.173286899924,-0.267908215523,-0.444163411856,-0.232923284173,-0.768737912178,0.586750686169,-0.45165297389,-0.00898008048534,0.37760001421,0.482247889042,-0.72000002861,0.581399977207,0.773930668831,0.587676942348,0.159281015396,-0.131918549538,1.55322873592,-0.636999964714,1.12839186192,-0.928998351097,0.238950014114,-0.262425750494,0.0885500982404,-0.104972280562,0.406890243292,0.199850022793,-0.90340000391,-1.29020285606,-0.272161394358,-0.183566689491
6194,0.0,0.571561992168,0.0,0.0,-0.000205510135856,0.0438729971647,0.199104830623,0.353506207466,-0.4071636796,0.26895070076,0.0847090408206,0.265829920769,-1.31340706348,-0.000515014398843,-1.47416508198,0.00034999998752,0.847069859505,0.0,0.895599961281,-0.0846424773335,-0.650235712528,-0.289569109678,0.0249307751656,-7.30655010557e-05,-0.0010000000475,1.04458761215,-0.124438382685,-0.909249961376,0.563279628754,0.330408453941,0.587289869785,-0.0107717234641,0.00065000000177,-0.00135000003502,0.263391077518,1.19086873531,0.55630004406
1676,-0.100410535932,0.000551897101104,-0.463694751263,0.921085596085,-0.69559776783,0.333802819252,0.636836290359,-0.31544688344,0.664736151695,-0.402816355228,-0.1651558429,-0.602097988129,1.55372142792,-1.79322648048,-0.54529774189,-0.818499982357,-0.368264257908,0.666099965572,-0.812950015068,0.307287663221,1.157315135,-2.18770956993,-1.45119357109,-0.242882758379,-1.45394992828,-0.361967116594,-0.346523731947,0.0393500030041,-0.161118775606,-0.632554113865,-0.491011321545,0.267516970634,0.578199982643,-0.990100026131,-0.287584930658,0.439511060715,0.0817333459854
23512,0.186176359653,-0.923726439476,0.339685618877,1.39727473259,0.469132363796,-0.0598848685622,0.967088162899,-0.551005840302,0.351731806993,-0.0124014765024,-0.552931249142,1.00669920444,-0.53798186779,1.33318185806,0.553981542587,0.195599988103,-4.0551943779,-0.565500020981,-2.08704996109,-0.151548802853,-0.714934825897,1.26103854179,0.817498505116,0.487943798304,0.200249999762,-3.04672527313,-0.441006660461,-0.754999995232,0.00578030198812,-0.427005559206,0.331592351198,-0.361499786377,-0.641149997711,-0.720449984074,0.616838991642,-0.545805692673,-1.19776666164
148022,-0.857711911201,-0.0467654243112,-0.997071027756,2.60180282593,0.249826729298,0.449489742517,0.0199920684099,0.431591838598,1.15862035751,-0.661099910736,0.320123702288,0.366187870502,-0.629323244095,-1.31542420387,0.192327320576,-0.699599981308,-0.900556266308,-0.184599995613,0.931400001049,0.739255964756,-1.24421918392,-0.342884063721,-0.513349831104,-0.344458639622,-0.589450001717,-0.214452445507,0.0664613395929,-0.523199975491,-0.537437796593,-0.613556087017,-0.774448215961,0.168022438884,-0.442449986935,0.427999973297,-0.0868780016899,-0.0438960418105,0.286933332682
1906,0.17241743207,-0.725258231163,-0.342870056629,0.592133998871,-1.10285234451,0.0292684137821,0.763913273811,0.283681124449,0.391426026821,-0.216095656157,0.520413756371,-0.34549638629,1.62331032753,-1.86258208752,-1.77349805832,0.143449991941,0.0209150090814,-0.370750010014,0.791599988937,0.6987003088,0.64274096489,-1.96804821491,-1.25585842133,0.321577161551,1.19659996033,-0.234337568283,-0.957251429558,-0.792999982834,0.560960710049,-0.461917489767,-0.223497778177,0.0334024354815,-0.947099983692,-0.677999973297,-0.495211184025,0.0408540219069,0.0782000124454
8878,-0.440291941166,0.0961420759559,-0.105503052473,0.313873171806,-0.945761442184,0.424752175808,-0.109908156097,0.571285068989,0.14762711525,-0.431219369173,-0.421802341938,0.315237283707,-1.60761034489,-0.12367258966,1.2217605114,-0.232649996877,-0.258643329144,0.357450008392,-0.69319999218,0.221817314625,-0.638744294643,0.418685227633,0.415824532509,-0.724747240543,0.763249993324,-1.91082000732,0.628429055214,-0.0179499983788,0.569009065628,0.864474356174,-0.978127121925,-0.782624840736,0.0,0.711049973965,0.408072352409,-0.0231298655272,-0.321700006723
3091,-0.96560561657,0.0,0.344842642546,0.156647652388,0.198023706675,0.594374239445,1.68893361092,-0.407861024141,0.179829984903,-0.72066450119,-0.148353546858,-0.589604794979,0.592332184315,0.256744921207,0.206567525864,-1.77695000172,-0.789691448212,-0.339299976826,-0.889849960804,-0.256000012159,0.132227063179,-0.765662431717,-2.12817597389,-1.58723044395,-1.99180006981,0.345753788948,-0.242391824722,-1.48749995232,-0.394022285938,-0.110213719308,-0.76971167326,-0.274440407753,-2.71779990196,-0.333500027657,0.0593800842762,-0.0694814026356,0.40909999609
