rid,CPC011_A375_6H:BRD-K27305388-005-14-1:10,CPC011_A549_6H:BRD-K27305388-005-14-1:10,CPC011_A549_24H:BRD-K27305388-005-14-1:10,CPC011_HA1E_6H:BRD-K27305388-005-14-1:10,CPC011_HT29_6H:BRD-K27305388-005-14-1:10,CPC011_MCF7_6H:BRD-K27305388-005-14-1:10,CPC011_MCF7_24H:BRD-K27305388-005-14-1:10,CPC011_PC3_6H:BRD-K27305388-005-14-1:10,CPC011_PC3_24H:BRD-K27305388-005-14-1:10,CPC011_VCAP_6H:BRD-K27305388-005-14-1:10,CPC011_VCAP_24H:BRD-K27305388-005-14-1:10
5720,-2.64432740211,0.658346414566,0.578624665737,0.0716499984264,-0.909617125988,-3.40190005302,0.350699990988,0.843172550201,-0.197026088834,-0.0740500018001,0.232450336218
466,0.146214067936,1.33776581287,1.1534460783,0.696399986744,0.0768865793943,1.51380002499,0.119000017643,1.175984025,0.278795957565,-0.369640439749,1.29211604595
6009,-3.95145845413,0.424199461937,-0.160015493631,-0.0590999983251,-0.419197201729,0.703100025654,-2.02364993095,0.287997931242,-0.514715909958,-0.0517014414072,0.28561848402
2309,-0.0528395436704,0.872672915459,-0.365357220173,0.938950002193,-0.55978345871,0.676649987698,0.00499999523163,-0.202448308468,-0.280342131853,-1.11145317554,-0.953013002872
387,-0.77139133215,1.02074193954,0.327998131514,-0.138599991798,-0.591016173363,1.19389998913,-0.758450031281,0.843334257603,-0.415674686432,-0.826737523079,-0.216501042247
3553,-2.3572204113,-1.03066861629,-0.784840345383,-0.539299964905,0.381366729736,0.316599994898,2.3029499054,0.311405599117,-0.527804851532,0.463758260012,0.0965885818005
427,-0.776768565178,1.68256556988,0.970547437668,0.298000007868,0.260364890099,0.974900007248,-1.67829990387,0.603404998779,-0.450988411903,0.0586922466755,0.228832110763
5898,1.61774981022,0.0231784246862,-0.269637197256,-0.228350013494,0.198747873306,1.15960001945,0.490700006485,0.217204332352,-0.0108795473352,0.0197642445564,0.261676758528
23365,1.27101767063,-0.288724124432,0.29768705368,-0.537150025368,0.460548907518,0.910800039768,0.0815500020981,-0.171638354659,-0.474358558655,-0.373426556587,0.0875260010362
6657,-0.149793416262,-1.11441648006,-0.491059243679,-0.38535001874,0.486122846603,0.0636000037193,-0.25624999404,-1.20408535004,0.0715708136559,1.10457897186,-0.302210599184
5054,-0.742237985134,0.216549634933,-0.207134068012,-0.232749998569,-0.215646699071,-0.973850011826,0.323949992657,0.668428242207,-0.500281870365,-0.206945642829,0.407750755548
3108,-2.09294462204,0.455714941025,0.921365976334,0.290300011635,0.0126916617155,0.969749927521,2.60150003433,-0.859004378319,-0.462566792965,-1.04368770123,-0.793904066086
1950,0.348932743073,-0.298715531826,-0.00860753655434,0.263799995184,0.0924551188946,0.325049996376,2.22450017929,-1.30380761623,-0.796349167824,0.717002868652,0.484608858824
351,-0.727323114872,-0.694372832775,-0.499835968018,-0.420599997044,0.371377706528,-0.176599994302,-0.0756999999285,-1.15631699562,-0.0317511558533,0.0835929661989,0.926563680172
4846,1.79425120354,0.921134352684,-1.38950836658,0.368050009012,-0.0153045654297,-0.0424999892712,1.09319996834,-0.547374665737,-0.733723104,-1.01651060581,0.547145605087
1452,-2.20714950562,0.826277852058,-0.363605231047,-0.351399987936,-0.0689753443003,0.737749993801,-0.596400022507,1.28922617435,-0.0127699151635,0.26786595583,-0.99517339468
4776,0.0961899608374,-0.665055632591,-0.494911015034,-0.900599956512,0.291557699442,0.760550022125,2.30664992332,-1.24684739113,-0.0239254459739,-0.0644927248359,-0.329843103886
6908,-0.871501147747,1.30945444107,0.878645658493,0.864549994469,0.424986511469,0.606849968433,0.157400041819,1.31255507469,-0.373333007097,0.575034141541,0.493233799934
672,-0.217956930399,0.369298011065,0.788630604744,0.941599965096,0.249882131815,0.820850014687,0.492150008678,0.183469429612,-0.0282140746713,0.237064808607,-0.314745306969
5710,1.91182041168,0.866793811321,0.300085544586,0.641950011253,-1.0125323534,-0.229100003839,0.522199988365,1.04662191868,-0.673503994942,-0.116094872355,-0.678183495998
2115,0.997018516064,0.0601841807365,0.509768605232,-0.686749994755,0.54580026865,0.316449999809,3.8711502552,0.233834713697,0.331590801477,-0.159211844206,-0.592129945755
7015,-0.030999917537,-0.0918962955475,-0.325617134571,0.176100000739,0.385988503695,1.29554998875,-0.275499999523,-0.518424332142,-0.435583472252,-0.0406100451946,-0.617045640945
8726,0.625802636147,2.42676496506,0.619116544724,0.522499978542,-0.0243729352951,1.60705006123,-0.413099974394,0.765859603882,0.878867506981,-0.234133422375,0.159548431635
2185,-0.22125390172,-1.17192316055,-0.665961444378,-0.68875002861,0.650188803673,0.486600011587,-0.384849995375,-1.40726566315,-0.129939287901,-0.0600184798241,-0.28148651123
3315,-1.57821369171,-0.146474868059,-0.510031402111,0.237599998713,-1.74978077412,0.176499992609,-0.114000022411,0.956462740898,0.0758381783962,0.312089562416,-0.0926670730114
5289,-2.50786924362,-0.50774115324,-0.626574337482,0.290049999952,-0.171540006995,-3.41435003281,-0.138399988413,-0.589074254036,0.0744123011827,-0.00288650393486,0.287432610989
868,0.610866189003,-0.967818379402,0.0528483241796,-0.549300014973,0.397229015827,0.2962000072,-0.286899983883,-0.571175694466,-0.569101929665,-0.375321626663,-0.0907863229513
1677,1.79238772392,-0.782353937626,0.647270023823,0.24564999342,0.33074209094,1.02960002422,-0.864449977875,-0.0997218340635,0.793439388275,0.32205092907,0.66077375412
7043,-0.0021284148097,-1.19423413277,-0.782461702824,-1.70295000076,0.0463423654437,0.764250040054,-0.852600038052,-1.02565872669,0.342143714428,-0.253767341375,-0.478728353977
5613,-0.203587710857,-0.073657810688,-0.637536764145,-0.97729998827,-0.0732454955578,0.336600005627,0.0626000165939,-1.16951906681,-0.0841041132808,0.0915978699923,-0.584835588932
595,0.650536000729,0.804494857788,-0.0997854992747,0.239650011063,-0.38915887475,0.815799951553,0.0728999972343,0.693684697151,-0.414408266544,-0.521873950958,-0.900153517723
4793,0.53503215313,0.635900497437,0.648779511452,0.966349959373,-0.546872735023,1.02880001068,4.41930007935,0.336582094431,1.28441572189,-0.589798927307,0.696757793427
2736,0.977405667305,0.602659702301,-0.380032986403,-0.625849962234,0.0177132859826,1.04725003242,0.560899972916,-0.657393813133,-0.265013337135,0.251512408257,-0.132977113128
5290,0.332508832216,-1.29028606415,-0.487739920616,-1.2609500885,0.039556838572,-0.299149990082,-0.0181500017643,-0.988175988197,0.0692092254758,0.484322190285,0.386713862419
6194,0.0,-0.000116011389764,0.488262057304,0.0,0.351863086224,0.0,-0.337249994278,1.66875338554,-1.00506997108,0.132108286023,0.124479308724
1676,-1.0797419548,-0.945985972881,-0.581323087215,-0.681849956512,0.387914568186,-3.21094989777,-0.655699968338,-1.52692270279,0.0561561137438,-0.613011538982,-0.912040233612
23512,-2.49538516998,0.869091510773,0.166982978582,0.825950026512,-0.311227291822,1.03464996815,-1.84824991226,0.949681222439,-0.819516837597,0.315532654524,0.308624237776
148022,1.04235959053,-0.59199744463,0.36774840951,0.345849990845,0.648552834988,-0.00180000066757,0.226999998093,0.746742248535,0.530966758728,-0.147603943944,-0.996935963631
1906,-0.127491667867,-0.292904853821,0.313969105482,-0.0671500042081,1.06810307503,0.329450041056,0.112300008535,-0.615732252598,-0.32411646843,0.68711400032,-0.627232074738
8878,-1.49847900867,0.000672825262882,-0.437422215939,0.137950003147,-0.230527237058,-0.173149943352,-0.0120000243187,0.695542097092,-0.417436927557,-0.896881043911,-0.665118873119
3091,1.08010876179,0.0866523087025,0.258336603642,-1.36794996262,-0.123660817742,0.633249998093,0.769800007343,-1.30929625034,-0.932886064053,0.0565530210733,-0.572592496872
5743,0.278806895018,1.09292578697,1.19865298271,-0.176499992609,0.614072501659,0.71639996767,0.90399992466,0.480688452721,-0.265744268894,-0.254881560802,-0.342712193727
5321,-0.0904816687107,-0.796810388565,-1.03494679928,-0.806599974632,-0.118558578193,-0.311599969864,-1.18320000172,-2.83421897888,0.386648088694,0.318673729897,0.140683338046
4144,0.654817461967,0.824618279934,-0.256453335285,-0.530099987984,0.767784357071,-0.130199983716,-0.581300020218,-0.0834217816591,-0.421942681074,-0.591920018196,-0.0729394480586
1981,1.72971522808,0.297261714935,-1.00317120552,-0.296999961138,-1.1757645607,0.51884996891,0.0473500043154,1.28241539001,0.0525150261819,-0.856912374496,-0.411208570004
695,0.492113679647,-0.708455979824,0.0535588860512,0.262099981308,0.629678010941,2.33960008621,-0.0585500001907,0.0976309478283,0.468783855438,-0.02950976789,-0.449026346207
10398,-1.40368962288,-0.971293449402,-0.554048120975,0.442849993706,0.0724340826273,0.430199980736,-0.694299995899,0.0350126922131,1.16813719273,0.365822136402,0.0297072026879
5708,-1.21370816231,-0.657590031624,-0.355333596468,0.338550001383,-0.740423381329,0.12549996376,-1.54065001011,0.249131456017,-0.699759066105,-0.409265041351,-1.13187122345
1213,0.138383984566,-0.431166917086,0.396574378014,-0.0240499973297,-0.167153030634,0.38330000639,-0.191300004721,0.722558915615,0.180762946606,-1.20466303825,-0.355866730213
226,-1.13916456699,0.204188972712,0.594697296619,0.305500000715,-0.253168672323,0.0579000115395,-0.072400033474,0.663818836212,0.735220730305,-0.642500519753,-0.513926804066
6777,3.12691521645,1.24332857132,-0.678561449051,0.454999983311,-0.698609173298,1.66224992275,1.80894994736,-0.28260871768,-0.548885047436,-0.616534948349,-0.132374584675
2113,-0.140320271254,-1.37397515774,-1.612023592,-1.3898999691,0.48127707839,0.191449999809,-0.623649954796,-0.0488042533398,-0.220727801323,0.326748073101,0.278185069561
3329,1.26430654526,0.728083848953,0.0547159016132,0.739049971104,-0.161919549108,-0.619499981403,-0.285149991512,0.670302033424,-0.0239824093878,-0.252062886953,-0.119144462049
1050,0.599969148636,1.03746747971,0.759324908257,0.690999984741,0.305535584688,1.93805003166,2.04929995537,0.0675540268421,-0.193449780345,0.0621239989996,0.231418430805
9491,0.021357126534,-1.09067320824,-0.620395600796,-0.51449996233,0.089537255466,-0.263300001621,-0.340649992228,-0.894055306911,0.44328546524,0.534258723259,-0.0655176863074
22926,-1.20269501209,0.60868537426,-0.871880888939,-0.912149965763,0.0343078970909,0.2445499897,-1.19584989548,0.340643465519,0.192460805178,-0.143061935902,-0.454185009003
5899,-3.66648840904,0.449233114719,0.424364626408,-0.900099992752,-0.444437175989,1.05754995346,-1.15555000305,0.710390388966,-0.129501506686,-1.37626457214,-0.071618154645
5467,0.166257575154,-1.06683337688,0.0054138302803,-0.553250014782,0.19956086576,0.117449998856,-0.230600014329,-0.186000168324,-0.429910629988,-0.670941948891,-0.28869587183
6774,1.39360761642,0.162178397179,0.222825914621,-0.475199997425,-0.263428390026,0.972599983215,0.547749996185,-0.53420984745,0.267473191023,-0.391718029976,0.0159576907754
1788,0.229247003794,-1.08796405792,-0.623516082764,-0.299399971962,0.261543512344,-0.0877999961376,-0.39310002327,-1.11389040947,0.00720758736134,-0.178427860141,-0.481344938278
5921,-0.262932837009,0.676491737366,0.280618071556,0.116499990225,0.0220290049911,0.0411999821663,0.370350003242,1.3700760603,0.425566613674,0.447390288115,-0.190002858639
5721,1.25993955135,0.712169885635,0.216506302357,0.342200011015,0.471463769674,0.517750024796,-0.327899992466,0.648198127747,-0.301233202219,0.266765534878,1.07887279987
2263,1.28848111629,-0.847766280174,-0.29406529665,0.0175499916077,0.319219410419,0.459200024605,-0.658200025558,-1.52089214325,0.500457763672,0.515018224716,0.393142968416
808,0.0330841578543,-2.54055666924,-0.578175127506,0.337699979544,0.0484797917306,0.661249995232,-0.683550000191,-1.44742512703,-0.50851637125,-0.231294959784,-0.239167034626
30001,-1.31234920025,1.10444796085,-0.386358350515,-0.166150003672,-0.371341347694,0.601899981499,1.3476998806,-0.0672257244587,1.08613276482,-1.26886153221,-0.262883335352
348,-1.10752213001,-0.63224875927,0.361213922501,0.649249970913,0.0634070262313,-0.575600028038,-0.304799973965,-0.621733546257,1.04967927933,-0.433773040771,-0.471018701792
30849,1.45095276833,0.521677017212,0.675793170929,0.399550020695,-0.156501412392,-2.33524990082,-1.09025001526,0.678603410721,-0.538744807243,-0.485575079918,-0.668797969818
1454,1.39435434341,-0.393156707287,0.445961773396,0.0776000022888,-0.158477291465,0.788299977779,0.105550006032,-0.151731684804,0.590310633183,-0.674093484879,-0.885271549225
6500,-0.706263124943,0.712052226067,0.779372096062,-0.436250001192,0.352576583624,1.48065006733,-0.280749976635,1.24462485313,-0.434532165527,1.29630601406,-0.292071521282
5627,1.19846343994,0.625446677208,0.688681662083,0.136749997735,0.474077552557,2.18015003204,2.21630001068,1.05986726284,-0.263674169779,0.168877243996,0.689108014107
5715,-2.41623544693,0.0854308009148,0.419880926609,-0.411249995232,0.382604926825,-0.101550012827,-1.94695019722,1.0077753067,0.0905507206917,-0.508940935135,-0.412547945976
