rid,CPC004_A375_6H:BRD-A48430263-003-06-5:10,CPC004_HA1E_6H:BRD-A48430263-003-06-5:10,CPC004_HA1E_24H:BRD-A48430263-003-06-5:10,CPC004_HCC515_6H:BRD-A48430263-003-06-5:10,CPC004_HCC515_24H:BRD-A48430263-003-06-5:10,CPC004_HEPG2_6H:BRD-A48430263-003-06-5:10,CPC004_HT29_6H:BRD-A48430263-003-06-5:10,CPC004_MCF7_6H:BRD-A48430263-003-06-5:10,CPC004_PC3_6H:BRD-A48430263-003-06-5:10,CPC004_PC3_24H:BRD-A48430263-003-06-5:10,CPC004_VCAP_6H:BRD-A48430263-003-06-5:10,CPC004_VCAP_24H:BRD-A48430263-003-06-5:10,CPC011_A375_6H:BRD-A48430263-003-11-5:10,CPC011_A549_6H:BRD-A48430263-003-11-5:10,CPC011_A549_24H:BRD-A48430263-003-11-5:10,CPC011_HA1E_6H:BRD-A48430263-003-11-5:10,CPC011_HT29_6H:BRD-A48430263-003-11-5:10,CPC011_MCF7_6H:BRD-A48430263-003-11-5:10,CPC011_MCF7_24H:BRD-A48430263-003-11-5:10,CPC011_PC3_6H:BRD-A48430263-003-11-5:10,CPC011_PC3_24H:BRD-A48430263-003-11-5:10,CPC011_VCAP_6H:BRD-A48430263-003-11-5:10,CPC011_VCAP_24H:BRD-A48430263-003-11-5:10,CPC015_A375_6H:BRD-A48430263-003-06-5:10,CPC015_A549_6H:BRD-A48430263-003-06-5:10,CPC015_A549_24H:BRD-A48430263-003-06-5:10,CPC015_ASC_24H:BRD-A48430263-003-06-5:10,CPC015_HEPG2_6H:BRD-A48430263-003-06-5:10,CPC015_HT29_6H:BRD-A48430263-003-06-5:10,CPC015_MCF7_6H:BRD-A48430263-003-06-5:10,CPC015_MCF7_24H:BRD-A48430263-003-06-5:10,CPC015_NPC_24H:BRD-A48430263-003-06-5:10,CPC015_PHH_24H:BRD-A48430263-003-06-5:10,CPC015_SKB_24H:BRD-A48430263-003-06-5:10,CPD001_MCF7_6H:BRD-A48430263-001-04-4:10,CPD001_MCF7_24H:BRD-A48430263-001-04-4:10,CPD001_PC3_24H:BRD-A48430263-001-04-4:10,NMH002_FIBRNPC_24H:BRD-A48430263-001-05-1:10,NMH002_FIBRNPC_6H:BRD-A48430263-001-05-1:10,NMH002_NEU_6H:BRD-A48430263-001-05-1:10,NMH002_NEU_24H:BRD-A48430263-001-05-1:10,NMH002_NPC_6H:BRD-A48430263-001-05-1:10,NMH002_NPC_24H:BRD-A48430263-001-05-1:10
5720,0.676389098167,-0.124669447541,1.04929971695,0.375055849552,-0.92643892765,0.00193054042757,0.17222520709,-0.518877148628,0.289356917143,-1.73126852512,-0.593164563179,-0.0175695382059,0.555714130402,-0.638644814491,0.393249630928,-0.709450006485,-0.0668778121471,-0.623100042343,1.21989989281,-0.500592291355,0.154030680656,1.0418292284,0.302446246147,-0.910539090633,1.12654995918,0.318800568581,-0.474947094917,-0.679250001907,-0.41133004427,-2.73248362541,-0.775227069855,0.449505001307,-0.214300006628,-1.00180006027,-0.40079498291,-0.49100574851,-1.55941438675,-1.07570004463,0.596358537674,-0.0931309238076,0.37710082531,0.462733328342,-0.488106936216
466,-0.850012302399,-1.16173791885,-3.56889414787,-0.777947664261,-0.738044261932,-0.106940202415,0.38164845109,0.489364385605,-0.299337625504,-0.365836888552,0.105201363564,-0.517310738564,0.343717694283,-0.596932411194,0.502613604069,0.293149977922,0.205988928676,-0.203950002789,0.387600004673,-0.503017425537,0.399716317654,0.21719814837,0.382898330688,-0.0686644017696,1.22490000725,-0.438764035702,0.552990317345,-0.259050011635,-2.85651516914,-1.16653347015,0.568727016449,0.12811306119,-0.797850012779,-0.222000002861,-0.28759521246,-0.366324067116,-0.47770267725,0.105333328247,1.00615847111,-0.910130262375,-0.755040049553,0.402933329344,0.847935795784
6009,0.442718207836,-0.398610413074,-0.274710059166,0.345918774605,-0.0181646477431,-0.588753461838,0.30466234684,0.120254904032,0.0384400486946,0.519213080406,-0.380602955818,0.109920889139,0.097615942359,-0.989881336689,-0.0902593135834,-0.0857499986887,0.182278737426,0.505050003529,0.306899994612,0.284652352333,0.416065245867,-0.339347839355,-0.0554532706738,1.48297429085,1.81314992905,0.488605380058,0.66464138031,0.352599978447,-0.860262274742,0.607434034348,0.801149427891,-0.214102253318,0.035000000149,0.139200001955,0.0978700220585,-1.0824007988,0.45194670558,0.519700050354,-0.080718934536,-1.19582116604,-1.47968685627,0.55816668272,0.798973083496
2309,-0.212872892618,-0.158120721579,0.35310074687,-0.692866623402,0.245900899172,-0.0337181761861,-0.389981091022,-0.55664896965,0.568573951721,1.37152004242,-1.91627085209,-0.534317553043,0.124186754227,0.295736134052,0.258246004581,-0.145399987698,-0.251412689686,0.231350004673,-0.295000016689,3.6224219799,1.28026151657,0.387836098671,-0.270256519318,-0.0331604033709,0.497249990702,-0.384501576424,-0.568176984787,0.079499989748,1.18471848965,-0.316024720669,0.347116231918,0.425597131252,-0.843150019646,-0.725649952888,0.519016385078,-0.130981549621,2.45385456085,1.13130009174,0.826616764069,-0.650665462017,-0.0568458735943,0.833433389664,-0.830836176872
387,-0.501037478447,-0.277396202087,0.640639841557,-0.327167451382,-0.778296768665,0.0228437520564,0.547126531601,0.44422057271,0.61785531044,-1.25567388535,0.88881790638,-0.543778479099,0.108284577727,-0.986248731613,0.291572511196,-0.440999984741,-0.486829042435,-0.130300015211,0.4388499856,0.255820870399,0.564021646976,0.408465921879,0.376601099968,0.274312794209,1.93254995346,1.2522777319,-0.361583799124,-1.99569988251,-0.963815450668,1.37568056583,0.640410125256,0.874402463436,-0.157849997282,0.0664000213146,-0.39348846674,-0.914759159088,-0.466231882572,1.40920007229,0.562629282475,-0.579385638237,-0.536861896515,0.629933357239,-0.148651972413
3553,0.0359026566148,0.125205308199,-0.32948589325,0.111399054527,0.618179023266,-0.284902334213,-0.0456507541239,-0.0436978787184,3.0031747818,3.9743282795,0.950539588928,0.193419039249,1.03602921963,0.116400830448,-0.410419881344,0.151450008154,-0.507729053497,-0.808349967003,0.072599992156,5.85606050491,4.50418376923,-0.439330101013,-0.417614102364,1.04074347019,-1.56735002995,-0.121588304639,-0.505160093307,0.935950040817,-0.211624667048,-0.556488156319,-0.0274916235358,0.761771202087,1.28090000153,-0.14335000515,-0.674482226372,0.0206210464239,5.00591564178,0.418500006199,-0.58443903923,0.252734690905,-0.214479550719,0.00233334302902,0.0566534996033
427,-0.218873724341,-0.833930075169,-0.455283433199,-0.471823066473,-0.320124834776,0.390737444162,-0.244118124247,0.391716450453,-0.2410184443,0.644170582294,0.457315921783,-0.0307052936405,-0.274045199156,-1.90225219727,-0.0336829721928,0.398799985647,-0.38265901804,-0.588549971581,-0.135800004005,-0.262410461903,0.165379539132,0.522030115128,-0.224521920085,-0.387127101421,0.490799993277,-0.175278678536,1.82328104973,-0.360799998045,-0.960358440876,-0.805200994015,-0.101322680712,0.142122030258,-0.394699990749,0.327050030231,-0.769609868526,-0.580143213272,-0.224218890071,-0.612233400345,0.622407317162,0.292753368616,0.200590953231,1.33593344688,1.05374634266
5898,-0.716570496559,-0.788339853287,0.142081648111,0.593842744827,0.197476252913,0.157103255391,-0.158262580633,0.117645815015,0.506648302078,1.12966632843,0.759079039097,0.406579464674,0.159873187542,0.0301627963781,0.315589606762,-0.0213999990374,-0.547905087471,-0.0778999999166,-0.563199996948,-0.971014380455,1.78865146637,-0.148459345102,0.248726755381,-2.90864014626,0.166549995542,-0.0694029778242,-0.748298108578,0.292100012302,-1.78484737873,0.0742561817169,0.687402009964,-0.104289874434,0.752349972725,0.14019998908,0.272894412279,-0.403431296349,1.32701766491,-0.522333323956,0.1488173455,-0.45574092865,-0.267236471176,0.304766684771,0.718928277493
23365,-0.639193236828,1.0252648592,0.565797924995,0.0899682044983,-0.153330415487,2.64837622643,0.0431459806859,0.949615120888,0.291402101517,0.495528787374,0.969576001167,-0.608158409595,-0.367537170649,-1.12826824188,-0.946104586124,0.231700003147,-1.34563982487,0.258049994707,-0.12729999423,0.0428615510464,-0.110350526869,-0.320180416107,-0.84764701128,0.581118345261,0.307799994946,-8.46121788025,0.0919255614281,0.297250002623,-1.36022675037,1.16421437263,2.12062263489,1.13337981701,0.804800033569,0.484200000763,-0.299647003412,-0.430240511894,-0.564928591251,-0.687966704369,-0.0150506794453,0.319746732712,0.272244483232,0.744866669178,0.519154548645
6657,1.1202121973,0.436411738396,-0.0121439248323,-0.242585405707,0.364165663719,0.375874310732,-0.550525546074,-0.0304060578346,0.46338891983,1.16233217716,0.878558933735,-0.80440479517,-0.0976144745946,2.24842500687,-0.737419962883,-0.295500010252,-0.280558288097,-0.507349967957,-0.440299987793,-0.183028370142,-0.471748352051,-0.85417509079,-0.819027543068,0.970003008842,-1.1969499588,-0.326563984156,-0.115960776806,1.1169000864,1.03150975704,0.538176953793,-0.368517577648,0.232152491808,0.516299962997,-0.676450014114,-0.00258396565914,0.400901645422,0.0389497056603,0.0741000175476,-1.08433532715,-0.890262186527,-0.520688652992,0.0595999993384,-0.0579339936376
