rid,CPC001_HA1E_6H:BRD-A68281735-001-02-0:10,CPC001_HA1E_24H:BRD-A68281735-001-02-0:10,CPC001_HCC515_6H:BRD-A68281735-001-02-0:10,CPC001_HCC515_24H:BRD-A68281735-001-02-0:10,CPC001_PC3_6H:BRD-A68281735-001-02-0:10,CPC001_PC3_24H:BRD-A68281735-001-02-0:10,CPC001_VCAP_6H:BRD-A68281735-001-02-0:10,CPC001_VCAP_24H:BRD-A68281735-001-02-0:10,CPC017_A375_6H:BRD-A68281735-001-02-0:10,CPC017_A549_6H:BRD-A68281735-001-02-0:10,CPC017_A549_24H:BRD-A68281735-001-02-0:10,CPC017_ASC_24H:BRD-A68281735-001-02-0:10,CPC017_HEPG2_6H:BRD-A68281735-001-02-0:10,CPC017_HT29_6H:BRD-A68281735-001-02-0:10,CPC017_MCF7_6H:BRD-A68281735-001-02-0:10,CPC017_MCF7_24H:BRD-A68281735-001-02-0:10,CPC017_NPC_24H:BRD-A68281735-001-02-0:10,CPC017_PHH_24H:BRD-A68281735-001-02-0:10,CPC017_SKB_24H:BRD-A68281735-001-02-0:10
5720,0.155996307731,0.753165185452,0.462099999189,0.0816627442837,0.619691073895,0.928222179413,-1.76100897789,-0.889629542828,0.278857052326,1.94395399094,-0.196236655116,-1.19580543041,1.70058619976,1.43559575081,-0.659076333046,0.339361429214,0.903267502785,0.659550011158,-1.09049999714
466,-0.277034252882,0.42745912075,0.287699997425,0.174635648727,0.902873337269,-0.217573821545,-1.17145442963,0.0597651228309,0.881718695164,1.32657241821,-0.0758768692613,0.199521750212,0.997788071632,1.0664703846,-0.725259363651,0.697256267071,-0.255872547626,0.250200003386,1.41619992256
6009,-1.13653075695,-0.450706392527,0.206900000572,-0.37543001771,0.379062145948,0.139858216047,-0.760030329227,-0.629477262497,-1.37863731384,1.29859268665,0.088006913662,1.01532232761,0.97912222147,1.70270431042,1.03014111519,2.63227200508,0.352063596249,-1.30690002441,1.09489989281
2309,0.802579700947,-0.0550764240324,0.156599998474,-0.835009396076,0.708598732948,0.918670654297,-1.15419924259,-1.25684583187,-0.763355195522,-0.609154224396,-0.472153604031,-1.00407624245,0.0467094182968,-1.63840937614,0.18074862659,0.300810188055,-0.672876775265,0.144650012255,-0.411049991846
387,-0.0078829228878,-0.224182516336,-0.109150007367,-0.262807071209,-0.198682129383,0.317972958088,-0.457973331213,0.0619889944792,0.0510035380721,2.79290795326,-0.235855713487,1.05890154839,0.720881342888,0.55341988802,0.623682677746,1.81627082825,-0.790785551071,-0.157949998975,0.643499970436
3553,0.0316581204534,1.23134541512,-0.706250011921,0.331978738308,1.8852212429,2.69735860825,1.56523811817,0.215909898281,0.504264473915,-0.523448705673,1.13966560364,-0.0541235692799,-0.0722273513675,-0.486535072327,0.211765289307,0.209067955613,6.86463975906,0.280950009823,-0.545599997044
427,0.346603870392,-0.166127830744,0.880849957466,-0.419616490602,0.122276201844,-0.0107668340206,-0.143495664001,0.729124128819,-0.0950003862381,0.573073625565,0.271335601807,1.62285673618,0.804360449314,1.77343201637,0.3744315207,-0.892479479313,1.34086275101,0.481499969959,-0.133399993181
5898,0.163908839226,-0.114486090839,0.102800011635,-1.16061425209,1.13058698177,-0.116564430296,-0.305846214294,0.905318379402,1.14131557941,-1.52280819416,-0.611398637295,-0.570242285728,0.0858581364155,-0.000685919076204,-0.377590954304,0.273841053247,0.342353731394,0.188200011849,0.837249994278
23365,0.00271385908127,-0.255179822445,0.0715999901295,0.00102499127388,-0.205456450582,-0.255946815014,0.167377561331,0.637106060982,0.739960551262,0.380828022957,-0.30107691884,0.622412621975,-0.434066414833,0.405054777861,-0.166027694941,0.574040830135,-0.944265186787,1.33050000668,0.993749976158
6657,-0.0537617132068,-0.0828438252211,-0.623149991035,0.24920719862,1.17029345036,-1.18702924252,0.783333063126,1.19546699524,0.316936552525,-1.02316713333,1.01994967461,-0.247287362814,-0.303924143314,-0.00108493864536,-0.526296019554,-0.433789104223,-1.74014759064,1.41190004349,-0.279149979353
5054,0.602892279625,-0.0390968024731,0.0567499995232,0.582369446754,-0.485069721937,-1.04777634144,0.756764531136,-0.597961902618,-0.510270833969,1.98039031029,-1.56708812714,0.232244133949,1.02649378777,0.143191471696,2.70785903931,-0.57927852869,-1.31266140938,-1.360049963,0.926850020885
