rid,DOS001_VCAP_6H:BRD-K57119046-001-01-9:4.88,DOS001_VCAP_24H:BRD-K57119046-001-01-9:4.88,DOS031_MCF7_24H:BRD-K57119046-001-01-9:4.88,DOS031_PC3_24H:BRD-K57119046-001-01-9:4.88
5720,0.465674698353,0.186514779925,0.0742000043392,-0.0929000005126
466,-0.0687166303396,0.0367633923888,1.15680003166,-1.49300003052
6009,0.265426278114,0.448330700397,-0.0772500038147,1.20620000362
2309,-0.643727660179,0.768183708191,-0.839250028133,2.83119988441
387,0.113082021475,0.677510499954,0.0324999988079,-0.678699970245
3553,-0.0739272460341,1.14969813824,0.73960006237,-1.28330004215
427,0.288719445467,-1.40592837334,0.746500015259,-0.176799997687
5898,0.584202826023,0.766484022141,0.812849998474,-4.87589979172
23365,-0.224738582969,0.634237527847,-0.0768999755383,0.878199994564
6657,0.0255338791758,-0.0543251782656,0.268299996853,0.397300004959
5054,-0.212107092142,-0.58556586504,0.223399996758,1.14170002937
3108,-0.490064799786,0.834559798241,0.086850002408,-1.58840000629
1950,-0.728886902332,-0.947079360485,-0.0581000000238,-0.442099988461
351,0.0,0.320558518171,-0.0262499973178,0.0
4846,-0.134539455175,-1.01909136772,0.710850000381,-8.26449966431
1452,0.160935729742,-1.01582634449,0.425250023603,-0.0153000000864
4776,0.0416348874569,-0.230735599995,0.234750002623,3.15400004387
6908,0.275892019272,-0.609392166138,-0.697600007057,-0.820399999619
672,0.187342897058,0.635145127773,-0.376000016928,0.202500000596
5710,0.596184849739,0.222250893712,-0.344700008631,0.925999999046
2115,0.297218084335,0.153801545501,0.864349961281,-0.255800008774
7015,0.731405258179,-0.172579929233,0.20530000329,0.811999976635
8726,-0.151173919439,1.1496039629,-0.269549995661,-1.16089999676
2185,-0.523590445518,-0.66752165556,0.219349980354,0.950800001621
3315,-0.0946251749992,0.793517231941,0.116499990225,-0.373100012541
5289,-0.547730207443,0.356796830893,0.636700034142,0.26890000701
868,0.10080704093,0.116357013583,0.67720001936,-0.674499988556
1677,0.225191742182,-0.514708220959,-0.0252999961376,0.196999996901
7043,0.0641776919365,0.077372699976,0.740599989891,0.330799996853
5613,-0.268114209175,0.0949247032404,-0.0695999860764,-0.75260001421
595,-0.241449221969,-0.0354459285736,-0.989500045776,-1.38680005074
4793,0.0115051716566,-0.410831719637,0.120200037956,0.151099994779
2736,0.146169692278,0.0860955715179,0.545750021935,-0.903100013733
5290,-0.538513958454,-0.888661921024,1.44930005074,2.44580006599
6194,0.0,-0.271357536316,0.687449991703,-0.998899996281
1676,-0.167854622006,0.252152472734,1.06015002728,-0.121799997985
23512,-3.1821064949,-3.54853391647,-0.98970001936,0.347299993038
148022,-0.702754795551,0.108186453581,-0.573400020599,1.15950000286
1906,0.3133893013,0.461064010859,0.963199973106,0.772000014782
8878,0.527588963509,-1.20113348961,0.835500001907,-0.617900013924
3091,0.356085956097,-0.59332972765,-0.2771499753,-1.31920003891
5743,3.7181019783,-0.644161462784,0.452499985695,1.22619998455
5321,-0.663996577263,-1.47187674046,-0.389950037003,-0.130199998617
4144,-0.981752932072,-0.219327002764,-0.046500004828,0.615599989891
1981,-0.0803447142243,-0.631354510784,0.318100005388,0.63480001688
695,0.406698167324,0.574214816093,-0.640299975872,0.264099985361
10398,0.363703161478,0.0112092792988,0.524749994278,-0.775600016117
5708,0.401997536421,-0.179291009903,0.203250005841,10.0
1213,-0.523038208485,0.338571429253,0.0881499946117,-1.42410004139
226,-0.460059404373,-0.473479241133,-0.231500029564,10.0
6777,-0.156042769551,0.459693461657,0.996949970722,0.230100005865
2113,-0.0265672653913,-0.566217124462,-0.0263999998569,-0.794799983501
3329,-0.484516769648,-0.548334658146,-0.0833500176668,0.0821999981999
1050,0.5403881073,2.0639705658,0.693949997425,-4.73850011826
9491,1.03088188171,0.726256370544,0.466399997473,0.0566000007093
22926,0.668867170811,0.833751320839,-0.429000020027,0.23219999671
5899,1.13159906864,-0.603544473648,-0.285099983215,0.627900004387
5467,-0.403679430485,1.02231037617,0.0412500053644,0.85900002718
6774,0.209311157465,0.179383412004,0.74564999342,-4.63140010834
1788,0.229574248195,-0.17466506362,0.248300015926,-0.082800000906
5921,-0.543285012245,1.25459003448,-0.13814997673,0.817099988461
5721,-0.815773308277,-0.556259453297,-0.532299995422,0.684099972248
2263,0.399007201195,-1.07613182068,-0.257849991322,0.926400005817
808,-0.692550599575,0.0110131502151,0.654699981213,1.24749994278
30001,0.238986194134,0.505284130573,-0.118550002575,0.585300028324
348,0.650141656399,0.599298119545,0.355199992657,3.53040003777
30849,-0.712420463562,0.516238331795,0.530049979687,0.514100015163
1454,-1.16389489174,0.194459974766,-1.38409996033,-0.812900006771
6500,1.03246223927,0.997162520885,0.745750010014,0.223800003529
5627,0.369542837143,0.445668935776,0.773249983788,1.33010005951
5715,0.199109613895,0.017641082406,-0.769700050354,-0.268700003624
4791,0.206103816628,0.81618398428,-0.735949993134,0.00839999970049
56924,-0.151093661785,0.0957233458757,-1.47175002098,-0.201000005007
2690,0.0265695657581,-0.6360424757,0.819900035858,-0.617200016975
1019,0.265527933836,0.272816151381,-0.186299994588,-2.0571000576
51422,0.960500359535,1.01054739952,-1.02495002747,0.300599992275
5788,-0.597512662411,0.357584834099,-0.0328000187874,0.335099995136
6709,-0.409061193466,-1.11075282097,-0.930850028992,-1.51660001278
1277,0.510959029198,2.03972506523,-0.763700008392,-0.171100005507
993,0.675969958305,0.363928049803,-1.50464999676,-2.84260010719
7157,-0.276022225618,-0.585001289845,-0.516700029373,0.0546000003815
1958,-0.0458470508456,-1.00769817829,-0.60205000639,0.0945999994874
4582,0.456302165985,0.560223937035,-1.36879992485,-0.112599998713
9212,-0.308363109827,-1.31065499783,0.243249997497,0.328900009394
8440,-0.120636686683,-1.47983455658,-2.09104990959,-0.106700003147
6790,0.411312133074,0.901994407177,0.0396000146866,0.71850001812
8851,-0.166965723038,0.0406184718013,-0.754299998283,-0.801999986172
2534,1.70104289055,3.696600914,-1.16630005836,1.25010001659
4893,-1.0039525032,-0.0708270221949,-0.00475001335144,2.50970005989
665,0.0743887722492,-0.264241635799,-0.902449965477,-0.554600000381
4313,0.278529465199,-0.775047719479,-0.265349984169,-0.118400000036
1022,0.498263776302,0.655241012573,0.0481500029564,-0.924700021744
5880,-0.235692501068,-0.83183401823,0.80529999733,-1.42190003395
3162,0.629537463188,0.0714849531651,-0.75150001049,-0.207300007343
1282,0.521152734756,-0.46874332428,0.570000052452,-0.598800003529
3383,-0.687611162663,0.602117776871,0.532950043678,-0.73449999094
727,1.12135219574,1.74116301537,0.82104998827,1.25660002232
4792,-0.586364090443,-0.0318861380219,-0.21899998188,0.095600001514
4794,0.309284627438,0.157560423017,0.347350001335,-0.1712000072
902,-0.268269121647,-0.128975182772,0.585650026798,-1.56840002537
8091,-0.158520489931,-0.143109381199,-0.674100041389,1.71630001068
3486,0.00260968320072,-0.553902029991,-1.40884995461,-0.668299973011
10818,0.648530483246,0.684944570065,-0.0684000253677,-0.395700007677
3454,-0.0968341678381,0.39474850893,0.335299998522,0.428000003099
4282,0.0207394715399,-0.521668493748,0.126800000668,0.0
1605,0.378572702408,-0.0753490179777,-0.153549998999,0.898899972439
10644,0.606742441654,0.758510828018,0.196149989963,0.411300003529
2065,0.329025089741,0.0507284402847,0.326949983835,0.545000016689
8321,-0.243282005191,-0.14776827395,-0.129899978638,-0.576099991798
8503,1.0070579052,0.466375261545,-0.301050007343,1.07570004463
7027,0.123733043671,-0.455224871635,-0.271650016308,0.25339999795
6850,-0.329970985651,-0.247637137771,1.17149996758,0.674499988556
1978,0.312288850546,0.235569745302,-0.507799983025,0.169499993324
896,-1.01112639904,0.90430521965,-0.00644999928772,0.423599988222
5777,-0.645164608955,-0.136805206537,-0.774550020695,-0.846499979496
1846,0.726008296013,-0.537017047405,-1.37874996662,2.11529994011
5925,0.141024321318,-0.112790361047,0.408000022173,0.67460000515
142,0.140157341957,-0.633073210716,0.316100001335,-1.08070003986
1021,-0.335879474878,-1.0078318119,0.289599955082,0.224900007248
5699,-0.250788956881,1.1878695488,-0.686899960041,-3.30859994888
8061,-0.0326834321022,1.68175566196,-0.794400036335,-0.857299983501
1870,0.399523794651,1.23527550697,-0.554799973965,-1.37329995632
1398,-0.0894049108028,-0.0841048508883,0.0947000086308,-0.0516999997199
3312,-0.488419085741,-0.834773421288,0.482450008392,-10.0
891,-0.0518221482635,-0.582611203194,-0.508149981499,-0.317900002003
4775,0.785086095333,-2.46209287643,-0.261500000954,-1.05359995365
5111,-4.33899879456,0.90896999836,1.03795003891,-0.56819999218
5696,-1.52758097649,0.832092344761,0.124049991369,0.00689999992028
5588,-0.0918379724026,0.787179231644,0.843550026417,0.327300012112
6839,1.4356751442,0.457201659679,-0.515550017357,-0.520500004292
329,1.09290504456,-0.662341058254,0.594399988651,-0.126100003719
5058,-0.590050816536,0.121268689632,-0.220149993896,-2.07229995728
998,-0.805334985256,0.611559271812,0.482299923897,-0.674499988556
9134,-0.0982196033001,-1.52121031284,0.0585500001907,-1.17960000038
6616,1.10724163055,-0.929706692696,-0.0101499930024,0.248899996281
5223,-0.560071587563,0.503064751625,0.353950023651,1.75479996204
4690,-3.86934804916,-0.0595154762268,2.91634988785,1.30229997635
958,0.213040754199,-0.771353721619,-0.187199994922,-0.0174000002444
1616,0.155166819692,-0.726250648499,0.0994500219822,6.34329986572
991,0.567314982414,0.897101819515,-0.892799973488,0.762700021267
6347,0.335354089737,-0.106683492661,-0.306050002575,0.579299986362
6714,0.130086898804,0.0463515520096,0.252799987793,0.890799999237
652,3.92853713036,-0.738355994225,-0.883449971676,-0.30989998579
4331,0.073322981596,3.73711657524,0.600299954414,-0.175999999046
7099,0.48317527771,-1.4548920393,-0.0710000023246,0.620000004768
10320,0.0836841091514,-0.0284040421247,0.08599999547,-1.43830001354
2042,0.156515240669,0.424670487642,-0.241150021553,10.0
843,0.316127985716,-0.361268937588,0.189250007272,-0.299699991941
840,-0.0183488130569,0.390324860811,1.58265006542,0.832499980927
7048,-0.81149572134,-0.753602802753,-0.625649988651,-0.78250002861
4851,0.0943530276418,0.028473302722,-0.0200499892235,-0.966400027275
