rid,CPC001_HA1E_6H:BRD-K26134695-001-02-8:10,CPC001_HA1E_24H:BRD-K26134695-001-02-8:10,CPC001_HCC515_6H:BRD-K26134695-001-02-8:10,CPC001_HCC515_24H:BRD-K26134695-001-02-8:10,CPC001_PC3_6H:BRD-K26134695-001-02-8:10,CPC001_PC3_24H:BRD-K26134695-001-02-8:10,CPC001_VCAP_6H:BRD-K26134695-001-02-8:10,CPC001_VCAP_24H:BRD-K26134695-001-02-8:10,CPC006_A375_6H:BRD-A84045418-001-01-5:10,CPC006_A375_24H:BRD-A84045418-001-01-5:10,CPC006_A549_6H:BRD-A84045418-001-01-5:10,CPC006_A549_24H:BRD-A84045418-001-01-5:10,CPC006_A673_6H:BRD-A84045418-001-01-5:10,CPC006_AGS_6H:BRD-A84045418-001-01-5:10,CPC006_CL34_6H:BRD-A84045418-001-01-5:10,CPC006_CORL23_6H:BRD-A84045418-001-01-5:10,CPC006_COV644_6H:BRD-A84045418-001-01-5:10,CPC006_DV90_6H:BRD-A84045418-001-01-5:10,CPC006_EFO27_6H:BRD-A84045418-001-01-5:10,CPC006_HA1E_6H:BRD-A84045418-001-01-5:10,CPC006_HA1E_24H:BRD-A84045418-001-01-5:10,CPC006_HCC15_6H:BRD-A84045418-001-01-5:10,CPC006_HCC515_6H:BRD-A84045418-001-01-5:10,CPC006_HCC515_24H:BRD-A84045418-001-01-5:10,CPC006_HCT116_6H:BRD-A84045418-001-01-5:10,CPC006_HEC108_6H:BRD-A84045418-001-01-5:10,CPC006_HEPG2_6H:BRD-A84045418-001-01-5:10,CPC006_HT115_6H:BRD-A84045418-001-01-5:10,CPC006_HT29_6H:BRD-A84045418-001-01-5:10,CPC006_HT29_24H:BRD-A84045418-001-01-5:10,CPC006_JHUEM2_6H:BRD-A84045418-001-01-5:10,CPC006_LOVO_6H:BRD-A84045418-001-01-5:10,CPC006_MCF7_6H:BRD-A84045418-001-01-5:10,CPC006_MCF7_24H:BRD-A84045418-001-01-5:10,CPC006_MDST8_6H:BRD-A84045418-001-01-5:10,CPC006_NCIH1694_6H:BRD-A84045418-001-01-5:10,CPC006_NCIH1836_6H:BRD-A84045418-001-01-5:10,CPC006_NCIH2073_6H:BRD-A84045418-001-01-5:10,CPC006_NCIH508_6H:BRD-A84045418-001-01-5:10,CPC006_NCIH596_6H:BRD-A84045418-001-01-5:10,CPC006_NOMO1_6H:BRD-A84045418-001-01-5:10,CPC006_OV7_6H:BRD-A84045418-001-01-5:10,CPC006_PC3_6H:BRD-A84045418-001-01-5:10,CPC006_PC3_24H:BRD-A84045418-001-01-5:10,CPC006_PL21_6H:BRD-A84045418-001-01-5:10,CPC006_RMGI_6H:BRD-A84045418-001-01-5:10,CPC006_RMUGS_6H:BRD-A84045418-001-01-5:10,CPC006_SKLU1_6H:BRD-A84045418-001-01-5:10,CPC006_SKM1_6H:BRD-A84045418-001-01-5:10,CPC006_SKMEL1_6H:BRD-A84045418-001-01-5:10,CPC006_SKMEL28_6H:BRD-A84045418-001-01-5:10,CPC006_SNGM_6H:BRD-A84045418-001-01-5:10,CPC006_SNU1040_6H:BRD-A84045418-001-01-5:10,CPC006_SNUC4_6H:BRD-A84045418-001-01-5:10,CPC006_SNUC5_6H:BRD-A84045418-001-01-5:10,CPC006_SW480_6H:BRD-A84045418-001-01-5:10,CPC006_SW620_6H:BRD-A84045418-001-01-5:10,CPC006_SW948_6H:BRD-A84045418-001-01-5:10,CPC006_T3M10_6H:BRD-A84045418-001-01-5:10,CPC006_THP1_6H:BRD-A84045418-001-01-5:10,CPC006_TYKNU_6H:BRD-A84045418-001-01-5:10,CPC006_U937_6H:BRD-A84045418-001-01-5:10,CPC006_VCAP_6H:BRD-A84045418-001-01-5:10,CPC006_VCAP_24H:BRD-A84045418-001-01-5:10,CPC006_WSUDLCL2_6H:BRD-A84045418-001-01-5:10,CPC017_A375_6H:BRD-K26134695-001-02-8:10,CPC017_A549_6H:BRD-K26134695-001-02-8:10,CPC017_A549_24H:BRD-K26134695-001-02-8:10,CPC017_ASC_24H:BRD-K26134695-001-02-8:10,CPC017_HEPG2_6H:BRD-K26134695-001-02-8:10,CPC017_HT29_6H:BRD-K26134695-001-02-8:10,CPC017_MCF7_6H:BRD-K26134695-001-02-8:10,CPC017_MCF7_24H:BRD-K26134695-001-02-8:10,CPC017_NPC_24H:BRD-K26134695-001-02-8:10,CPC017_PHH_24H:BRD-K26134695-001-02-8:10,CPC017_SKB_24H:BRD-K26134695-001-02-8:10,CPC006_H1299_6H:BRD-A84045418-001-01-5:10,CPC006_RKO_6H:BRD-A84045418-001-01-5:10
5720,-0.382068812847,-0.283059298992,-1.29885005951,-0.141823917627,-1.67007493973,-0.423747092485,-0.280651897192,0.377768099308,0.805328130722,1.15407836437,0.901055216789,-0.295110940933,0.0870000123978,0.237399995327,0.206499993801,0.869400024414,0.809399962425,0.846650004387,0.58630001545,0.234325572848,0.89644318819,0.567260503769,0.275225520134,0.979792237282,0.334850013256,1.13281059265,0.496252149343,0.172049999237,0.0503165349364,0.630499482155,-0.522150039673,0.72879999876,0.7980209589,1.18403100967,-0.10569999367,0.570599973202,-0.300400018692,0.854250013828,0.776499986649,0.539399981499,0.230250000954,-0.186450004578,1.23607861996,1.69159901142,1.74425005913,-0.851649999619,0.919645488262,0.294349998236,0.358449995518,0.500900030136,-0.0442499816418,-0.861599981785,0.0205500125885,0.465299993753,0.697000026703,0.88924998045,-0.394708782434,0.0459876731038,0.537050008774,0.759750068188,0.762099981308,0.919800043106,-0.388342320919,0.140017792583,-0.33654999733,-0.376198321581,1.10830903053,-1.67556858063,-0.695286154747,0.219599187374,1.28960573673,0.617212772369,1.26253736019,5.0748333931,4.60717010498,0.876449942589,1.43720006943,0.721799969673
466,1.16733646393,-0.026739731431,-1.46245002747,0.503497838974,-0.538950026035,0.63413888216,1.42779314518,0.91552066803,-0.119162172079,0.731831908226,1.13142347336,0.362204670906,-0.669899940491,0.542500019073,0.100050002337,-0.702700018883,1.59494996071,1.14440000057,0.455650001764,-1.19002223015,-0.295541405678,0.237695798278,0.59294295311,0.255799770355,-0.697149991989,1.81747841835,-0.326766490936,0.204899996519,0.0212220847607,0.197855770588,-0.138999998569,0.279500007629,-0.621716737747,-0.447435706854,-0.539649963379,-0.35585001111,0.0620000213385,0.032049998641,-0.526199996471,0.605899989605,-0.175250008702,0.350549995899,-0.00553019344807,0.797123432159,0.163950011134,-0.670600056648,0.0495315641165,-0.955399990082,-0.157350003719,0.176849991083,-1.09839999676,-0.0498999990523,0.555850028992,-0.934949994087,0.363250017166,-0.321999996901,0.139030754566,0.242199867964,0.020350009203,-0.0799417048693,-0.0652000010014,0.0204000174999,-0.933527648449,-0.085126131773,-0.839250028133,-0.555621504784,1.6129130125,-1.2200858593,0.0884651988745,0.188873752952,2.2982480526,0.543638885021,1.8074079752,0.243993490934,0.191860929132,0.787649989128,1.24024999142,0.952950000763
6009,1.70774149895,0.274349451065,0.775650024414,-0.303053498268,-0.19567501545,1.57351994514,0.39673858881,0.267127126455,0.394741088152,0.190112248063,0.376681536436,-0.153795301914,1.61570000648,1.81124997139,0.5054500103,0.798699975014,0.39359998703,0.199400007725,0.239699989557,0.307773500681,1.47260189056,-0.297948896885,0.99390399456,0.254714131355,-0.733999967575,0.134763434529,0.804360449314,0.0666999965906,0.772342026234,0.179540425539,-0.0375500023365,0.13085000217,-0.107191339135,-0.947205662727,2.9320499897,0.122449994087,0.0985000059009,0.672349989414,-0.420800000429,0.593800008297,0.288999974728,-0.312100023031,0.471828788519,1.26664304733,0.688850045204,0.749899983406,0.675160050392,-0.258450001478,-0.406650036573,0.579750001431,0.64359998703,-0.674499988556,0.343100011349,-0.434649974108,1.05274999142,0.312349975109,0.0975657403469,0.134447768331,-0.0875499993563,1.24861490726,0.937049984932,0.95744997263,0.697896242142,0.642881453037,0.45530000329,-0.886824071407,0.883379518986,1.78336000443,-0.331620275974,-0.0865898132324,3.45899248123,1.45376002789,1.01135087013,-1.75229930878,-1.38523066044,-0.631349980831,1.39310002327,1.11144995689
2309,-1.08556878567,0.600250244141,-0.00859999656677,-0.97300696373,-0.39414998889,-0.446300834417,-0.530316233635,-1.11337006092,0.485750764608,0.391458779573,0.270046293736,1.46895480156,0.42049998045,0.686399996281,0.952950000763,-0.02670000121,0.347400009632,0.833799958229,-0.747650027275,0.803757309914,1.03296136856,0.301029056311,0.889977455139,0.501673877239,0.196250006557,0.835118889809,0.274743139744,1.57529997826,0.374206721783,0.496517688036,1.06965005398,-0.381699979305,1.61777436733,-0.00389304757118,1.01314997673,1.41264998913,0.715600013733,2.82434988022,0.66939997673,0.531700015068,0.746250033379,-0.711699962616,0.809310078621,0.87098634243,0.384499996901,0.460049986839,0.445839345455,1.20985007286,0.680999994278,1.1657999754,0.793150007725,-0.2825999856,0.730650007725,-0.132949993014,0.753000020981,0.459049999714,0.278203099966,-1.04691421986,-0.0432499945164,-1.0085080862,0.145600005984,0.189349994063,0.932408213615,0.558994293213,3.44810009003,0.139864504337,-0.810617089272,-0.643619537354,-1.07813501358,0.406951010227,-0.587773382664,-0.585598826408,-0.653832197189,-0.662019193172,0.366547316313,-1.60035002232,0.748899996281,0.973800003529
387,1.05388200283,0.210767254233,-0.984750032425,-0.241706341505,-0.35627502203,-0.443492233753,0.0834935605526,0.334117114544,-0.329428851604,0.12319688499,0.526719689369,0.702937722206,0.165850013494,-0.0431500002742,-0.335799992085,-0.683200001717,-0.596499979496,0.201249986887,-0.786350011826,-0.0240479148924,0.567410111427,-1.40583133698,0.156056761742,1.37711787224,-0.19960001111,-0.218610987067,0.0295575559139,-1.21834993362,-0.02801387012,-0.0279467776418,-0.328700006008,-0.64335000515,-0.251826345921,-0.363462209702,-0.79549998045,-0.181050002575,-0.0594999976456,-0.212050005794,-0.100599996746,-0.688250005245,-0.272799998522,-1.15104997158,0.346271455288,0.0350559949875,-0.559300005436,0.901600003242,-0.192525058985,-1.13249993324,-0.477150022984,-0.360500007868,-1.26024997234,-0.727400004864,0.643950045109,-1.25059998035,-0.943500041962,-0.760800004005,-1.19675683975,-0.450102865696,-2.01055002213,1.70356428623,0.541450023651,-0.241900011897,-0.175396561623,0.86640137434,-0.18694999814,0.965862512589,0.37298732996,1.87458133698,-0.488582253456,-0.106732487679,1.80502688885,0.558664381504,2.02938294411,-0.674351215363,-0.029557697475,-1.00320005417,1.30140006542,0.720550000668
3553,0.240925192833,-0.585154473782,1.92964982986,0.24940019846,-0.616850018501,-0.645865738392,-0.869684278965,-1.12545931339,-0.11659270525,0.828375279903,0.19761750102,-0.34456422925,-0.0537499971688,0.518900036812,-0.555999994278,0.340349972248,0.538649976254,-0.941900014877,-0.170599997044,0.312620937824,-0.0608052760363,-0.287862092257,0.258956670761,-0.211638212204,-0.00899999961257,-0.480793088675,1.84848964214,-0.413800001144,-0.180121734738,0.0405700206757,1.06955003738,0.338250011206,-0.270303368568,0.864670038223,0.720200002193,0.66605001688,-0.0832500010729,0.81299996376,-0.0844999998808,-0.227700009942,0.0483000017703,0.263599991798,0.259699702263,-1.13231348991,0.449600040913,-0.245149999857,-0.20658428967,0.696249961853,-0.792699992657,0.278899997473,0.617249965668,0.271600008011,-0.139049991965,0.907850027084,-0.747799992561,0.33370000124,-0.123971819878,1.16756677628,0.608449995518,0.202008143067,1.20604991913,0.665250003338,0.23773881793,-0.782222032547,-0.340700030327,-0.123313233256,-0.381467998028,-0.240750849247,1.47810935974,0.243968769908,-0.282926619053,0.417872786522,-0.125099256635,0.0758846402168,-0.424337744713,-0.753949999809,-1.08469998837,-0.687900006771
427,0.627433419228,0.50005286932,-0.282099992037,0.63942193985,-0.574300050735,1.90785944462,0.385415524244,0.655735552311,0.270688652992,0.424050688744,0.400966465473,0.0489092171192,-0.189750000834,0.18774998188,-0.719749987125,0.483900010586,1.53029990196,0.275150001049,-0.263300001621,-0.629275798798,0.14698857069,0.311201155186,-0.672846615314,-0.442328810692,-0.38220000267,1.70319008827,0.584014952183,-0.154100000858,-0.314310133457,0.502129256725,-0.475549995899,0.685250043869,0.676172673702,-0.435112059116,-0.097100019455,-0.244650006294,0.692550003529,-1.14335000515,-1.78600001335,0.687449991703,-0.819549977779,1.38099992275,-0.0356173366308,1.7323410511,0.0561499893665,0.847299993038,-0.240181177855,1.27799999714,-1.66345000267,0.522149980068,0.644800007343,-1.06299996376,-1.03009998798,1.32449996471,-0.149650007486,-0.541400015354,0.257474660873,0.496971666813,-0.377350002527,0.0950312912464,0.461649954319,-1.20204997063,0.307975172997,0.191322982311,-0.554149985313,0.976606070995,0.762344479561,0.32940018177,0.499594271183,-0.344993948936,2.49247264862,0.450657606125,1.26829636097,1.32232391834,-0.221201598644,0.76884996891,1.33890008926,0.594799995422
5898,-0.274089723825,-1.0131893158,-2.28959989548,-1.53881466389,-0.399825006723,-0.226866543293,0.0259125158191,-0.649472653866,-1.33544683456,-0.376549482346,-0.00449891388416,-0.874681591988,0.0554000139236,-0.156200021505,0.0710999965668,-0.856600046158,0.304899990559,-0.852400004864,-1.04865002632,-0.091960310936,-0.860736191273,1.01284360886,0.350154101849,-0.461537182331,-0.852650046349,0.218471765518,0.588388383389,-0.387499988079,-0.582528054714,-0.95672416687,0.131449997425,-0.48014998436,-1.85537910461,-1.98444986343,0.93079996109,-1.33654999733,0.370900005102,-1.11810004711,-0.00949999969453,-0.628499984741,-0.721699953079,0.554499983788,-0.487224966288,-0.998699784279,0.522050023079,0.142299994826,-0.551807641983,-0.733150005341,-0.936850011349,0.870850026608,0.582149982452,0.0,-0.170400008559,-1.83364999294,5.0000846386e-05,-0.487500011921,-0.234744846821,-0.33658105135,-0.858200013638,-0.839309096336,-1.43800008297,-0.172200024128,-0.32978245616,-1.76750707626,-0.446749985218,-0.68184876442,-0.465854525566,-1.19156336784,0.0027492493391,-1.18194794655,1.30574297905,-0.92581140995,0.949274241924,-0.956647336483,-0.692786991596,-0.355849981308,-0.438349992037,0.411800026894
23365,-0.656568229198,-1.06200969219,-0.302100002766,0.497774243355,0.88330000639,0.25625962019,-0.341440141201,0.57993555069,-0.330702483654,0.469289392233,0.349292904139,0.250974774361,0.72705000639,0.915000021458,-1.22235000134,-0.176950007677,-0.834049940109,-0.259649991989,-0.791000008583,-0.119162224233,-0.204626649618,-1.17065632343,-0.220221713185,0.894022941589,-0.0423000156879,0.51632475853,1.14635944366,-0.675549983978,0.454028069973,0.115748479962,0.0646999999881,0.265799999237,-0.0879835635424,1.24741017818,0.580599963665,-0.89209997654,-1.08555006981,-0.0958499908447,3.40389990807,-1.47180008888,0.31225001812,-0.10395000875,-0.135880067945,0.0486564338207,-0.246549993753,1.58000004292,-0.207930892706,0.53100001812,0.192999988794,0.269799977541,-0.0723499953747,-1.41989994049,0.533599972725,-1.31855010986,-0.635649979115,-0.451799988747,-0.418295055628,-0.0653313398361,-1.20685005188,0.530203163624,-0.599300026894,-0.980000019073,-0.277686178684,0.520194470882,-0.357100009918,0.500246882439,-1.0189807415,3.21870708466,0.991180419922,-0.649459838867,0.73357462883,-1.60546267033,-0.217792481184,1.12249064445,1.60028839111,-0.300799995661,0.686800003052,-0.28149998188
6657,0.570245683193,-0.534545719624,0.142250001431,0.648230433464,0.14532494545,-0.0177838355303,-0.339359939098,-0.879248976707,-0.0230976566672,0.141794145107,0.919312059879,-0.0753999650478,2.5093998909,0.016999989748,-0.859899997711,-0.294550001621,0.279500007629,0.0302499979734,0.0286500006914,-0.0198188275099,-0.623508036137,1.10360312462,0.154477313161,-0.395337402821,-0.228249996901,-0.237311020494,0.952938377857,-0.330349981785,0.504304945469,-0.362112700939,0.727349996567,0.0431999973953,-0.377596944571,-0.0890019387007,-0.512449979782,0.486750006676,0.608449995518,0.802999973297,-0.885500013828,0.374099969864,0.771950006485,0.0103999972343,-0.425708442926,0.262221574783,0.362449973822,-0.45870000124,0.0399971678853,0.765650033951,-0.0212000012398,-0.839699983597,0.665899991989,0.944199979305,-0.591849982738,0.494399994612,-0.632149994373,0.424549996853,-0.641073942184,0.603061378002,0.340799987316,-0.0568616427481,0.68029999733,-0.275649994612,-0.2539935112,-0.933520078659,-0.0412000119686,0.929112315178,-0.0099590420723,1.46443676949,1.56184637547,0.350073873997,0.178733542562,0.599344491959,-0.17771756649,-2.71911239624,1.1746969223,0.994200050831,-1.10660004616,-0.159600019455
