rid,CPC005_A375_6H:BRD-K59273480-001-01-5:10,CPC005_A375_24H:BRD-K59273480-001-01-5:10,CPC005_A549_6H:BRD-K59273480-001-01-5:10,CPC005_A549_24H:BRD-K59273480-001-01-5:10,CPC005_HA1E_6H:BRD-K59273480-001-01-5:10,CPC005_HA1E_24H:BRD-K59273480-001-01-5:10,CPC005_HCC515_6H:BRD-K59273480-001-01-5:10,CPC005_HT29_6H:BRD-K59273480-001-01-5:10,CPC005_HT29_24H:BRD-K59273480-001-01-5:10,CPC005_MCF7_24H:BRD-K59273480-001-01-5:10,CPC005_MCF7_6H:BRD-K59273480-001-01-5:10,CPC005_PC3_6H:BRD-K59273480-001-01-5:10,CPC005_PC3_24H:BRD-K59273480-001-01-5:10,CPC005_VCAP_6H:BRD-K59273480-001-01-5:10,CPC005_VCAP_24H:BRD-K59273480-001-01-5:10,CPC007_A375_6H:BRD-K59273480-001-06-4:10,CPC007_A375_24H:BRD-K59273480-001-06-4:10,CPC007_A549_6H:BRD-K59273480-001-06-4:10,CPC007_A549_24H:BRD-K59273480-001-06-4:10,CPC007_HA1E_6H:BRD-K59273480-001-06-4:10,CPC007_HA1E_24H:BRD-K59273480-001-06-4:10,CPC007_HCC515_6H:BRD-K59273480-001-06-4:10,CPC007_HT29_6H:BRD-K59273480-001-06-4:10,CPC007_HT29_24H:BRD-K59273480-001-06-4:10,CPC007_MCF7_6H:BRD-K59273480-001-06-4:10,CPC007_MCF7_24H:BRD-K59273480-001-06-4:10,CPC007_PC3_6H:BRD-K59273480-001-06-4:10,CPC007_PC3_24H:BRD-K59273480-001-06-4:10,CPC007_VCAP_6H:BRD-K59273480-001-06-4:10,CPC007_VCAP_24H:BRD-K59273480-001-06-4:10
5720,0.806907117367,-1.2605407238,1.13670516014,-1.15492069721,0.580449998379,0.156803846359,-0.0442999899387,-0.0855486094952,0.369595766068,0.82429254055,0.499521940947,0.435501009226,-0.249882206321,0.430669277906,0.508418977261,-1.04757916927,0.0651878863573,-0.640790939331,-0.0370453596115,-1.71630179882,0.552604556084,0.0547499991953,-0.178696334362,-0.509515762329,-0.711591362953,0.357023358345,-1.24527525902,0.879160284996,-0.503207743168,-1.22649765015
466,0.844207286835,-0.515667974949,1.08007907867,-1.9358894825,0.447100013494,0.325447380543,0.355000019073,0.153629511595,0.555413126945,0.567103624344,0.38971170783,-0.134456753731,1.05770421028,0.599051058292,-0.146225377917,-0.80530154705,0.0335187017918,-1.34182083607,-0.302802503109,-0.892803788185,0.612826704979,-0.293300002813,-0.440301299095,-0.152408003807,-0.241433888674,0.365996956825,0.0295031219721,0.896775722504,-1.05106651783,0.786106050014
6009,0.0528099089861,-0.345298081636,0.549407720566,-0.54338747263,0.196450009942,0.254991143942,0.0609500110149,0.471149146557,1.7093501091,-0.616272747517,-0.530543625355,0.100965440273,-0.177596539259,-0.498344272375,-0.989818930626,-0.940053343773,-0.61026006937,-0.721750378609,-0.500255227089,0.909919381142,1.8134226799,-0.752550005913,-0.352561593056,0.102434292436,-0.0820783525705,-0.567692995071,-0.728853881359,0.759610533714,-1.22466552258,0.624720156193
2309,-0.371392041445,1.02585792542,0.357600748539,0.0263560563326,0.0907000154257,0.535275161266,0.544049978256,0.273681253195,0.180700570345,-0.462770402431,0.454390376806,-0.243134185672,0.141971647739,-0.0228424072266,0.746646165848,0.483028113842,0.461322128773,0.268414497375,0.730885624886,-0.318857908249,0.362048923969,0.224900007248,0.0944913551211,0.089452072978,0.0827143341303,-0.385892868042,0.139281690121,1.76487123966,-0.377446681261,1.20232450962
387,-0.500822305679,-0.849900186062,-0.155584663153,-1.1417222023,-0.188649997115,-0.256073355675,0.163350000978,-0.0977608859539,-0.108979403973,-0.867344081402,0.388804405928,-0.106267124414,-0.884250283241,-0.0159521177411,-0.385526865721,-0.965652942657,-0.969693005085,-1.23046898842,0.167815461755,0.551636457443,0.139329895377,-0.493999987841,-0.525684356689,-0.222054362297,0.678737461567,-0.234626471996,0.323436558247,1.44447803497,-0.254729509354,0.208642497659
3553,0.24808844924,-0.724932909012,-0.895904541016,-0.564515650272,-0.730650007725,-0.79538166523,-0.0233500003815,0.39396867156,-0.938812792301,0.0865085721016,-1.18087172508,0.100974991918,-0.899737000465,-0.108827143908,-0.860678792,0.598133683205,-0.18695910275,-0.149602711201,-0.0104119535536,0.124026492238,0.02959350124,0.226950004697,-0.105507284403,-0.170481562614,-1.47364294529,-0.585044920444,0.342460095882,1.25155639648,1.08079695702,-1.02751684189
427,-0.102697491646,0.820043504238,0.264263451099,-0.471767395735,-0.2513499856,0.545467317104,0.0262500047684,0.184757322073,0.234178200364,0.239252746105,0.926655650139,0.136856049299,2.30224919319,0.109202548862,0.524578988552,1.03552222252,0.271415650845,-0.731357753277,-0.693923890591,0.350532948971,-0.943366765976,-1.13684999943,-0.536183774471,-0.489824563265,-0.14561149478,0.328747093678,-0.566623806953,1.3117723465,-0.884223818779,0.356538236141
5898,1.37141263485,0.148147761822,0.565918266773,-0.400829225779,0.422650009394,0.85979616642,1.22800004482,0.275261431932,-0.266809523106,-0.829237878323,-0.990685284138,-0.606852769852,1.2247505188,-0.559604942799,-0.40435603261,0.243160948157,-0.396663546562,-0.347024798393,-0.711947917938,-1.1611456871,-0.0453770756721,-0.812099933624,-0.909145236015,0.23762845993,-0.460578739643,-0.795634508133,0.0201439484954,-0.745094299316,-1.88337433338,0.146517053246
23365,-0.679349064827,-0.0254775732756,-0.187434762716,1.34428870678,0.181699991226,-0.690152287483,0.643199980259,-0.458844661713,0.135971307755,-1.45332586765,0.332819491625,-0.281286120415,1.27698147297,-0.655394911766,-1.3490267992,-0.244175255299,-0.784413218498,1.4744284153,0.975387215614,1.28961503506,0.18111550808,-0.0433499962091,-0.557724773884,-0.397228598595,0.265132814646,0.161816671491,0.303940832615,0.0542766749859,-1.33106541634,-0.174913972616
6657,0.250974774361,-0.536863088608,-1.01323163509,-0.179640188813,-0.229499995708,-0.155741989613,0.668699979782,2.88023877144,-0.407070606947,0.491914540529,-0.194209814072,-0.341450065374,-1.07130610943,-0.280333399773,-0.340054571629,0.38088336587,-0.0509514510632,0.0862145125866,0.3355230093,0.533876597881,-0.78732585907,0.317000001669,-0.23491692543,1.46546554565,-0.559857726097,-0.809426903725,0.49333307147,-0.123711764812,-0.160100668669,-0.495883464813
5054,-0.288507699966,0.365961641073,0.333998262882,-0.19827106595,0.622850000858,-0.044325016439,0.0441499948502,-0.0460799187422,1.72192311287,-0.370659530163,0.186502039433,-0.318030118942,0.608484148979,-0.724997758865,-0.54855465889,0.061667278409,-0.564893603325,0.102091759443,1.10925972462,-0.227371960878,-0.589152514935,-0.786450028419,0.215897679329,-0.418318420649,0.481713712215,-0.323145866394,-0.437038064003,0.476336926222,0.676409721375,1.28630244732
3108,-0.957151174545,-0.354893743992,-0.813636362553,-1.08116889,0.759450018406,-0.332019895315,-0.223399996758,-0.0467668175697,-1.55294442177,-0.580537140369,0.546269237995,0.743047952652,0.84999358654,0.848529696465,0.00692589534447,-0.124292872846,-0.571615338326,0.0719391852617,-0.444492846727,0.317194998264,-0.62642365694,-0.704850018024,-0.346437841654,0.512658178806,-0.340828180313,-0.352532446384,0.395468175411,0.772793710232,-0.829643368721,-0.586698651314
1950,0.760079324245,-0.091069817543,-0.721217274666,-0.00953232124448,0.195199996233,0.523434042931,-0.153800010681,0.541893303394,-0.0468188859522,0.125562369823,-0.398228168488,0.992196977139,0.476801782846,-0.597248792648,-0.134817451239,1.05559659004,1.43393552303,0.710112333298,0.326353609562,1.82402324677,0.253439426422,-0.47110003233,0.797924399376,0.865935921669,-1.12561368942,0.651532411575,0.0145581066608,0.514915943146,0.778453707695,0.141682624817
351,0.777110517025,1.34125995636,0.592219054699,0.996724486351,-1.16655004025,0.446488201618,-0.084450006485,0.906625568867,-1.10377967358,0.293816804886,0.766333281994,-0.408511847258,-0.350496441126,-0.0604708380997,0.604051828384,-0.0745890438557,0.881487131119,1.24845600128,-0.06384781003,0.699446797371,1.14169514179,-0.640899956226,-0.478125631809,0.451412677765,-0.213116571307,0.0869840532541,-0.73045706749,-0.611928641796,0.653971791267,0.250734865665
4846,0.684636354446,-0.386878997087,0.317611455917,-1.17090678215,4.38784980774,1.12612748146,0.246500015259,0.715858280659,0.0553932823241,0.108451835811,-0.412564247847,1.19210708141,-0.401407301426,-0.153341561556,-0.120566472411,0.525359392166,0.288599550724,0.136468917131,0.221124053001,-0.74066889286,-0.128412157297,-0.393000006676,0.468780428171,1.10369586945,-0.341558039188,1.32832574844,-0.162856280804,-0.330729365349,0.845103502274,-0.0859121233225
1452,0.441924005747,-0.672812044621,-0.461320847273,-0.715631365776,0.346500009298,-0.0995054244995,0.0227499976754,0.301214128733,-0.218053102493,0.333182811737,0.0422427132726,-0.0274724960327,-0.702192008495,-0.727293252945,0.186666831374,-0.532163321972,-0.0297620333731,0.113204114139,-0.138931900263,-1.22524785995,0.58931440115,-0.921200037003,0.203786864877,-0.299500197172,0.170018583536,-0.965274453163,0.168800890446,0.722461223602,-0.8131326437,1.50420033932
4776,0.628562569618,0.501605927944,-0.207431852818,2.91745615005,-0.470699995756,-0.579960227013,-0.473049998283,0.568522453308,0.581577956676,0.487436890602,-1.16243457794,0.0904678404331,-1.27955889702,-0.612329721451,-0.480086952448,0.620553195477,1.87627971172,0.778635799885,1.0259360075,0.803717672825,0.340825438499,-0.297849982977,0.367292702198,1.22436702251,-0.442688673735,0.0416930168867,0.871021270752,-0.0812923014164,1.46374464035,-0.336155503988
6908,-0.079434864223,-0.894499957561,0.219507887959,-0.437516450882,0.574750006199,1.48057591915,1.08640003204,0.212526798248,1.34417510033,0.535704135895,0.641556203365,0.144729346037,0.614838898182,-0.0999954342842,-0.0626821815968,-0.0166742801666,0.402230471373,-0.598386824131,-0.910468518734,1.61686885357,-0.994153380394,-0.155999988317,1.69522476196,-1.01335644722,0.243068620563,0.00480081140995,-0.107746511698,-0.124811515212,-0.553534626961,0.27214038372
672,-0.675765275955,-1.08738827705,0.634471714497,-0.341316312551,-0.0308000147343,0.541758775711,-0.136199980974,-0.262753874063,-0.683436214924,1.26046478748,-0.263190150261,-0.542261719704,0.168429136276,-0.01450330019,0.36723524332,-0.207006528974,-1.05307340622,-0.406058073044,-0.539373159409,-0.257052361965,-0.890440642834,1.4415500164,-0.233523309231,-0.442160189152,0.64332652092,0.392411082983,0.64272749424,1.20872986317,0.00491511821747,0.73867726326
5710,0.135202914476,-0.703982591629,-0.203258544207,-0.609283387661,-0.0344499945641,-0.0352245867252,-0.149549990892,-0.152145847678,1.56007993221,-0.618946254253,-0.310551434755,-1.27162289619,0.141652792692,-0.0363382101059,-0.0639028549194,-0.862059175968,-0.81825363636,-0.0308954715729,0.11384357512,0.383864998817,0.275569915771,-1.16875004768,-0.424282222986,-0.25941234827,-0.71575152874,-0.409958392382,-0.619144678116,0.54931217432,-2.27157402039,0.278057932854
2115,-0.160780161619,-0.543522298336,-0.136250287294,-0.421703517437,-1.18464994431,0.579460322857,0.210700005293,-0.308920204639,1.38011610508,0.463779270649,-0.254994750023,-0.115433439612,1.96932291985,-0.909872353077,-0.818785130978,-0.241056442261,-0.867223024368,0.116582840681,0.281970232725,0.782198309898,0.391615599394,-0.291099995375,-0.921821475029,-0.748355746269,0.11467282474,-0.551139831543,0.0671301931143,0.186751902103,-0.207093149424,-0.293294161558
7015,1.14821898937,-0.0406016409397,0.678484261036,-0.0301286280155,-0.0887999981642,0.0552020594478,-0.781949996948,0.0206289961934,0.333438694477,1.15009915829,0.693568348885,0.559334397316,-1.27371942997,-0.282539129257,0.468329817057,0.797476351261,-0.672766089439,0.0380653515458,0.650070786476,1.65557944775,0.512124061584,-0.442999988794,-0.51094353199,1.35196435452,-0.162486165762,0.336883604527,-0.161273464561,0.264296621084,1.26544845104,0.373443484306
8726,-0.11899214983,-0.337715893984,0.660684049129,0.00997710227966,0.817250013351,0.788150846958,0.453700006008,0.214546471834,0.155772000551,-0.670321106911,0.723512709141,0.0219877809286,0.814386129379,-0.0781497657299,-0.0910269767046,-0.753192722797,-1.47537016869,0.174282714725,0.528477430344,0.808305501938,1.34201657772,-0.255400002003,0.319486320019,-0.972332775593,0.240632548928,0.044141292572,0.855492413044,3.76516675949,-0.320041269064,0.676031172276
2185,0.560819864273,0.354148626328,-0.790570616722,0.681946992874,-1.05035007,-1.40021944046,-0.547100007534,0.318461090326,-1.25656270981,-0.210053324699,-0.675908088684,-0.396493315697,-0.783673882484,-0.454768329859,-1.03129148483,0.463459193707,1.20123744011,0.739306092262,0.746996700764,-0.344000995159,0.351668268442,0.232649996877,-0.15598654747,0.51420968771,-1.09587347507,-0.615022003651,0.278334975243,0.213516175747,0.867018640041,-0.387680143118
3315,-0.817125320435,-0.430736809969,0.440709859133,-0.491711497307,0.813899993896,0.33147162199,-0.833849966526,-0.237489759922,0.596232414246,-0.000273793935776,0.569041073322,0.574080705643,-1.00236070156,-0.00455550849438,1.57551014423,-3.68300008774,-1.01531946659,-0.139451697469,-0.203767448664,0.918887019157,-0.331645727158,-1.72780001163,-0.247930586338,-0.623748838902,-0.0686105340719,-0.467428565025,0.227219596505,1.10919356346,1.40822911263,0.57729434967
5289,-0.0283884033561,0.48219075799,0.633467376232,0.360492885113,0.160499989986,0.282890081406,-0.521849989891,0.0760949701071,0.981865465641,1.14814758301,-1.45579314232,-0.87814116478,-0.17311295867,-0.834307670593,0.115496248007,-0.856863379478,0.0458175241947,0.154620707035,0.566428542137,0.915008664131,0.906062602997,-0.685949981213,-0.785953760147,-0.262734860182,-1.04260373116,-1.3773471117,0.178055763245,2.69475317001,-0.75732254982,-1.42273569107
