rid,CPC004_A375_6H:BRD-A87606379-001-13-3:10,CPC004_HA1E_6H:BRD-A87606379-001-13-3:10,CPC001_HA1E_6H:BRD-A97454584-001-02-0:10,CPC004_HA1E_24H:BRD-A87606379-001-13-3:10,CPC001_HA1E_24H:BRD-A97454584-001-02-0:10,CPC004_HCC515_6H:BRD-A87606379-001-13-3:10,CPC001_HCC515_6H:BRD-A97454584-001-02-0:10,CPC004_HCC515_24H:BRD-A87606379-001-13-3:10,CPC001_HCC515_24H:BRD-A97454584-001-02-0:10,CPC004_HEPG2_6H:BRD-A87606379-001-13-3:10,CPC004_HT29_6H:BRD-A87606379-001-13-3:10,CPC004_MCF7_6H:BRD-A87606379-001-13-3:10,CPC004_PC3_6H:BRD-A87606379-001-13-3:10,CPC001_PC3_6H:BRD-A97454584-001-02-0:10,CPC004_PC3_24H:BRD-A87606379-001-13-3:10,CPC001_PC3_24H:BRD-A97454584-001-02-0:10,CPC004_VCAP_6H:BRD-A87606379-001-13-3:10,CPC001_VCAP_6H:BRD-A97454584-001-02-0:10,CPC004_VCAP_24H:BRD-A87606379-001-13-3:10,CPC001_VCAP_24H:BRD-A97454584-001-02-0:10,CPC015_A375_6H:BRD-A87606379-001-13-3:10,CPC015_A549_6H:BRD-A87606379-001-13-3:10,CPC015_A549_24H:BRD-A87606379-001-13-3:10,CPC015_ASC_24H:BRD-A87606379-001-13-3:10,CPC015_HEPG2_6H:BRD-A87606379-001-13-3:10,CPC015_HT29_6H:BRD-A87606379-001-13-3:10,CPC015_MCF7_6H:BRD-A87606379-001-13-3:10,CPC015_MCF7_24H:BRD-A87606379-001-13-3:10,CPC015_NPC_24H:BRD-A87606379-001-13-3:10,CPC015_PHH_24H:BRD-A87606379-001-13-3:10,CPC015_SKB_24H:BRD-A87606379-001-13-3:10,CPC017_A375_6H:BRD-A97454584-001-02-0:10,CPC020_A375_6H:BRD-A87606379-001-19-0:10,CPC017_A549_6H:BRD-A97454584-001-02-0:10,CPC020_A549_6H:BRD-A87606379-001-19-0:10,CPC017_A549_24H:BRD-A97454584-001-02-0:10,CPC017_ASC_24H:BRD-A97454584-001-02-0:10,CPC020_HA1E_6H:BRD-A87606379-001-19-0:10,CPC020_HCC515_6H:BRD-A87606379-001-19-0:10,CPC017_HEPG2_6H:BRD-A97454584-001-02-0:10,CPC017_HT29_6H:BRD-A97454584-001-02-0:10,CPC020_HT29_6H:BRD-A87606379-001-19-0:10,CPC017_MCF7_6H:BRD-A97454584-001-02-0:10,CPC020_MCF7_6H:BRD-A87606379-001-19-0:10,CPC017_MCF7_24H:BRD-A97454584-001-02-0:10,CPC020_MCF7_24H:BRD-A87606379-001-19-0:10,CPC017_NPC_24H:BRD-A97454584-001-02-0:10,CPC020_PC3_6H:BRD-A87606379-001-19-0:10,CPC020_PC3_24H:BRD-A87606379-001-19-0:10,CPC017_PHH_24H:BRD-A97454584-001-02-0:10,CPC017_SKB_24H:BRD-A97454584-001-02-0:10,CPC020_VCAP_6H:BRD-A87606379-001-19-0:10,CPC020_VCAP_24H:BRD-A87606379-001-19-0:10,CPD003_MCF7_6H:BRD-A87606379-001-17-4:10,CPD003_MCF7_24H:BRD-A87606379-001-17-4:10,CPD003_PC3_6H:BRD-A87606379-001-17-4:10,CPD003_PC3_24H:BRD-A87606379-001-17-4:10
5720,-0.117879286408,-0.100465528667,-1.34766674042,0.591315329075,0.423932611942,0.218152925372,-2.30375003815,1.63286912441,0.159271687269,-0.136581212282,0.512973487377,1.26877951622,0.259668767452,-0.422082811594,0.232187077403,0.00765525177121,1.28260922432,0.874040901661,0.671070873737,-0.0264257192612,0.941618680954,0.578299999237,-0.271120995283,0.244445875287,0.739050030708,1.01100003719,-0.625414073467,-0.569507658482,-0.770249009132,-0.600650012493,-0.733350038528,1.90044999123,0.147995829582,0.0759500265121,1.25384998322,0.946057915688,-1.30265247822,0.458800017834,-0.382899999619,1.03129994869,1.2682890892,-1.57011604309,0.97383338213,-0.845609545708,0.175099998713,0.634424328804,-0.7651283741,-0.063114091754,0.346334695816,0.0397000014782,-0.140300035477,-0.272279560566,-0.141676425934,-0.2662999928,0.122691623867,0.376946985722,0.113350003958
466,1.25346672535,0.560431480408,0.629999995232,-0.393533706665,1.03254151344,-1.13609886169,0.850749969482,0.0738184303045,-0.297665029764,-0.209151342511,0.0398054197431,0.928948283195,0.437371402979,-1.39527547359,0.0618840865791,0.198841452599,0.91413295269,0.588172256947,0.924474656582,-0.109267160296,0.535944759846,-0.399450004101,-0.843485832214,0.0480952113867,-1.52569997311,-0.212066650391,-1.35523414612,-0.382535815239,0.139887705445,0.642750024796,-0.560299992561,1.07520008087,0.0383007675409,0.224049985409,0.429300010204,-0.771576344967,0.437610954046,0.844550013542,1.84685003757,-0.323500007391,1.44266140461,-1.58876633644,0.254224002361,-0.272288024426,-2.1330499649,0.433314621449,0.369936108589,0.501414299011,0.473183453083,-0.0116999996826,-0.241499990225,1.3418431282,0.282260656357,-0.371150016785,-0.0010145008564,-0.619982123375,-1.63800001144
6009,-0.0825479999185,1.00600004196,-1.19586670399,0.388904750347,0.992203772068,-0.127525299788,0.0795499682426,0.462162971497,-1.20075821877,0.143434822559,-0.30935588479,0.944441080093,0.201133683324,0.298685759306,0.440739691257,0.282386094332,2.06908583641,0.112585030496,0.537019491196,0.976150214672,-0.328589826822,-0.589800000191,0.359115570784,0.851574420929,-0.798949956894,0.245833337307,0.0138090625405,-0.346985608339,0.679998457432,0.319250017405,0.600499987602,1.24624991417,0.793121397495,-2.77690005302,0.0509499907494,-0.70303940773,-1.45214867592,1.25849997997,2.92390012741,-1.16279995441,0.490578472614,0.911991655827,0.0159955192357,0.183664560318,0.0660499930382,1.71744549274,-1.59551370144,0.879238963127,0.254170358181,-1.19879996777,-0.376450002193,1.31401872635,-0.11675798893,0.0505499839783,0.251825481653,0.960154294968,0.206150010228
2309,1.05642902851,0.539805173874,0.30406665802,0.424871534109,-0.324222773314,0.976927161217,-0.0674500018358,-0.507219910622,-0.187482044101,-1.78469479084,-0.321420907974,-2.11255407333,0.572562754154,0.180800423026,-0.9997574687,-0.179929971695,0.46458235383,0.358214020729,-0.684110462666,-0.298403561115,-0.0677073448896,1.41480004787,1.55936694145,-0.182790905237,0.14240001142,-1.04176676273,0.926653146744,0.108503736556,-0.423566609621,-1.50304996967,0.400650024414,-1.24154996872,0.908102035522,1.56569993496,-2.16729998589,0.931177318096,0.970318615437,-1.74559998512,-1.57640004158,-2.40170001984,-0.0892394185066,-0.472433775663,-1.05881845951,-1.19411945343,-0.864650011063,-0.101526930928,-0.988246977329,1.84490871429,-0.0592279657722,-0.405400007963,1.52454996109,0.259678274393,-0.822898328304,-1.14085006714,0.0063149034977,2.02390933037,-1.20875000954
387,0.678562998772,0.226444512606,0.0228666812181,0.25880074501,0.650288462639,0.0213185027242,1.60574996471,0.802045464516,0.0626694858074,-0.268339633942,-1.32471764088,0.11270686239,0.708642542362,0.744857013226,0.225256383419,0.618618071079,0.655229270458,0.693138420582,-0.205984175205,0.362990558147,0.386400282383,0.551400005817,-0.957518160343,0.4959205091,-0.366349995136,-0.292899996042,0.514536857605,-0.597295761108,0.385450452566,0.310899972916,1.17495000362,0.492599993944,0.642204046249,0.584199905396,1.80244994164,1.12868404388,-0.45496404171,0.880249977112,1.54815006256,8.76690006256,1.30095517635,0.0144859524444,-0.49307590723,-0.290944457054,1.42605006695,0.556429028511,-0.812195956707,0.326169878244,0.0664495304227,0.978500008583,3.4172000885,-0.736708283424,-0.213854253292,1.46755003929,0.256911307573,0.626293063164,-0.275250017643
3553,0.964035630226,-0.0823309347034,0.158133327961,-0.446875363588,-0.377012014389,-0.372890144587,-0.334049999714,0.224118173122,-0.726502478123,0.439963489771,0.159873619676,-0.1227029562,-0.0262052714825,0.323258638382,-1.21700417995,-0.467285275459,-1.07370150089,-1.06463515759,-0.537305474281,1.0175024271,-0.433079987764,-0.555599987507,0.351875990629,-0.136420950294,-0.124499998987,1.10890007019,0.19146053493,-1.02862155437,-0.650260686874,-0.754750013351,-0.00479999929667,-2.19274997711,-1.05552554131,-0.57564997673,0.737649977207,-0.311568021774,-0.109749019146,-0.688499987125,-1.12435007095,2.53049993515,-1.07556188107,0.0332672782242,1.48580801487,0.323682308197,0.221299991012,-0.912061274052,1.04922020435,-0.00792321935296,-0.367094695568,0.85229998827,-0.410299986601,0.185111731291,0.882693052292,0.637499988079,0.0391592383385,0.34226411581,0.346799999475
427,1.17701280117,0.853606939316,0.351099997759,0.312121063471,0.139832496643,0.705659687519,0.409200072289,1.76352751255,0.456655442715,-0.361007153988,1.71369624138,0.333177506924,1.57237744331,-0.526647806168,-0.21714784205,-0.419218271971,0.469298958778,-0.723081588745,0.161201968789,0.906681537628,0.574458479881,-0.427949994802,0.428389966488,1.10175693035,-0.449649989605,-0.539000034332,0.0568128749728,-0.608275651932,2.15326452255,-0.408349990845,0.844500005245,0.227449983358,1.61204171181,1.12530004978,1.04709994793,-0.636978268623,-0.965946853161,0.812600016594,1.57545006275,-1.67760002613,0.622106969357,-0.471159517765,0.579873681068,0.447300493717,-0.100600004196,0.347706437111,0.19534355402,1.11408078671,0.887311518192,0.493400007486,0.598699986935,0.052669916302,0.6268684268,-0.570499956608,0.393406510353,-0.940546691418,0.161449998617
5898,0.570253312588,0.0197361111641,-1.82260000706,0.349311053753,0.511180281639,0.0665436089039,1.60890007019,0.0556267946959,0.0143744759262,-0.318960487843,-0.340699285269,0.475750029087,0.3523401618,0.022336371243,0.418359577656,0.570513367653,0.560259222984,-2.17997264862,-0.363943696022,0.780803620815,0.250211536884,-0.7554500103,0.0731068849564,0.73746740818,-0.681850016117,0.624266624451,-0.270388066769,0.306736111641,0.172288954258,0.0551000088453,0.277300000191,-0.570999979973,-0.449467897415,-0.375600010157,-0.949599981308,-5.4538397789,-1.24050188065,0.659999966621,0.214650005102,0.570299983025,-1.56503462791,-0.316208600998,-0.283555030823,-0.369628757238,-1.05149996281,-0.397117674351,-0.265169382095,-0.462606012821,0.379304111004,-0.281699985266,-0.378549993038,-1.18631196022,-0.65961676836,0.120299994946,0.269759654999,0.0683760195971,-0.290399998426
23365,1.53416180611,-0.400984466076,-0.855300009251,-0.81582403183,-0.751935780048,-0.682827532291,0.797099947929,-0.231231361628,-0.520401716232,-0.0768228471279,-0.608981370926,-1.25368070602,0.45420601964,-0.201961174607,-0.458977609873,0.347941249609,0.462599366903,-0.15635868907,-0.624104380608,0.536589026451,-1.10303509235,-0.344299972057,-0.975286066532,-0.34174528718,-0.0534999966621,-0.786266684532,0.238049730659,-0.166157200933,0.405531853437,0.69445002079,-1.34609997272,-0.381049990654,-0.785482466221,3.62599992752,0.426999986172,0.508685946465,-0.284479081631,-0.0829999893904,0.245899990201,2.71770000458,0.219376578927,-0.141706734896,-1.02633011341,-0.938669264317,0.606500029564,0.659275591373,-0.532949149609,-1.32449495792,0.0323723852634,0.588800013065,0.0079500079155,-0.630320131779,-0.246960356832,0.472400009632,0.569343090057,-0.501506686211,-0.668700039387
6657,1.11072969437,-0.286756426096,-0.160866692662,-0.249936640263,-0.23392444849,-1.37004733086,1.12529993057,-1.34961521626,-2.03038740158,0.0771276205778,-0.431305587292,0.853536427021,0.981724202633,-0.624345183372,0.49904692173,-0.747292339802,-1.10542917252,-1.01371061802,-1.94611787796,0.454914689064,-0.635887384415,-0.928850054741,-0.193860247731,4.11422252655,0.883449971676,0.142199993134,0.633157551289,0.0140013247728,0.811304926872,-0.902099967003,-0.406100004911,-0.31534999609,-0.592572927475,-0.207650005817,-0.0646499991417,0.691963434219,1.38890480995,-0.309850007296,-0.874700009823,0.268200010061,-0.643609702587,-0.63200366497,1.33597624302,0.620533108711,0.969449996948,-1.02340769768,-0.941382229328,-0.269866347313,-1.1010710001,-0.414099991322,1.57574999332,1.12611973286,0.15995053947,1.30745005608,0.0784827172756,-0.708855032921,0.269699990749
5054,0.116118982434,1.84681105614,0.243266671896,2.42610955238,0.738737046719,0.949872434139,0.174549996853,0.38790678978,-0.818409264088,0.198200032115,-0.0219178572297,0.703798055649,1.20637118816,0.838445007801,-0.111331410706,1.03950417042,0.791974723339,0.341787189245,0.327050030231,-0.581311285496,-0.845512986183,1.95494997501,1.46892392635,0.460721045732,0.089699998498,-0.466833353043,0.105372563004,0.0940417125821,-0.419087648392,1.06210005283,0.474349975586,-1.19385004044,-0.659532189369,-3.65534996986,-1.09944999218,-1.70342671871,-1.08404934406,0.789399981499,0.702499985695,-2.11520004272,-0.613443493843,1.27226114273,0.250038683414,2.20902228355,1.1711499691,-0.00338074564934,-0.362237751484,-0.0107487216592,-0.279209583998,0.210299998522,0.175749987364,-0.0643521547318,0.166642904282,1.29530000687,-0.489611923695,0.131115168333,0.184749990702
