rid,CPD001_MCF7_6H:BRD-A69777949-001-19-2:10,CPD001_MCF7_24H:BRD-A69777949-001-19-2:10,CPD001_PC3_24H:BRD-A69777949-001-19-2:10
5720,-0.0453667007387,-0.289120137691,-0.202177047729
466,0.14812913537,0.529798805714,-1.03041470051
6009,-1.18507838249,-0.241903215647,-0.155634328723
2309,-1.02005624771,-0.0792025998235,-0.765522956848
387,0.216049477458,0.655074954033,-0.0463688820601
3553,0.245241522789,-0.346080154181,0.655307114124
427,0.878250718117,0.588089108467,1.37918174267
5898,-0.346616744995,0.442567557096,-0.474892020226
23365,-0.397194832563,0.917917966843,-0.473690003157
6657,0.0416154935956,-0.696020662785,-0.227384194732
5054,0.505315959454,-0.555538117886,-0.57001888752
3108,-0.0380385294557,-0.429420113564,-0.46032088995
1950,-0.778085172176,-1.20269751549,-0.555019378662
351,-0.455248236656,-0.460839986801,-0.652265787125
4846,0.312496423721,0.0793119892478,-0.727141022682
1452,-0.469448894262,1.28971290588,0.0734946578741
4776,0.159935981035,-1.01636576653,0.200466409326
6908,0.217184334993,-0.634136915207,0.978192508221
672,-0.848522543907,-0.0665743649006,-0.0889753475785
5710,-0.0664756223559,-0.152116015553,-0.783477544785
2115,0.0611587949097,-0.514571368694,0.548948764801
7015,-0.40716406703,-0.699604272842,-0.218283861876
8726,1.65764915943,0.86411690712,1.20607173443
2185,-0.606013000011,-1.00605201721,-0.0861591994762
3315,-0.792487800121,0.256204783916,0.861741542816
5289,-0.279541611671,-0.476298898458,0.0514332056046
868,0.421072781086,0.0738978758454,-1.45805060863
1677,0.0391019694507,1.03391778469,0.0244056358933
7043,-0.40777862072,-0.0911105498672,0.0428464561701
5613,0.107421286404,-0.500670194626,-0.0888108313084
595,0.438734710217,1.01741802692,0.401004761457
4793,-0.0534512549639,0.450892031193,-0.310822069645
2736,-0.0278233941644,-0.301563501358,-0.136660501361
5290,-0.3552326262,-0.597377896309,0.482032060623
6194,-1.12783968449,0.00755400210619,0.0739905834198
1676,0.0685359686613,-0.205939739943,0.623849332333
23512,-0.0550677254796,-1.00882160664,-1.37346994877
148022,-0.49890640378,1.05713713169,-0.494361698627
1906,-0.499722212553,-0.747200131416,-0.0372508019209
8878,-0.7610039711,-0.344262778759,-0.782060086727
3091,0.232087925076,-0.386176943779,0.421150803566
5743,0.167535513639,-0.648029923439,-0.520398437977
5321,-0.0298934467137,-2.30805802345,-0.0834538117051
4144,-2.30539727211,-1.4418002367,0.131930783391
1981,0.877626299858,0.763815045357,0.897738754749
695,0.332669913769,0.260027855635,-0.517288923264
10398,0.116589017212,-0.985450029373,0.401314169168
5708,-0.66085088253,-0.0288592614233,-1.1773608923
1213,0.485530912876,0.978190720081,-0.656566143036
226,0.207719296217,0.0878743082285,-0.531352579594
6777,0.61801892519,0.743919849396,-0.765278339386
2113,-0.367014348507,-0.635547876358,-0.771467924118
3329,0.263764202595,0.339297294617,0.568370103836
1050,2.53531694412,0.131124675274,0.520390510559
9491,-0.64153945446,-1.17186439037,-0.143101543188
22926,-1.93730711937,0.247534409165,0.188729256392
5899,0.50942081213,0.0226517096162,-0.022945843637
5467,0.202096909285,-0.576250076294,-0.809349060059
6774,-0.33890748024,0.080528229475,-1.17346382141
1788,0.316502422094,-0.675303220749,0.496099203825
5921,0.0236495546997,0.686882853508,0.0384626090527
5721,-0.267890810966,0.319947302341,0.0868462324142
2263,2.88666605949,-1.25299739838,0.0231249928474
808,0.146242216229,-0.69179880619,-0.356111109257
30001,-0.372837513685,-0.312616199255,-1.14818990231
348,-0.686837792397,-0.636982381344,-0.852934420109
30849,-0.424393802881,0.129635810852,-0.347999155521
1454,0.542729139328,0.231333658099,0.42495316267
6500,-0.264452546835,0.685730457306,-0.05490899086
5627,-0.498293727636,-0.242790058255,-0.432109951973
5715,-0.377864599228,0.903439879417,0.0639659687877
