rid,CVD001_HEPG2_6H:BRD-K19876534-001-01-0:10.0701,CVD001_HEPG2_6H:BRD-K19876534-001-01-0:2.5175,CVD001_HEPG2_24H:BRD-K19876534-001-01-0:10.0701,CVD001_HEPG2_24H:BRD-K19876534-001-01-0:2.5175,CVD001_HUH7_6H:BRD-K19876534-001-01-0:10.0701,CVD001_HUH7_6H:BRD-K19876534-001-01-0:2.5175,CVD001_HUH7_24H:BRD-K19876534-001-01-0:10.0701,CVD001_HUH7_24H:BRD-K19876534-001-01-0:2.5175,CVD001_PHH_6H:BRD-K19876534-001-01-0:10.0701,CVD001_PHH_6H:BRD-K19876534-001-01-0:2.5175,CVD001_PHH_24H:BRD-K19876534-001-01-0:10.0701,CVD001_PHH_24H:BRD-K19876534-001-01-0:2.5175,DOS018_VCAP_6H:BRD-K19876534-001-01-0:5.04,DOS018_VCAP_24H:BRD-K19876534-001-01-0:5.04,PCLB002_A375_24H:BRD-K19876534:10,PCLB002_A375_24H:BRD-K19876534:3.33,PCLB002_A375_24H:BRD-K19876534:1.11,PCLB002_A375_24H:BRD-K19876534:0.37,PCLB002_A375_24H:BRD-K19876534:0.12,PCLB002_A375_24H:BRD-K19876534:0.04,PCLB002_A549_24H:BRD-K19876534:10,PCLB002_A549_24H:BRD-K19876534:3.33,PCLB002_A549_24H:BRD-K19876534:1.11,PCLB002_A549_24H:BRD-K19876534:0.37,PCLB002_A549_24H:BRD-K19876534:0.12,PCLB002_A549_24H:BRD-K19876534:0.04,PCLB002_HA1E_24H:BRD-K19876534:10,PCLB002_HA1E_24H:BRD-K19876534:3.33,PCLB002_HA1E_24H:BRD-K19876534:1.11,PCLB002_HA1E_24H:BRD-K19876534:0.37,PCLB002_HA1E_24H:BRD-K19876534:0.12,PCLB002_HA1E_24H:BRD-K19876534:0.04,PCLB002_HCC515_24H:BRD-K19876534:10,PCLB002_HCC515_24H:BRD-K19876534:3.33,PCLB002_HCC515_24H:BRD-K19876534:1.11,PCLB002_HCC515_24H:BRD-K19876534:0.37,PCLB002_HCC515_24H:BRD-K19876534:0.12,PCLB002_HCC515_24H:BRD-K19876534:0.04,PCLB002_HEPG2_24H:BRD-K19876534:10,PCLB002_HEPG2_24H:BRD-K19876534:3.33,PCLB002_HEPG2_24H:BRD-K19876534:1.11,PCLB002_HEPG2_24H:BRD-K19876534:0.37,PCLB002_HEPG2_24H:BRD-K19876534:0.12,PCLB002_HEPG2_24H:BRD-K19876534:0.04,PCLB002_HT29_24H:BRD-K19876534:10,PCLB002_HT29_24H:BRD-K19876534:3.33,PCLB002_HT29_24H:BRD-K19876534:1.11,PCLB002_HT29_24H:BRD-K19876534:0.37,PCLB002_HT29_24H:BRD-K19876534:0.12,PCLB002_MCF7_24H:BRD-K19876534:10,PCLB002_MCF7_24H:BRD-K19876534:3.33,PCLB002_MCF7_24H:BRD-K19876534:1.11,PCLB002_MCF7_24H:BRD-K19876534:0.37,PCLB002_MCF7_24H:BRD-K19876534:0.12,PCLB002_MCF7_24H:BRD-K19876534:0.04,PCLB002_PC3_24H:BRD-K19876534:10,PCLB002_PC3_24H:BRD-K19876534:3.33,PCLB002_PC3_24H:BRD-K19876534:1.11,PCLB002_PC3_24H:BRD-K19876534:0.37,PCLB002_PC3_24H:BRD-K19876534:0.12,PCLB002_PC3_24H:BRD-K19876534:0.04
5720,-0.80684864521,-1.55393636227,-1.98745012283,-0.967403173447,-0.110882341862,-0.591830611229,-0.911650359631,-0.408022940159,-1.69030725956,-0.422111868858,-1.89782333374,0.0676497817039,-0.504282355309,0.104436054826,-0.917806327343,-0.957871794701,-0.38425001502,0.0865258276463,-1.70839238167,0.161549985409,-2.65371441841,-0.861760497093,-0.556678235531,-0.570450901985,-0.368213891983,-0.840299963951,-2.94083690643,-1.08778452873,-0.195479542017,-0.901125788689,-0.310619771481,-0.0366920828819,-1.34696245193,-0.350371479988,1.40309989452,0.0837452113628,0.617121875286,-0.0189999938011,-1.81703090668,-0.479938149452,0.422636628151,-0.600904166698,-0.296180099249,-0.415087819099,-1.2998354435,-1.14790594578,0.583538353443,0.10787627846,0.108745008707,-1.5951590538,-1.28138375282,-0.00524999201298,0.447765529156,-0.485101014376,-0.347400009632,-0.971664786339,-0.58499443531,0.593790888786,0.102448523045,-0.130787327886,-0.298350006342
466,0.346662074327,-0.439294815063,-0.195050001144,-0.476539969444,0.960854530334,-0.0514377765357,-2.71134066582,-2.22060012817,-0.203164577484,-1.69109272957,-0.399468064308,0.548879265785,-0.204948693514,1.04622042179,-0.595875859261,0.116639435291,0.296849966049,-0.847133338451,-0.120467841625,0.478900015354,-1.20127403736,-0.489872992039,-0.462314039469,0.125734731555,0.190314352512,-0.312300026417,-2.27592802048,-0.342915296555,-0.862267136574,-0.775121808052,0.148875877261,0.325232118368,0.341923743486,0.687946438789,-0.311350017786,-0.0452586263418,1.62644839287,-0.708750009537,-0.710519313812,-0.0215170681477,-0.509380280972,-0.918341219425,0.251424461603,-0.22180724144,-1.02457201481,-0.697469294071,0.117467820644,-0.27251291275,-0.18487149477,-0.458842873573,-1.16278982162,0.75284999609,0.435480922461,0.738812446594,-1.03699994087,-0.639437139034,0.25388532877,0.177178889513,0.29927816987,-0.421111941338,1.23039996624
6009,0.88580518961,0.550566792488,0.218099981546,1.22038567066,0.733484148979,-0.153864234686,1.51426935196,0.99497795105,0.306200861931,1.72271668911,0.410311698914,0.0444585382938,0.145779415965,-0.899106025696,0.0144705399871,-0.126450687647,-0.0957499966025,-0.143122553825,0.112218901515,1.65869998932,1.07627010345,0.110578507185,-0.580874741077,-0.44531711936,-0.667848110199,1.28515005112,0.594893276691,0.280574709177,-1.34057962894,-0.367493093014,0.039013504982,0.0434391349554,1.12458300591,-0.632195591927,-0.414600014687,0.209987804294,-0.346827656031,0.535300016403,-0.449313730001,0.6332244277,0.0485698878765,-0.833142757416,-0.695398449898,-0.718563258648,0.0299567952752,1.44116234779,0.376087278128,-0.762507081032,-0.0763817429543,0.637660086155,1.98849821091,-0.628700017929,-0.649740576744,-0.355960160494,0.0,-0.0776383131742,1.18846774101,-0.285506039858,-0.556245684624,-1.66089034081,0.23449999094
2309,1.12487387657,-0.429872274399,2.49879980087,1.24530160427,0.0417790710926,-1.52233171463,-0.207297384739,0.244306981564,1.22196340561,0.0271650105715,-0.989297688007,-0.0425782725215,1.81984770298,0.0301157385111,2.80015397072,0.610872149467,0.270500004292,0.62041670084,-0.207468599081,0.211600005627,4.52744674683,5.04267120361,0.772190034389,1.13774549961,0.493964016438,-0.945900022984,0.313215762377,0.284366428852,0.0367656499147,1.47433078289,0.362621963024,-0.345810770988,0.265870243311,1.00474834442,-0.165300011635,0.18717956543,0.0173872075975,-0.0778499990702,0.711920678616,0.415122866631,-0.72162258625,-0.178828924894,0.0679570883512,-1.41196632385,-2.46473860741,0.262476861477,0.857935130596,-1.21317720413,-1.2382133007,0.634614229202,-2.41735482216,-0.031300008297,-0.90367937088,-1.36294031143,-1.92719995975,2.45417308807,0.479712277651,-0.175327330828,-0.550060272217,0.383406788111,0.010099992156
387,0.605685591698,1.3800868988,0.808449983597,1.41597223282,0.424110651016,-0.0625433921814,0.657186090946,1.15131175518,-0.442685961723,1.48882710934,0.278403162956,1.48774731159,0.069984652102,-0.139728814363,-0.358874112368,0.572658538818,0.653600037098,0.100035518408,0.0847903192043,0.685350000858,-0.0917636156082,0.260519176722,0.254449695349,0.243244051933,1.01587510109,-0.189099997282,-0.715640246868,-2.010668993,0.0929625332355,-1.33231592178,-0.130387738347,-0.119612723589,0.897108376026,0.929961442947,-1.21280002594,1.46305727959,0.503579437733,1.31040000916,-0.503400802612,0.437588751316,0.165391549468,-1.23667371273,-0.262954562902,-0.899959802628,-1.01761317253,0.0388538017869,2.01780700684,0.187035351992,1.34648752213,0.465258866549,2.31808304787,-0.901700019836,0.258963942528,0.563883543015,-0.408899992704,-0.786294579506,0.311441242695,-0.155209958553,-3.89169454575,-0.807256221771,0.807500004768
3553,0.234569236636,-0.0165159702301,-0.438149988651,0.335877358913,-0.344455868006,0.171021193266,0.445963978767,0.054633051157,-1.05196475983,-0.633335471153,0.168215095997,-0.373734652996,0.419993281364,-0.187231585383,0.49312838912,-0.0928221791983,-0.436300009489,0.260785162449,-0.0732119753957,-0.390950024128,0.948823809624,-0.257314443588,-0.181189328432,-0.0873018801212,0.365018963814,-0.769149959087,6.95987033844,0.683299183846,4.86604166031,-0.954895734787,0.022678643465,-0.212388813496,1.39126682281,0.593583345413,-2.0735001564,-0.0910575315356,0.167737871408,-0.432799994946,1.47371828556,0.721552908421,1.80545461178,1.86758208275,1.81249976158,2.85286068916,1.58709192276,1.01751565933,-0.315240472555,-0.123755246401,0.0412176400423,-0.178371533751,0.562334418297,-0.224700003862,-0.761685848236,-0.686456978321,-1.39900004864,0.828281879425,0.825693130493,1.30105900764,-0.0308218300343,0.35972365737,-0.0582999885082
427,-0.495851874352,-1.26398849487,-0.931900024414,-1.03602063656,-0.184577316046,-0.587656915188,0.889898061752,-0.224228560925,-1.10532009602,-1.07337415218,-1.25173544884,-1.05190420151,0.140139311552,2.01949834824,-0.655589580536,-0.146463617682,-1.19885003567,-0.639727056026,-0.407160758972,-1.33060002327,-1.0220105648,-0.545508742332,-0.301087886095,0.211687102914,-0.120312891901,-0.123250007629,-0.420713245869,-0.347836464643,-0.0609395056963,-0.0453764982522,0.517629444599,0.492423892021,0.234319865704,0.789419412613,-0.218050003052,0.578994452953,0.118222422898,-0.807799994946,-1.63877785206,-0.989997386932,1.45900785923,-0.154432713985,-0.0658366084099,-0.121176153421,-1.68284797668,0.477705270052,0.623016774654,1.79472506046,0.00102536007762,-2.60411119461,0.356040179729,0.49485000968,0.276093542576,0.611746370792,1.70290005207,-1.70535957813,0.918038725853,0.851062357426,0.0487116575241,-2.47547149658,-1.84959995747
5898,1.91374802589,1.47182130814,1.56134998798,1.31675171852,2.37556695938,1.61779356003,2.40066099167,0.933430254459,-1.00064182281,-0.459313094616,0.856443047523,0.430419802666,-0.140920221806,0.257807195187,3.24754428864,0.0985810160637,-0.756449997425,-1.39138329029,-0.0494692623615,-1.62594997883,0.879435896873,-0.458709657192,-0.652960538864,-1.02614319324,-0.402889728546,0.288049995899,3.82408237457,-0.00458681583405,-0.778230071068,-1.48191833496,-0.202646419406,-0.625306963921,0.959557175636,-0.0602500289679,-1.67685008049,-0.751162528992,-0.761623501778,-0.627950012684,2.43279743195,0.791056871414,-1.0991050005,-0.47224509716,-0.126961529255,-1.92747402191,3.86249351501,0.845348477364,-0.0371865034103,-0.817303299904,0.154537290335,0.564235210419,0.0884947776794,-0.806249976158,-1.10781705379,-0.607634544373,-1.03569996357,0.595192193985,0.920336306095,-0.70406806469,-0.764537394047,0.236746773124,-0.414349973202
23365,0.542819142342,2.13313269615,0.125950008631,0.849966347218,0.782042622566,-0.399569094181,-0.0196610689163,-0.27402150631,-0.66339468956,-0.172749906778,-0.624975681305,0.0645381212234,0.41105273366,0.506348967552,0.175883427262,-1.10866260529,0.0350499898195,1.0993103981,0.35313436389,-0.979499995708,-0.384979784489,-0.331364005804,-0.02664321661,-0.0324091315269,0.621325969696,0.516550004482,-0.0961180925369,0.337703794241,-0.208239987493,0.116998568177,0.462920695543,0.706090092659,0.0578794181347,0.938710451126,0.0783499926329,0.367319345474,-0.452855288982,0.970449984074,-0.897424340248,-0.0322312191129,-0.533938705921,-1.85424232483,-0.0507280230522,-0.361453860998,-0.896416187286,0.522076368332,0.72058737278,-0.505945324898,0.167986452579,-0.00619419664145,-0.194383978844,0.247349992394,0.510804951191,-0.34007447958,0.192000001669,-0.515197575092,0.22627928853,-0.625523507595,0.558591663837,-0.552271842957,-0.384100019932
6657,-0.150674641132,0.275790959597,-1.01094996929,-0.494594454765,-0.691056728363,-0.714309692383,-0.220839202404,0.874909937382,0.574292361736,-0.600984454155,-0.333961039782,-0.310517013073,-0.159695699811,-0.61648774147,-2.07305765152,-1.02252531052,-0.230250000954,0.505234479904,0.69592577219,0.121449992061,-0.234053015709,-0.345016896725,-1.3315372467,0.391908973455,-0.504410266876,0.294500023127,2.98984766006,0.334931671619,0.871927082539,-0.036754488945,-0.185103774071,-1.04657077789,-1.63606095314,-0.905027270317,0.50284999609,0.308456420898,0.19681507349,-0.0854000151157,-0.315787196159,0.0910616517067,0.321827203035,0.717715263367,1.05290818214,3.2209353447,0.370122969151,-0.0779694914818,0.469278693199,0.859993934631,0.25388482213,-0.524069786072,-0.332375943661,-1.2594499588,-0.963216125965,0.155074477196,-1.00419998169,0.465331792831,0.639075040817,0.499991476536,0.154990792274,-0.582183539867,0.401600003242
