rid,CPC001_HA1E_6H:BRD-K87932577-001-01-6:10,CPC001_HA1E_6H:BRD-K31268420-001-01-1:10,CPC001_HA1E_24H:BRD-K87932577-001-01-6:10,CPC001_HA1E_24H:BRD-K31268420-001-01-1:10,CPC001_HCC515_6H:BRD-K87932577-001-01-6:10,CPC001_HCC515_6H:BRD-K31268420-001-01-1:10,CPC001_HCC515_24H:BRD-K87932577-001-01-6:10,CPC001_HCC515_24H:BRD-K31268420-001-01-1:10,CPC001_PC3_6H:BRD-K87932577-001-01-6:10,CPC001_PC3_6H:BRD-K31268420-001-01-1:10,CPC001_PC3_24H:BRD-K87932577-001-01-6:10,CPC001_PC3_24H:BRD-K31268420-001-01-1:10,CPC001_VCAP_6H:BRD-K87932577-001-01-6:10,CPC001_VCAP_6H:BRD-K31268420-001-01-1:10,CPC001_VCAP_24H:BRD-K87932577-001-01-6:10,CPC001_VCAP_24H:BRD-K31268420-001-01-1:10,CPC017_A375_6H:BRD-K31268420-001-01-1:10,CPC017_A375_6H:BRD-K87932577-001-01-6:10,CPC017_A549_6H:BRD-K31268420-001-01-1:10,CPC017_A549_6H:BRD-K87932577-001-01-6:10,CPC017_A549_24H:BRD-K31268420-001-01-1:10,CPC017_A549_24H:BRD-K87932577-001-01-6:10,CPC017_ASC_24H:BRD-K31268420-001-01-1:10,CPC017_ASC_24H:BRD-K87932577-001-01-6:10,CPC017_HEPG2_6H:BRD-K31268420-001-01-1:10,CPC017_HEPG2_6H:BRD-K87932577-001-01-6:10,CPC017_HT29_6H:BRD-K31268420-001-01-1:10,CPC017_HT29_6H:BRD-K87932577-001-01-6:10,CPC017_MCF7_6H:BRD-K31268420-001-01-1:10,CPC017_MCF7_6H:BRD-K87932577-001-01-6:10,CPC017_MCF7_24H:BRD-K31268420-001-01-1:10,CPC017_MCF7_24H:BRD-K87932577-001-01-6:10,CPC017_NPC_24H:BRD-K31268420-001-01-1:10,CPC017_NPC_24H:BRD-K87932577-001-01-6:10,CPC017_PHH_24H:BRD-K31268420-001-01-1:10,CPC017_PHH_24H:BRD-K87932577-001-01-6:10,CPC017_SKB_24H:BRD-K31268420-001-01-1:10,CPC017_SKB_24H:BRD-K87932577-001-01-6:10
5720,0.658329665661,-0.713999629021,-0.32906255126,-1.17579102516,-0.371800005436,0.801999986172,0.6610648036,-6.02424192429,0.912169933319,-1.7046918869,0.462917864323,-1.39188337326,-0.0371291078627,-0.865907549858,-0.418531775475,-0.730779290199,0.497050046921,0.800395727158,-0.780467152596,-0.627754807472,0.980820894241,0.178369671106,0.721929430962,-0.111134827137,0.0558032393456,0.458812773228,-0.315677076578,0.997342944145,-0.248869404197,-1.51108634472,0.0114385392517,1.33329868317,-1.08895242214,-0.860964179039,1.00803732872,-0.0886075124145,0.120750010014,-1.47305011749
466,0.369449138641,-1.35800123215,-0.238998740911,-2.25036931038,-1.0231000185,-0.344850003719,-0.742578148842,-0.0112719088793,-0.269682407379,-4.35127210617,-1.70454525948,-1.23941969872,0.103231616318,-1.22177505493,-0.218643173575,0.206740170717,-0.102185845375,-0.203410938382,-0.709774553776,-1.10558581352,0.110324725509,0.347359657288,-0.0244809910655,0.541070520878,0.0672208070755,0.555086195469,0.0129683930427,-1.23780715466,-0.787973225117,-1.34019899368,0.0265520773828,0.774891793728,0.795574069023,-0.324446022511,0.369449496269,-0.270523399115,-0.0906999707222,0.623450040817
6009,0.472794264555,0.414779543877,-0.107853159308,-0.292609512806,-0.975650012493,-0.207149982452,-0.340781033039,1.43495249748,0.923495650291,1.90111708641,-0.0886234492064,0.314924746752,0.563593804836,0.788999974728,0.376865595579,0.759100437164,0.612626492977,0.310550957918,0.650559842587,-1.33248972893,0.230280280113,0.207726955414,0.102567873895,-0.246183007956,0.322958767414,-1.12119114399,0.137255787849,-0.244552835822,-1.03476190567,1.92167294025,-0.381228685379,0.370222479105,-0.313217997551,0.278160989285,-0.475671112537,0.541374087334,-0.470799982548,-0.437849998474
2309,-0.925520122051,0.26759159565,0.817074894905,0.736249923706,-1.24709999561,0.421550035477,-0.648783922195,1.07389700413,-1.02249205112,1.16297256947,0.97107976675,0.964734435081,-0.645224869251,-0.568978369236,-0.8858076334,-0.708502411842,-0.346353143454,1.20605826378,1.10149312019,-0.0857550278306,-0.435168862343,0.245930552483,-1.05417501926,-0.122176036239,0.19864718616,-0.083542957902,0.0222658030689,-0.227230995893,0.854489028454,0.203585207462,0.488515079021,-0.412824958563,-0.708205580711,-0.352788895369,-1.36805105209,0.424859136343,-0.215599998832,0.0285499989986
387,0.279791355133,-0.832421183586,0.743446111679,-0.291528731585,-0.384450018406,-1.00360000134,-0.388051599264,0.496826350689,0.0416460037231,3.10370111465,1.17148554325,2.06543397903,1.06010580063,1.16337656975,0.417163074017,0.98283970356,0.298452883959,0.720822989941,2.176674366,-0.658811450005,0.108858667314,0.559463560581,-0.0841027349234,-0.31972938776,0.242651462555,0.491479128599,1.07064974308,0.0982324182987,0.309844017029,1.86027789116,-1.01618885994,0.570023596287,-0.846983015537,0.133798986673,-1.22458302975,-0.183735817671,-3.54700016975,-0.321799993515
3553,-0.327844202518,-0.013744533062,0.339757204056,0.227737799287,-0.577199995518,-0.955000042915,-0.683809995651,1.68812704086,0.947807431221,0.920460283756,1.96051192284,0.44703412056,-0.42177888751,-0.0833820924163,0.0688910186291,-0.20052446425,-0.524330735207,-0.699018239975,-0.799297630787,1.56741142273,-0.502666652203,-0.268419355154,0.593167543411,0.437799811363,-0.152677953243,0.273910284042,-0.649066507816,-0.507952451706,0.541481733322,1.3742429018,0.294549286366,0.794296264648,-0.510861158371,0.189734384418,-0.0977498218417,-0.613636493683,2.19939994812,-0.192500010133
427,-0.0941311717033,-0.813723027706,0.637239694595,-0.340333789587,-0.440949976444,-1.21375000477,-0.538756608963,-0.120396584272,1.3026753664,-1.62783098221,-0.190289288759,-0.879128575325,-0.110335290432,-0.659956216812,-0.095957569778,-0.842342734337,-0.715721726418,-0.408067882061,-0.1564052701,-1.14095985889,-0.112666904926,0.504567682743,-1.30724895,0.17758077383,-0.627989768982,0.584571957588,-0.0539183914661,-0.298664957285,-0.127460584044,-0.452863752842,-0.553929328918,1.27820062637,0.148157447577,0.220693096519,0.777349591255,-0.900526702404,-0.263350009918,0.37444999814
5898,1.14777588844,0.277707964182,-0.0785329639912,-0.891817450523,-1.06145000458,-1.21214997768,-1.17189908028,1.52006328106,-0.121010497212,-0.17751608789,-1.82750582695,-1.31238794327,-0.65685403347,-0.407354652882,-0.131951630116,-1.42520928383,0.157013982534,-0.907655000687,-0.103499919176,-0.652287244797,-0.149897247553,0.159220337868,-1.09218537807,-0.328624516726,0.0802349895239,-0.659940600395,-2.51274442673,0.177829712629,-0.276765853167,-0.276597827673,-1.25292813778,0.493802309036,-0.175422012806,-0.399171411991,0.244857922196,0.0723988264799,1.15599989891,-0.396499991417
23365,0.596437692642,-0.273576676846,0.62206274271,-0.563777863979,0.465349972248,-1.66314995289,1.00808024406,-0.558660328388,-0.653407335281,1.41438961029,0.380663156509,0.446198195219,1.11654603481,0.590288579464,0.0521859303117,-1.21274292469,-0.532324790955,0.362528264523,1.68389201164,-0.531508922577,-0.213916450739,-0.657386422157,-0.463720113039,0.377711594105,0.532799422741,-0.561483740807,-1.0316478014,-0.7922295928,0.454622268677,-0.386625468731,-0.811071693897,0.10881087929,0.0994868278503,0.21928113699,-0.709630966187,-0.67846673727,0.691449999809,0.415200024843
6657,-0.883672833443,0.410314828157,0.742655694485,1.67771244049,-1.88594996929,-0.133050009608,-0.579129457474,-0.244022279978,1.04188966751,-0.055970273912,-0.0277620106936,0.649238944054,0.190293699503,1.08369231224,0.137286663055,-0.0458064265549,-0.620802879333,0.266084462404,-1.1367636919,1.02515399456,-0.511811494827,-1.14278829098,0.371342808008,0.713670492172,-0.229576662183,-0.0818923562765,-0.44259095192,-0.535890698433,-0.569426596165,0.247636467218,0.531705856323,0.607730567455,-0.397857785225,0.239061534405,-0.486040055752,-0.754692554474,0.504600048065,0.181499987841
