rid,CPC003_HA1E_6H:BRD-K63089472-001-02-7:10,CPC003_HA1E_24H:BRD-K63089472-001-02-7:10,CPC003_HCC515_6H:BRD-K63089472-001-02-7:10,CPC003_HCC515_24H:BRD-K63089472-001-02-7:10,CPC003_PC3_6H:BRD-K63089472-001-02-7:10,CPC003_PC3_24H:BRD-K63089472-001-02-7:10,CPC003_VCAP_6H:BRD-K63089472-001-02-7:10,CPC003_VCAP_24H:BRD-K63089472-001-02-7:10,CPC018_A375_6H:BRD-K63089472-001-03-5:10,CPC018_A549_6H:BRD-K63089472-001-03-5:10,CPC018_A549_24H:BRD-K63089472-001-03-5:10,CPC018_ASC_24H:BRD-K63089472-001-03-5:10,CPC018_HEPG2_6H:BRD-K63089472-001-03-5:10,CPC018_HT29_6H:BRD-K63089472-001-03-5:10,CPC018_MCF7_6H:BRD-K63089472-001-03-5:10,CPC018_MCF7_24H:BRD-K63089472-001-03-5:10,CPC018_NPC_24H:BRD-K63089472-001-03-5:10,CPC018_PHH_24H:BRD-K63089472-001-03-5:10,CPC018_SKB_24H:BRD-K63089472-001-03-5:10,NMH002_FIBRNPC_24H:BRD-K63089472-001-04-3:10,NMH002_FIBRNPC_6H:BRD-K63089472-001-04-3:10,NMH002_NEU_6H:BRD-K63089472-001-04-3:10,NMH002_NEU_24H:BRD-K63089472-001-04-3:10,NMH002_NPC_6H:BRD-K63089472-001-04-3:10,NMH002_NPC_24H:BRD-K63089472-001-04-3:10
5720,0.75695002079,-0.0896654129028,-0.0367767736316,0.583967685699,-0.196926191449,-0.41284263134,-0.114907339215,0.392049998045,0.529512643814,1.03938138485,1.39409995079,-0.158586233854,0.944352030754,1.22766637802,-0.135066658258,0.555348992348,-0.114475056529,1.35393619537,-0.456066668034,-0.0727792084217,0.204145073891,0.0381864458323,0.481589525938,-0.193636626005,0.598976433277
466,1.2771999836,0.373339384794,-0.90932738781,0.533430933952,0.687275767326,0.814412415028,-0.537255465984,0.631049990654,0.467772126198,0.879334807396,0.206700026989,-1.03056371212,0.59831237793,0.948304712772,0.0115000009537,0.84014415741,-0.956101953983,-0.000795064494014,-0.723533332348,0.277576327324,1.05650448799,0.212046191096,-1.24797487259,0.390156149864,0.379660636187
6009,0.774150013924,0.327185362577,0.0941513627768,0.426816403866,-0.100354395807,0.0800106227398,-0.121226638556,-0.10474999994,0.662905275822,0.0445614866912,0.699600040913,0.197549283504,0.568162322044,0.715751290321,-0.279133349657,1.18190789223,0.651770889759,-0.59659320116,-0.111466616392,-0.156675875187,-0.270000517368,-0.707039892673,0.566785633564,-0.317125082016,-0.267126739025
2309,-0.531399965286,-0.195115715265,-0.268046945333,0.0290293693542,-0.0508684068918,-1.7566665411,1.21279716492,-0.0806500092149,0.250829011202,0.798728525639,0.674199938774,0.210024163127,-1.69023966789,0.143125295639,-0.0611000061035,0.629982352257,1.05271649361,-0.837040305138,-0.283766657114,-0.272515714169,0.168571427464,0.94746863842,0.294825553894,0.494064480066,0.258247792721
387,0.112350001931,1.58875656128,0.0576344504952,0.879969000816,0.235106021166,0.856576025486,0.826363146305,1.17700004578,0.682844102383,0.573369503021,-0.557850003242,0.573294758797,-0.0159088335931,0.246719866991,-0.416033327579,0.164964720607,0.88693356514,-0.473306238651,-0.15000000596,0.0435523092747,0.304044634104,1.12991261482,0.711746871471,0.603024840355,0.113092929125
3553,-0.671800017357,-0.0715382695198,-0.620840668678,0.207044348121,-0.396033227444,-0.172068104148,-0.0920903533697,-0.86669999361,-0.30976703763,-0.5623742342,-0.378600001335,-0.722223162651,-0.134132564068,-1.1641677618,0.645833432674,-0.30599540472,0.0194933712482,-0.564107596874,0.157533332705,0.0925379097462,-1.14488101006,-0.300384581089,-0.426399827003,-0.521353602409,-0.382570058107
427,0.414900004864,0.376520097256,-0.981095612049,-2.08860826492,0.202238723636,1.08430016041,0.233560696244,0.15815000236,-0.65970146656,0.659480035305,-0.809700012207,-1.48778998852,0.287569820881,-0.501635432243,0.688933372498,-0.0309881567955,-0.792928934097,1.19939684868,0.162000015378,-1.19013810158,0.608925998211,6.89310026169,-0.98205280304,0.645453214645,-0.0813580825925
5898,0.586349964142,-1.04922699928,-0.537863254547,-0.0120016187429,-0.704629302025,-0.295461416245,-0.793128728867,-0.168800026178,0.0388603024185,-0.710022211075,-1.19464993477,-0.578459084034,-0.626691937447,0.643078744411,-0.207533329725,-0.635568380356,-1.24747824669,-1.76396036148,-0.255800008774,0.20252519846,1.00333619118,-0.413340657949,-1.86349081993,0.0818335413933,0.200478538871
23365,0.39770001173,0.0238232016563,-0.277152180672,0.418625771999,0.626762330532,-0.647762835026,-0.232728093863,0.833349943161,-0.37993901968,-0.971164524555,-0.47104999423,0.339418143034,0.158024758101,0.189198404551,-0.362133324146,4.22512054443,-0.866890370846,-0.578845262527,0.518633365631,0.207476332784,0.226845979691,-0.299247473478,0.620746552944,0.873619019985,1.36267495155
6657,-0.537599980831,-0.363692879677,-0.483159393072,1.04527640343,-0.878420233727,-0.0912636145949,0.121545791626,-1.28079998493,-0.619936347008,-0.507294714451,0.0867500156164,-0.694566130638,-0.574150204659,0.496898919344,0.0912999808788,0.270087629557,1.0943133831,-0.398061752319,0.39726665616,-0.238405957818,-0.998866140842,1.07317245007,1.38891279697,0.695858001709,0.843780875206
5054,0.883749961853,0.223462343216,0.599474549294,0.405403763056,0.798471331596,0.977328717709,-0.429848253727,1.10269999504,0.92772090435,1.28727257252,-0.676399946213,-0.195826232433,0.094885841012,-0.323310494423,-0.330266714096,-0.414014041424,0.315289348364,0.0958339124918,0.06463329494,-0.211519271135,0.616962254047,-0.688669145107,-0.673681974411,-0.337638199329,0.525860130787
3108,-0.840499997139,-0.381781995296,-0.281905740499,0.555798351765,-0.0544906258583,-0.295417666435,0.37226587534,0.701099991798,0.656249284744,0.138049528003,-0.639899969101,1.53828585148,-0.654266655445,0.728436589241,-0.488766670227,0.13388133049,6.87917089462,4.90602588654,3.62846684456,-0.947093248367,0.241597890854,-0.291119873524,-0.77376294136,-0.326085835695,-0.542686700821
1950,-0.113799996674,0.673187673092,-1.02681148052,-0.812423706055,-0.427342832088,0.376934111118,0.0249385014176,-0.709649980068,0.0320669412613,-0.415893822908,0.671299993992,-0.229150399566,-0.274264931679,0.947382211685,0.539000034332,0.296410232782,0.146077230573,1.35483813286,0.140499979258,-0.183202475309,-0.930941641331,-0.124759450555,-2.03994894028,-0.434722155333,-0.557782411575
351,-0.246199995279,-0.208080634475,-0.0616577714682,-0.374652653933,-0.0210165530443,0.103919997811,-1.23700046539,-0.243499994278,0.193218007684,-0.944466590881,-1.04449999332,-1.96697568893,-0.519392609596,-0.395334005356,0.154400005937,-0.603874266148,-0.355368793011,-0.145909398794,-0.13736666739,-0.168578445911,0.813507080078,0.318664908409,0.26925727725,-0.194893926382,-1.72072720528
