rid,CPC006_A375_6H:BRD-A12230535-001-02-6:44.4,CPC006_A375_24H:BRD-A12230535-001-02-6:44.4,CPC006_A549_6H:BRD-A12230535-001-02-6:44.4,CPC006_A549_24H:BRD-A12230535-001-02-6:44.4,CPC006_A673_6H:BRD-A12230535-001-02-6:44.4,CPC006_AGS_6H:BRD-A12230535-001-02-6:44.4,CPC006_CL34_6H:BRD-A12230535-001-02-6:44.4,CPC006_CORL23_6H:BRD-A12230535-001-02-6:44.4,CPC006_COV644_6H:BRD-A12230535-001-02-6:44.4,CPC006_DV90_6H:BRD-A12230535-001-02-6:44.4,CPC006_EFO27_6H:BRD-A12230535-001-02-6:44.4,CPC006_HA1E_6H:BRD-A12230535-001-02-6:44.4,CPC006_HA1E_24H:BRD-A12230535-001-02-6:44.4,CPC006_HCC15_6H:BRD-A12230535-001-02-6:44.4,CPC006_HCC515_6H:BRD-A12230535-001-02-6:44.4,CPC006_HCC515_24H:BRD-A12230535-001-02-6:44.4,CPC006_HCT116_6H:BRD-A12230535-001-02-6:44.4,CPC006_HEC108_6H:BRD-A12230535-001-02-6:44.4,CPC006_HEPG2_6H:BRD-A12230535-001-02-6:44.4,CPC006_HT115_6H:BRD-A12230535-001-02-6:44.4,CPC006_HT29_6H:BRD-A12230535-001-02-6:44.4,CPC006_HT29_24H:BRD-A12230535-001-02-6:44.4,CPC006_JHUEM2_6H:BRD-A12230535-001-02-6:44.4,CPC006_LOVO_6H:BRD-A12230535-001-02-6:44.4,CPC006_MCF7_6H:BRD-A12230535-001-02-6:44.4,CPC006_MCF7_24H:BRD-A12230535-001-02-6:44.4,CPC006_MDST8_6H:BRD-A12230535-001-02-6:44.4,CPC006_NCIH1694_6H:BRD-A12230535-001-02-6:44.4,CPC006_NCIH1836_6H:BRD-A12230535-001-02-6:44.4,CPC006_NCIH2073_6H:BRD-A12230535-001-02-6:44.4,CPC006_NCIH508_6H:BRD-A12230535-001-02-6:44.4,CPC006_NCIH596_6H:BRD-A12230535-001-02-6:44.4,CPC006_NOMO1_6H:BRD-A12230535-001-02-6:44.4,CPC006_OV7_6H:BRD-A12230535-001-02-6:44.4,CPC006_PC3_6H:BRD-A12230535-001-02-6:44.4,CPC006_PC3_24H:BRD-A12230535-001-02-6:44.4,CPC006_PL21_6H:BRD-A12230535-001-02-6:44.4,CPC006_RMGI_6H:BRD-A12230535-001-02-6:44.4,CPC006_RMUGS_6H:BRD-A12230535-001-02-6:44.4,CPC006_SKLU1_6H:BRD-A12230535-001-02-6:44.4,CPC006_SKM1_6H:BRD-A12230535-001-02-6:44.4,CPC006_SKMEL1_6H:BRD-A12230535-001-02-6:44.4,CPC006_SKMEL28_6H:BRD-A12230535-001-02-6:44.4,CPC006_SNGM_6H:BRD-A12230535-001-02-6:44.4,CPC006_SNU1040_6H:BRD-A12230535-001-02-6:44.4,CPC006_SNUC4_6H:BRD-A12230535-001-02-6:44.4,CPC006_SNUC5_6H:BRD-A12230535-001-02-6:44.4,CPC006_SW480_6H:BRD-A12230535-001-02-6:44.4,CPC006_SW620_6H:BRD-A12230535-001-02-6:44.4,CPC006_SW948_6H:BRD-A12230535-001-02-6:44.4,CPC006_T3M10_6H:BRD-A12230535-001-02-6:44.4,CPC006_THP1_6H:BRD-A12230535-001-02-6:44.4,CPC006_TYKNU_6H:BRD-A12230535-001-02-6:44.4,CPC006_U937_6H:BRD-A12230535-001-02-6:44.4,CPC006_VCAP_6H:BRD-A12230535-001-02-6:44.4,CPC006_VCAP_24H:BRD-A12230535-001-02-6:44.4,CPC006_WSUDLCL2_6H:BRD-A12230535-001-02-6:44.4,CPC006_H1299_6H:BRD-A12230535-001-02-6:44.4,CPC006_RKO_6H:BRD-A12230535-001-02-6:44.4
5720,-5.93586587906,-1.8245434761,-3.21300625801,-3.22972989082,-0.435600012541,-0.164050012827,0.371199995279,0.0625,-0.426350057125,0.252250015736,0.261849999428,-1.85861587524,-0.946099996567,0.32104113698,-0.0610555410385,0.0860872268677,0.466950029135,-0.875381171703,-6.22359991074,-0.21439999342,-2.99385094643,0.113057911396,-0.787500023842,0.295949995518,1.42444860935,0.772747337818,-0.778449952602,0.895399987698,1.14125001431,-1.09545004368,0.372099995613,-0.339499980211,-2.95490002632,1.07420003414,-0.309140086174,-0.893062949181,0.375699996948,0.829550027847,1.3724167347,0.0604000017047,0.206599980593,0.5299000144,-0.715649962425,-0.198549985886,-0.176550015807,1.06180000305,-0.295750021935,0.301250010729,0.772650778294,0.649701833725,-0.755750000477,0.212933883071,-0.778149962425,-0.782600045204,0.0835333317518,0.921867668629,0.927150011063,-1.11779999733,0.626549959183
466,-0.299077421427,-2.17749190331,-0.658666908741,-0.671326637268,0.101699978113,0.733500003815,1.00010001659,0.414499998093,0.086050003767,-0.272149980068,0.413349986076,-1.03004789352,-0.819599986076,0.725889623165,0.781572580338,0.182428300381,-1.10440003872,0.15767736733,-0.134100005031,-2.86319994926,0.330383181572,-0.554474949837,-1.2390499115,0.541750013828,0.771608889103,0.766031742096,0.0154500007629,2.52649998665,0.0863000079989,-0.829049944878,1.22930002213,0.119499996305,-1.11995005608,1.03770005703,0.752387881279,0.222252309322,-0.707400023937,-0.780299961567,1.45303881168,0.928550004959,1.27119994164,0.445999979973,0.106550008059,0.274749994278,1.35260009766,0.51289999485,0.114150002599,0.0107999965549,-0.409547150135,0.58949226141,0.493849992752,1.09028601646,-1.1454000473,0.975900053978,0.475821435452,0.698974132538,0.906149983406,0.103699997067,-0.458500027657
6009,-2.47938871384,-4.2221660614,-0.353772222996,-2.29149580002,0.397100001574,0.139199987054,1.60339999199,0.0544500052929,-0.0500000119209,0.196950003505,1.8885999918,-0.749868750572,0.0737000033259,0.258050650358,-0.35649523139,-0.624622762203,1.13199996948,-1.59310138226,-2.0337998867,0.574100017548,0.098042473197,-0.91806435585,1.6958501339,1.13765001297,0.722447454929,-0.130599737167,-0.34604999423,0.601599991322,0.625199973583,0.63354998827,1.02259993553,0.271549999714,-2.96339988708,0.808699965477,0.594505310059,-0.292467415333,1.10810005665,0.115199998021,-0.452345430851,-0.19034999609,0.79139995575,0.212549999356,-0.122399993241,-0.473550021648,-0.594150006771,0.550899982452,0.817849993706,0.491999983788,-0.00654867291451,0.282421529293,-0.840849995613,0.0477392822504,-5.73320007324,0.0192499160767,0.185555592179,1.17654252052,1.18285000324,-0.0485499948263,-0.47879999876
2309,2.9508600235,1.09242129326,0.86025595665,1.14120554924,0.729099988937,-0.232999995351,1.71430003643,0.308699995279,1.41065001488,-0.306100010872,-0.697450041771,0.324552476406,-3.1263999939,0.613358974457,-0.181118384004,-0.908232867718,0.00330000370741,0.392482280731,2.73379993439,-0.549549996853,4.70886516571,1.04754424095,-1.39225006104,-0.386099994183,-1.08874106407,-0.833333671093,0.608700037003,-0.518450081348,1.22900009155,0.0912999808788,-0.612949967384,-0.269050002098,-1.52195000648,-0.517400026321,-0.372725307941,-0.821725487709,-0.0310499966145,-2.11040019989,0.23826149106,-0.665399968624,-0.55144995451,0.766450047493,0.267850011587,0.0925999879837,1.12734997272,-2.06629991531,-1.12709999084,0.0534499883652,0.509743273258,-1.35225510597,-0.617449998856,-0.382756173611,1.43595004082,-0.930950045586,-0.204309955239,-0.679921150208,-0.18559999764,-0.525699973106,0.166749998927
387,-3.73417949677,-1.67852735519,-0.330946564674,-4.0428147316,0.907550036907,1.05130004883,1.2582000494,0.358099997044,-1.98720002174,0.795799970627,2.07945013046,-1.09956681728,-2.18819999695,0.871677398682,0.360195100307,0.296618580818,1.65159988403,-0.590369582176,-3.53909993172,-4.7013502121,0.521201491356,-0.620861887932,1.4836499691,1.21659994125,1.16531777382,0.95793902874,-0.151900008321,1.90059995651,0.588249921799,2.02684998512,0.634249985218,0.462850004435,-1.64245009422,0.467100024223,1.48157811165,0.585042476654,0.668850004673,0.0227000117302,2.01164054871,0.621749997139,0.969699978828,0.600499987602,0.294550001621,1.10115003586,0.970299959183,1.72189998627,1.15374994278,0.498349994421,0.112237237394,0.287818491459,-0.556850016117,0.317669987679,-2.16454982758,2.2515001297,0.0889848172665,0.765380859375,-0.0853499993682,-0.29335001111,0.577600002289
3553,1.68804788589,6.90811634064,0.834510445595,0.762952804565,0.354149997234,-0.239350020885,1.94420003891,0.696799993515,1.80629992485,-1.51080000401,-0.8478500247,2.29015445709,3.18179988861,-0.691285014153,-0.795382380486,-0.0817804187536,-0.353850007057,1.31085216999,3.18109989166,1.20860004425,0.631231665611,-0.580295085907,-0.969200015068,-0.80805003643,-0.155043393373,-0.168198287487,-0.490950018167,3.60489988327,-0.0174500048161,-0.623299956322,0.13599999249,-0.25775000453,1.03824996948,-0.993849992752,0.33378726244,0.0388831868768,-0.972599983215,-0.443450003862,1.13887166977,0.0277500152588,-1.21364998817,-0.506099998951,-0.0654000043869,1.85574996471,1.81775009632,-1.3845000267,-0.236299991608,0.0434000045061,-1.01940977573,-0.953072071075,-0.0976999998093,0.777296423912,1.4509499073,-0.31225001812,-0.46718236804,-0.860715806484,-1.09329998493,0.985799968243,-0.219999998808
427,-0.807320475578,1.2695826292,0.554130375385,1.30497574806,-0.0702999979258,0.28820002079,3.64019989967,1.46379995346,0.43805000186,0.511550009251,-1.53765010834,-0.0385891795158,-0.913100004196,-0.0307857841253,1.2571233511,0.787714004517,-0.708149969578,-0.357325971127,-1.48360002041,1.43244993687,1.83636653423,0.492198288441,1.36800003052,-0.550949990749,1.20012927055,-0.0417135953903,0.00249999761581,2.99730014801,0.293000012636,-1.17620003223,1.24345004559,3.25485014915,0.66069996357,0.334199994802,-0.437045991421,0.576020598412,-0.870050013065,0.253350019455,-0.411086022854,0.563199996948,0.992349982262,0.675650000572,-0.188549995422,0.77294999361,0.293899983168,0.0152000002563,2.59794998169,-0.603699982166,0.0225673764944,-0.214772000909,0.60254997015,0.383191466331,2.06005001068,0.316750019789,0.359830915928,0.127478599548,0.73014998436,-0.37729999423,0.533949971199
5898,1.58753490448,1.21741223335,2.20607042313,1.98634397984,0.217750012875,-0.1888499856,0.321200013161,0.712650001049,0.981949985027,-0.848900020123,0.186999991536,-0.26342228055,-0.889500021935,-0.309787094593,0.0829500854015,-0.423496127129,-0.627199947834,0.000173261389136,2.21449995041,-3.64249992371,0.405941426754,-0.197586029768,-2.35284996033,0.0705500245094,0.197120055556,0.516939640045,-1.38419997692,0.906899988651,0.351449996233,0.233649984002,0.988099992275,-0.591549992561,-1.67960000038,-0.844999969006,-0.511893630028,-0.579789161682,-0.0675999969244,-0.910500049591,-1.26436173916,-0.26700001955,0.105299994349,-1.63300001621,-0.738200008869,0.456250011921,0.319400012493,-0.904100000858,0.484099984169,0.417600005865,0.312669932842,-0.695212423801,-0.580999970436,1.18988478184,-2.62864995003,-0.478650033474,-0.936211109161,-0.763357937336,-0.274399995804,0.118950009346,-0.085450001061
23365,-1.7713599205,-0.156331509352,-1.0737401247,1.01855230331,0.147850006819,1.9388999939,3.22390007973,-0.213699996471,1.49619996548,0.796100020409,0.922100007534,-0.327737480402,-1.41530001163,0.21992482245,0.0372933596373,0.199344009161,-0.466700017452,0.848916232586,4.31209993362,0.325749993324,0.438110172749,0.156658709049,-0.660700023174,-1.19214999676,-0.47782894969,-0.329888701439,0.650849997997,2.57210016251,0.215050041676,1.30730009079,0.522150039673,0.905200004578,1.50630009174,-0.966199994087,0.156893253326,0.396061182022,0.857400000095,0.958100020885,2.60563254356,0.521099984646,-0.486849993467,-0.510400056839,2.04425001144,-1.57260000706,0.507799983025,-0.274100005627,-0.413550019264,0.424400031567,0.286899238825,0.988675653934,0.442299991846,0.170102328062,0.329600036144,0.198599994183,-0.111591756344,-0.594810903072,0.232100009918,1.92234992981,-0.274450004101
6657,0.280533194542,-1.95523321629,-0.417851209641,0.497852355242,-0.303999990225,-0.481199979782,0.770299971104,0.0636500120163,2.33624982834,-0.777949988842,-1.0815500021,-0.533284902573,2.91400003433,-0.892201006413,0.0127817317843,0.506940245628,-0.742200016975,-0.81624430418,3.47849988937,1.41465008259,0.700538575649,-0.336551368237,-1.10554993153,-0.742200016975,0.0142557732761,-0.11176353693,0.0600499995053,2.64744997025,0.774999976158,-1.39590001106,0.257350027561,-0.181499987841,0.217849999666,-1.32494997978,-1.11862826347,-0.00708471983671,-1.12520003319,0.295249998569,1.08230280876,-1.00424993038,-1.19249999523,-0.683850049973,-0.563000023365,1.30065000057,1.96944999695,-1.96490001678,-0.0681000053883,-0.373949974775,0.0747813880444,-0.305107802153,1.19624996185,-0.542575895786,0.818099975586,-1.19924998283,0.318077027798,-1.24107575417,0.0223500058055,-0.0524500012398,-0.338149994612
