rid,CPC009_A375_6H:BRD-A74980173-001-09-3:10,CPC009_A549_6H:BRD-A74980173-001-09-3:10,CPC009_A549_24H:BRD-A74980173-001-09-3:10,CPC009_HA1E_6H:BRD-A74980173-001-09-3:10,CPC009_HCC515_6H:BRD-A74980173-001-09-3:10,CPC009_HEPG2_6H:BRD-A74980173-001-09-3:10,CPC009_HT29_6H:BRD-A74980173-001-09-3:10,CPC009_MCF7_6H:BRD-A74980173-001-09-3:10,CPC009_MCF7_24H:BRD-A74980173-001-09-3:10,CPC009_PC3_6H:BRD-A74980173-001-09-3:10,CPC009_PC3_24H:BRD-A74980173-001-09-3:10,CPC009_VCAP_6H:BRD-A74980173-001-09-3:10,CPC009_VCAP_24H:BRD-A74980173-001-09-3:10,CPD003_MCF7_6H:BRD-A74980173-001-08-5:10,CPD003_MCF7_24H:BRD-A74980173-001-08-5:10,CPD003_PC3_6H:BRD-A74980173-001-08-5:10,CPD003_PC3_24H:BRD-A74980173-001-08-5:10,MUC.CP004_MCF7_6H:BRD-A74980173-001-06-9:10,MUC.CP004_MCF7_6H:BRD-A74980173-001-06-9:3.3333,MUC.CP004_MCF7_6H:BRD-A74980173-001-06-9:1.1111,MUC.CP004_MCF7_6H:BRD-A74980173-001-06-9:0.3704,MUC.CP004_MCF7_24H:BRD-A74980173-001-06-9:10,MUC.CP004_MCF7_24H:BRD-A74980173-001-06-9:3.3333,MUC.CP004_MCF7_24H:BRD-A74980173-001-06-9:1.1111,MUC.CP004_MCF7_24H:BRD-A74980173-001-06-9:0.3704
5720,-0.100295767188,-0.0664614737034,-0.0363999903202,0.573145151138,1.42729997635,0.244705289602,-0.635132193565,-4.88689994812,-1.24434995651,-1.35270702839,-0.698783218861,-0.538417756557,-1.28099155426,0.203899994493,0.513648331165,-1.28226232529,0.414149999619,-1.03774797916,-0.756922125816,-0.528138041496,0.222649440169,-0.740800023079,-0.70015001297,0.267522543669,-0.934457480907
466,-0.850067019463,0.137286067009,1.86345005035,0.4052965343,-0.626999974251,0.457383781672,-0.281406760216,2.45274996758,-0.627000033855,-1.45392012596,0.0561546981335,1.20641565323,-0.5311165452,1.53289997578,-1.87919938564,0.748328745365,-0.321399986744,-0.148885935545,-0.537155807018,1.10823619366,0.675264418125,0.102866709232,-0.299300014973,0.535912871361,0.136622041464
6009,-0.780695676804,-0.844953298569,-0.312150001526,-0.0719006955624,-0.0948999971151,-0.333425462246,-0.0466839969158,-0.210099995136,-1.45939993858,-0.250464618206,-0.999728500843,1.2092641592,-1.89764928818,-0.555000007153,-0.68388569355,-0.133516699076,0.229349970818,-0.889122128487,-0.00363950431347,-0.700497686863,-0.82522726059,-0.182233333588,-0.172899991274,0.651126503944,-0.473589479923
2309,0.777992606163,1.2644302845,-0.849349975586,-1.02399849892,0.198500007391,-0.256079614162,1.29621601105,1.80199992657,3.00474977493,0.396018326283,0.509214699268,-1.09680974483,1.08576703072,0.211799994111,-0.134970545769,0.166664212942,-1.61975002289,-1.48864388466,-1.43291246891,-0.26682344079,-0.807110905647,0.0072999894619,-0.367500007153,0.14810539782,-0.367540150881
387,-0.61706584692,-2.78183698654,1.09265005589,1.34038388729,-2.52900004387,-0.571231603622,-1.39736318588,0.733150005341,1.87085008621,-1.45054984093,-0.862550616264,1.08327972889,-0.777532339096,-0.304800003767,-0.0626168325543,0.792748212814,-0.279799997807,-1.22930431366,-1.28264331818,-0.908078312874,-1.57770419121,-0.260466694832,-0.675000011921,0.812321186066,-0.937812447548
3553,0.372744202614,2.08842563629,-0.980400025845,0.375232547522,0.573199987411,0.440509349108,0.613612771034,5.46409988403,1.25924992561,-0.574969947338,-1.08100688457,-1.19516885281,0.0132293105125,-1.35739994049,-0.425540477037,1.55830478668,-1.15030002594,1.55975806713,0.475248515606,-0.613579690456,0.350635677576,0.788900017738,0.31614997983,-0.578087508678,0.983038187027
427,0.80836135149,-1.13659691811,0.157000005245,1.33023071289,-1.17770004272,-1.1116168499,0.319279044867,2.7569000721,1.87405002117,-0.215539440513,5.7417640686,0.982667148113,0.2856759727,0.473699986935,-0.374112695456,0.564807057381,-1.1794500351,0.0790429711342,5.68939065933,0.902172684669,-0.0270926952362,0.0410667061806,-0.306999981403,0.00584107637405,0.380536317825
5898,-1.42021822929,-1.1193318367,-0.175350010395,0.919320821762,-3.56329989433,-1.0721732378,-1.47627198696,2.38409996033,-1.95210003853,-2.32589173317,-3.42249846458,0.350937157869,-0.952183365822,0.347400009632,-0.350254118443,-0.0521378070116,-1.05914998055,-0.696620821953,0.556789517403,-0.200423419476,-0.0425144210458,-0.358633339405,0.277449995279,-0.322793126106,-0.356058359146
23365,-1.32248973846,0.414581209421,1.06439995766,0.301803708076,-3.01670002937,-1.39103734493,-2.87406635284,4.39919996262,-0.852950036526,-0.255801260471,-1.03445374966,-0.152475342155,-1.29989171028,0.553200006485,0.269695132971,-0.252266407013,0.234799996018,0.309269756079,2.75106930733,3.59919404984,3.51202654839,1.14780008793,-0.30474999547,-0.0731701776385,1.93483543396
6657,1.39272165298,0.443881243467,-0.899199962616,-0.145336583257,1.00360000134,0.201019883156,1.06591153145,4.32964992523,2.77605009079,2.02287101746,0.827396929264,-0.871503710747,0.952247858047,-1.24810004234,0.0665685683489,-0.0719713419676,0.0442500114441,0.976061940193,0.56743055582,-0.325026392937,-0.294984400272,0.286466658115,-0.214800000191,-0.832135260105,1.05461382866
5054,0.142300516367,-2.09057688713,0.139650002122,-2.10883808136,-1.03359997272,-1.47269809246,-0.221900582314,1.12759995461,2.45659995079,-1.48171794415,-0.458685219288,0.295639872551,-0.983595311642,-0.52429997921,0.707612276077,-2.85767221451,-4.03734970093,1.52391946316,0.677708506584,-0.0969648882747,0.598541200161,-0.27530002594,0.107699990273,-0.788336575031,1.62472903728
3108,-0.909835934639,-0.121704265475,-0.0372500009835,-0.0580745264888,0.821399986744,0.634129881859,-0.241391122341,3.34964990616,0.205099999905,1.19870245457,2.23177289963,0.304843902588,1.41304624081,-0.441300004721,-0.113458648324,-1.12005162239,0.891749978065,-1.3866083622,-0.376792371273,-0.528599262238,-0.959430217743,0.00849999859929,0.693050026894,0.0988766402006,1.93714690208
1950,2.12238717079,0.71349209547,0.637549996376,0.646062731743,0.86470001936,0.0225471705198,1.01930356026,3.98780012131,3.49805021286,1.66847324371,2.57638525963,0.00867921113968,1.06095075607,-0.417299985886,0.010212212801,0.454868018627,0.293949991465,0.701615571976,0.475514084101,0.00129164010286,1.78605008125,0.233200013638,-0.107650011778,-0.0799941718578,0.0108819007874
351,0.0538223199546,0.707332670689,0.14050000906,-1.05363178253,0.0,0.879847168922,1.95164394379,1.09205007553,2.27379989624,2.10651469231,2.74814033508,0.290552675724,-0.830951929092,2.6126999855,-0.268453150988,1.12732744217,-1.51639997959,0.541838765144,1.10793590546,0.790662407875,2.01589250565,0.277066677809,0.187749996781,-1.05828213692,1.04870212078
