rid,DOS030_VCAP_6H:BRD-K27429081-001-01-5:5,DOS030_VCAP_24H:BRD-K27429081-001-01-5:5,DOS034_A375_24H:BRD-K27429081-001-01-5:5,DOS034_A549_24H:BRD-K27429081-001-01-5:5,DOS034_HT29_24H:BRD-K27429081-001-01-5:5,DOS034_MCF7_24H:BRD-K27429081-001-01-5:5,DOS034_PC3_24H:BRD-K27429081-001-01-5:5
5720,-0.835716247559,0.609773814678,-0.100600004196,1.44231784344,0.20744997263,0.936169028282,0.181802332401
466,0.69065117836,0.366598457098,-0.514299988747,0.364208340645,0.21684999764,-0.900043487549,0.318490922451
6009,0.526986956596,0.359102249146,-0.108800023794,1.07353210449,0.743799984455,1.60899651051,-0.134127318859
2309,-0.332173347473,0.144370794296,-0.220933333039,0.648555934429,2.12739992142,1.04359984398,-0.440375864506
387,0.482770830393,0.584871530533,-0.425400018692,-0.342510282993,1.18494999409,0.0480168908834,-0.548004209995
3553,-0.792915761471,0.340739399195,0.293699979782,-0.686845064163,-0.527000010014,-0.221489310265,0.471341252327
427,0.198430776596,-0.0716148018837,1.34529995918,0.221203386784,-1.09969997406,-0.505538284779,-0.681970000267
5898,-0.188252300024,0.487940132618,-0.156666651368,-0.849467337132,0.109150007367,-0.727215588093,-1.32674837112
23365,-0.545359134674,-0.597700357437,0.262266695499,-0.510467410088,-0.688050031662,-0.43077775836,4.75257825851
6657,-0.705887198448,0.354793518782,0.360466688871,0.109841391444,-0.612550020218,-0.194633200765,0.477363884449
5054,0.747701942921,2.22038912773,-0.389333307743,-0.0349834263325,0.576150000095,-0.203789651394,0.404349446297
3108,-0.0559490099549,-0.114536032081,0.250433325768,1.40460586548,1.32934999466,1.42239689827,0.174128249288
1950,-0.596428155899,0.301757097244,1.02940011024,0.581528306007,-0.0639999955893,-0.0903124213219,0.782492041588
351,0.665568709373,0.963826417923,-0.0914666652679,-0.257430970669,-0.941300034523,0.38288640976,0.728830337524
4846,-0.366730064154,1.60136914253,-0.0746999979019,0.38536670804,-0.925450026989,-0.330182909966,0.318085849285
1452,0.962057173252,0.565199553967,1.20563340187,-0.614979505539,-1.46099996567,0.923760831356,0.255899727345
4776,-0.316244512796,3.58615064621,0.131500005722,-0.7964605093,-0.169500023127,-0.417599976063,0.99322873354
