rid,DOS013_VCAP_6H:BRD-K14471942-001-01-1:5,DOS013_VCAP_24H:BRD-K14471942-001-01-1:5,DOS040_A375_24H:BRD-K14471942-001-01-1:5,DOS040_HT29_24H:BRD-K14471942-001-01-1:5,DOSBIO001_A375_24H:BRD-K14471942:9.99882,DOSBIO001_A549_24H:BRD-K14471942:9.99882,DOSBIO001_HT29_24H:BRD-K14471942:9.99882,DOSBIO001_MCF7_24H:BRD-K14471942:9.99882,DOSBIO001_PC3_24H:BRD-K14471942:9.99882,DOSBIO001_NEU_24H:BRD-K14471942:9.99882,DOSBIO001_NPC_24H:BRD-K14471942:9.99882
5720,-0.506735861301,1.96820735931,-0.659850001335,-0.106449991465,0.356475800276,0.353329002857,2.53593730927,0.656131982803,-0.137370303273,-0.689749956131,0.390944063663
466,-0.457451730967,1.33597433567,-0.418999999762,-0.965000033379,0.14428254962,-0.679403305054,0.0834041833878,1.19796776772,-1.12525844574,-0.508800029755,-1.56510782242
6009,1.08482885361,0.835068643093,0.448049992323,2.33920001984,-0.104807347059,0.791721701622,-0.513989925385,-0.317070484161,0.362186193466,-1.30350005627,0.154940634966
2309,-0.76873755455,-1.49066376686,0.126699998975,3.26445007324,-0.342141628265,0.491982609034,3.05379843712,1.27162241936,-0.296307325363,-0.0309999994934,1.05055058002
387,-0.759488463402,0.384399414062,-1.09940004349,0.611699998379,-0.340219169855,-0.297377616167,-1.31927371025,0.160180449486,0.356250584126,0.135250002146,0.324728727341
3553,1.70942306519,0.0389263480902,0.0410000011325,-1.13545000553,-0.343096554279,-0.422373980284,0.353553652763,0.685571968555,-0.606304049492,1.41259992123,-0.206503629684
427,0.488558381796,0.250305324793,-1.08280003071,3.40929985046,-0.182268336415,-0.509261310101,-0.512328922749,-0.374716252089,-0.583029508591,0.297899991274,-0.871178269386
5898,0.438199073076,0.435868054628,-0.392300009727,-0.552900016308,-0.254023462534,-0.575877249241,0.0530953407288,0.671129882336,0.417384266853,0.309700012207,0.153725460172
23365,-0.305725395679,-0.382120072842,-0.64050000906,1.24329996109,0.389016598463,0.163946628571,-1.55578005314,-0.766909182072,0.497087478638,-0.19470000267,0.00485962629318
6657,1.51744163036,0.26367610693,-0.0549499988556,-1.81369996071,0.683533370495,0.370177507401,0.587952613831,-0.103711083531,-0.143977954984,-0.945600032806,0.882338345051
5054,0.219911918044,-0.357944458723,-0.099450007081,2.40510010719,-0.540096879005,0.637744784355,-0.332023710012,-0.0209158957005,0.0112305618823,-0.168799981475,-0.212472483516
3108,3.1299290657,-0.308741509914,-0.837900042534,5.78025007248,-0.554481089115,0.801898300648,0.378686726093,-1.11782455444,-0.307274639606,0.413150012493,0.406248033047
1950,1.45256602764,0.559795856476,1.03904998302,1.50119996071,0.659586310387,-0.521005272865,0.49445310235,0.154103651643,-1.14587855339,-0.765100002289,-0.116691879928
351,0.317179620266,-0.111216291785,0.894549965858,-0.432699978352,0.492207199335,-0.38838416338,0.114663057029,-0.151286840439,0.560258984566,-2.86389994621,-0.0848859548569
4846,-2.60018706322,0.0164963081479,1.01839995384,-0.937950015068,-0.450571089983,0.187648832798,0.476679861546,1.81910991669,0.164459511638,1.27129995823,1.90469646454
1452,0.284147143364,0.265045702457,0.617049992085,0.0571499988437,-0.415888994932,-0.27772346139,-0.274174064398,-0.446590393782,-0.0814990624785,-0.858299970627,1.13569462299
4776,0.867736935616,3.68113231659,0.662500023842,-1.17194998264,0.545076191425,-0.608584165573,-0.131655484438,-0.531651377678,0.245541483164,-0.25150001049,0.562809407711
6908,-0.355925291777,-0.716363728046,-0.519200026989,-1.01660001278,-0.25108975172,-0.542639136314,0.576087236404,-0.404680937529,0.678980112076,-0.84475004673,-0.402607858181
672,-1.05670714378,0.138441443443,-2.04185009003,-2.39630007744,-0.112014293671,-0.502246022224,1.00196862221,0.0835026800632,-0.342782080173,-0.805950045586,-0.187018319964
5710,-0.576245725155,-0.363214075565,-0.850349962711,-0.783749997616,0.200771898031,0.444582283497,-1.23122882843,-0.638868093491,0.882525086403,-0.404599994421,-0.329796969891
2115,1.89202404022,0.0636550188065,-0.329400002956,0.43235000968,0.134444802999,0.103109627962,0.3813611269,0.366912722588,-0.606476426125,1.97834992409,1.21271800995
7015,0.842412173748,0.409373044968,0.0240000039339,-0.633100032806,0.293794870377,-0.576842963696,0.335386693478,-0.394789040089,-0.938676655293,-0.0566499829292,-0.164975821972
8726,0.109725631773,0.0155517756939,-0.64050000906,-0.998550057411,-0.796500325203,-0.718242049217,0.341366648674,0.297757387161,0.466226369143,-0.296800017357,-1.10011565685
2185,0.877532601357,0.120729729533,1.11424994469,-1.05264997482,-0.15677292645,-1.85895693302,-0.657809615135,-0.133228227496,-0.509439170361,0.820749998093,-0.524976849556
3315,0.854016840458,0.175898522139,-0.410649985075,-4.16359996796,0.614027738571,0.0639300644398,0.888305366039,-0.600360393524,0.747599840164,-1.3002499342,0.110123634338
5289,1.69090998173,-0.48955604434,-0.222699999809,0.235799998045,0.255619466305,-0.684462249279,-0.725356161594,0.177863895893,0.105186104774,1.01609992981,-0.372776001692
868,-1.78987765312,1.19277858734,-0.172849982977,3.71164989471,0.0414452515543,-0.510437488556,-0.998405754566,1.50655055046,0.388307929039,0.73115003109,0.540957212448
1677,1.5107831955,0.875838518143,0.45039999485,0.577049970627,-0.454617679119,0.0570970550179,-0.662781774998,0.764063417912,0.180926799774,1.37825000286,-0.442027390003
7043,0.862860560417,0.0920322537422,0.14280000329,0.919250011444,0.360758960247,-0.115636751056,-0.689126133919,-0.343796998262,1.35767591,1.83675003052,-0.85431021452
5613,0.234445616603,0.541171431541,0.0894499868155,-0.204400002956,0.816768288612,-1.38024330139,0.20666539669,-0.335181444883,-0.898814558983,0.777250051498,0.786434829235
595,-1.2358891964,0.270312011242,-0.442499995232,2.79430007935,0.246205598116,0.569321990013,-0.671854615211,0.0359470844269,1.30816876888,-1.13600003719,0.201449677348
4793,1.35516726971,0.129395514727,-0.112750001252,2.93009996414,-0.604207038879,0.579951405525,-0.73618721962,0.20954374969,-0.813371241093,0.018649995327,-0.0103885531425
2736,0.417860716581,0.430365085602,-0.215400010347,-1.02775001526,-0.307870835066,0.467470288277,-0.224892407656,-0.246987551451,-0.106359034777,1.43919992447,0.964512348175
5290,0.51763677597,0.661600470543,2.15759992599,-0.404699981213,0.31412088871,-0.896140158176,0.368682593107,-0.710578083992,-0.103736519814,0.496800005436,-0.733727276325
6194,0.676639318466,0.0,-0.172999992967,-0.941250026226,-0.313873946667,0.314147472382,-0.692436277866,-0.505806088448,1.77222716808,-0.875050008297,0.522005081177
1676,0.544138908386,0.950517475605,0.646350026131,-1.55924999714,0.429518520832,0.0245749950409,-0.0994943082333,-0.787093281746,0.528969466686,0.411650002003,0.600041806698
23512,-0.637341141701,-0.478531122208,0.462099999189,-3.59150004387,0.168927937746,0.522667527199,0.925687909126,-0.0454104393721,-1.51012587547,-1.67715001106,-1.28387844563
148022,-0.548079192638,0.489543825388,-0.879800021648,-1.94324994087,-0.0160204768181,-0.247560068965,-0.951183795929,-0.234857439995,-0.0335674807429,0.172949999571,0.334355682135
1906,0.210136324167,0.101897343993,-0.493099987507,-0.703299999237,0.35641682148,-0.840195477009,-1.29418349266,-0.282555520535,-0.542254149914,0.377249985933,0.410339713097
8878,-1.02569758892,-0.0289772339165,0.118399992585,-1.21079993248,-0.286528497934,0.622358441353,-0.097237251699,0.123574674129,-0.338882774115,-0.298999994993,-0.301052927971
3091,0.150386616588,0.405529260635,0.349249988794,-2.84450006485,-0.353037118912,-0.51126074791,-0.244263574481,-1.71496069431,0.494302034378,-0.897149980068,-0.105266332626
5743,0.468364059925,-0.35318389535,0.337899982929,1.8844499588,0.0903610438108,-0.0779749155045,0.180825546384,-0.0920921713114,-0.262577712536,-0.0521500110626,0.391287386417
5321,0.137926414609,0.404028534889,0.315949976444,-0.534999966621,1.37408077717,-0.905964910984,0.800603151321,-0.557933568954,-0.00691080093384,0.307500004768,-0.197410702705
4144,-1.7752597332,-0.346341192722,-0.362599998713,-0.44390001893,-0.0291511118412,-0.0335244834423,-0.137357085943,0.314506441355,-0.766898036003,-1.17289996147,0.0184022635221
1981,0.416076660156,-0.253831356764,0.712650001049,-1.5298999548,-0.651776313782,-0.0722100809216,0.0982028990984,-0.557618498802,0.0842467099428,1.75204992294,2.07500839233
695,-0.549877882004,0.730463147163,-0.454249978065,-0.531100034714,-0.334012508392,1.02564787865,-0.840755462646,0.541789770126,-0.12642672658,-0.312350004911,-0.174243167043
10398,0.299811661243,0.213704809546,0.200749993324,-0.765799999237,0.746220946312,-0.796233475208,0.667823493481,0.356918990612,-0.147776097059,1.08949995041,0.732039451599
5708,-0.556463479996,-1.41915369034,5.61910009384,-1.02629995346,0.368639707565,0.305373340845,-0.359444588423,-0.471283793449,-0.344240128994,-0.409000009298,-0.125246688724
1213,-0.911360144615,-0.88123524189,-0.929500043392,0.834800004959,-0.544279038906,0.365944951773,-1.52052021027,-0.61829739809,-0.053607583046,-0.587249994278,0.064109146595
226,-0.834221482277,-0.413930177689,0.582299947739,-0.503499984741,-0.559092402458,0.446383178234,-0.875902831554,0.114773541689,1.79886507988,-0.647300004959,0.199974641204
6777,2.93765330315,-0.724846482277,-0.168449997902,1.46154999733,0.14537602663,0.123440347612,0.337363243103,0.196161001921,-0.0314782895148,0.797449946404,1.73294401169
