rid,DOS020_VCAP_6H:BRD-K63809549-001-01-9:4.7,DOS020_VCAP_24H:BRD-K63809549-001-01-9:4.7,DOS043_A375_24H:BRD-K63809549-001-01-9:4.7,DOS043_A549_24H:BRD-K63809549-001-01-9:4.7,DOS043_HT29_24H:BRD-K63809549-001-01-9:4.7,ERG010_VCAP_6H:BRD-K63809549-001-01-9:9.403,ERG010_VCAP_24H:BRD-K63809549-001-01-9:9.403
5720,-0.635814011097,-1.2175000906,-0.307749927044,0.514299988747,0.939040482044,0.394749999046,-0.80996119976
466,-0.58104455471,0.250533342361,-0.103682242334,-0.0351999998093,0.528354465961,-1.07789993286,0.0305844247341
6009,-1.69013619423,-0.285266697407,-0.656539678574,0.486149996519,1.64780533314,1.34244990349,-0.159412354231
2309,0.596572458744,-0.252000004053,-0.401646405458,-0.368050009012,-1.3270072937,1.00985002518,0.774257004261
387,-1.0985301733,-0.804166674614,-0.30973815918,-0.745599985123,1.0964448452,0.670050024986,-0.71410369873
3553,0.252568781376,-0.917733430862,1.03161132336,0.363799989223,-0.139857172966,-0.669749975204,-0.800784230232
427,-1.27740287781,-0.325866669416,-0.544958055019,-0.100250005722,0.502648591995,-0.297800004482,1.1724332571
5898,0.771653175354,0.622466683388,0.900636732578,0.304549992085,-0.026018248871,-1.14875006676,-0.559122860432
23365,-1.17965781689,-0.0763000026345,-0.00360785424709,0.0491999983788,-0.72801476717,-0.316500008106,-0.398025989532
6657,-0.168021082878,0.312366694212,-0.276041984558,-0.682550013065,-0.460361301899,-0.41890001297,0.0405590906739
5054,-1.3680024147,-0.766499996185,0.010819196701,0.187550008297,1.15062582493,-0.531350016594,-0.707163631916
3108,0.452546834946,-1.01573336124,-0.119084745646,-0.348000019789,-0.0344725325704,0.148200005293,1.75944471359
1950,2.38797926903,-0.612466692924,-1.44099390507,-0.533249974251,-0.46327662468,0.393150001764,0.524255871773
351,0.090657889843,-0.535533308983,-0.56465190649,-0.37270000577,0.500261127949,0.0870499908924,1.03594994545
4846,-0.836391866207,-0.208566680551,-0.71768540144,-9.9122505188,-1.31330692768,-0.667250037193,0.506800055504
1452,-0.896521925926,0.50856667757,-0.552089095116,0.453199982643,-0.0424643270671,0.33345001936,-1.41680455208
4776,0.199389860034,-0.725966691971,0.339173853397,0.0764499977231,0.009820304811,-0.874700009823,-0.508300185204
