rid,CPC020_A375_6H:BRD-K91601245-001-09-6:10,CPC020_A549_6H:BRD-K91601245-001-09-6:10,CPC020_HA1E_6H:BRD-K91601245-001-09-6:10,CPC020_HCC515_6H:BRD-K91601245-001-09-6:10,CPC020_HT29_6H:BRD-K91601245-001-09-6:10,CPC020_MCF7_6H:BRD-K91601245-001-09-6:10,CPC020_MCF7_24H:BRD-K91601245-001-09-6:10,CPC020_PC3_6H:BRD-K91601245-001-09-6:10,CPC020_PC3_24H:BRD-K91601245-001-09-6:10,CPC020_VCAP_6H:BRD-K91601245-001-09-6:10,CPC020_VCAP_24H:BRD-K91601245-001-09-6:10,CRCGN001_HA1E_6H:BRD-K91601245-002-05-2:20,CRCGN001_HA1E_24H:BRD-K91601245-002-05-2:20,CRCGN004_HA1E_24H:BRD-K91601245-002-05-2:20UM
5720,0.714453697205,0.466749995947,0.0259666591883,1.96229994297,0.164937913418,-0.344911158085,-1.22970068455,0.841496050358,-0.270238518715,0.056603461504,-0.279338657856,-0.127382874489,-0.859811246395,0.0868871510029
466,0.531463861465,-0.4416000247,-0.38343334198,0.00789999961853,-0.669698774815,-1.90202212334,-0.130597725511,-1.16957712173,0.738572657108,0.116609886289,-1.16397476196,-0.315249711275,-0.529413580894,-0.378107011318
6009,0.0712460875511,0.781599998474,0.12756665051,1.66649997234,0.802543342113,-0.193710029125,-0.0864530950785,-0.452336609364,-0.473887085915,1.06017446518,1.22449719906,0.312570929527,-0.236520081758,-0.0183538366109
2309,0.243996858597,0.0290499925613,-0.294766664505,3.86879992485,2.39757966995,1.58590817451,2.05641126633,0.162475183606,0.88213211298,0.563270807266,0.723301172256,0.285941630602,0.703212022781,0.366149067879
387,0.719238996506,0.546000003815,0.709500014782,-4.98330020905,-0.145334675908,-0.238046765327,-0.524679303169,-0.00829574465752,1.40444660187,0.984044313431,1.34865128994,-0.0462794303894,0.677875339985,0.596532702446
3553,-0.0447477921844,-0.0513499975204,-0.103766649961,1.3029999733,-0.66712641716,0.424475848675,0.404760301113,1.1878246069,-1.74480962753,-1.06019890308,0.345961928368,0.342390060425,0.734231412411,-0.821222782135
427,-0.0859388411045,0.181099995971,0.200266674161,-0.0351999998093,0.370159834623,-0.50556653738,0.803159832954,-0.387192636728,0.0441619977355,0.0296995714307,-0.0669610202312,-0.820103824139,0.729589641094,-0.167304337025
5898,0.450690686703,-0.266550004482,-0.125466674566,-0.324699997902,-0.109761834145,-1.73371207714,0.298659235239,0.851423025131,-0.120549291372,-0.625349879265,-1.33115839958,0.305643558502,0.707622945309,-0.383034408092
23365,-0.0702987760305,0.494149982929,-0.0070333480835,-3.30360007286,-0.297526627779,-0.688262701035,-1.03113651276,0.565413177013,-0.592356741428,-0.0454198569059,-0.591579377651,0.00296787917614,0.479270845652,-0.390841066837
6657,-0.641914308071,-0.124250002205,-0.821066737175,1.50010001659,-0.144409403205,0.383565813303,-0.20618852973,-0.500259935856,-0.431524753571,-0.573058307171,0.585952222347,-0.485633313656,-0.195036560297,0.225249424577
5054,-0.771818637848,0.501049995422,-0.0453999936581,-1.4457000494,1.09972143173,2.31630420685,1.501308918,-0.49258902669,-0.96844047308,2.29267787933,-0.099443487823,-0.474160432816,0.00755730643868,0.521762013435
3108,0.64545071125,0.34635001421,0.742766737938,2.74679994583,0.938156723976,-0.542908787727,0.474466472864,1.04102766514,1.21991813183,-0.0501988120377,1.36157083511,0.467887818813,0.939080655575,-0.422027289867
1950,-0.422325611115,0.470499992371,-0.37593331933,2.9007999897,-0.505788862705,0.951770067215,0.083741992712,-0.633752763271,-0.703206896782,-0.60208773613,-0.0265054255724,-0.0107650905848,2.18569850922,0.0875717774034
351,-0.877698302269,-0.545899987221,0.0415333360434,-1.05379998684,-1.07784056664,1.34610569477,0.507656335831,0.0716304779053,0.344315767288,-0.152025535703,0.278063893318,-0.425955832005,-0.369690835476,-0.216647535563
4846,0.213024243712,0.219799995422,-0.0620332956314,2.26009988785,1.22137665749,-0.179788336158,0.550841748714,0.349346488714,0.265474319458,0.54266422987,1.68636536598,0.00314699858427,0.87454366684,-0.291932880878
1452,-1.04251551628,-1.6522500515,0.162666678429,-0.872200012207,-0.240616381168,-0.210903391242,0.270768553019,-0.44363746047,-0.726905703545,-0.242741823196,0.164714872837,-0.0251190755516,-0.553045451641,0.0692393407226
4776,-0.657818198204,0.0572499968112,-0.804966688156,-0.344000011683,-0.716112613678,1.00519156456,-0.0914734899998,-0.478378653526,0.0895908474922,-0.757691800594,0.245358422399,0.274001657963,0.61426192522,-0.420139610767
6908,0.259143412113,-0.4742000103,-0.660666704178,-2.59710001945,0.699703633785,-1.24082481861,-1.33864974976,0.355046778917,-0.751944184303,1.22227108479,0.669438362122,-0.74176299572,-0.282901674509,0.123913161457
672,0.139960855246,-1.19934999943,-0.467200040817,-0.0680000036955,0.962232112885,0.363466888666,-2.59606814384,0.0336918160319,-1.125613451,-0.222120404243,-1.0758241415,-0.664118051529,0.661059856415,0.0998230576515
5710,0.945156931877,-0.355200022459,0.00439999997616,-2.03679990768,0.435982972383,0.847399711609,-0.405984729528,0.839267849922,0.749448657036,0.725341200829,0.897074759007,-0.104815371335,0.439822971821,-0.0262699462473
2115,-0.327257841825,-1.67960000038,0.97706669569,0.838900029659,0.402564108372,0.256133913994,-0.155487194657,0.00732272863388,-1.30182886124,-0.5723310709,0.0578756406903,0.0549897998571,0.354536414146,-0.723490834236
7015,-0.697028100491,0.627149939537,0.355366647243,2.50460004807,0.125177979469,0.696216702461,0.464640796185,-0.2687458992,-0.0881107598543,-0.753943800926,0.283483922482,-0.079236485064,0.63353317976,-0.00935342162848
8726,0.575266063213,1.4129499197,3.00930023193,0.0,1.77496933937,-0.751313209534,-0.775857686996,0.475262492895,-0.942485451698,0.253610342741,-1.03265678883,-0.495223939419,-0.376523405313,-0.27808752656
2185,-0.583775758743,-0.332199990749,-0.294700026512,-1.49759995937,-0.41752499342,0.377468526363,0.393160492182,-0.54193520546,-0.599034249783,-0.997129321098,0.836372375488,0.141067519784,0.729912757874,-0.293977290392
3315,0.515851855278,0.498399972916,0.471633374691,-1.0407999754,0.346667736769,0.230876043439,0.713512301445,0.610935747623,-1.03935801983,1.67398059368,1.21115410328,-0.01834923774,-0.925358235836,0.278608262539
5289,1.01547837257,0.0385999977589,0.514233350754,4.87130022049,0.116534739733,-0.904077708721,-0.330329984426,-0.0549000948668,-0.789776921272,-0.329220473766,-0.120191007853,0.0484883785248,0.79454511404,-0.108715757728
868,-0.572791337967,0.474100023508,-0.0167999863625,-2.3164999485,-1.08703219891,2.41083240509,2.00613451004,-0.184009552002,2.66321802139,-0.743605136871,0.464602380991,0.306932836771,0.155124813318,0.378371357918
1677,-0.558925628662,0.0760499835014,-0.589800000191,0.897000014782,-0.81491202116,-0.738718748093,-0.42078512907,-0.655394554138,-0.509792327881,-0.366430103779,-0.685542821884,-0.18963162601,0.29834651947,-0.316439419985
7043,-0.240670531988,-1.23035001755,-0.133366674185,-2.17199993134,-0.986707866192,-1.35880589485,-1.1317088604,-0.618300378323,-0.458799034357,-0.568032681942,0.133598655462,0.330341875553,0.81710255146,-0.682319521904
5613,-1.297352314,-0.884999990463,-0.194100022316,-0.481999993324,-0.853495419025,0.700487911701,0.307655572891,-0.399725675583,-0.539767026901,-0.649609327316,0.0133250355721,-0.557004749775,0.613617956638,1.88909935951
595,0.122008889914,-0.0502000004053,0.164866656065,-4.40409994125,0.473001360893,-0.712683200836,-0.555457830429,0.27857324481,-0.854856491089,0.496778607368,-0.40328130126,0.132599294186,0.00647941231728,-0.152983874083
4793,1.04876387119,-0.0842499732971,0.39156666398,7.53020000458,0.622551500797,-1.47999942303,0.146062135696,0.372662842274,1.216106534,0.066538952291,2.17921996117,0.220039650798,0.291405230761,-0.00475686043501
2736,-0.545964360237,0.12760001421,0.722100019455,1.19739997387,-0.15357516706,0.629880428314,-0.0595993995667,-0.594626069069,-0.326958835125,-0.729880034924,1.07589125633,-0.30367153883,0.496766805649,-0.145523056388
5290,-0.192404448986,0.655950009823,-0.090266674757,-1.51839995384,-0.130148977041,0.603816092014,1.37054860592,-0.122619777918,-0.0969287753105,-0.986580729485,0.600197613239,0.364666998386,0.58205717802,-0.0515335872769
6194,0.282734245062,-0.0701499953866,-0.000233333325014,0.000699999975041,-0.392625123262,-0.368020951748,1.07505583763,0.541619241238,-0.373174726963,0.000379045552108,-0.172027155757,-0.000101209574495,0.000146890452015,8.60210711835e-05
1676,-0.730450510979,-0.125549986959,0.451833307743,-2.5529999733,-0.636642754078,0.197174668312,-0.989184916019,0.336460977793,0.0952857583761,-0.763361215591,0.229415550828,0.179884046316,0.747445106506,-0.481240212917
23512,-0.32956597209,0.893750011921,-0.817933380604,-9.53439998627,0.071068406105,-2.06987190247,-2.61367607117,-1.13022184372,-0.692584991455,-2.08773756027,-1.09143519402,-0.149569362402,0.461164921522,-0.444537907839
148022,-0.381008327007,0.020300000906,0.0620333552361,-0.0305000003427,0.0532287657261,-0.0682161450386,-0.337614953518,0.228520601988,2.13169574738,-0.0458607375622,0.793537855148,0.10973341763,0.491856276989,-0.116785764694
1906,-0.857576727867,1.0910500288,-0.0133666694164,-0.784500002861,-1.17435312271,0.267535567284,0.880785226822,-0.620084583759,0.446921080351,-0.992191791534,0.217005997896,0.392387807369,0.425886332989,0.864385724068
8878,1.03687369823,-1.04725003242,-0.340833336115,3.33130002022,-0.202551096678,-1.93288850784,1.77241373062,1.4214758873,4.69880485535,0.538080573082,-0.054958101362,0.0825625211,0.508267104626,0.448379397392
3091,-1.38390946388,-1.65690004826,-0.681233346462,-3.78800010681,-0.800452291965,-0.634649157524,-0.830202937126,-0.831813812256,-0.983345329762,-0.397024154663,-0.671912193298,-0.359711825848,0.155834704638,-0.631340205669
5743,2.86496901512,0.657700002193,-0.122766643763,2.82660007477,1.75887179375,0.39669457078,0.114778004587,0.383290141821,3.45683765411,-0.179377228022,0.516172766685,0.338395655155,0.999459266663,-0.34794062376
5321,-1.42586660385,-0.45664998889,-0.263566672802,-1.12549996376,-0.209443077445,0.270155251026,0.000848010182381,-0.305846124887,-0.146514758468,-0.800964832306,0.55086261034,-0.250798463821,0.3799739182,-0.348668694496
4144,-1.59454441071,-0.99849998951,-0.342900007963,-0.664099991322,-0.10302528739,-1.12927031517,-1.52674818039,-1.17516577244,-1.16016948223,-0.254043340683,0.46941241622,-1.26779401302,-0.0256555974483,0.461632549763
1981,-0.796173930168,0.521300017834,-0.106166683137,-0.426400005817,-0.193070173264,0.443379938602,-0.571106314659,-0.74099624157,-1.52665448189,0.75062930584,0.53838634491,-0.527838170528,-0.934593200684,0.393342256546
