rid,NMH001_FIBRNPC_6H:BRD-K35553576-001-01-4:10,NMH001_FIBRNPC_24H:BRD-K35553576-001-01-4:10,NMH001_NEU_6H:BRD-K35553576-001-01-4:10,NMH001_NEU_24H:BRD-K35553576-001-01-4:10,NMH001_NPC_6H:BRD-K35553576-001-01-4:10
5720,-0.220249980688,1.27559995651,-1.95261502266,-2.2405526638,-5.04366016388
466,0.904700040817,1.40245008469,-0.881092071533,1.30395293236,0.594360589981
6009,0.296549975872,0.964249968529,1.35379362106,1.26571238041,-0.0163500756025
2309,-1.57980012894,-0.43054997921,0.0764804780483,-0.00333368778229,1.08652186394
387,-0.331250011921,0.186049997807,-1.72373855114,-0.799051523209,-3.54892396927
3553,-0.950450003147,-1.32539999485,-0.688516378403,-0.110526025295,0.842413306236
427,1.19620001316,0.833549976349,-1.02979326248,0.31458863616,-1.05571269989
5898,2.06404995918,1.79050004482,-0.308395862579,-0.334165662527,-0.657868742943
23365,-0.6195499897,-0.808300018311,-1.05721080303,-1.01932787895,0.218500688672
6657,-0.518399953842,-1.93860006332,-4.14119195938,-4.90503406525,-2.85352516174
5054,0.730849981308,0.773499965668,-0.259528577328,0.802749693394,-0.30608984828
3108,0.436749994755,1.26985001564,0.599827051163,0.0598084628582,1.02156496048
1950,-0.134499996901,-1.11744999886,0.044715076685,-0.39650285244,1.6302485466
351,-0.24359998107,-0.0982999950647,0.000883996661287,0.0013991529122,-1.19738006592
4846,0.182249993086,-0.283749997616,0.474853932858,0.491860300303,-0.19256156683
1452,0.981449961662,0.395150005817,1.51641845703,0.717923045158,1.05816292763
4776,-0.358650028706,-0.0507999956608,-0.387023895979,-0.719158113003,0.644371211529
6908,1.61704993248,1.27020001411,2.25429487228,0.924713373184,2.08162236214
672,0.266949981451,1.38754999638,-0.0611220002174,-2.59177875519,-0.0885912030935
5710,-0.813600063324,1.05184996128,0.35443007946,-0.377054423094,0.0181782618165
2115,-0.591949999332,0.732599973679,1.68037104607,1.35428488255,-1.28713083267
