rid,CPC001_HA1E_6H:BRD-A20968261-001-01-3:10,CPC001_HA1E_24H:BRD-A20968261-001-01-3:10,CPC001_HCC515_6H:BRD-A20968261-001-01-3:10,CPC001_HCC515_24H:BRD-A20968261-001-01-3:10,CPC001_PC3_6H:BRD-A20968261-001-01-3:10,CPC001_PC3_24H:BRD-A20968261-001-01-3:10,CPC001_VCAP_6H:BRD-A20968261-001-01-3:10,CPC001_VCAP_24H:BRD-A20968261-001-01-3:10,CPC017_A375_6H:BRD-A20968261-001-01-3:10,CPC017_A549_6H:BRD-A20968261-001-01-3:10,CPC017_A549_24H:BRD-A20968261-001-01-3:10,CPC017_ASC_24H:BRD-A20968261-001-01-3:10,CPC017_HEPG2_6H:BRD-A20968261-001-01-3:10,CPC017_HT29_6H:BRD-A20968261-001-01-3:10,CPC017_MCF7_6H:BRD-A20968261-001-01-3:10,CPC017_MCF7_24H:BRD-A20968261-001-01-3:10,CPC017_NPC_24H:BRD-A20968261-001-01-3:10,CPC017_PHH_24H:BRD-A20968261-001-01-3:10,CPC017_SKB_24H:BRD-A20968261-001-01-3:10
5720,0.565290868282,0.111549064517,-0.718899965286,-0.171664327383,0.279136657715,-0.197134912014,-0.1299880445,0.753135561943,0.151199996471,-1.16220486164,-2.92044997215,6.86079978943,-0.641788721085,0.381271958351,0.392199993134,-0.204599916935,2.7233133316,6.35028839111,8.77395057678
466,-0.356215715408,0.374680608511,0.161650002003,-0.0991571471095,-0.195252090693,-0.381297469139,0.89259326458,0.834397137165,-0.0416000187397,-1.34589743614,-1.12634992599,-0.354750037193,-0.480361223221,-0.193548381329,-0.127124994993,0.0532786287367,-1.55601978302,1.14005720615,1.73025012016
6009,0.291757583618,0.828385710716,2.79294991493,0.60610896349,0.310443043709,-0.929251194,0.267660290003,1.35814642906,-0.873449981213,-0.289252668619,0.844400048256,0.279150009155,1.05104529858,0.635893583298,-0.147375002503,-0.782820999622,1.31641030312,0.128798693419,-3.63314986229
2309,0.253450274467,-0.755303621292,-0.352450013161,-0.851638793945,0.851919054985,0.667034268379,-0.138079062104,0.469820171595,1.31739997864,-1.27345144749,-3.94810009003,0.545099973679,-1.88298547268,-0.423071593046,-0.0578249841928,-0.699475049973,-0.559273421764,2.07215571404,-0.222050011158
387,0.404260933399,0.316443055868,0.484300017357,0.00853785872459,1.25928533077,-0.120396584272,-0.436753988266,1.89334714413,0.283800005913,-0.0987367033958,-1.76704990864,-0.0592500120401,-0.770147323608,-1.2052359581,-0.107849985361,0.0521846264601,1.36520838737,0.595950067043,-1.08039999008
3553,0.259475976229,-0.701777458191,-0.315699994564,-0.0108184963465,0.750053703785,-0.827780544758,0.206188559532,-0.643937945366,0.0918999910355,0.970348060131,0.4117000103,-0.745800018311,0.0897426605225,-1.07724177837,-0.313450008631,-0.472035765648,-0.711048066616,-1.3689776659,5.87730026245
427,1.24130511284,-0.677974820137,-0.945999979973,0.574554383755,-0.0578743591905,-0.112053915858,0.647603154182,-0.0220150947571,-0.658349990845,-0.75444483757,3.06795024872,2.11085009575,0.0234448611736,-1.09273171425,0.0148749947548,0.807664394379,-0.38836055994,3.09032440186,-0.457649976015
5898,-0.440553605556,0.152736902237,0.170300006866,-1.4065759182,-0.332223117352,-0.969537377357,0.445026367903,-0.261197060347,-0.858799993992,-0.570515573025,-6.04960012436,0.0335500091314,-0.330956846476,-0.983305871487,0.510199964046,0.0279329102486,-0.318438500166,0.0783361196518,1.91304993629
23365,0.687322080135,-0.528306007385,0.156349986792,-0.691942930222,1.64119625092,-0.252773672342,0.54519623518,0.749311983585,1.12029993534,0.368809819221,-1.67604994774,1.21959996223,-0.403294861317,1.22663450241,-0.205825030804,0.485355436802,0.720313668251,3.14085459709,-1.10675001144
6657,-0.965763092041,-0.75651627779,-0.678650021553,-0.755399465561,-0.44306987524,-0.835670471191,0.647551238537,-1.49023103714,1.57664990425,2.38015127182,6.45359992981,2.13765001297,0.117949739099,-0.945701479912,0.507274985313,-0.340798676014,0.625278413296,1.32487392426,6.7920999527
