rid,CPC020_A375_6H:BRD-A13188892-001-02-2:10,CPC020_A549_6H:BRD-A13188892-001-02-2:10,CPC020_HA1E_6H:BRD-A13188892-001-02-2:10,CPC020_HCC515_6H:BRD-A13188892-001-02-2:10,CPC020_HT29_6H:BRD-A13188892-001-02-2:10,CPC020_MCF7_6H:BRD-A13188892-001-02-2:10,CPC020_MCF7_24H:BRD-A13188892-001-02-2:10,CPC020_PC3_6H:BRD-A13188892-001-02-2:10,CPC020_PC3_24H:BRD-A13188892-001-02-2:10,CPC020_VCAP_6H:BRD-A13188892-001-02-2:10,CPC020_VCAP_24H:BRD-A13188892-001-02-2:10,CPD003_MCF7_6H:BRD-A13188892-066-16-5:10,CPD003_MCF7_24H:BRD-A13188892-066-16-5:10,CPD003_PC3_6H:BRD-A13188892-066-16-5:10,CPD003_PC3_24H:BRD-A13188892-066-16-5:10
23512,0.581279575825,-0.0539000034332,0.682879388332,-0.388100028038,-0.580597877502,0.38895380497,0.103751152754,0.36085999012,0.442132562399,-0.668603718281,-0.136970728636,-0.569499969482,-0.382871806622,-1.18155288696,-1.20039999485
148022,0.328619778156,-0.0666999965906,1.07103538513,0.571650028229,0.120157703757,0.0667636692524,-1.06726896763,-0.353879988194,-0.165264070034,-0.255784898996,0.117815613747,0.590950012207,-0.36151021719,0.237974137068,-0.200199991465
1906,-0.445875823498,-1.00514996052,-0.167935848236,0.821349978447,1.16120684147,0.274912029505,1.27050030231,-0.118099965155,0.892423629761,0.216006860137,0.436691641808,0.210350006819,-0.133675917983,-0.633867502213,0.805649995804
8878,0.0631772428751,-0.542249977589,0.0820254683495,0.785750031471,-1.08419370651,0.379466533661,-0.759093344212,-0.0724800005555,1.58530926704,-1.14603662491,-0.805727660656,1.04050004482,0.812128007412,0.474425554276,-0.116049997509
3091,-0.176620036364,-0.762800037861,1.10479187965,-0.263750016689,0.179916918278,0.516749501228,0.733181774616,0.350639998913,-0.403900891542,-0.682475924492,0.439986407757,-0.402000010014,0.538403689861,-0.448491185904,0.777799963951
5743,-0.628409326077,-0.272899985313,0.279770076275,0.753600001335,-0.643817007542,-0.409463107586,1.95745003223,-0.610499978065,0.892460644245,0.145270138979,0.747279584408,3.42845010757,-0.129181876779,-0.571109771729,0.112699985504
5321,-1.57783102989,1.32305002213,-0.778007745743,-0.491649925709,1.13201391697,1.30019164085,0.799019634724,-0.0320000126958,-0.155546247959,0.657055139542,0.714839458466,0.30214998126,0.149262845516,-0.0991068854928,0.399199992418
4144,0.486179530621,1.3382499218,-0.737737119198,2.45329999924,-0.200953140855,0.125637724996,0.608307361603,0.35546001792,2.30843949318,-0.212463110685,0.165993139148,-0.391399979591,0.636132240295,-0.878636002541,0.065150000155
1981,-0.245246142149,1.27874994278,1.58084845543,-0.757650017738,0.656128048897,-0.586293280125,-0.479784190655,-0.203859969974,1.39409518242,0.569179654121,-0.310667812824,0.463899999857,-0.677080690861,0.531598865986,-1.66179990768
695,0.208930805326,-0.281699985266,-0.0624555274844,0.14390000701,-0.231968089938,-0.840154290199,0.388558834791,-0.129519999027,2.97327184677,-1.70978569984,0.0593965873122,0.41740000248,-0.33792707324,-0.432612657547,-0.566999971867
10398,-0.520844936371,0.985550045967,0.18624676764,0.304099977016,0.680961966515,1.03686797619,1.97457778454,0.104180008173,1.09012210369,0.342058390379,0.147134795785,1.08850002289,-0.0393980890512,-0.380774796009,-0.518649995327
5708,-1.13073062897,-0.449050009251,-0.759350001812,-2.01154994965,1.33727884293,-0.405190348625,0.738429427147,-0.486939996481,2.08315038681,0.28361004591,-0.0388032495975,0.00034999998752,-0.917315840721,-0.294656336308,-0.214499995112
1213,0.712219297886,-0.882150053978,0.184827357531,0.0973000004888,-0.758321166039,-1.15288412571,-0.110198915005,-0.799260020256,0.731552600861,-0.193282201886,-0.671982347965,-0.637600004673,-0.288571804762,-0.471805334091,-0.233799979091
226,0.00592610239983,-0.566649973392,0.858082771301,-0.143550008535,-0.589615106583,0.141317814589,-0.602412819862,0.44345998764,2.36019206047,-0.875675439835,-1.32946097851,0.631350040436,-0.65881228447,-0.184776395559,-0.485800027847
6777,0.520348072052,-0.369149982929,0.874300122261,0.176649987698,-0.0453456789255,-0.812145769596,0.190131872892,0.21848000586,1.46550047398,-0.207588344812,-0.449453532696,1.16229999065,-0.655711889267,0.46009901166,-0.403100013733
2113,0.549097418785,-0.268350064754,-1.14605426788,-0.292549997568,0.247787028551,1.09572482109,1.59547317028,0.29366004467,-1.46455097198,0.115877501667,-0.0659064203501,0.378600001335,-0.0463480502367,0.277243465185,-1.70299994946
3329,0.520349740982,-0.726850032806,-0.541705965996,-0.510300040245,-1.01958048344,-0.589952290058,-0.823059797287,-0.410060018301,-2.06906533241,-0.151696443558,-0.0389197692275,0.174900010228,0.0170111991465,-0.624338150024,-1.46714997292
1050,-0.247672960162,-0.673650026321,0.269423544407,0.255549997091,-0.931389868259,-1.17611289024,-1.56877672672,0.0195399746299,3.90546417236,-0.32713791728,-0.129235625267,0.0294499993324,-0.750620186329,2.93091320992,-0.246299996972
9491,-0.667875528336,0.279049992561,-0.379922300577,-0.512399971485,0.069607436657,0.104337841272,0.622346043587,0.356740027666,1.09674358368,1.12159860134,0.614896833897,1.17079997063,-0.273243904114,0.57734888792,0.182449996471
22926,-0.0731904432178,-1.94190001488,0.449980646372,-1.36089992523,-0.537708103657,-0.280167281628,-0.242528676987,-0.240299999714,0.553354620934,-0.736736238003,-0.230505853891,-0.140450000763,-1.53998029232,-0.726464271545,-1.38970005512
5899,0.20517706871,0.285349994898,0.0548861771822,-0.486749976873,-1.53858196735,-1.21693515778,-0.793423056602,-0.37786000967,1.23885774612,0.00446853041649,-0.448506206274,0.169599995017,-0.499026805162,-0.285261511803,0.411549985409
5467,-0.701375603676,-0.209299981594,0.0837231427431,0.336400002241,0.774046778679,-0.38380920887,0.484366208315,0.381540000439,1.88661015034,0.620834827423,1.18327105045,0.693799972534,0.210756078362,-1.29045474529,-1.09564995766
6774,0.101351127028,-0.169599995017,0.838795542717,-1.08264994621,0.414006263018,-0.148513823748,-1.16875839233,-0.226880013943,0.960906565189,0.496542572975,-0.344298034906,1.29019999504,0.0882135182619,-1.56657421589,0.550849974155
1788,-0.726434707642,0.692149996758,-1.20811724663,0.213000029325,0.568180024624,-0.211055934429,1.30938184261,-0.0574999824166,-0.0889316350222,-0.732507824898,1.53010702133,0.344950020313,-0.0189320296049,-0.210376918316,0.516099989414
5921,0.11128026247,-0.618749976158,0.256963819265,-1.14460003376,-1.37653303146,-0.657986819744,0.129186362028,0.12349998951,1.16658830643,-0.700105428696,-0.427273184061,5.13724994659,-0.663428604603,-0.858592152596,5.1359000206
5721,0.441893607378,0.300449997187,-1.13304519653,0.467650026083,-1.24752867222,0.928650975227,-0.43076479435,0.183719992638,-2.90913963318,0.309408307076,-0.676799714565,-1.91015005112,0.937692224979,-0.00798870623112,-0.859600067139
2263,-0.659960269928,1.04034996033,-0.580774784088,-0.806100010872,0.756498575211,1.071144104,1.13779222965,-0.386260002851,1.63678276539,1.06402134895,0.862062871456,-0.00755000114441,0.362518012524,-0.104835994542,0.627250015736
808,-0.0776072442532,0.332399994135,-0.968331098557,0.893700003624,0.819122552872,0.40898552537,0.93480604887,-0.327859997749,-1.80493938923,0.793223142624,0.758388102055,0.706399977207,-0.348039597273,-0.126673072577,-0.30910000205
30001,0.409340113401,-1.12650001049,0.522423863411,-1.37545001507,0.0693677961826,-0.0783696174622,-0.199492126703,-0.574380040169,0.89348423481,-0.662503361702,-0.59924942255,0.348850011826,-0.576841413975,-0.16909237206,-0.354499995708
348,0.0813371241093,-0.610099971294,-0.372044324875,0.76599997282,0.124914355576,-0.458313554525,0.538594126701,-0.25490000844,1.53200912476,0.148394823074,-0.303387373686,0.879050016403,-0.0935752615333,0.462780803442,0.28275001049
30849,0.0539496317506,-0.0706000030041,0.738603055477,-1.89429998398,-0.527470946312,-0.194232940674,-2.07481002808,-0.423160046339,1.35491847992,-0.395095229149,-0.255032867193,0.111950010061,-0.267328679562,-1.57933115959,-0.713649988174
1454,0.00605569034815,-0.174199998379,0.461847543716,-0.539849996567,-0.368969589472,-0.560283899307,0.540947854519,0.377540022135,0.409673124552,-1.20867812634,-0.863884806633,0.17460000515,-0.0863845348358,-0.971764802933,0.241499990225
6500,0.662120103836,-1.88964998722,0.10119189322,-2.21280002594,-1.02821052074,-0.662589073181,-1.74310576916,-0.210379987955,-3.09812879562,-0.193145498633,-0.448322236538,-0.267399996519,0.862476944923,0.4592872262,0.0957999974489
5627,-0.126647338271,-1.86605000496,0.177923515439,2.24740004539,-1.259978652,-0.59311825037,-0.631180286407,-0.0303800329566,0.595883667469,-0.632521927357,-0.312510639429,-0.337249994278,0.0847736299038,-0.598268270493,-0.0710000097752
5715,0.529106378555,-0.551050007343,-0.164030358195,-0.901600003242,-0.134024858475,-0.707132995129,-2.46040534973,-0.320840001106,-2.66537547112,0.54752188921,0.383833229542,0.216099992394,-1.28280949593,-0.57318508625,-0.608199954033
4791,-0.548306405544,0.652750015259,-0.0253950357437,1.01539993286,0.587896406651,3.19441413879,0.989032149315,0.542460024357,1.6979432106,0.19156730175,-0.040043219924,5.25510025024,0.101523086429,3.45311665535,1.18965005875
56924,0.94146412611,0.744849979877,-0.24415370822,-0.823200047016,-1.27613770962,-0.564636468887,-0.454989254475,0.0412999987602,1.74366378784,-0.634463906288,-0.590277969837,-0.526600003242,0.36517059803,1.16469800472,-0.595200002193
2690,0.217148467898,0.550899982452,-0.0241674110293,4.30410003662,-0.537500202656,-0.108330138028,0.281534850597,0.339460015297,1.44840812683,0.727524459362,-0.529200255871,2.69449996948,-0.782377719879,-0.389535486698,0.584550023079
1019,0.636161804199,-0.47705000639,2.64875483513,1.30369997025,-0.867565214634,0.0169362109154,-0.672210216522,-0.812160074711,-3.67754435539,-0.0869841426611,0.255247712135,-0.804200053215,0.530524134636,-1.01655566692,0.297450006008
51422,0.0447202920914,0.331550002098,0.284070611,0.738000035286,-0.713028073311,-0.479714691639,0.703568458557,0.334100008011,-2.10310840607,0.656521379948,0.717357158661,0.665350019932,1.1029856205,-0.457726359367,0.495700001717
5788,-0.398251891136,0.569649994373,-0.397874236107,0.0108999609947,0.610548019409,1.8311830759,1.98891997337,0.0797200351954,1.32595324516,0.117595084012,-0.159566730261,0.147650003433,-0.168458998203,-1.05191218853,0.207149982452
6709,0.813387513161,-2.33059978485,0.73254942894,-0.128499984741,-0.835341989994,-0.234219610691,0.118730723858,0.12783998251,1.43787038326,-0.68875592947,-0.089154407382,2.05690002441,-0.0107225626707,0.951193511486,-0.836400032043
1277,-1.97600758076,-0.385999977589,0.490156501532,-0.315200001001,-0.169939100742,-0.823744356632,0.204185992479,-0.487819999456,2.01611256599,-0.457326292992,-1.09008932114,-0.822849988937,0.415014058352,-0.0794331133366,-0.77555000782
993,0.967521965504,0.162200003862,-0.988568305969,0.798700034618,-0.0223617851734,0.114409431815,-0.228941604495,-0.211999997497,-0.129738688469,-0.419857084751,-0.0858246013522,0.348700016737,-0.597360432148,-0.428695887327,-0.475299984217
7157,1.07074451447,-0.520999968052,0.521763145924,0.301050007343,-0.50423759222,0.488126188517,0.337463647127,1.96071994305,1.50769734383,-1.43468511105,0.114955730736,0.974750041962,0.407795935869,0.716344237328,-0.0862499475479
1958,0.302214324474,-0.319400012493,-0.0310883373022,0.697449982166,0.14682033658,-0.496774464846,-0.469833135605,0.619519948959,2.31792449951,-0.644934475422,0.377456277609,0.274100005627,0.384268939495,2.57112646103,1.01475000381
4582,0.0963732153177,-0.101799994707,1.27873444557,-1.7935500145,-0.419913053513,-1.36030220985,-0.542569518089,2.22160005569,0.0115471482277,-0.607746005058,0.244300216436,-0.566200017929,-0.669930577278,-0.685490906239,0.36155000329
9212,-0.301150947809,-1.77834999561,0.449003428221,-0.825299978256,0.428519874811,-0.154761657119,1.30444133282,0.205179989338,0.819842457771,-0.145116895437,0.80365228653,-1.80274999142,-0.277834832668,-0.667185902596,-0.304449975491
8440,0.125380516052,0.140550002456,1.35247826576,-0.959649980068,-0.126764833927,-0.209361121058,0.878492295742,0.145020022988,-0.443379640579,0.98395138979,-0.179923087358,2.7256000042,-0.0244044754654,-0.261371701956,0.493449985981
6790,0.678242325783,-1.05585002899,-0.140526324511,-1.89079999924,-0.67195057869,-0.350778520107,0.296645104885,0.422479987144,2.90212678909,-0.51012969017,-0.577482223511,0.325299978256,0.419639050961,-0.741027534008,0.0504499971867
8851,0.658029198647,0.0107999965549,0.11370280385,-0.162099957466,0.23416852951,-0.848311185837,-0.966739296913,-0.0308200009167,1.57154977322,-0.228955969214,-0.433601528406,2.81645011902,-0.0319013297558,-0.683253288269,-0.265950024128
2534,-0.612354397774,0.466250002384,-0.503505706787,0.857449948788,0.733699798584,0.348454236984,0.359614729881,-0.227899998426,1.77487313747,-0.137411803007,-0.574785590172,-0.0126999914646,-0.0689527019858,0.559644162655,-0.382349967957
4893,-0.224299177527,0.675250053406,-0.993130803108,-0.159150004387,0.468487769365,0.435708522797,-1.45872795582,-0.110339999199,1.35667932034,1.2032930851,-0.0234548840672,0.353700011969,0.189972236753,0.184716060758,1.02460002899
665,1.26216459274,-0.990949988365,1.13931941986,-0.557799994946,-1.03921473026,-0.724716842175,-0.623841404915,0.00569999963045,-4.06721878052,0.577026247978,-0.0237490870059,0.779950022697,0.454341679811,-0.145427122712,0.384900003672
4313,-1.24851465225,0.354149997234,-0.665117561817,0.294250011444,1.6350030899,0.693725049496,1.10347807407,0.0682400092483,0.407925605774,-0.470066428185,0.479483813047,-0.0267499983311,-0.280361533165,-0.64612787962,-0.819149971008
1022,-0.535321831703,0.22665001452,-0.708218932152,0.422500014305,-0.937635779381,-0.175417855382,-1.6027572155,-0.289759993553,-2.14676141739,-0.395411849022,-0.668423593044,0.171950012445,0.803640067577,-0.287485182285,0.242199987173
5880,0.213507816195,-0.294200003147,1.12440156937,3.63724994659,-0.257034540176,-3.27171444893,0.0267254412174,0.000139981508255,3.99204444885,-1.36686182022,-0.0319751799107,0.263249993324,0.750751912594,0.64337092638,-1.3138999939
3162,1.43034291267,-1.12794995308,0.879948377609,-0.884599983692,-0.190067857504,-0.904211819172,-1.6445991993,-0.135279998183,-0.46131080389,4.88074874878,-0.301999539137,0.651499986649,0.650230228901,0.526822149754,-0.252449989319
1282,0.0300421416759,0.146249994636,0.10131662339,-1.23590004444,0.659544527531,0.119190320373,0.652074337006,-0.44892001152,2.05976390839,0.0292390584946,0.333173573017,0.147249996662,-0.321162104607,0.286703139544,-1.0271999836
3383,-0.0266292579472,1.23815000057,-0.080270037055,0.9742000103,1.04839026928,-0.735806465149,1.92184448242,0.323459982872,0.668976306915,0.49495857954,0.617538630962,0.436050027609,0.644906520844,-0.625470519066,0.617949962616
727,-0.463936179876,-0.26424998045,0.139521613717,1.523250103,1.06093990803,-0.109439775348,1.13971185684,-0.336979955435,1.78598618507,-0.470769762993,0.116262197495,1.36469995975,-0.180253565311,0.0143674835563,1.20375001431
4792,0.497780263424,-1.26909995079,-0.0733643174171,-0.118650019169,-0.0887141078711,-0.840175569057,-1.19921004772,-0.450100034475,2.68798494339,-0.639471530914,-0.609415352345,1.65144991875,0.221534878016,0.523037075996,0.03125
4794,-1.19435954094,0.870299994946,-1.04705452919,1.69484996796,0.644954919815,0.132887020707,0.992872238159,0.526960015297,0.336027979851,0.0267614237964,-0.0930213853717,0.300249993801,-0.0472895689309,0.842808544636,0.303399980068
902,-0.207357019186,-1.17444992065,-0.3169285357,0.456449985504,0.331256359816,0.675746023655,-0.305858373642,-0.16102001071,-0.571276605129,0.986926078796,0.908286571503,0.0315999984741,0.730877935886,-0.556610882282,-0.28464999795
8091,0.323495686054,-0.519100010395,1.23783111572,0.0391499996185,-0.118496075273,0.0900350511074,0.616035997868,0.44202002883,-0.665148258209,0.355548918247,0.402776032686,0.485300004482,-0.357620000839,0.0190446600318,0.0592000037432
3486,0.806881070137,0.0254999995232,1.07153964043,0.327399998903,0.441598713398,0.254964292049,0.753576099873,0.179439991713,-1.97150444984,-0.434107720852,-0.107765436172,-0.739499986172,1.28106164932,0.822697639465,-0.601999998093
10818,-0.386688917875,-0.713199973106,-0.631843626499,-0.285700023174,0.467029213905,-0.446718037128,0.716528534889,-0.0907799899578,0.421207457781,-0.573254883289,-0.184582203627,-0.181500002742,-0.163481578231,-0.920463323593,0.935899972916
3454,-0.697456359863,0.931900024414,-1.37618780136,0.454699993134,1.26982569695,0.0720007568598,1.64581406116,-0.0612400099635,0.121869966388,0.1371563375,1.54577755928,-1.65645003319,-0.564530074596,0.890892446041,-0.16424998641
4282,0.389726877213,-0.27870002389,-0.192788884044,0.0,0.302249252796,-2.4684946537,-2.25571370125,-0.0673800036311,-4.91923570633,-1.37459480762,0.472418725491,-0.990249991417,-0.349254220724,-0.61232817173,1.30390000343
1605,0.432479172945,-1.45305001736,0.987318396568,-1.53465008736,-0.726302683353,-0.697345793247,-1.27410054207,0.224000006914,2.76513910294,-0.602983474731,-0.67015504837,-0.641650021076,-0.110661908984,0.905962824821,-1.76135003567
10644,0.5730727911,-0.45355001092,0.0929384678602,-0.945749998093,-0.244251132011,0.318838208914,0.944919109344,-0.0566599965096,3.09775114059,-1.08969140053,-0.355817079544,0.596199989319,-0.3586627841,0.176945760846,-0.709999978542
2065,0.459175050259,1.2092499733,0.961882531643,-0.154500007629,-0.701274991035,-0.00639183446765,0.163413107395,0.915020048618,0.274640083313,-0.056112870574,-0.19637785852,-1.13564991951,-0.571524739265,0.216634958982,0.126749992371
8321,1.09187626839,0.729850053787,-1.75503277779,0.313650041819,0.541328370571,0.666160702705,1.00729501247,1.58161997795,1.2933973074,0.679762780666,0.293431788683,-0.301050007343,0.228851869702,0.374658882618,0.719900012016
8503,-0.947928607464,0.49509999156,0.258082896471,-0.856499969959,0.440731793642,-0.536512255669,-0.675071835518,-0.341800004244,3.09451651573,-1.10352861881,-0.388669282198,0.272649973631,-0.625680625439,-1.07608699799,-0.551200032234
7027,0.621423721313,1.05189990997,0.00765600800514,-0.199749976397,-1.04525589943,0.259643137455,-1.09327280521,-0.276820003986,0.931030571461,-0.239379048347,-0.453432530165,-0.132100015879,-0.622117578983,0.0162547230721,-0.355899989605
6850,-0.83503651619,0.374899983406,-0.821098089218,1.08885002136,1.05139899254,-0.225903406739,0.675704419613,-0.229640007019,1.0974855423,0.512948811054,0.325093865395,0.605550050735,0.265530198812,-0.167919769883,-0.25569999218
