rid,CPC004_A375_6H:BRD-A77291778-003-15-4:10,CPC004_HA1E_6H:BRD-A77291778-003-15-4:10,CPC004_HA1E_24H:BRD-A77291778-003-15-4:10,CPC004_HCC515_6H:BRD-A77291778-003-15-4:10,CPC004_HCC515_24H:BRD-A77291778-003-15-4:10,CPC004_HEPG2_6H:BRD-A77291778-003-15-4:10,CPC004_HT29_6H:BRD-A77291778-003-15-4:10,CPC004_MCF7_6H:BRD-A77291778-003-15-4:10,CPC004_PC3_6H:BRD-A77291778-003-15-4:10,CPC004_PC3_24H:BRD-A77291778-003-15-4:10,CPC004_VCAP_6H:BRD-A77291778-003-15-4:10,CPC004_VCAP_24H:BRD-A77291778-003-15-4:10,CPC017_A375_6H:BRD-A77291778-003-15-4:10,CPC017_A549_6H:BRD-A77291778-003-15-4:10,CPC017_A549_24H:BRD-A77291778-003-15-4:10,CPC017_ASC_24H:BRD-A77291778-003-15-4:10,CPC017_HEPG2_6H:BRD-A77291778-003-15-4:10,CPC017_HT29_6H:BRD-A77291778-003-15-4:10,CPC017_MCF7_6H:BRD-A77291778-003-15-4:10,CPC017_MCF7_24H:BRD-A77291778-003-15-4:10,CPC017_NPC_24H:BRD-A77291778-003-15-4:10,CPC017_PHH_24H:BRD-A77291778-003-15-4:10,CPC017_SKB_24H:BRD-A77291778-003-15-4:10,CPD003_MCF7_6H:BRD-A77291778-003-18-8:10,CPD003_MCF7_24H:BRD-A77291778-003-18-8:10,CPD003_PC3_6H:BRD-A77291778-003-18-8:10,CPD003_PC3_24H:BRD-A77291778-003-18-8:10
5720,0.350216090679,-0.584254145622,-0.383243978024,0.624887883663,-0.0733498930931,0.575589597225,0.497281312943,-0.0498992986977,0.746170461178,0.011952072382,0.22771897912,0.223435372114,0.357143312693,1.00155425072,0.659466683865,0.649646520615,0.483911156654,-0.82203412056,0.133621662855,-0.40047866106,0.0973729714751,-0.717700004578,1.93894994259,0.37650001049,0.493879556656,-0.190362840891,0.00370000302792
466,0.382902085781,-0.284549057484,0.584191799164,0.185589790344,0.934944689274,1.49429368973,-0.539285540581,0.263362765312,1.1376799345,0.465233653784,-0.111220374703,-0.713651001453,0.552823960781,-0.0866465717554,0.00963331758976,-1.79859638214,-0.681651711464,-0.5462474823,-0.267662316561,-0.0410102233291,0.936046481133,0.0622000098228,-0.44785001874,0.379199981689,0.657368242741,0.314186811447,-0.137649998069
6009,1.00795567036,0.338554292917,1.42201423645,-0.231351137161,-0.446939527988,0.495024204254,0.309549748898,-0.364681899548,0.799283802509,0.379328906536,0.382295757532,0.273186504841,-0.730640411377,-0.0330663621426,-0.762566685677,0.524727702141,0.713786363602,-1.24065852165,-0.46275305748,-1.32451283932,0.640824437141,0.0577000007033,-0.56970000267,-0.150299996138,0.436482787132,-1.35281336308,-0.269300013781
2309,0.0786540806293,0.11354033649,0.0377270504832,0.0203993171453,0.149271935225,0.0710444822907,0.0477033406496,0.142148479819,-0.647971689701,0.209182009101,-0.63331592083,0.184755399823,-0.476112127304,0.563849449158,-0.370666623116,0.477487593889,0.480381131172,0.443352252245,-0.0538015663624,-0.143389135599,-0.355288654566,-0.70735001564,-1.41219997406,-0.249550014734,-1.12173044682,-0.17005226016,0.385949969292
387,-0.386734634638,0.446206659079,0.105754464865,0.632756114006,0.331048965454,-0.352952986956,-0.446446895599,0.19927816093,0.153335034847,0.723390102386,-1.17572140694,0.18025483191,-0.966980040073,0.0923648327589,0.655333340168,-0.152149200439,-0.223242074251,0.228513285518,-0.233880311251,-0.0346796773374,0.334216713905,-1.09185004234,-0.732750058174,0.84635001421,-0.0655404776335,-0.752637863159,-0.661599993706
3553,0.573801517487,-0.390392422676,-0.158214390278,1.63688278198,0.524202883244,-0.405624091625,-0.222274661064,-0.346280395985,0.163513332605,-0.0109940394759,0.618372499943,-0.323263168335,0.873007833958,-0.219243049622,0.103899985552,0.309727013111,0.126023560762,1.3345862627,-0.955078005791,-0.00630348548293,-0.173709288239,1.7351000309,0.81819999218,1.58369994164,0.573145747185,-0.164151728153,-0.109699994326
427,0.361803352833,0.64254117012,0.212852194905,-0.534923374653,0.346622079611,0.268953323364,-0.600121200085,0.28217279911,-0.188662111759,-0.117608629167,0.0729853212833,0.757283568382,-0.080545194447,0.196815013885,0.843433380127,-0.442060291767,-0.209826037288,0.119101971388,-0.597322225571,0.340014278889,0.874549090862,0.296599984169,-1.05115008354,-0.430000007153,0.328569293022,-0.352975875139,-0.996850013733
5898,-0.320367217064,-0.248214334249,0.142881810665,-0.552015602589,-0.866747558117,0.441062182188,-0.507893919945,0.0406025610864,1.17269384861,-0.211944267154,-1.4613417387,-0.128119751811,0.603653371334,-3.7844312191,0.512133359909,-0.78019452095,-0.754451394081,0.874639630318,0.261296749115,0.310540944338,0.892191588879,0.856850028038,-0.479449987411,-0.244650006294,0.598510980606,0.584176421165,-0.134550005198
23365,-1.14422953129,-0.923425376415,-0.961211681366,-0.518408238888,1.06579601765,0.685402154922,0.116599649191,0.00762593001127,0.183090910316,0.0364382266998,-0.162320107222,0.196152672172,-0.0154898241162,-0.606632530689,-0.971099972725,0.658205330372,1.42690896988,-0.470640689135,0.212702989578,0.621097803116,-0.355588495731,0.474849998951,-0.921550035477,0.79960000515,0.341437995434,-0.832863211632,-0.039549998939
6657,-0.0611902698874,-0.763546526432,-1.46403694153,1.10229289532,-0.390272259712,-1.04358971119,-0.34352773428,-0.0876801535487,-0.405726492405,-1.2552216053,-0.234487488866,0.450655668974,0.969202637672,-0.425017118454,-0.15379999578,0.318086266518,-0.0758018791676,0.585304260254,-0.841980934143,-0.568872988224,-0.361042916775,0.842000007629,0.248250007629,0.75629991293,0.0745038986206,0.225103199482,0.318300008774
5054,-0.0918839722872,-0.430513948202,0.164104998112,-1.32154798508,-1.78011989594,0.986293971539,-0.277628660202,0.169048026204,1.08123064041,0.52640658617,-0.493867307901,0.821299791336,0.271151900291,0.141922444105,-0.14593334496,-0.777437984943,-0.406115800142,0.689436376095,0.269652575254,0.452046334743,-0.0158819034696,0.135450005531,-0.462850004435,2.54815006256,0.475926816463,-0.400958716869,-0.270799994469
