rid,CPC005_A375_6H:BRD-A66435872-313-01-8:10,CPC005_A375_24H:BRD-A66435872-313-01-8:10,CPC005_A549_6H:BRD-A66435872-313-01-8:10,CPC005_A549_24H:BRD-A66435872-313-01-8:10,CPC005_HA1E_6H:BRD-A66435872-313-01-8:10,CPC005_HA1E_24H:BRD-A66435872-313-01-8:10,CPC005_HCC515_6H:BRD-A66435872-313-01-8:10,CPC005_HT29_6H:BRD-A66435872-313-01-8:10,CPC005_HT29_24H:BRD-A66435872-313-01-8:10,CPC005_MCF7_24H:BRD-A66435872-313-01-8:10,CPC005_MCF7_6H:BRD-A66435872-313-01-8:10,CPC005_PC3_6H:BRD-A66435872-313-01-8:10,CPC005_PC3_24H:BRD-A66435872-313-01-8:10,CPC005_VCAP_6H:BRD-A66435872-313-01-8:10,CPC005_VCAP_24H:BRD-A66435872-313-01-8:10,CPC010_A375_6H:BRD-A66435872-050-04-0:10,CPC010_A549_6H:BRD-A66435872-050-04-0:10,CPC010_A549_24H:BRD-A66435872-050-04-0:10,CPC010_HA1E_6H:BRD-A66435872-050-04-0:10,CPC010_HCC515_6H:BRD-A66435872-050-04-0:10,CPC010_HEPG2_6H:BRD-A66435872-050-04-0:10,CPC010_HT29_6H:BRD-A66435872-050-04-0:10,CPC010_MCF7_6H:BRD-A66435872-050-04-0:10,CPC010_MCF7_24H:BRD-A66435872-050-04-0:10,CPC010_PC3_6H:BRD-A66435872-050-04-0:10,CPC010_PC3_24H:BRD-A66435872-050-04-0:10,CPC010_VCAP_6H:BRD-A66435872-050-04-0:10,CPC010_VCAP_24H:BRD-A66435872-050-04-0:10
5720,0.159893289208,1.23449325562,0.283569514751,0.575716614723,0.878399968147,-0.465021491051,-0.864849984646,0.181223213673,0.0302228555083,-0.111091449857,0.102126128972,1.08864665031,0.731478154659,-0.729307889938,-0.692175865173,-0.129709810019,0.449700027704,-4.77555036545,0.159101650119,-0.0718337744474,1.24102282524,-0.245136260986,0.119685091078,-0.764683127403,-0.404483675957,0.0252607539296,0.0365929491818,-2.32358121872
466,-0.0925325751305,0.410761117935,-0.915944099426,0.233752429485,0.288949996233,0.476723849773,-0.206949979067,-0.022848457098,0.28564697504,-0.265413850546,-0.653152525425,0.34110814333,0.21899074316,-0.0788551717997,0.341529428959,-0.6429708004,-0.544749975204,0.938599944115,0.334674626589,0.831064164639,0.92453867197,0.386525988579,-0.306600898504,-1.38482737541,-1.56366360188,-0.386539757252,0.695930242538,-0.311329543591
6009,-0.169775411487,0.165023699403,0.26302754879,-0.687176525593,0.865050077438,0.481421381235,0.845149993896,-0.876044392586,0.534180045128,-0.735713422298,0.663141787052,0.468479275703,0.076585188508,-0.441538155079,0.0455828867853,-0.42145639658,-0.377499997616,-1.64149999619,1.27080273628,-0.0824897289276,0.180023282766,0.103268504143,-0.333209097385,-0.056860268116,0.291318655014,-0.971501410007,0.844236910343,-0.907176017761
2309,-0.0780013650656,-0.294603943825,-0.573807954788,-0.930981516838,0.885600030422,-0.16244545579,0.344900012016,-0.0348330587149,-0.106549680233,-0.225536808372,-1.03440713882,-0.74689745903,-0.251570165157,-0.715788602829,-0.381054520607,0.0569736659527,0.92334997654,-1.9986000061,-0.385463029146,-1.4592949152,-0.149110615253,-0.787300109863,-0.422773122787,-0.663495838642,2.93349337578,-0.059171974659,-0.23141695559,0.106640666723
387,-0.59668469429,0.455877780914,-0.612171292305,0.624826192856,-0.525399982929,-0.975308299065,0.492150008678,-0.269285351038,-0.41724383831,-0.971246004105,0.343801707029,0.862461745739,-1.5616672039,0.0396556258202,0.514407217503,0.00506120920181,-1.33399999142,-1.96549999714,-0.246273756027,-0.552369117737,-0.0293876230717,-0.442839682102,0.0869223549962,-0.86415040493,-1.65779173374,-0.854021310806,0.987851917744,0.935503780842
3553,-0.151466965675,-0.288737684488,1.64798247814,0.620665311813,-0.472400009632,0.857888698578,0.872700035572,0.890918791294,0.787104010582,0.00228387117386,0.255937933922,0.366213679314,0.146938636899,1.21685576439,0.656120181084,-0.34540951252,0.102799996734,1.95039999485,-0.488873422146,1.745626688,1.57436132431,0.00839325785637,0.43716353178,2.21888113022,-1.2084069252,-0.696794748306,-1.4974565506,0.912452757359
427,-0.0535620674491,0.194214642048,-0.042351230979,-0.497767567635,-0.155849993229,0.54595541954,-3.3545498848,-0.456488251686,0.0743833184242,1.4401409626,-0.101391047239,0.332901656628,0.387048721313,-0.397007912397,-0.0431632697582,-0.0210445225239,0.515150010586,4.5486998558,-1.04191982746,-0.467423975468,0.520826458931,-0.176610291004,-0.886353850365,-0.724491894245,-0.094355776906,1.59584450722,0.619623363018,-0.246418356895
5898,-0.16287752986,0.624931037426,0.224562317133,0.245868951082,-0.797600030899,0.61152356863,-0.703400015831,-0.0556075572968,0.104876488447,0.0421245843172,0.835313618183,0.551389276981,0.57045841217,0.901217281818,-1.06591808796,-1.69744157791,-0.670800030231,0.460649996996,-0.872671961784,-0.658067464828,-0.12461745739,-0.380841344595,-0.687645196915,-1.16485393047,-1.58036243916,-0.354684114456,0.432847827673,1.18777680397
23365,-0.526438832283,-0.374024510384,-0.110597461462,-0.763711929321,0.386799991131,-0.510813117027,-1.10229992867,-0.532449424267,0.585354328156,0.305448114872,-0.927771747112,0.0315676033497,-0.516327083111,2.00982499123,0.253234535456,-0.502761602402,-0.608449995518,3.20144987106,-0.202128231525,-0.573249578476,-1.52213025093,0.225699201226,-0.44499617815,-1.78881812096,-0.799980998039,-0.663802266121,0.403223752975,-0.349115759134
6657,0.510771691799,-0.135320365429,0.575541913509,-0.160460591316,-0.460049986839,0.842936038971,0.902999997139,-0.122914254665,0.0250681936741,-0.022876560688,0.468485295773,-0.856389701366,1.75838387012,0.311048775911,-0.000857506645843,-0.347571909428,0.242599993944,0.79365003109,-0.17777569592,0.499865353107,-0.336706906557,-0.28539699316,1.82150804996,1.84913802147,0.96478831768,0.195231318474,-0.867124736309,1.62647843361
5054,-0.563702344894,0.0287402793765,-1.38269197941,-0.132274076343,0.0898500010371,-0.467888593674,-1.10909998417,0.0339229553938,0.0826524049044,-0.309923440218,-0.214763939381,0.657261788845,-0.737931609154,-0.152618408203,1.10395252705,-1.10588252544,-0.45015001297,-1.38639998436,-0.107565641403,-0.0197631269693,-0.457838475704,-0.147852599621,0.193403869867,1.84906077385,-1.11423563957,0.498625636101,0.169685825706,1.32653391361
