rid,DOS014_VCAP_6H:BRD-K22643403-001-01-7:5.03,DOS014_VCAP_24H:BRD-K22643403-001-01-7:5.03,DOS041_A375_24H:BRD-K22643403-001-01-7:5.03,DOS041_A549_24H:BRD-K22643403-001-01-7:5.03
5720,0.185671165586,0.500644981861,-0.939197182655,0.621450006962
466,-0.473459005356,-0.212793335319,-0.424274712801,-0.876299977303
6009,0.735641956329,-0.771681845188,-0.528808653355,-0.27325001359
2309,0.640440762043,-0.0622821450233,0.504519224167,-0.210549995303
387,-0.0438130348921,0.147141173482,-0.874862313271,-0.508199989796
3553,0.111026331782,-0.479124158621,0.533944010735,0.960749983788
427,-0.82740521431,-0.109274595976,0.398629069328,0.0675000026822
5898,0.204798519611,-0.0601893365383,0.396575152874,0.324699997902
23365,0.150723993778,0.55139029026,2.80859851837,-0.589150011539
6657,-0.0645668059587,-0.569853007793,0.607322871685,0.653299987316
5054,0.0420548021793,0.933651685715,-2.5445971489,-0.918150007725
3108,-0.41515237093,0.0135888457298,0.510893046856,0.193850010633
1950,-0.0093470364809,-0.730882048607,0.410458058119,-0.0721000134945
351,0.325347840786,-0.776491224766,1.04270577431,1.07389998436
4846,-0.103379271924,-0.721319198608,0.248477011919,1.10774993896
1452,-0.838971853256,0.108212590218,-0.301203817129,-0.880299985409
4776,-0.2884811759,-0.418118029833,0.967517673969,0.501749992371
6908,-1.08261907101,-0.0786449164152,-0.590916514397,0.183250010014
672,-0.510731458664,0.762603282928,-0.306925773621,-0.506049990654
5710,-0.223991006613,1.2566819191,-0.900822997093,-1.26464998722
2115,-1.20557260513,-0.320774763823,-0.560321390629,0.864650011063
7015,0.486627042294,-0.474501520395,1.17430984974,1.21494996548
8726,0.336400151253,0.633479356766,-0.0298016294837,0.67040002346
2185,-0.3326651752,-1.32229590416,0.964931666851,0.213949993253
3315,-1.13603818417,-0.402958154678,-1.17427182198,-1.95129990578
5289,-0.0511949658394,0.0129311084747,0.649372935295,0.317350000143
868,-0.27080821991,-0.248789802194,0.563541889191,-0.302949994802
1677,0.165013983846,-0.647885084152,-0.182968527079,0.031300008297
7043,-1.05500674248,3.53616285324,0.960800051689,0.832949995995
5613,-0.332991570234,-0.571006178856,1.94958269596,1.1236000061
595,0.274663448334,0.498323500156,0.338272333145,0.204400002956
4793,-0.0502742268145,0.451334416866,-0.577659249306,0.144299983978
2736,0.0168903917074,-0.022420078516,0.586683571339,0.857800006866
5290,0.614580392838,-0.667696356773,-0.611568510532,0.305150002241
6194,0.178050413728,0.177154704928,4.02299774578e-05,0.0
1676,-0.129631578922,-0.112075433135,1.05983829498,-1.07909989357
23512,0.345267981291,0.165412947536,-0.42640760541,-3.90805006027
148022,0.356854379177,0.815852880478,0.626086235046,1.17024993896
1906,-0.0293816775084,1.24553966522,-0.492473244667,-0.388500005007
8878,0.0065061300993,0.485324501991,0.212173849344,-0.219800025225
3091,-0.0630610734224,-0.231778413057,0.616580784321,-0.126550018787
5743,0.034376502037,-0.21497964859,0.312970459461,-0.230250000954
5321,-0.739489078522,-0.561362266541,0.611920714378,-0.676750004292
