rid,CPC003_HA1E_6H:BRD-A83081521-001-01-5:10,CPC003_HA1E_6H:BRD-K01095011-001-03-5:10,CPC003_HA1E_24H:BRD-A83081521-001-01-5:10,CPC003_HA1E_24H:BRD-K01095011-001-03-5:10,CPC003_HCC515_6H:BRD-A83081521-001-01-5:10,CPC003_HCC515_6H:BRD-K01095011-001-03-5:10,CPC003_HCC515_24H:BRD-A83081521-001-01-5:10,CPC003_HCC515_24H:BRD-K01095011-001-03-5:10,CPC003_PC3_6H:BRD-A83081521-001-01-5:10,CPC003_PC3_6H:BRD-K01095011-001-03-5:10,CPC003_PC3_24H:BRD-A83081521-001-01-5:10,CPC003_PC3_24H:BRD-K01095011-001-03-5:10,CPC003_VCAP_6H:BRD-A83081521-001-01-5:10,CPC003_VCAP_6H:BRD-K01095011-001-03-5:10,CPC003_VCAP_24H:BRD-A83081521-001-01-5:10,CPC003_VCAP_24H:BRD-K01095011-001-03-5:10,CPC011_A375_6H:BRD-K01095011-001-10-0:10,CPC011_A549_6H:BRD-K01095011-001-10-0:10,CPC011_A549_24H:BRD-K01095011-001-10-0:10,CPC011_HA1E_6H:BRD-K01095011-001-10-0:10,CPC011_HT29_6H:BRD-K01095011-001-10-0:10,CPC011_MCF7_6H:BRD-K01095011-001-10-0:10,CPC011_MCF7_24H:BRD-K01095011-001-10-0:10,CPC011_PC3_6H:BRD-K01095011-001-10-0:10,CPC011_PC3_24H:BRD-K01095011-001-10-0:10,CPC011_VCAP_6H:BRD-K01095011-001-10-0:10,CPC011_VCAP_24H:BRD-K01095011-001-10-0:10,CPC015_A375_6H:BRD-A83081521-001-01-5:10,CPC015_A549_6H:BRD-A83081521-001-01-5:10,CPC015_A549_24H:BRD-A83081521-001-01-5:10,CPC015_ASC_24H:BRD-A83081521-001-01-5:10,CPC015_HEPG2_6H:BRD-A83081521-001-01-5:10,CPC015_HT29_6H:BRD-A83081521-001-01-5:10,CPC015_MCF7_6H:BRD-A83081521-001-01-5:10,CPC015_MCF7_24H:BRD-A83081521-001-01-5:10,CPC015_NPC_24H:BRD-A83081521-001-01-5:10,CPC015_PHH_24H:BRD-A83081521-001-01-5:10,CPC015_SKB_24H:BRD-A83081521-001-01-5:10,CPC018_A375_6H:BRD-K01095011-001-03-5:10,CPC018_A549_6H:BRD-K01095011-001-03-5:10,CPC018_A549_24H:BRD-K01095011-001-03-5:10,CPC018_ASC_24H:BRD-K01095011-001-03-5:10,CPC018_HEPG2_6H:BRD-K01095011-001-03-5:10,CPC018_HT29_6H:BRD-K01095011-001-03-5:10,CPC018_MCF7_6H:BRD-K01095011-001-03-5:10,CPC018_MCF7_24H:BRD-K01095011-001-03-5:10,CPD002_MCF7_24H:BRD-K59720958-001-01-8:10,CPC018_NPC_24H:BRD-K01095011-001-03-5:10,CPC018_PHH_24H:BRD-K01095011-001-03-5:10,CPC018_SKB_24H:BRD-K01095011-001-03-5:10,CPD002_MCF7_6H:BRD-K59720958-001-01-8:10,CPD002_PC3_6H:BRD-K59720958-001-01-8:10,CPD002_PC3_24H:BRD-K59720958-001-01-8:10
5720,0.00655001401901,-0.0602000057697,-0.360670000315,-0.280518561602,-1.16569256783,-1.81446671486,0.253863573074,0.251100003719,-0.388350009918,-0.0464837551117,-0.44039106369,-1.66001939774,0.438039779663,-0.11394020915,-0.244100004435,0.174800008535,-0.211506456137,-0.740114092827,0.125581905246,-1.22185003757,-7.95124530792,-2.11380004883,0.43314999342,0.631444692612,-2.73951172829,-0.657999575138,0.946754693985,-2.34252262115,1.19005000591,0.315361499786,1.4433324337,0.118950009346,0.280827760696,0.00751948356628,-0.677320122719,-1.01932930946,-0.871050000191,1.35684990883,0.187183529139,0.744499981403,-0.571099996567,-0.182976916432,1.3101927042,0.21086718142,-0.365561395884,-1.25640773773,-0.964795351028,0.402996897697,-0.666700005531,-0.330476760864,-1.61465203762,-1.47716104984,-2.62028694153
466,-0.333999991417,-0.167750000954,-1.04817509651,-1.35476362705,0.583577513695,-0.265199959278,0.110684663057,0.179100006819,-0.794875025749,0.179644197226,1.18244504929,1.30385959148,-1.11261332035,-0.359655201435,-0.504000008106,0.45355001092,-0.312242150307,-1.6387308836,-0.00412464141846,0.322499990463,1.48346531391,-0.440850019455,0.571699976921,0.360612541437,-0.0112633109093,-0.565573334694,0.326644301414,-2.17380952835,-0.104250013828,0.00220173597336,0.632405996323,-1.25520002842,0.838413000107,-0.274394482374,-0.644338965416,0.460060507059,-0.0523000024259,0.208950012922,0.254328876734,-0.772000014782,-0.652300000191,0.451335251331,0.632298231125,-0.321542441845,-0.723081231117,-0.0245206132531,-1.15758526325,0.067034214735,0.0381666570902,-0.0693271309137,-0.480155229568,-1.02481687069,-0.471917301416
6009,-0.520249962807,-0.77530002594,-0.236228048801,-0.0683689340949,-1.09683072567,-0.28633338213,-0.106734335423,-0.145300000906,-0.451799988747,-0.533570051193,-0.135698705912,0.0411234013736,0.376434981823,-0.016796387732,-0.0762000009418,0.132399991155,-0.790296196938,-0.820134878159,0.101791352034,-0.12745000422,-0.954336047173,-1.64530014992,-0.688149988651,0.0734966993332,0.394076108932,0.234287336469,0.555498182774,1.23890244961,0.625999987125,1.03034842014,0.982628941536,0.349550008774,0.155336588621,-0.364138275385,0.250055640936,0.257583737373,-0.344699978828,0.0208999961615,-0.154189959168,-0.00325000286102,1.63610005379,0.580435752869,0.184522241354,-0.294022977352,-0.0409432947636,-0.470998883247,-0.157713592052,1.00676178932,0.475366652012,0.589739561081,-1.11751866341,-0.139684140682,0.318687796593
2309,-0.109149992466,0.0831500142813,0.721921205521,0.0880893617868,-0.385788291693,-0.294800072908,0.284250438213,0.469449996948,0.202199965715,0.130634337664,-0.459018796682,-0.0449425540864,0.0989177525043,-0.540843188763,0.432500004768,0.545149981976,0.112115323544,0.0662288218737,0.953107655048,-0.583150029182,1.51520133018,0.340099990368,-0.0435000024736,0.191767722368,-0.298067271709,0.127078577876,0.528964340687,0.534395396709,0.0925499945879,0.558420181274,-0.188897445798,0.848349988461,-0.250269114971,-0.14577896893,-0.353996217251,1.38236546516,-0.736100018024,-0.914749979973,-0.528714478016,0.541499972343,2.23035001755,0.34187734127,-0.133608624339,-0.844654500484,-0.226149097085,-0.294298440218,-0.471932381392,1.46560573578,0.168300002813,-0.235113918781,0.176630318165,-0.23346427083,0.138360902667
387,-0.446149975061,-0.730250000954,-0.0105301905423,-1.11739766598,-0.605301737785,0.13113334775,0.142104685307,-1.10439991951,-0.435025006533,0.199220508337,-0.237132519484,1.17657351494,0.535928249359,-0.126030012965,0.0152500271797,0.168799996376,0.785432457924,-0.307108134031,-1.05143857002,-0.417899996042,1.58735203743,2.01690006256,-0.210150003433,-0.287876993418,0.272126466036,0.458073854446,-0.296843826771,2.11805820465,0.863649964333,1.01740860939,1.20271635056,0.310599982738,0.0812888294458,1.05667006969,0.324846148491,0.0332601182163,-0.329100012779,0.541500031948,0.0493080243468,0.632850050926,0.956300020218,0.904625594616,-0.015042424202,-0.284912437201,-0.46624314785,1.50987315178,-0.214451029897,1.08958661556,0.807900011539,0.620676398277,1.22476553917,-1.23786985874,0.784106254578
3553,-0.000800013542175,0.31194999814,-0.484107792377,1.49978494644,-0.33183246851,-0.103300005198,-0.134611591697,0.142749994993,-0.546800017357,-0.619350731373,-0.38591453433,-0.228742286563,0.622181653976,0.0430865138769,0.0634500011802,-0.156899988651,-0.123167395592,1.43424344063,0.425509810448,0.111599996686,4.85221385956,-0.0557000003755,-0.14090000093,-1.17505908012,-0.748830735683,0.437146574259,-0.335604012012,-0.339674949646,-0.702000021935,-1.04374670982,-0.24272672832,-1.61444997787,0.0328347980976,-0.26919400692,0.754168152809,-0.920465946198,0.813449978828,-0.25205001235,-0.496978014708,0.88244998455,-0.109200000763,-0.207349210978,-0.140959218144,0.0256231576204,1.1357011795,0.0536136627197,-0.30088365078,-0.832903862,-0.792033314705,-0.657372117043,0.401323676109,-1.22168684006,-1.05974185467
427,0.603700041771,-0.591600000858,0.819170951843,-0.0132969394326,-0.185231506824,0.209400057793,-0.270724117756,0.451950013638,0.260250002146,0.722870051861,-0.125928089023,1.12731933594,0.381311774254,-0.841838479042,-1.18990004063,-1.12049996853,-0.166623860598,-1.01208674908,1.55099022388,-1.45889997482,2.37471866608,-1.01289999485,0.0393999963999,-0.404678046703,-0.193976685405,0.667707920074,0.816306710243,-1.48030614853,-0.664350032806,-0.862821280956,1.09021019936,-0.60119998455,0.104956269264,-0.461868822575,0.152000844479,-0.508588969707,-0.246050000191,0.774749994278,0.581358671188,0.0939500033855,-0.765849947929,0.270497620106,0.498764514923,-0.320843189955,0.635622501373,0.977186322212,1.77775681019,-0.516894817352,-0.23043332994,-0.152325928211,-0.14549767971,-0.202332377434,-0.607244133949
5898,0.218950003386,-0.0945999994874,0.180173039436,-0.0695569068193,0.899306535721,-0.184533342719,0.208059728146,-0.139699995518,0.270049989223,-0.0244595035911,0.827173292637,0.251212716103,0.0203118026257,-0.139612913132,-0.960099995136,-0.21535000205,0.617472529411,-2.20530223846,-0.703114211559,-0.0416999980807,-1.59411132336,1.5978499651,0.858199954033,0.542762577534,-0.141941025853,-0.0536261200905,-0.0894620716572,-0.256414592266,0.321600019932,-0.753293633461,0.25543409586,-0.728900015354,-0.611364781857,-0.330326110125,-0.588600754738,1.45757389069,0.321450024843,0.0926499962807,0.320621907711,-0.293049991131,-0.234699994326,-0.965431272984,-0.53618144989,-0.190122723579,-0.498917162418,-1.08035802841,-3.98911333084,-0.951703250408,-1.11186671257,0.302607506514,-2.50176262856,-2.9871544838,-0.76416271925
23365,-0.347750008106,0.0613999962807,0.969862222672,-2.13518023491,-0.0121908187866,0.250733315945,0.00529584288597,-0.599250018597,0.321774989367,0.102671183646,0.00887021422386,1.6611533165,0.733194947243,-0.364524871111,1.28539991379,0.671899974346,0.171688526869,-0.17316365242,-1.11833703518,-1.43665003777,1.18470227718,0.46954998374,0.0461000055075,0.974337041378,-0.0555592477322,-0.690756082535,-0.462956547737,-0.0983646810055,0.722799956799,-2.04678654671,-0.234117805958,-1.25400006771,-0.0957827866077,-0.44033652544,1.14629399776,-0.201027736068,-0.527549982071,-0.36075001955,-0.0220135450363,-0.339800000191,1.03305006027,-0.770748615265,-0.7378693223,-0.428548842669,0.215529590845,-0.515532135963,-0.280295312405,-0.0700110793114,-0.459100008011,0.229485243559,-1.29845821857,0.904097676277,0.762747645378
6657,0.030749976635,0.17990000546,0.00427364557981,2.45246219635,-0.741555094719,0.0247666686773,0.834252655506,0.121799997985,0.111849993467,-0.10280187428,-0.398337036371,0.0687685459852,0.561988711357,-0.414114743471,-1.03419995308,-0.888400018215,-0.89368724823,1.20626401901,0.214286997914,1.27485001087,4.14744377136,-0.604650020599,0.0424000024796,-0.647707700729,-1.29176473618,-0.189595133066,0.0298694595695,-0.00439050793648,-0.430899977684,-0.707176208496,-1.20514762402,-1.21875,-0.393965542316,-1.08174943924,0.113414674997,1.4553809166,2.54729986191,-0.05474999547,-0.647260785103,0.520749986172,-0.15964999795,-0.324051529169,0.348072171211,-0.304687082767,1.54423332214,0.228584945202,0.150216400623,1.50154209137,-0.907666683197,-0.19738894701,-0.030551277101,1.04915642738,-0.227595344186
