rid,DOS029_VCAP_24H:BRD-K93971021-001-01-8:5,DOS033_A375_24H:BRD-K93971021-001-01-8:5,DOS033_A549_24H:BRD-K93971021-001-01-8:5,DOS033_HT29_24H:BRD-K93971021-001-01-8:5,DOS033_MCF7_24H:BRD-K93971021-001-01-8:5,DOS033_PC3_24H:BRD-K93971021-001-01-8:5
5720,0.101360842586,0.0540688335896,-0.892127037048,-0.257859110832,0.136677935719,1.03339624405
466,0.0813674405217,0.198399722576,-1.49606966972,-0.636967837811,0.126960739493,-0.535161495209
6009,-0.664410471916,0.838111519814,-0.581419765949,-0.734430909157,-0.406590521336,-0.617296159267
2309,1.1450189352,1.20779848099,-0.763387739658,0.101368710399,-0.805763840675,-0.151927486062
387,-0.329164862633,0.684668302536,-0.685752749443,-1.14905178547,-0.579487085342,-0.0735133886337
3553,-0.727166354656,0.359562635422,1.05200684071,0.826222300529,0.341408073902,-0.257357031107
427,-0.0715233683586,-0.345185816288,-0.50172317028,0.374250113964,-0.37592703104,2.46674656868
5898,0.243950277567,0.530304729939,1.27533519268,0.0824477672577,0.624296307564,1.54138112068
23365,-0.0297325849533,-0.189204275608,0.23453001678,-0.509241580963,-0.304401248693,0.717797756195
6657,-0.0804710388184,-0.780351400375,0.535320043564,0.809900045395,0.653275191784,-0.388924866915
5054,0.78916656971,-0.0399345755577,0.171030208468,0.14311170578,-0.201092869043,0.321539819241
3108,0.889997899532,0.802919387817,-1.12426400185,-0.978351473808,0.274277925491,-0.381301522255
1950,0.13540764153,0.120987311006,0.396701812744,1.04801750183,0.585182785988,-0.667276740074
351,-0.457960397005,0.790722489357,0.672963321209,0.164583235979,-0.155249118805,-0.0335620492697
4846,0.328670322895,0.0045572668314,-0.593521237373,-0.027751237154,0.848638951778,-3.13909244537
1452,-0.247279495001,-0.231385245919,-0.329017788172,-0.635470986366,-0.155397489667,-0.42243334651
4776,-0.0594594478607,0.168978542089,0.984972774982,1.92141997814,0.177496224642,-0.636189997196
6908,0.529893994331,0.905629813671,-0.112529337406,-0.539599597454,-0.524529874325,0.958109140396
672,-0.406054526567,0.0125926434994,-1.09098577499,0.893184304237,-0.52132165432,-0.812501311302
5710,0.952339828014,-0.45013654232,0.700247704983,-1.2102792263,-0.0625776052475,0.564306676388
2115,-0.42810022831,-0.961083650589,0.505341410637,0.408692657948,0.472060382366,0.334010958672
7015,-0.705577254295,1.32903027534,0.484034180641,1.25188827515,0.167280048132,-0.850315153599
