rid,CPC002_HA1E_6H:BRD-K32292990-001-01-0:10,CPC002_HA1E_24H:BRD-K32292990-001-01-0:10,CPC002_HCC515_6H:BRD-K32292990-001-01-0:10,CPC002_HCC515_24H:BRD-K32292990-001-01-0:10,CPC002_PC3_6H:BRD-K32292990-001-01-0:10,CPC002_PC3_24H:BRD-K32292990-001-01-0:10,CPC002_VCAP_6H:BRD-K32292990-001-01-0:10,CPC002_VCAP_24H:BRD-K32292990-001-01-0:10,CPC018_A375_6H:BRD-K32292990-001-01-0:10,CPC018_A549_6H:BRD-K32292990-001-01-0:10,CPC018_A549_24H:BRD-K32292990-001-01-0:10,CPC018_ASC_24H:BRD-K32292990-001-01-0:10,CPC018_HEPG2_6H:BRD-K32292990-001-01-0:10,CPC018_HT29_6H:BRD-K32292990-001-01-0:10,CPC018_MCF7_6H:BRD-K32292990-001-01-0:10,CPC018_MCF7_24H:BRD-K32292990-001-01-0:10,CPC018_NPC_24H:BRD-K32292990-001-01-0:10,CPC018_PHH_24H:BRD-K32292990-001-01-0:10,CPC018_SKB_24H:BRD-K32292990-001-01-0:10,CVD001_HEPG2_6H:BRD-K32292990-001-01-0:10,CVD001_HEPG2_6H:BRD-K32292990-001-01-0:2.5,CVD001_HEPG2_24H:BRD-K32292990-001-01-0:10,CVD001_HEPG2_24H:BRD-K32292990-001-01-0:2.5,CVD001_HUH7_6H:BRD-K32292990-001-01-0:10,CVD001_HUH7_6H:BRD-K32292990-001-01-0:2.5,CVD001_HUH7_24H:BRD-K32292990-001-01-0:10,CVD001_HUH7_24H:BRD-K32292990-001-01-0:2.5,CVD001_PHH_6H:BRD-K32292990-001-01-0:10,CVD001_PHH_6H:BRD-K32292990-001-01-0:2.5,CVD001_PHH_24H:BRD-K32292990-001-01-0:10,CVD001_PHH_24H:BRD-K32292990-001-01-0:2.5
5720,0.526705622673,1.1884868145,-0.266960442066,1.82155919075,-0.557902574539,0.509624958038,-0.270699381828,-0.146698027849,0.0445067882538,-0.195964738727,0.272350013256,-0.411550462246,-1.25526189804,-0.232515200973,-0.631184279919,-0.29484128952,0.551524758339,-0.619826197624,0.132701635361,-0.299133867025,0.0738624632359,-2.41126346588,-0.587727308273,0.564314961433,-1.01182067394,0.0371772497892,-0.116913050413,0.052623257041,0.519909739494,-1.27414238453,0.512001752853
466,-0.401053130627,0.119814500213,-0.852618038654,-0.0719653591514,-0.664647161961,-2.21915221214,-0.679065167904,-2.24348640442,-0.817339777946,-0.372489750385,0.673699975014,-0.400227069855,1.60261034966,-0.790278017521,0.514472663403,-0.0772911459208,-0.74621874094,-0.129351168871,-0.175810009241,0.922080695629,0.377174764872,0.989864349365,0.301471233368,1.15984463692,-0.527589261532,-0.128523021936,0.711817800999,-0.286349177361,0.0265704318881,-0.303627222776,-0.855834424496
6009,2.50268602371,0.131358593702,-0.757980823517,-0.00990861654282,-0.0991696864367,-0.635341286659,-1.6550412178,-2.09089183807,-0.658832848072,-1.2566652298,-1.11249995232,-0.256729125977,0.346937090158,-0.667588412762,-0.603877604008,-1.52551245689,-1.02245223522,-0.295337110758,0.25845131278,0.0514096319675,-0.885994315147,0.0340181067586,0.522259891033,0.00789684057236,-0.345919787884,-0.588333427906,-1.00190258026,0.338102132082,0.562014520168,-0.300328999758,-0.485021352768
2309,-0.521345973015,-0.507795393467,-0.24427883327,0.221383556724,-0.073122061789,-0.232970446348,-1.70974779129,1.0614387989,-0.510852813721,-1.18535447121,-0.0165500044823,-0.428076028824,1.26998400688,-0.675889134407,-0.674294829369,0.314579963684,-1.13551712036,0.642504811287,-0.620940446854,0.0522712171078,-0.108050115407,0.411868095398,0.0949861481786,1.42599380016,0.369387447834,0.781990885735,0.0566656887531,-0.021830894053,-0.986649215221,-0.189217239618,-0.00708849355578
387,-0.632587313652,-0.1271148175,-0.62548160553,0.117257475853,-0.872970819473,-0.845664560795,-2.34376144409,-1.99870300293,-0.054894503206,-1.16347551346,-0.334850013256,-1.71698653698,-0.781567215919,-0.567625582218,-0.513207793236,-1.60231983662,-1.25495421886,0.0832907259464,-0.697402894497,0.886937618256,-0.617466926575,0.50598526001,0.0778767764568,0.338450103998,-0.470499873161,-1.20686972141,-0.576102495193,0.669418215752,-0.267905294895,-0.344694018364,-0.322881996632
3553,0.896358013153,-0.254765361547,-0.555404126644,0.903777003288,0.129154011607,1.57724869251,0.114040262997,0.442470610142,-0.296299278736,1.62737298012,0.2228500247,-0.484787195921,1.69333696365,0.691849112511,-0.551437735558,0.732825994492,0.424458384514,-0.404118001461,0.923252522945,0.167653337121,1.1767603159,0.156543880701,-0.0783705636859,-0.1930205971,-0.352102816105,0.288324862719,-0.144584193826,-0.363001614809,1.31850528717,1.13582754135,-0.0611214488745
427,0.295179486275,0.607097804546,0.541709840298,0.583612501621,0.667060911655,0.631193935871,-0.407339602709,-1.05260276794,-0.308853626251,0.282930344343,-0.425900012255,-0.600764036179,-0.87686753273,0.304139077663,0.680471301079,0.335704863071,0.582522511482,-0.160551980138,0.434983879328,-0.454213798046,-0.419851541519,0.442277103662,0.847141981125,1.64133679867,0.193161398172,0.374788999557,0.305331528187,0.30572783947,0.87667965889,0.459219962358,0.653548061848
5898,-0.137694835663,-0.639902234077,0.339191883802,-0.507905066013,-0.0894400030375,-0.265045195818,0.0766774117947,0.319479972124,0.0493377745152,0.417109847069,0.011000007391,-0.322143793106,-0.849030971527,-1.35560357571,-0.0489035695791,0.410652548075,0.162103801966,-0.297740489244,-1.20671570301,1.34550917149,0.666864871979,1.63250803947,0.636272788048,-0.0562500730157,0.103300824761,-0.532275617123,0.0865033045411,-0.0214746892452,-0.362103700638,0.87886762619,0.318217217922
23365,-0.115367025137,-0.161643192172,-0.424889594316,1.10333740711,1.05863308907,-0.827529251575,0.525005877018,-0.212442994118,0.528515934944,0.329668849707,0.294950008392,0.210835069418,-0.485473453999,-0.146926596761,-0.434566229582,-0.579136252403,-0.222192004323,-0.50797098875,0.414711862803,1.59543311596,1.49605774879,1.51632463932,0.102526016533,0.598678469658,-0.711069643497,0.046043112874,0.544582605362,0.471303135157,0.0445241257548,0.973058462143,-0.308905631304
6657,0.652128577232,-0.254351228476,0.208677500486,-0.343237936497,1.12296998501,0.0201042592525,0.330143660307,0.600622475147,-0.594861388206,1.04931008816,-1.89645004272,-0.735574126244,0.728534758091,1.10734784603,0.844091773033,1.22783350945,-0.33045861125,-0.355433642864,-0.306998282671,0.140484631062,0.0135058313608,0.248026371002,-0.273474007845,-0.588073611259,0.459975153208,-0.0613647401333,-0.504764914513,-0.392410576344,0.644956946373,1.25911092758,-0.148592993617
