rid,CPC001_HA1E_6H:BRD-A63346720-300-01-1:10,CPC001_HA1E_24H:BRD-A63346720-300-01-1:10,CPC001_HCC515_6H:BRD-A63346720-300-01-1:10,CPC001_HCC515_24H:BRD-A63346720-300-01-1:10,CPC001_PC3_6H:BRD-A63346720-300-01-1:10,CPC001_PC3_24H:BRD-A63346720-300-01-1:10,CPC001_VCAP_6H:BRD-A63346720-300-01-1:10,CPC001_VCAP_24H:BRD-A63346720-300-01-1:10,CPC010_A375_6H:BRD-K70490179-311-02-7:10,CPC010_A549_6H:BRD-K70490179-311-02-7:10,CPC010_A549_24H:BRD-K70490179-311-02-7:10,CPC010_HA1E_6H:BRD-K70490179-311-02-7:10,CPC010_HCC515_6H:BRD-K70490179-311-02-7:10,CPC010_HEPG2_6H:BRD-K70490179-311-02-7:10,CPC010_HT29_6H:BRD-K70490179-311-02-7:10,CPC010_MCF7_6H:BRD-K70490179-311-02-7:10,CPC010_MCF7_24H:BRD-K70490179-311-02-7:10,CPC010_PC3_6H:BRD-K70490179-311-02-7:10,CPC010_PC3_24H:BRD-K70490179-311-02-7:10,CPC010_VCAP_6H:BRD-K70490179-311-02-7:10,CPC010_VCAP_24H:BRD-K70490179-311-02-7:10,CPC016_A375_6H:BRD-A63346720-300-01-1:10,CPC016_A549_6H:BRD-A63346720-300-01-1:10,CPC016_A549_24H:BRD-A63346720-300-01-1:10,CPC016_ASC_24H:BRD-A63346720-300-01-1:10,CPC016_HEPG2_6H:BRD-A63346720-300-01-1:10,CPC016_HT29_6H:BRD-A63346720-300-01-1:10,CPC016_MCF7_6H:BRD-A63346720-300-01-1:10,CPC016_MCF7_24H:BRD-A63346720-300-01-1:10,CPC016_NEU_24H:BRD-A63346720-300-01-1:10,CPC016_NPC_24H:BRD-A63346720-300-01-1:10,CPC016_SKB_24H:BRD-A63346720-300-01-1:10
5720,0.665616631508,0.829851269722,0.207600012422,0.63702070713,-0.117603510618,-0.552125811577,0.248669207096,-0.029331792146,-0.0379308015108,-1.97464990616,-0.0399999991059,1.04535520077,0.839200019836,0.989399850368,-0.834035158157,-0.0928911119699,1.19003999233,-1.0401237011,0.982930958271,0.128342419863,-0.147268772125,0.885727107525,1.10019993782,-0.369566053152,-0.689647257328,0.972350001335,0.0382069125772,-0.286103159189,0.438984066248,0.0881106853485,0.242450430989,0.015000000596
466,-0.450239509344,0.510604441166,-0.552850008011,-0.537803649902,0.0117965191603,-0.48507681489,-0.0161060020328,-0.196848481894,-0.627429902554,-2.51810002327,1.29445004463,1.03468930721,-0.0213000178337,-1.73610270023,-1.25556647778,-1.26642334461,-1.7930059433,-2.04298591614,-1.14995288849,-0.00869572162628,0.087469369173,0.134085983038,0.457399994135,-0.919869422913,0.173646271229,0.586600005627,0.489112764597,-0.08263887465,-1.75236737728,-0.693693518639,-0.746063709259,-1.53005003929
6009,0.331351459026,-1.07223808765,-0.193549990654,0.448749095201,-1.15859746933,-0.129638314247,-1.0721039772,-0.163915738463,-0.945269465446,-1.03890001774,0.770200014114,1.46351206303,0.95845001936,0.309098482132,0.155551031232,0.365939825773,1.30846464634,-0.0468756966293,-0.705018281937,0.576499760151,-2.0929710865,0.229281902313,-1.28859996796,0.297461360693,0.535023808479,-0.0680000036955,-0.322840631008,-0.509459197521,-0.00800816714764,-0.142754763365,-0.500380754471,1.10370004177
2309,-0.199880987406,0.152928888798,-0.278800010681,0.389616876841,-0.193823993206,0.212069451809,1.15577018261,0.466637611389,0.597247362137,0.178999990225,-0.719349980354,0.847316086292,0.224900007248,-1.18776786327,1.63499343395,1.11858189106,1.32084333897,0.264975994825,3.0960817337,1.03116905689,1.01737046242,0.597354233265,-0.790449976921,0.436766773462,0.587494373322,-0.976499974728,1.25605225563,1.30600500107,2.26321434975,0.480002611876,0.581336438656,1.43105006218
387,-1.21197557449,-0.755607366562,-1.02369999886,0.376981019974,-0.0677400305867,-0.729850292206,-0.155590161681,-0.584672868252,-0.828157186508,-0.486550033092,-1.59214997292,-0.489944905043,1.36374998093,1.28081643581,-0.516749680042,-0.278845071793,-0.0667824745178,-2.98709845543,1.35505926609,0.075338691473,-1.08761847019,0.215086251497,1.9320499897,-0.959394872189,0.368523299694,2.33280014992,-0.287771522999,-1.08502399921,0.596576988697,0.309113442898,-0.732909977436,-0.0156000256538
3553,-0.719549059868,0.529915332794,0.227850005031,0.692955076694,-0.226370975375,-0.175590649247,-0.282677352428,0.589739203453,-0.00583613477647,2.56815004349,0.0258499979973,-1.02941000462,-1.00629997253,-0.878643095493,1.88539111614,0.284577876329,-0.0314880684018,-0.65180850029,0.120325356722,-0.652367413044,-0.479313611984,-0.607786297798,0.70039999485,0.705963134766,0.0203123688698,0.425700008869,-0.709777712822,1.48422849178,-0.164533764124,0.316349595785,0.363791406155,0.607199966908
427,-0.141672357917,0.634335398674,-0.160850018263,0.401143997908,-0.0997022390366,-0.0230587869883,0.259192407131,0.286056339741,-0.53475189209,-3.55754995346,1.29149997234,0.263588637114,-0.214349985123,1.01831781864,0.462158590555,-0.663419246674,-0.219600528479,0.454469919205,-0.96221601963,0.448092252016,-1.5345287323,-0.337959647179,0.363150000572,0.287039518356,0.715059995651,-0.0080000013113,0.0833844989538,0.491802215576,-0.644298195839,0.462681084871,0.224488809705,0.0152500011027
5898,-0.414039850235,-0.719670534134,0.370400011539,-0.688137710094,0.281667768955,-0.564935564995,0.79285800457,0.482681810856,-0.901663959026,-0.339600026608,0.243400007486,-0.996337771416,-0.81099998951,-0.854245007038,1.69531023502,-0.780815660954,-1.67310976982,-1.99519741535,-5.65282773972,-0.347395002842,0.200749069452,0.55584782362,1.20690000057,-1.14551711082,-0.261368513107,0.373850017786,1.71081292629,0.605094194412,-1.66870450974,1.08187663555,-1.45643746853,-1.93184995651
23365,0.499322652817,0.125548630953,-0.0689499974251,-0.15075597167,0.178573191166,0.527204751968,0.629564225674,0.867713332176,-0.459479868412,-1.81850004196,-0.0467999987304,-0.376752018929,2.04789996147,0.0413931980729,-1.21656370163,-0.281948506832,-0.951468586922,-0.411034345627,-0.924161195755,-0.188027828932,-0.027437210083,-0.848927855492,0.954050004482,0.127319931984,-0.424308776855,0.251300007105,-0.785806417465,1.19789719582,-0.595697522163,1.04086089134,0.326195448637,-0.0622000098228
6657,0.367986381054,-0.158655703068,0.365450024605,0.195219695568,-0.471555411816,-0.151797309518,-0.759462118149,0.369353801012,-0.107435360551,1.62549996376,-0.397099971771,-0.523016095161,0.985399961472,0.392547369003,1.94859158993,0.476895749569,1.05821633339,2.67090034485,0.443765968084,0.173316851258,-0.240135759115,-0.572164595127,0.86384999752,0.562365889549,-0.735055685043,0.0875500142574,-0.435293674469,1.6794526577,0.997773647308,-0.24026234448,0.128261461854,0.354549974203
