rid,DOS030_VCAP_6H:BRD-K32885145-001-01-5:5.12,DOS030_VCAP_24H:BRD-K32885145-001-01-5:5.12,DOS034_A375_24H:BRD-K32885145-001-01-5:5.12,DOS034_A549_24H:BRD-K32885145-001-01-5:5.12,DOS034_HT29_24H:BRD-K32885145-001-01-5:5.12,DOS034_MCF7_24H:BRD-K32885145-001-01-5:5.12,DOS034_PC3_24H:BRD-K32885145-001-01-5:5.12,DOSBIO001_A375_24H:BRD-K32885145:10.2333,DOSBIO001_A549_24H:BRD-K32885145:10.2333,DOSBIO001_HT29_24H:BRD-K32885145:10.2333,DOSBIO001_MCF7_24H:BRD-K32885145:10.2333,DOSBIO001_PC3_24H:BRD-K32885145:10.2333,DOSBIO001_NEU_24H:BRD-K32885145:10.2333,DOSBIO001_NPC_24H:BRD-K32885145:10.2333
5720,-3.74102210999,-1.12065005302,-1.07400000095,-0.383067160845,1.80099999905,-0.244873136282,-3.22297668457,0.49203389883,-0.211518347263,-0.191713988781,0.560607850552,-0.189884275198,-0.685600042343,2.27844953537
466,-3.29034113884,-0.441100001335,-0.0332500040531,-0.068292118609,-1.72529995441,-1.90730845928,-0.710443377495,1.89389824867,0.968542337418,1.08659470081,1.3412322998,0.186487257481,0.483649998903,-0.0846644639969
6009,0.0322543382645,-0.260149985552,-0.387399971485,-0.0516568422318,2.19670009613,0.713389933109,0.620042026043,0.621118426323,0.590388000011,-0.681460618973,1.09315264225,0.749499082565,-0.0349000021815,-0.426718920469
2309,-1.75600671768,-0.888949990273,-0.560549974442,1.06042170525,1.28059995174,-1.18159377575,0.648745298386,4.11987400055,-1.31992900372,-0.51514929533,0.240310370922,-0.72547930479,-0.419250011444,0.615187525749
387,0.800247430801,-3.23939990997,0.417750030756,0.645832598209,2.26920008659,0.173988834023,4.0592880249,-0.0292373970151,0.166224181652,0.9610876441,0.595786690712,0.327057808638,-0.0212500002235,0.565743565559
3553,1.49574840069,0.543349981308,0.998700022697,0.126950860023,-0.945900022984,-1.27042615414,1.95699334145,0.844305753708,0.869217157364,1.39370954037,-0.271502554417,-0.768911480904,0.449949979782,-1.21833133698
427,-0.377233952284,-0.668750047684,-0.498549997807,-0.858736515045,-0.936299979687,0.978166520596,-0.131026417017,0.836643457413,1.63340592384,0.755062699318,1.16534113884,0.516330122948,-0.985599994659,-0.428046047688
5898,-0.604126811028,-0.929499983788,-1.5041000843,-0.0448675453663,-1.31550002098,-0.463888257742,-2.0293533802,-2.24513626099,0.28919968009,-0.263356864452,0.548332095146,1.42704212666,2.22160005569,0.77382838726
23365,0.728674948215,0.217299997807,0.294550001621,0.644701838493,-0.510800004005,-0.140374541283,3.270206213,0.00146283209324,0.642331302166,1.60820746422,0.703989386559,0.119592815638,-0.375849992037,0.753492474556
6657,1.65465164185,0.750349998474,-0.107400000095,0.035520222038,0.326299995184,-2.11967420578,-1.14467716217,-0.517508208752,-0.107428207994,-0.367818266153,-0.587614119053,0.183967098594,0.502950012684,1.59701108932
