rid,CPC003_HA1E_6H:BRD-K34415467-003-08-0:10,CPC003_HA1E_24H:BRD-K34415467-003-08-0:10,CPC003_HCC515_6H:BRD-K34415467-003-08-0:10,CPC003_HCC515_24H:BRD-K34415467-003-08-0:10,CPC003_PC3_6H:BRD-K34415467-003-08-0:10,CPC003_PC3_24H:BRD-K34415467-003-08-0:10,CPC003_VCAP_6H:BRD-K34415467-003-08-0:10,CPC003_VCAP_24H:BRD-K34415467-003-08-0:10,CPC015_A375_6H:BRD-K34415467-003-08-0:10,CPC015_A549_6H:BRD-K34415467-003-08-0:10,CPC015_A549_24H:BRD-K34415467-003-08-0:10,CPC015_ASC_24H:BRD-K34415467-003-08-0:10,CPC015_HEPG2_6H:BRD-K34415467-003-08-0:10,CPC015_HT29_6H:BRD-K34415467-003-08-0:10,CPC015_MCF7_6H:BRD-K34415467-003-08-0:10,CPC015_MCF7_24H:BRD-K34415467-003-08-0:10,CPC015_NPC_24H:BRD-K34415467-003-08-0:10,CPC015_PHH_24H:BRD-K34415467-003-08-0:10,CPC015_SKB_24H:BRD-K34415467-003-08-0:10,CPD001_MCF7_6H:BRD-K34415467-003-10-6:10,CPD001_MCF7_24H:BRD-K34415467-003-10-6:10,CPD001_PC3_24H:BRD-K34415467-003-10-6:10
5720,0.547800004482,0.439486354589,-1.44189763069,0.191731885076,0.590153455734,0.754212379456,0.272600889206,-1.97554993629,0.918895959854,1.07124996185,0.828575074673,0.351680576801,-0.166400015354,-0.248241752386,0.417484402657,0.571242570877,0.753042936325,1.82005000114,0.264499992132,0.74433273077,-0.0684617757797,0.00710014998913
466,0.634249985218,-0.95268034935,0.840327322483,-0.625919997692,0.252565264702,-1.41689634323,-0.0767168551683,-2.3220000267,0.526136159897,-1.11205005646,0.486468613148,-0.0921250581741,0.156799972057,-1.06338465214,-0.244983673096,-0.179832488298,0.505047500134,-0.410299986601,-0.164750009775,-4.80136680603,-0.722731351852,-0.114216193557
6009,0.152000010014,-1.1142950058,-0.576577663422,0.708510041237,-0.314266115427,0.72120642662,-1.26583123207,-0.619099974632,-0.377398371696,-0.290850013494,1.08545339108,0.7852024436,-0.00139999389648,-0.0143999159336,0.976395308971,-0.391196638346,-0.166604742408,-0.439850002527,-0.822700023651,1.04282927513,-0.217735901475,-0.191392958164
2309,-0.135450005531,0.226173400879,0.436142146587,-0.144934043288,-0.142507463694,-0.486080288887,-0.387909054756,0.381450027227,0.701920032501,0.517199993134,0.467007279396,0.784003913403,-0.978299975395,2.11890363693,-0.315631121397,-0.136960044503,0.111299604177,1.46185004711,0.777450025082,2.06446528435,1.4273815155,-0.0550683140755
387,0.122250020504,0.453469097614,1.09323561192,0.231122672558,-0.0167399868369,-0.405792325735,-1.02477252483,-0.76314997673,-0.363418221474,0.0832000076771,-0.11773853004,1.25383532047,-1.80649995804,-0.851520419121,-0.399295717478,0.431504845619,-0.139823481441,0.366100013256,0.59114998579,1.64867663383,1.70894384384,-0.474881470203
3553,0.0156999826431,-0.17595602572,0.27409902215,-0.328552693129,0.0792551487684,-0.133342534304,0.129950836301,-0.751049995422,-1.33944904804,0.325100004673,-0.518790543079,-0.0698592215776,-0.241650000215,0.251917362213,-0.658660173416,1.42031812668,-0.619251847267,0.329400002956,0.817900002003,-0.25136628747,1.0530591011,-1.4532699585
427,0.138199985027,0.560668766499,1.2413277626,-0.00767523050308,0.291289031506,1.34732604027,-1.16734647751,-0.45870000124,0.581816613674,-1.51375007629,-0.0650274753571,0.459723472595,-2.3452000618,0.995410203934,-0.229111775756,-0.367060303688,1.49389541149,-0.487250030041,-0.390050023794,-0.174391627312,-0.0817454308271,1.10840010643
5898,0.474300026894,-0.023030616343,0.949651896954,-1.80274140835,-0.0462473966181,-0.241509199142,0.0384059175849,-0.685450017452,0.999848008156,-1.34494996071,-0.501886367798,-0.120734974742,0.578500032425,0.233136922121,0.635226309299,-0.0337252914906,-0.185166507959,-0.590299963951,0.463199973106,-3.3666703701,-1.01928853989,0.24399793148
23365,0.00620001554489,0.742689907551,0.837389826775,0.808468699455,0.358734548092,0.247219160199,0.228731289506,-1.46175003052,-0.100537374616,0.29129999876,-0.456773906946,-0.938570141792,-0.784300029278,1.27866065502,-0.491286545992,0.23888464272,0.255895733833,0.697899997234,0.682900011539,1.07403969765,-0.780151844025,-0.144161805511
6657,-0.124799996614,-0.14043828845,0.106064006686,0.150676354766,-0.477596223354,0.384268283844,-0.170326754451,0.966849982738,-0.916977643967,0.109049990773,-0.518088042736,-0.89268887043,0.72075009346,-0.059885174036,-0.15638884902,-0.0130049027503,0.427486419678,-0.110449999571,1.3559499979,-0.00577840209007,0.925714313984,-0.306432306767
