rid,CPC004_A375_6H:BRD-A16694057-001-03-5:10,CPC004_HA1E_6H:BRD-A16694057-001-03-5:10,CPC004_HA1E_24H:BRD-A16694057-001-03-5:10,CPC004_HCC515_6H:BRD-A16694057-001-03-5:10,CPC004_HCC515_24H:BRD-A16694057-001-03-5:10,CPC004_HEPG2_6H:BRD-A16694057-001-03-5:10,CPC004_HT29_6H:BRD-A16694057-001-03-5:10,CPC004_MCF7_6H:BRD-A16694057-001-03-5:10,CPC004_PC3_6H:BRD-A16694057-001-03-5:10,CPC004_PC3_24H:BRD-A16694057-001-03-5:10,CPC004_VCAP_6H:BRD-A16694057-001-03-5:10,CPC004_VCAP_24H:BRD-A16694057-001-03-5:10,CPC017_A375_6H:BRD-A16694057-001-03-5:10,CPC017_A549_6H:BRD-A16694057-001-03-5:10,CPC017_A549_24H:BRD-A16694057-001-03-5:10,CPC017_ASC_24H:BRD-A16694057-001-03-5:10,CPC017_HEPG2_6H:BRD-A16694057-001-03-5:10,CPC017_HT29_6H:BRD-A16694057-001-03-5:10,CPC017_MCF7_6H:BRD-A16694057-001-03-5:10,CPC017_MCF7_24H:BRD-A16694057-001-03-5:10,CPC017_NPC_24H:BRD-A16694057-001-03-5:10,CPC017_PHH_24H:BRD-A16694057-001-03-5:10,CPC017_SKB_24H:BRD-A16694057-001-03-5:10,NMH002_FIBRNPC_24H:BRD-A16694057-001-05-0:10,NMH002_FIBRNPC_6H:BRD-A16694057-001-05-0:10,NMH002_NEU_6H:BRD-A16694057-001-05-0:10,NMH002_NEU_24H:BRD-A16694057-001-05-0:10,NMH002_NPC_6H:BRD-A16694057-001-05-0:10,NMH002_NPC_24H:BRD-A16694057-001-05-0:10
5720,-3.5505669117,-0.0139171238989,-0.82985585928,-0.665835261345,0.75196313858,-1.26864182949,-0.754249572754,-0.548849999905,0.145857959986,0.369569242001,-0.778039515018,0.338010519743,-0.381621778011,-0.51716285944,-0.0538656562567,0.350801646709,0.596722960472,0.0120255462825,-0.400683045387,-0.571514010429,0.464802414179,0.143164306879,1.96099996567,-0.0896710604429,-0.257887274027,-0.106809042394,0.605300068855,-1.39965248108,0.214729383588
466,0.390733361244,0.441212445498,0.253881245852,-0.687825202942,0.42796176672,2.55615639687,-1.55032372475,-0.311450004578,-0.528414964676,0.187624037266,-0.616250038147,0.0273181479424,0.779081344604,-0.0130619853735,0.128052592278,0.0504716336727,0.218787312508,0.37156778574,-0.465643107891,-0.169375494123,0.421621352434,0.186066150665,0.565050005913,0.643641114235,-0.19343355298,-0.410230219364,-0.0688333213329,-0.301448017359,0.392887413502
6009,0.84053337574,-1.66749048233,-1.51424813271,-0.899854183197,-0.64604216814,2.41389012337,-0.634064137936,0.0824000090361,-1.14322781563,-0.224721044302,-1.91295588017,1.65166568756,0.461397707462,-0.38380548358,0.631010651588,-0.128855794668,0.780970335007,-0.47560569644,-1.35732138157,-1.2256462574,0.386530220509,-0.0217497013509,-0.744599997997,-0.524907827377,0.44770103693,-0.700441718102,-0.0789999812841,0.482086867094,-0.213883906603
2309,0.786100149155,-0.153001755476,-0.285932302475,-0.651706457138,0.0326801836491,0.312311679125,-0.1222358495,0.426750004292,-0.246318206191,0.265872508287,-0.768427252769,-0.0447080396116,2.31605291367,0.0448444783688,-0.685799956322,0.0806281641126,0.149441182613,-0.251212000847,-0.422389984131,0.100537188351,0.401719808578,-0.651535391808,-0.547649979591,0.851230025291,0.4749776721,0.86583006382,-1.71043348312,-0.984038114548,-0.349067270756
387,0.764766693115,0.305157482624,0.922699093819,0.598153889179,0.737419426441,3.06152296066,0.659309387207,2.56145000458,0.274086833,0.766734659672,0.186052054167,1.0090585947,-0.613578677177,0.693410754204,-0.290647804737,-0.273625254631,0.199646025896,-0.86263936758,-0.716922879219,-0.198482275009,-0.0143379829824,-0.0169913470745,-0.683550000191,0.0318202376366,-0.275591045618,-0.24007345736,-0.807500004768,-0.537431061268,-0.870049595833
3553,1.15886676311,-0.496813237667,-0.183541238308,0.291569650173,-1.4074600935,-0.278041064739,0.272451788187,-0.504549980164,-0.125739052892,0.0321518294513,-0.130791187286,-0.206351816654,1.04540836811,-0.395419985056,-0.240647822618,-0.238595828414,-0.311504513025,1.23775446415,-0.157035961747,0.0556549504399,-0.270126134157,0.243796870112,-0.864050030708,-0.272077143192,0.738685131073,0.586067438126,0.401066690683,1.74844968319,0.159209370613
427,0.178833350539,-0.441791117191,0.83831346035,-1.15133500099,0.0122821927071,1.65788638592,-0.921169698238,-1.64925003052,0.369878679514,-0.909257411957,0.126341760159,-0.0194135475904,2.83106684685,0.241485565901,0.271766483784,0.834807634354,0.465783894062,0.941333293915,0.361160069704,-0.232411980629,0.137245684862,0.0592021346092,-1.20904994011,-0.178193822503,-0.186008036137,-1.20138168335,-0.318966686726,-0.300825893879,0.320399343967
5898,-0.120033353567,0.669691681862,0.0837471187115,-0.451352864504,-0.834839642048,-0.576238632202,-0.179557919502,-0.961650013924,-1.03416264057,-0.320217132568,-0.911590635777,-1.25503885746,0.823541879654,0.0988418012857,-0.189606636763,-1.04653203487,-0.318494558334,0.721949934959,0.0183536037803,-0.0933731198311,-0.374159485102,0.0703512653708,0.0664499998093,0.384854197502,-0.00583247840405,-1.91461551189,1.01763343811,0.52265048027,0.737933754921
23365,0.912200033665,0.275987356901,0.969365358353,0.728996038437,0.983005106449,5.5711517334,0.192165285349,0.812550008297,0.541466832161,-0.0350390821695,0.169654518366,0.649960756302,-0.157226473093,1.31120896339,-0.602519512177,0.304764986038,0.353838324547,0.273174732924,-0.169480696321,0.307460784912,0.990113317966,0.443638771772,0.0225000083447,-0.300815582275,0.664471626282,0.5175999403,-0.165400028229,0.396907687187,-0.0785485804081
6657,1.24813342094,-0.683210968971,-0.0317227654159,0.51006925106,1.36121976376,1.00067353249,1.12604165077,-2.81890010834,-0.206993535161,0.30525624752,0.510875344276,-1.42641329765,0.342499941587,-0.633983671665,-0.00444185733795,-0.66481333971,-0.321110486984,0.820489346981,1.22041416168,-0.292155772448,-0.237952336669,-0.150947034359,-0.521350026131,-0.487642467022,-0.115356698632,0.372824430466,0.282066643238,-0.0100034996867,0.0450347065926
