rid,NMH002_FIBRNPC_24H:BRD-A94810754-001-03-8:10,NMH002_FIBRNPC_6H:BRD-A94810754-001-03-8:10,NMH002_NEU_6H:BRD-A94810754-001-03-8:10,NMH002_NPC_6H:BRD-A94810754-001-03-8:10
5720,-1.50081312656,-1.69365525246,-2.47875261307,-2.99369192123
466,1.15709400177,0.702280521393,0.248250558972,-0.505767285824
6009,2.42574095726,0.267906695604,-0.609249830246,-0.967455148697
2309,-1.58156740665,-0.453637063503,-2.63555932045,-1.75812959671
387,-0.671357572079,-0.779765605927,-2.05639648438,-1.90026021004
3553,-0.073766887188,0.136644393206,1.05782461166,0.942785918713
427,0.41309273243,0.780688583851,2.69466304779,2.48835754395
5898,2.23157167435,-0.213301345706,-0.5501922369,-0.838704407215
23365,-1.35384452343,-0.396748006344,-0.0582263469696,2.86825013161
6657,0.122010312974,0.608638048172,-2.66060233116,-2.45382165909
5054,-0.34862485528,0.140552669764,2.23662662506,0.384025037289
3108,0.158424332738,-0.398777008057,2.41167116165,-0.0555423460901
1950,0.194071218371,0.480075836182,1.09670495987,0.866220235825
351,0.361142069101,0.821805238724,0.23511813581,3.91478276253
4846,1.60079538822,1.37087798119,-0.0323075056076,5.81499910355
1452,-1.16920340061,0.331172436476,-0.902153491974,-1.60063564777
4776,-2.40792131424,-0.331830412149,1.03183293343,1.22129678726
6908,-0.0017968416214,-0.0983746796846,-1.96559798717,-2.60583353043
672,-0.882549643517,2.66713309288,0.429384917021,-1.07606196404
5710,-2.41997289658,-1.38167846203,-1.25281560421,-0.252465486526
2115,0.90710324049,1.09481811523,3.95095205307,-1.02138757706
7015,-0.0314013212919,0.410875052214,1.74568486214,3.74357771873
8726,-0.472915887833,-0.675423443317,-0.453402251005,-0.814084231853
2185,0.11637776345,0.142381504178,2.27407813072,2.08433365822
3315,-6.31640195847,-0.598781347275,0.28592979908,-0.273154437542
5289,0.949109196663,-1.60243582726,1.10005307198,0.793265759945
868,-0.884632766247,2.22360801697,-3.40784502029,0.92278367281
1677,0.799279630184,0.24472053349,1.90074706078,2.03787708282
7043,-0.447940200567,0.141912728548,1.47137963772,1.90981245041
5613,-0.156585812569,0.211940556765,0.967512190342,4.50669384003
595,-1.09031033516,-0.836982369423,0.222706317902,0.106074929237
4793,0.584541678429,0.0318804681301,3.33684206009,0.907616853714
2736,-0.750725030899,0.40323895216,0.931166768074,-0.121002778411
5290,0.758366048336,0.534846425056,0.723978996277,1.66538763046
6194,0.0752976238728,0.0931216180325,-2.50542330742,0.267403155565
1676,-0.123588562012,0.223714485765,1.48256242275,1.5269408226
23512,-1.64711546898,-0.661781847477,-2.16521787643,-1.10297846794
148022,1.09143745899,1.08145594597,1.80423140526,1.50105071068
1906,-0.187743991613,0.325593590736,1.63109230995,1.85639286041
8878,-1.09781455994,-0.678946435452,-2.30826425552,-1.41633439064
3091,0.115631766617,0.814593672752,-1.47220265865,0.156533688307
5743,3.36469960213,3.75526809692,0.746492981911,0.449873745441
5321,0.0114884525537,0.307325720787,0.722509860992,1.22412073612
4144,-0.370739996433,-0.882811784744,0.0343857258558,1.14567875862
1981,0.555215001106,-0.0526398569345,-0.567234277725,-0.914144992828
695,0.815810024738,0.939842104912,0.927666723728,0.585285246372
10398,-4.21294355392,-0.0650929957628,1.32115745544,0.783838510513
5708,-2.00718212128,-0.284905225039,0.793274998665,0.901517271996
1213,0.156153738499,-0.725311040878,-3.01060438156,-2.87528848648
226,-1.38337659836,-0.646166145802,-0.721862375736,0.188898563385
6777,-0.608846604824,0.57836663723,-0.160240218043,-0.849735677242
2113,-1.39848947525,0.338379353285,0.657480299473,0.906912982464
3329,1.38788497448,-0.319594174623,-1.17075788975,-1.89740228653
1050,-0.266218543053,-0.815936565399,0.705942928791,0.345690846443
9491,-0.000425472855568,-0.0638290420175,0.549861907959,2.22188043594
22926,3.04577732086,0.109984770417,0.741888403893,-1.75701093674
5899,-1.01343655586,-1.50616145134,0.70960521698,-0.082318842411
5467,0.470431923866,-0.0270509794354,2.20185852051,1.66218757629
6774,-0.120434403419,1.19202911854,-0.936911523342,0.0503532290459
1788,-0.176161497831,0.159735515714,0.94089114666,2.02126169205
5921,2.82901620865,0.258060783148,0.377323627472,0.557949066162
5721,1.24703323841,0.532963454723,0.403055906296,0.00394507497549
2263,0.385358780622,-0.0259477719665,0.31166434288,0.957064330578
808,0.683873295784,0.197499632835,0.577105224133,1.10898113251
30001,6.45966243744,0.76383048296,1.10899353027,-1.27594351768
348,0.587532877922,0.144904375076,2.59141111374,4.47653102875
30849,-0.900742471218,-0.837721347809,0.382977217436,-1.15639519691
1454,-0.904148697853,-1.49717712402,-5.87482261658,-2.06499576569
6500,-0.149873375893,-0.173767745495,-2.08618879318,-0.746026694775
5627,-4.59628200531,-1.05142641068,2.60317730904,0.597260713577
5715,1.60984325409,-0.427536696196,-2.62738752365,-0.101699322462
4791,0.957231044769,0.28569817543,2.34230232239,2.41618084908
56924,-0.705450356007,0.60899668932,1.33289909363,1.05305945873
2690,3.44201493263,-0.138029545546,2.20439052582,1.36021077633
1019,-0.921567857265,-0.0281708538532,-1.69419372082,-0.653791129589
51422,2.87104988098,1.31172299385,1.1119992733,-0.418441534042
5788,-0.267522871494,-0.380419969559,1.72151708603,1.28656506538
6709,-2.70262479782,-0.421822190285,-0.0906406641006,-0.684348583221
1277,-0.833226323128,0.773578047752,0.978435218334,3.11443281174
993,0.285447716713,0.382597446442,-3.06589698792,-1.88152313232
7157,0.518005788326,-0.248312696815,-1.08140861988,-2.47521185875
1958,-1.59190988541,-0.50379806757,4.26377439499,0.556348145008
4582,-1.68508005142,-0.291951477528,-0.601511716843,3.69438409805
9212,-0.712257027626,-0.0544072985649,0.597922027111,-0.183032989502
8440,0.923249542713,0.407812535763,-0.666870474815,-0.00806027650833
6790,-0.415030539036,-1.22065234184,-0.334835827351,-0.0193140506744
8851,-0.383986532688,-0.814226269722,-1.95796608925,-0.780751466751
2534,0.102409422398,1.17331790924,-2.17314624786,-1.061830163
4893,0.520103693008,-0.111646272242,2.2726380825,0.869484782219
665,1.15124988556,-0.821971654892,-2.97789406776,-3.21022701263
4313,-2.69102239609,0.416738212109,1.4599519968,0.535477995872
1022,0.86170822382,0.587770700455,-1.37390816212,-0.997953891754
5880,-1.36826813221,-0.728203415871,2.21204066277,1.42991495132
3162,1.71709036827,-5.09071350098,-0.369318783283,0.312367290258
1282,-6.11168241501,-0.809083223343,-0.313031882048,-1.20809233189
3383,1.02079749107,0.57404756546,3.4038233757,4.80615997314
727,0.386282682419,0.121403023601,2.51750516891,1.18966019154
4792,-1.840970397,0.112982109189,-2.17608356476,-2.08972978592
4794,0.158692538738,-0.200766414404,1.61650764942,0.700029969215
902,0.419410049915,-0.477011680603,0.661038935184,1.14956510067
8091,-0.0733613967896,-0.795410752296,0.323113203049,-1.93690955639
3486,-0.274703174829,0.984095811844,1.86950361729,1.21759045124
10818,0.165999621153,-0.170570015907,1.76877784729,0.629955291748
3454,0.169860035181,0.0843634456396,1.02035856247,1.03485929966
4282,-1.46614074707,-0.079575560987,-1.64007771015,-0.777775645256
1605,0.0422582775354,-1.18421721458,-1.87082195282,0.226473689079
10644,1.21326911449,0.355109006166,-1.60035896301,1.40722703934
2065,-0.638893306255,-0.596409380436,1.38987660408,0.561802506447
8321,-0.0526201203465,0.0495664775372,2.58758592606,2.30978012085
8503,1.49240803719,-0.556059598923,-1.85466623306,-1.07922697067
7027,-2.18777132034,-0.0734079033136,0.891570568085,-0.229690730572
6850,0.142844900489,0.00289167463779,1.26999056339,2.35339784622
1978,1.49970579147,0.593487143517,0.261483311653,-1.28458762169
896,-2.44085693359,-0.31368124485,0.636928319931,-0.588709235191
5777,0.159659445286,0.53324007988,1.16847372055,3.0249710083
1846,1.06083071232,0.51920568943,0.117837965488,-2.74583911896
5925,-0.392051815987,1.14290630817,1.6410831213,0.767269015312
142,-1.74889445305,-0.229179650545,-0.261690437794,0.589347302914
1021,0.94909286499,0.384662240744,-1.02300858498,0.34643226862
5699,-0.530222535133,-0.417651832104,2.20819282532,0.369275212288
8061,0.380779922009,0.450165838003,2.00769877434,-0.475310385227
1870,-0.2879781425,-0.470299720764,0.78207719326,0.49986821413
1398,-0.489222466946,0.0686377808452,-0.656624436378,-1.31344401836
3312,-0.163648486137,-1.86024987698,-0.267483651638,1.39242184162
891,-0.900082111359,0.380776584148,2.46018981934,2.26887702942
4775,-0.2171998173,-0.757913529873,0.64054441452,1.43085026741
5111,-3.92442798615,-2.07450032234,-4.98604393005,-1.92233562469
5696,-1.18357694149,-3.19575405121,2.36094617844,0.76996088028
5588,0.349546968937,-0.149081200361,3.63305282593,4.09725427628
6839,-1.42836403847,0.198550015688,-1.04267847538,-0.481495261192
329,1.56588244438,0.753271460533,0.99388474226,-0.49251717329
5058,-0.350896209478,1.6146030426,0.190033107996,1.69332242012
998,-0.334677696228,1.27586388588,-1.44772171974,1.22105014324
9134,0.81490278244,2.06179475784,1.07240438461,-2.57243585587
6616,1.35715997219,3.39624881744,-0.319155782461,1.58268737793
5223,-3.18411540985,-0.370715498924,-2.23586750031,-1.5503731966
4690,-1.42392933369,-0.870247066021,2.14126610756,4.02705430984
958,0.828586935997,-0.335924834013,0.958408355713,1.16583025455
1616,-0.22833275795,-0.440351963043,0.41049271822,-0.326170623302
991,-4.68777561188,-1.20041704178,-0.693393945694,1.32548439503
6347,-1.39822173119,-0.680319905281,1.4284465313,1.17659318447
