rid,DOS001_VCAP_6H:BRD-K51849212-001-01-5:5.08,DOS001_VCAP_24H:BRD-K51849212-001-01-5:5.08,DOS031_MCF7_24H:BRD-K51849212-001-01-5:5.08,DOS031_PC3_24H:BRD-K51849212-001-01-5:5.08,ERG014_PC3_24H:BRD-K51849212-001-01-5:10.1667,ERG014_PC3_6H:BRD-K51849212-001-01-5:10.1667,ERG014_VCAP_24H:BRD-K51849212-001-01-5:10.1667,ERG014_VCAP_6H:BRD-K51849212-001-01-5:10.1667
5720,-0.0549278259277,0.172800004482,-0.611500024796,-0.441300004721,0.153484761715,0.147850006819,-2.79674005508,-0.0207894444466
466,0.402897030115,0.369399994612,0.617599964142,0.25,0.541283488274,0.0311999991536,-1.1931450367,-0.281967788935
6009,0.0956837832928,-0.103500038385,-1.06714999676,-0.337549984455,0.000701257959008,-0.224400013685,-2.29890799522,0.399289757013
2309,-0.220863848925,0.195299983025,-0.799099981785,-0.616050004959,-0.121560014784,-0.510500013828,0.733510136604,-0.273567199707
387,0.307186543941,-0.0513000041246,-1.34990000725,-0.461449980736,0.14996406436,0.187150001526,1.77786147594,-0.402986943722
3553,0.14500708878,0.524233341217,-0.1888499856,0.712949991226,-1.0400891304,0.0264500007033,1.96466422081,0.176734790206
427,-0.136964797974,-0.270500004292,0.806050002575,0.773200035095,0.957989156246,-0.020350009203,0.0086393468082,-0.0949809923768
5898,-0.417913854122,2.91873335838,0.936800003052,0.68440002203,0.0931416451931,0.0192499756813,-1.72645616531,-0.430681437254
23365,-0.393683850765,0.257133334875,-0.507699966431,-0.0360000059009,1.10774242878,0.612800002098,-1.61392271519,-0.651227176189
6657,-0.415089190006,0.0742666572332,-0.109849989414,1.47760009766,-0.997909545898,0.0693000555038,1.90355694294,0.0283325836062
5054,0.0696859359741,-0.610333323479,0.105399996042,0.126350000501,0.62601184845,0.265149980783,1.48852860928,0.764682531357
3108,-0.53933006525,-0.165199995041,-5.48724985123,-0.746649980545,0.869983792305,-0.66890001297,-0.0984278619289,0.126649364829
1950,0.276765048504,3.05393362045,0.630800008774,0.826800048351,-0.52793109417,3.20005011559,1.61017894745,0.176094546914
351,0.0,0.297733366489,0.704299986362,0.77689999342,-0.120840132236,0.11234998703,0.638754010201,0.0227105468512
4846,-0.778719544411,0.776433348656,-0.168950006366,0.285050004721,0.255552053452,-0.841749966145,0.951584219933,0.545817434788
1452,-0.115640163422,-0.16183334589,0.641499996185,-0.732599973679,0.318462431431,0.143250018358,-0.699993610382,-0.417470067739
4776,0.417417883873,-0.682466745377,-0.0330500006676,0.631099998951,1.01325893402,0.222100019455,1.85824632645,0.073141053319
6908,1.17970919609,0.49509999156,0.194100022316,0.323549926281,0.474751472473,0.196099996567,-0.93282866478,-0.206888973713
672,0.665866136551,1.97143340111,0.00874999910593,-0.0771499872208,0.730402648449,-0.303550004959,-0.513653516769,1.10563540459
5710,0.623571753502,-0.139066651464,-0.269599974155,0.893199980259,0.351574927568,-0.178300023079,-4.5764541626,-0.205141142011
2115,0.596437692642,0.244366705418,-0.0951499938965,0.111299961805,0.885727524757,-1.25349998474,1.06496524811,-0.530629813671
7015,0.237067118287,-0.559366703033,0.660899996758,0.838649988174,-1.28425168991,0.0912500321865,1.68430781364,-0.165613919497
8726,-0.389343500137,1.63516664505,0.405649989843,-0.701900005341,0.858525693417,-0.169550001621,-0.0488921254873,-0.0950582623482
2185,-0.0195514559746,-1.17083334923,-0.157000005245,1.49005007744,-0.94014441967,-0.0485000014305,1.40305125713,0.201969414949
3315,-0.850759267807,-0.812200009823,-0.263949990273,-0.727100014687,0.39890229702,-0.568500041962,2.61764454842,0.757426083088
5289,0.57231926918,0.218200013041,-0.326449990273,0.123399995267,0.793862700462,-0.189199998975,-1.233035326,-1.04117774963
868,-0.394463717937,-0.0617000162601,-1.10494995117,0.914950013161,-0.169956237078,-0.345750004053,0.108556509018,-0.675547838211
1677,-0.433380723,-0.368100017309,0.559499979019,0.519400000572,-0.442838549614,0.893949985504,0.944766640663,-0.0855321586132
7043,0.387398600578,-0.180500000715,-0.573300004005,1.09224998951,-0.0445487089455,0.474299967289,-0.0288148522377,-0.807309865952
5613,-0.235049545765,-0.459633350372,-0.212949991226,0.907099962234,-0.772032320499,1.50174999237,1.41484117508,-0.324722498655
595,-0.345359385014,0.620233297348,0.85514998436,0.162849992514,0.784424543381,-0.399099975824,-0.229158192873,-0.273194998503
4793,-0.695777714252,-0.00990000367165,0.264250010252,0.449550032616,0.242701277137,-0.0170000046492,1.37197041512,0.09893463552
2736,-0.540764510632,0.0385333448648,-0.33140000701,1.36730003357,0.121385872364,-0.0999000370502,1.55260181427,1.02351713181
5290,-1.05082392693,-0.0245333313942,-0.150399982929,0.477450013161,-0.654923141003,-0.114600002766,1.5159996748,0.70193862915
6194,-0.000149388317368,0.262366682291,0.687449991703,0.417050004005,0.36071190238,-0.861250042915,-1.32892608643,0.669429183006
1676,-0.768608689308,-0.763599991798,-0.022400021553,1.14684998989,-0.965885639191,0.3233499825,1.20335388184,-0.27860507369
23512,-5.6282582283,-2.73076677322,0.573849916458,0.547700047493,0.878492891788,1.26944994926,-2.09408736229,0.173981279135
148022,0.308102011681,0.0600333213806,-1.37610006332,-0.490699976683,0.793695449829,-0.217050015926,-0.324432879686,0.0357143580914
1906,-0.729687213898,-0.43763333559,0.742699980736,-0.753250002861,-0.763924300671,0.962799966335,0.727395355701,-0.340333759785
8878,-0.373669326305,-0.36296671629,0.300449997187,0.233900010586,-0.165740221739,-1.02454996109,-1.33137011528,-0.3896458745
3091,-0.158963114023,-1.53996670246,-0.235300004482,0.038449998945,0.649728894234,-0.560099959373,-1.12093937397,-1.25172543526
5743,5.16441249847,0.0632666945457,-0.337249994278,-0.223250001669,-0.376107752323,0.6263499856,0.777147710323,0.198302298784
5321,-1.96430945396,-0.521433353424,-1.79025006294,-3.72790002823,-1.33040642738,0.0936500132084,1.52185368538,0.0752051174641
4144,0.752806484699,-0.0268999785185,-0.0286999940872,-0.734950006008,-0.12741561234,0.235349997878,1.94783496857,0.737445950508
1981,-0.160143271089,0.526133358479,-1.70690000057,0.396000027657,-0.211123406887,0.336700022221,0.799790740013,0.100838035345
695,0.736109912395,2.7609000206,-0.408600002527,-0.207150012255,-0.322344183922,0.40964999795,-1.3994448185,-0.720743238926
10398,-0.0791405439377,-0.427466660738,0.274650007486,1.01244997978,-0.11325737834,0.795899987221,1.03368556499,-0.343115270138
5708,0.0609637051821,-0.346199989319,0.716949999332,0.0896499976516,0.500065684319,0.191199988127,1.82888436317,0.370354950428
1213,-0.449928671122,-0.441133350134,-0.753800034523,0.625650048256,1.13985621929,-0.121799945831,-0.564243733883,-0.00911049544811
226,0.0687171071768,0.35343337059,0.989199995995,-1.41674995422,0.612189412117,0.152649998665,-0.659248590469,-0.0939678251743
6777,-0.890366733074,-0.807766675949,-0.338800013065,1.48565006256,0.343447804451,0.625450015068,-0.546178996563,-0.616314351559
2113,0.20369695127,-0.652833342552,-0.147499993443,1.31624996662,0.759839653969,1.55320000648,1.55062127113,-0.657312035561
3329,-0.0244411565363,-0.257866680622,0.617699980736,-0.397749990225,1.05942308903,0.407499969006,-1.26186585426,-0.0571092665195
1050,0.0803796350956,-0.690166652203,-0.113299995661,-2.06434988976,0.943106412888,0.140349984169,-1.02178764343,0.530412316322
9491,0.889838695526,-0.34593334794,0.423299998045,0.822149991989,-1.09112048149,0.737699985504,0.901285588741,0.159513518214
22926,1.05683064461,2.21950006485,0.372500002384,-1.43725001812,0.774088025093,-0.123300001025,-0.421279668808,-0.692619144917
5899,0.118456423283,-0.426133334637,-1.14520001411,-1.23870003223,0.322550326586,0.86779999733,-0.240435346961,0.480570495129
5467,-0.360678523779,1.00313341618,-0.124099999666,-0.253350019455,0.0679925978184,-0.457249999046,0.174916744232,1.26405322552
6774,-0.401422023773,-0.00879999995232,-0.236099988222,-0.461400002241,0.345484524965,4.13075017929,-0.49540913105,-0.00156942009926
1788,-0.552331924438,-0.145166665316,-0.0558000057936,1.09485006332,-1.09086370468,0.870100021362,1.50673377514,-0.0654948502779
5921,0.422208935022,-0.218266680837,-0.332049995661,0.279799997807,0.719851970673,-0.0561499595642,-1.52608060837,3.39725255966
5721,0.248061269522,-0.0535333156586,-0.58805000782,-0.259450018406,-0.0221966952085,-0.274650007486,-0.835052371025,0.554458498955
2263,0.845152854919,0.753800034523,0.571250021458,0.0169999971986,-1.65015912056,0.0907500386238,1.49200975895,0.222879454494
808,-0.791647672653,-0.173866674304,0.191249996424,0.621649980545,-0.924936175346,0.313600003719,1.7993067503,-0.0271548181772
30001,0.434937268496,-0.49293333292,-0.407649993896,0.555249989033,0.126172661781,0.0156000256538,-0.435225635767,-0.00235761702061
348,-0.32392346859,-0.901400089264,0.334650009871,1.01154994965,-0.549229502678,-0.464600026608,1.50021612644,-0.425719708204
30849,0.518437862396,-0.387099981308,-0.479749977589,0.288300007582,0.624357104301,-0.0558499991894,-3.2084145546,-0.154530614614
1454,0.410783648491,1.10509991646,-1.31159996986,0.174800008535,-0.634577155113,0.229699999094,0.819845080376,0.771003425121
6500,-0.048572152853,0.378499984741,-0.158849999309,2.0313501358,0.373784899712,0.392150044441,-2.26775097847,-0.500975251198
5627,0.364272743464,-0.284133344889,-0.683849990368,-0.591049969196,0.43249002099,-0.0341000109911,1.39103412628,0.132442206144
5715,-0.64154279232,-0.211833328009,-0.929049968719,-0.290250003338,0.067392796278,0.605849921703,-0.376553416252,0.132377713919
4791,-0.721238017082,0.112166702747,0.347799986601,0.217549994588,-0.471741497517,-0.939750015736,1.23930382729,-0.143878310919
56924,-0.194069445133,-1.07963335514,-0.854449987411,0.173700004816,1.38057756424,0.740149974823,-0.228793501854,0.234877645969
2690,-0.0211758799851,-0.394066691399,0.355799973011,0.235750004649,0.572830915451,0.280349999666,-0.23806655407,0.110908865929
1019,0.533277153969,0.52680003643,0.388150006533,-1.46689999104,0.697520375252,0.0482999831438,-2.5904443264,0.603257536888
51422,0.30874735117,0.750299990177,0.0894000008702,0.751649975777,0.019397854805,0.661550045013,1.85426902771,-0.173685565591
5788,-0.784065485001,0.27256667614,-0.181150004268,0.617999970913,-0.83250772953,1.35214996338,0.185039758682,-0.725405573845
6709,-0.236978977919,0.3125,0.137850001454,0.423799991608,1.47516870499,-0.136299967766,0.0822760015726,0.216910600662
1277,-0.135315731168,-0.629800021648,-0.588800013065,-0.517400026321,0.849443078041,-0.247050017118,1.37226748466,-0.333692491055
993,0.208622813225,-0.129700005054,0.551999986172,-0.565050005913,0.805235266685,-2.2514500618,-0.388938337564,1.13382267952
7157,-0.283735692501,-0.108966648579,0.726649999619,0.503250002861,0.144831314683,-1.28095006943,1.23157477379,0.355349719524
1958,0.255714803934,0.443899989128,-0.226450026035,1.37845003605,0.0390141308308,-1.3055999279,0.444416493177,0.535189330578
4582,-0.278184533119,0.369000017643,-0.676800012589,0.235050022602,1.39517092705,5.0,0.477706640959,0.361038982868
9212,0.813408732414,-0.749833345413,-0.360799998045,1.15020000935,-0.279669493437,1.18315005302,0.248895406723,-0.869260370731
8440,-0.367712408304,-1.52920007706,-1.13209998608,1.06720006466,0.665690898895,-0.513300001621,-0.518268227577,-0.392851114273
6790,0.123763762414,-0.21819999814,-0.555400013924,-0.874050021172,0.538173854351,0.0429999828339,0.0681532025337,-0.219274163246
8851,0.307154923677,0.322899997234,-0.9646499753,-0.289149999619,3.69557237625,0.485099971294,-1.42701733112,-0.269233703613
