rid,DOS011_VCAP_6H:BRD-K57638192-001-01-0:5.31,DOS011_VCAP_24H:BRD-K57638192-001-01-0:5.31,DOS039_A375_24H:BRD-K57638192-001-01-0:5.31,DOS039_A549_24H:BRD-K57638192-001-01-0:5.31,DOSBIO002_A375_24H:BRD-K57638192:10.6296,DOSBIO002_A549_24H:BRD-K57638192:10.6296,DOSBIO002_HT29_24H:BRD-K57638192:10.6296,DOSBIO002_PC3_24H:BRD-K57638192:10.6296,DOSBIO002_MCF7_24H:BRD-K57638192:10.6296,DOSBIO002_NEU_24H:BRD-K57638192:10.6296,DOSBIO002_NPC_24H:BRD-K57638192:10.6296
5720,-1.7118499279,-4.70657539368,-0.547200024128,-0.922949969769,0.0471364706755,0.956146121025,0.886112451553,-0.135464668274,-0.647731482983,1.71470010281,0.783028483391
466,-1.03764998913,-1.32391238213,-1.15455007553,0.0641999989748,-3.0094127655,1.02811014652,0.922232031822,-0.459674566984,-0.505275130272,-0.761950016022,-0.23562528193
6009,0.783050000668,0.104947328568,-1.19315004349,-1.39750003815,1.79091799259,-1.03451156616,-0.352398842573,-0.984818100929,-0.786020874977,1.42824995518,-0.206244438887
2309,0.644199967384,1.70207285881,-0.931650042534,1.3478000164,1.30649137497,-0.919678747654,-1.37874400616,0.519009888172,-0.293740361929,-2.01639986038,-0.0626828968525
387,-0.704200029373,3.55543375015,-0.401299983263,-0.44865000248,-0.71992212534,-0.228327021003,0.654741704464,0.0187892019749,-0.587740540504,1.01075005531,-0.0837494432926
3553,0.392349988222,-1.37390553951,0.352400034666,0.175650000572,0.914309322834,-0.200419545174,1.11032819748,0.540810346603,1.31318116188,-1.80349993706,-0.464323759079
427,0.00639998912811,-2.2748541832,-0.861250042915,0.886049985886,-0.787031173706,1.84424233437,-0.780601024628,0.0785271972418,-0.0666986852884,-1.08319997787,-0.332819581032
5898,-1.1330499649,-0.0491180419922,-0.031850039959,-0.039549998939,-1.82490170002,0.0285305976868,0.0860161930323,-1.14016139507,-1.02715039253,0.181550011039,-0.980969905853
23365,-0.354799985886,2.31569457054,1.17194998264,0.32175001502,-0.852806329727,0.94071739912,0.44276124239,0.535677134991,0.476686865091,0.811999976635,0.4519739151
6657,1.63905000687,-1.49465894699,0.428550004959,-0.237699985504,0.932155132294,-0.789670228958,-0.121327415109,-0.578824043274,0.764167428017,0.79515004158,0.506377995014
5054,0.120850004256,0.748955607414,0.0292000006884,-0.273849993944,-1.38607430458,0.988493621349,0.306620597839,-0.409098625183,0.560196399689,1.50670003891,0.501593589783
3108,-0.0474499762058,1.94404172897,-0.0805000066757,-1.12290000916,-0.187352523208,-1.13585662842,-0.384077399969,-0.0102211833,0.550589323044,-1.19169998169,-0.036982178688
1950,0.260850012302,-0.849471271038,0.535400032997,1.20694994926,0.693437516689,-0.337176084518,0.872949182987,-0.714855909348,0.514038085938,0.949400007725,0.276246458292
351,0.585099995136,-0.00582134723663,-0.226150006056,-0.0760999917984,0.226071745157,-0.960509836674,-0.394614934921,-0.0831972882152,0.669992148876,-0.268299937248,0.651885151863
4846,1.38814997673,-0.407161772251,1.14085006714,-0.230699986219,1.18546068668,-1.09221291542,-1.13945603371,-1.26880168915,-1.02484917641,-1.02149999142,0.829261779785
1452,-0.226300001144,0.389841556549,0.0946500003338,1.36374998093,-0.799677729607,-0.989399492741,0.427631169558,0.303860425949,-0.882833719254,1.21759998798,-0.318154573441
4776,1.72434997559,-1.6840865612,0.743950009346,1.00049996376,-0.352178931236,0.598815441132,1.56942784786,-0.0544757843018,0.718846976757,0.25339999795,0.522946178913
6908,-1.37170004845,-0.824543356895,-0.280999988317,-1.16044998169,0.593310594559,-0.285304486752,0.472730666399,-0.297709614038,-0.760699272156,1.23659992218,0.337186127901
672,0.160600021482,-1.27302479744,-0.644950032234,0.317149996758,0.142535015941,0.493721991777,-0.342694044113,0.59516119957,0.37821751833,1.32400000095,0.559830665588
5710,-0.81685000658,-0.267386347055,-0.40649998188,-0.835850000381,-1.16975748539,0.691965520382,0.955227315426,-0.63303810358,-0.978692233562,1.35525000095,0.709733843803
2115,0.219850003719,-0.315918326378,-0.385549992323,1.18134999275,-1.72161924839,-0.332852900028,-0.0877248197794,0.0336427092552,0.420680165291,0.316150009632,0.769719660282
7015,0.5367000103,-1.61245012283,0.869150042534,1.27289998531,1.73989772797,-0.452110826969,0.173651874065,-0.386934399605,0.84048640728,-1.05709993839,-0.882421970367
8726,0.326049983501,0.33264502883,0.579150021076,-0.653300046921,-1.33301305771,-0.190981373191,-0.0420943945646,0.622772693634,-0.744511127472,1.81879997253,0.433348745108
2185,0.984800040722,0.274486094713,0.575199961662,1.07765007019,1.21763586998,-0.63720625639,0.930912196636,-0.182160288095,1.39299440384,-1.2160500288,-0.266422122717
3315,-0.118649989367,-0.096468091011,-1.54590010643,-1.65985000134,0.4376501441,-1.2383030653,-0.445070922375,-0.363206923008,-0.167923480272,1.25374996662,2.25608682632
5289,0.548099994659,0.297742605209,0.0759499967098,-0.0937999933958,-0.173563554883,0.0908706858754,0.481010317802,-0.90930724144,-0.121293529868,-1.17449998856,0.0210032165051
868,-0.271149992943,1.69846343994,0.579249978065,0.513350009918,0.363276958466,0.592103600502,0.260867297649,0.090749040246,0.986934542656,-0.0412999987602,0.465930104256
1677,0.802999973297,-1.64349985123,0.480800002813,0.0737499892712,-0.470861434937,-0.516073048115,1.74980652332,-1.40479779243,0.847596049309,-1.26845002174,-0.417665630579
7043,0.934050023556,-1.05907797813,0.368150025606,0.701449990273,-0.889778017998,0.153646960855,1.20729589462,-0.179316133261,-0.236000850797,-0.537750005722,0.306669175625
5613,0.87524998188,-1.78080439568,0.214850008488,2.06384992599,0.890033423901,-0.64647603035,1.07529175282,-0.224370747805,1.69103741646,-0.447599977255,1.02059781551
595,-0.670199990273,0.453677386045,-0.598999977112,0.964800000191,-1.59900295734,0.690527379513,1.10935938358,-0.130903244019,-0.127955421805,2.62175011635,1.06233620644
4793,-0.643200039864,0.704328358173,-0.441550016403,-0.00230000913143,-0.140501558781,0.594677269459,0.397916465998,-0.803163707256,0.33618158102,-0.314549982548,-0.64023244381
2736,0.568549990654,-0.499093949795,0.500949978828,-0.450199991465,0.675360381603,-1.05980062485,-0.0831898227334,1.52552700043,0.949944198132,0.200200021267,-0.365104317665
5290,0.913949966431,-0.60407948494,0.869249999523,0.463200002909,0.922882378101,-1.17512750626,-0.217944487929,0.422728180885,-0.127295345068,-1.59969997406,-1.08429658413
6194,0.419849991798,1.70965528488,0.00065000000177,-0.112300001085,0.0,0.275079369545,0.634828090668,-0.144962519407,-0.216110274196,0.364600002766,-0.198013052344
1676,1.09630000591,-1.21601903439,0.677850008011,1.38864994049,-1.01759517193,-0.159606531262,1.33386874199,0.385044395924,1.1078748703,-0.717000007629,0.173631906509
23512,-1.51520001888,-0.74895209074,0.579800009727,-0.105900004506,1.14723169804,-0.432539224625,0.805785238743,0.510237693787,0.925815582275,0.181249991059,-0.310903668404
148022,-1.04640007019,1.22488224506,0.884499967098,0.922850012779,-0.884438157082,0.848358750343,1.02969360352,-0.510691285133,-0.395582050085,-0.943549990654,-0.182183593512
1906,0.361750006676,-0.837434411049,-0.862650036812,-0.569199979305,0.830951631069,-0.0752512067556,0.277143508196,-0.691782355309,1.66650819778,-0.975250005722,-0.37671032548
8878,-0.930150032043,-0.723587274551,-0.550050020218,-1.4810500145,-0.0858884006739,0.113246619701,0.176606833935,0.36493229866,0.865347325802,1.25610005856,-0.303645610809
3091,-0.556449949741,-1.51990890503,-1.60629999638,1.24090003967,-0.177712827921,0.995380520821,-0.0292658880353,0.149726301432,1.03520607948,0.856549978256,0.859600067139
5743,0.323550015688,-0.667498230934,1.43649995327,0.176699995995,-0.175309196115,0.846059679985,0.416345357895,0.0956087335944,-1.19980454445,-0.640549957752,-0.376132071018
5321,0.659799993038,-1.22824716568,-0.46850001812,0.945349991322,2.49627184868,0.242458641529,0.330657362938,0.77748966217,0.904234826565,-3.03880000114,-0.994647979736
4144,0.433750033379,-4.60827827454,-1.05115008354,-0.552799999714,1.44829893112,-0.520453631878,-0.0262340009212,0.4746299088,-0.124961361289,-0.123750001192,0.761818468571
1981,1.73710012436,1.59395933151,2.29605007172,1.18754994869,0.283562779427,-0.959834337234,0.224661111832,-0.0712197870016,-0.411889106035,1.26405000687,1.04578828812
695,-0.543850004673,-0.0360472798347,5.10039997101,1.10479998589,-0.480777591467,0.283106207848,0.438151866198,-0.0464868620038,0.294713556767,0.98039996624,1.3599177599
10398,0.141450002789,-1.4236638546,0.208399996161,0.388350009918,0.280377358198,-0.570930361748,0.636986136436,-0.306941330433,0.382866770029,0.345449984074,0.60694372654
5708,-3.26220011711,-1.18157076836,-0.309199988842,-2.30660009384,0.700533092022,-0.665794849396,1.05933845043,0.430103361607,0.616303920746,-0.95945006609,0.489097625017
1213,-0.75854998827,1.82097816467,-1.77590000629,-0.202250003815,-1.25511264801,0.813151240349,1.08043849468,-0.381026983261,-0.735395789146,1.46584999561,0.934846997261
226,-0.483300000429,-0.0569172501564,-2.01290011406,-0.673300027847,-1.67786324024,1.44693827629,1.48419046402,-0.447309136391,-0.518221139908,2.0408000946,1.56621050835
6777,-0.301149994135,0.888764262199,3.43830013275,2.15739989281,-0.56590116024,0.287135183811,-0.253910303116,-1.10804176331,-0.269458204508,0.532249987125,1.16756510735
2113,0.456849992275,-0.172715485096,-0.276699990034,0.523150026798,0.203897878528,-1.18969786167,0.188392549753,-0.123987644911,0.351686775684,-1.5815500021,-0.402265071869
3329,0.310949981213,-1.4112098217,-0.46669998765,-0.00500000268221,-1.45676982403,1.05173325539,0.0350128635764,-0.118930406868,-4.4458155632,1.10089993477,1.20801448822
