rid,CPC004_A375_6H:BRD-K35941380-050-17-0:10,CPC004_HA1E_6H:BRD-K35941380-050-17-0:10,CPC001_HA1E_6H:BRD-A98725278-103-01-9:10,CPC004_HA1E_24H:BRD-K35941380-050-17-0:10,CPC001_HA1E_24H:BRD-A98725278-103-01-9:10,CPC004_HCC515_6H:BRD-K35941380-050-17-0:10,CPC001_HCC515_6H:BRD-A98725278-103-01-9:10,CPC004_HCC515_24H:BRD-K35941380-050-17-0:10,CPC001_HCC515_24H:BRD-A98725278-103-01-9:10,CPC004_HEPG2_6H:BRD-K35941380-050-17-0:10,CPC004_HT29_6H:BRD-K35941380-050-17-0:10,CPC004_MCF7_6H:BRD-K35941380-050-17-0:10,CPC004_PC3_6H:BRD-K35941380-050-17-0:10,CPC001_PC3_6H:BRD-A98725278-103-01-9:10,CPC004_PC3_24H:BRD-K35941380-050-17-0:10,CPC001_PC3_24H:BRD-A98725278-103-01-9:10,CPC004_VCAP_6H:BRD-K35941380-050-17-0:10,CPC001_VCAP_6H:BRD-A98725278-103-01-9:10,CPC004_VCAP_24H:BRD-K35941380-050-17-0:10,CPC001_VCAP_24H:BRD-A98725278-103-01-9:10,CPC015_A375_6H:BRD-K35941380-050-17-0:10,CPC015_A549_6H:BRD-K35941380-050-17-0:10,CPC015_A549_24H:BRD-K35941380-050-17-0:10,CPC015_ASC_24H:BRD-K35941380-050-17-0:10,CPC015_HEPG2_6H:BRD-K35941380-050-17-0:10,CPC015_HT29_6H:BRD-K35941380-050-17-0:10,CPC015_MCF7_6H:BRD-K35941380-050-17-0:10,CPC015_MCF7_24H:BRD-K35941380-050-17-0:10,CPC015_NPC_24H:BRD-K35941380-050-17-0:10,CPC015_PHH_24H:BRD-K35941380-050-17-0:10,CPC015_SKB_24H:BRD-K35941380-050-17-0:10,CPC017_A375_6H:BRD-A98725278-103-01-9:10,CPC017_A549_6H:BRD-A98725278-103-01-9:10,CPC017_A549_24H:BRD-A98725278-103-01-9:10,CPC017_ASC_24H:BRD-A98725278-103-01-9:10,CPC017_HEPG2_6H:BRD-A98725278-103-01-9:10,CPC017_HT29_6H:BRD-A98725278-103-01-9:10,CPC017_MCF7_6H:BRD-A98725278-103-01-9:10,CPC017_MCF7_24H:BRD-A98725278-103-01-9:10,CPC017_NPC_24H:BRD-A98725278-103-01-9:10,CPC017_PHH_24H:BRD-A98725278-103-01-9:10,CPC017_SKB_24H:BRD-A98725278-103-01-9:10
5720,0.836695432663,-8.85781383514,-3.21301317215,-0.121413499117,0.140281528234,0.507852017879,-1.02740001678,-0.0238067433238,0.472086310387,-0.246517181396,-1.39509046078,-1.27250289917,-4.39491844177,0.801965594292,0.800511062145,0.155875295401,1.23922145367,0.102088131011,-0.176373511553,-0.0343269407749,-0.0190190374851,0.375,1.11127328873,-0.343981266022,0.0700500011444,-0.307433366776,0.328829407692,-0.194599017501,0.465107440948,-0.828999996185,-0.100400000811,-0.746950030327,-0.104791611433,-0.580233335495,-0.561929047108,-0.247206315398,0.338196843863,-0.502842307091,-0.073150396347,1.29459190369,0.697446167469,0.495200008154
466,-0.244568049908,1.56329798698,0.365178674459,-1.40288221836,0.0726912170649,0.252747654915,1.53705000877,0.481240391731,1.13817059994,-0.558721482754,0.0690223649144,0.413026988506,-5.18227624893,0.470079571009,0.128079414368,0.743083536625,0.433391422033,-0.28163510561,-0.0528066530824,0.584432005882,0.154658824205,0.809149980545,0.396367400885,0.919213056564,0.131599992514,-0.506999969482,0.0376101285219,0.0452848747373,0.397219359875,1.33660006523,0.1725499928,-0.343049973249,-0.113164119422,0.0851000249386,0.620129883289,-1.66713929176,-0.42386174202,-0.149284571409,0.260344982147,-1.49177455902,-1.92087173462,0.494349986315
6009,-0.38465732336,-0.900105714798,0.000490419566631,0.662223696709,1.39627027512,0.0736941248178,-2.58715009689,0.229321047664,0.513722419739,-0.702098608017,-1.39197707176,0.0931999087334,-5.60871696472,0.950046181679,-0.153738230467,-0.264853060246,-0.289498269558,-1.19948649406,0.27554795146,0.0991424769163,-1.31352186203,0.85790002346,0.328477561474,0.117614239454,-0.130800008774,-0.543333351612,1.13636314869,-0.566954553127,0.598576188087,0.333499968052,-0.0794499963522,-1.8506000042,-0.208680391312,-0.0897000059485,-0.0127476379275,0.281955957413,0.378256976604,0.551584005356,0.241249650717,0.720908284187,0.455628931522,0.29960000515
2309,-0.261837899685,1.3000459671,0.494878321886,-0.366558939219,-0.065840497613,-0.235867708921,-0.493100017309,-0.470598936081,0.797598838806,-0.149633556604,-0.197809651494,-0.519372165203,3.05284404755,0.354689121246,0.158051475883,-0.508260130882,-0.546806454659,0.0835717916489,-0.297932237387,0.588249504566,-0.64022654295,0.855450034142,-0.0195955522358,0.805880010128,-1.68705010414,0.0980666950345,0.598494112492,0.424624085426,0.823894917965,0.193649992347,0.279249995947,0.461899995804,0.00156447291374,0.538900017738,-0.693254470825,-0.218566551805,-0.566401124001,0.165718942881,-0.220597863197,0.195397257805,0.0779150649905,-0.146250009537
387,-0.197353065014,0.921616613865,0.626468658447,0.00507200695574,-0.222291007638,-0.0944591462612,0.567350029945,0.40292263031,0.622713327408,-0.639672458172,-0.584595263004,0.242688819766,-4.36944580078,-0.78263092041,-0.0364671945572,0.395751297474,-0.193336948752,-0.0101395212114,0.255116254091,0.194634437561,-1.36439812183,0.997900009155,0.562273383141,0.0908367484808,-0.484449982643,-0.750666677952,0.370583355427,0.210330873728,0.284248381853,-1.91875004768,-1.06375002861,0.985899984837,0.744105100632,1.50383329391,0.277433305979,-0.0350720472634,-0.520081341267,-0.632567048073,0.838220119476,1.67228281498,0.230633765459,0.398950010538
3553,-0.273033827543,1.18307673931,-0.513018906116,0.418215215206,-0.313147127628,-0.653480768204,-1.06850004196,1.75569605827,0.169699773192,0.233924120665,1.09519052505,-0.229512989521,0.919921517372,0.160587012768,0.0710962787271,-0.371714115143,-0.0994570553303,1.2860314846,0.904191970825,0.238286092877,-0.0455660670996,-0.699000000954,-0.971141457558,-1.07504022121,0.548049986362,-0.188699990511,-1.02503025532,-0.504779458046,-1.29931092262,0.447650015354,0.269999980927,0.213199988008,-0.657077431679,-0.565500020981,0.955855488777,0.722577214241,-0.901564061642,1.16157245636,0.0825178548694,-0.639148175716,2.03829407692,-0.35949999094
427,-0.531585335732,1.3007247448,0.204825103283,-1.66033577919,0.136684820056,0.0794810429215,-0.375100016594,-0.0900765061378,-0.116997733712,-0.415521144867,0.468399077654,0.204882234335,1.49210619926,0.404388517141,0.152815684676,0.507324337959,-1.42178535461,0.243039444089,0.0877408534288,0.903800666332,-0.156731948256,-0.509549975395,-0.979444205761,1.87302815914,0.212399989367,-0.445833384991,-0.575019001961,0.38037699461,-0.221143752337,0.949100017548,-0.586899995804,0.976749956608,-0.354901194572,0.52976667881,0.31989377737,0.253942012787,-0.787136495113,0.124864906073,-0.21751986444,-0.398589164019,-1.2918741703,0.289299994707
5898,0.0448460243642,0.66962826252,0.571183562279,-0.646264910698,-0.852977931499,0.151671275496,-2.57920002937,0.523417174816,0.0390207469463,0.461636811495,0.0644688010216,0.246479123831,-2.87253642082,0.212858349085,0.0691252350807,0.427086979151,0.43844345212,0.614252150059,0.439615994692,0.712546288967,0.0941394269466,1.2514500618,0.140503227711,-0.116150416434,0.0825499892235,0.148499965668,0.292214214802,0.00332283601165,-0.532180607319,0.319299995899,0.179399967194,-0.180999994278,0.676142215729,-0.181099951267,0.552567720413,1.08510911465,0.340363413095,-0.267122864723,-0.0699668228626,-0.544686019421,-1.17444491386,-0.464900016785
23365,-0.165809333324,0.433077931404,0.59712523222,0.00771887600422,0.327090442181,-0.776404082775,1.71895003319,-0.100228443742,1.4866733551,0.32144382596,0.862827181816,-0.297799140215,1.76922678947,-0.330285280943,-0.821821689606,0.877229750156,-0.859446167946,-0.42655351758,0.147517621517,0.486349642277,0.874775528908,-0.195799991488,-0.0905099213123,-0.678771734238,1.12829995155,-0.969033360481,-0.59965634346,0.158912420273,0.437477737665,-0.595849990845,-0.741449952126,0.66354995966,0.654187440872,4.28840017319,0.499700933695,0.0518215037882,0.157873600721,-0.712822139263,0.53164255619,1.18745470047,0.0957858413458,0.646250009537
6657,-0.0872127264738,0.217133358121,-0.193622767925,0.560407996178,-0.332599461079,0.000182036310434,-1.05075001717,0.503244459629,1.04758822918,-0.00399339199066,0.495720803738,-0.264275223017,2.01317620277,-0.123699679971,-0.333617180586,-0.891579270363,0.301717281342,0.286425083876,0.242338851094,-0.227377161384,0.682069063187,-0.581149995327,-0.94998729229,-0.61837631464,0.311049997807,-0.112500011921,-0.690053462982,-0.437246531248,1.02611577511,-0.286449998617,-0.701250016689,0.392549991608,-0.111899331212,-0.56536668539,0.201795786619,0.940899550915,0.181517750025,1.68836200237,0.19725163281,0.241914406419,1.22765672207,-0.538049995899
