rid,CPC009_A375_6H:BRD-A81233518-004-14-6:10,CPC009_A549_6H:BRD-A81233518-004-14-6:10,CPC009_A549_24H:BRD-A81233518-004-14-6:10,CPC009_HA1E_6H:BRD-A81233518-004-14-6:10,CPC009_HCC515_6H:BRD-A81233518-004-14-6:10,CPC009_HEPG2_6H:BRD-A81233518-004-14-6:10,CPC009_HT29_6H:BRD-A81233518-004-14-6:10,CPC009_MCF7_6H:BRD-A81233518-004-14-6:10,CPC009_MCF7_24H:BRD-A81233518-004-14-6:10,CPC009_PC3_6H:BRD-A81233518-004-14-6:10,CPC009_PC3_24H:BRD-A81233518-004-14-6:10,CPC011_A375_6H:BRD-A81233518-004-13-8:10,CPC011_A549_6H:BRD-A81233518-004-13-8:10,CPC011_A549_24H:BRD-A81233518-004-13-8:10,CPC011_HA1E_6H:BRD-A81233518-004-13-8:10,CPC011_HT29_6H:BRD-A81233518-004-13-8:10,CPC011_MCF7_6H:BRD-A81233518-004-13-8:10,CPC011_MCF7_24H:BRD-A81233518-004-13-8:10,CPC011_PC3_6H:BRD-A81233518-004-13-8:10,CPC011_PC3_24H:BRD-A81233518-004-13-8:10,CPC011_VCAP_6H:BRD-A81233518-004-13-8:10,CPC009_VCAP_6H:BRD-A81233518-004-14-6:10,CPC011_VCAP_24H:BRD-A81233518-004-13-8:10,CPC009_VCAP_24H:BRD-A81233518-004-14-6:10,CPD002_MCF7_24H:BRD-A81233518-004-11-2:10,CPD002_MCF7_6H:BRD-A81233518-004-11-2:10,CPD002_PC3_6H:BRD-A81233518-004-11-2:10,CPD002_PC3_24H:BRD-A81233518-004-11-2:10
5720,-2.96004009247,-0.215788036585,0.135699987411,0.0908391103148,0.64445823431,0.565783917904,0.251200020313,0.880149722099,-0.871200025082,-1.23648583889,-0.273970544338,-2.09910011292,0.184689462185,1.17013382912,0.399200022221,-0.515757441521,0.527549982071,-0.904699981213,-0.275514572859,-0.122400015593,0.251152008772,1.31502020359,-0.331884384155,0.432175010443,-0.417071729898,0.906514108181,0.0316876620054,-0.456931859255
466,0.618901431561,0.54803866148,1.35310006142,-0.0738634169102,0.957985758781,0.465668827295,0.930733382702,1.01344716549,-3.49410009384,-0.981308400631,-0.33529740572,0.262666702271,0.22858658433,-0.985752105713,-0.170900002122,-0.557329654694,-0.893999993801,-0.404349982738,0.136943787336,0.820038557053,-0.041639611125,1.40518295765,-0.316091775894,-0.183550029993,0.308917969465,1.02048397064,0.719883978367,0.276468575001
6009,-0.279117822647,-0.572069823742,-0.813099980354,-0.596125304699,0.543105006218,-0.26532715559,-0.524000048637,-0.38773214817,-0.330449968576,0.678216814995,-0.0492125451565,-0.201066643,-0.0334418192506,0.322742164135,-0.448249995708,0.997688353062,0.0415499955416,-0.659649968147,0.483112335205,0.619499027729,0.502456128597,1.5750939846,-0.0969271436334,-0.0168499648571,-0.498217135668,0.362702071667,0.293984621763,-0.325950086117
2309,0.609287619591,-0.191339671612,-0.789449989796,-0.42847687006,-0.584828913212,0.46245855093,0.313166677952,-0.162652015686,3.32705020905,-0.156231224537,0.773622632027,1.49866676331,0.139815092087,-0.500213086605,-0.236250013113,-0.370606541634,0.0135499984026,-0.487900018692,-0.602693736553,-0.787619769573,-0.593985676765,-2.75802874565,-0.587486505508,-0.342350006104,1.40438008308,1.50895905495,0.236550033092,2.92676591873
387,0.630484580994,-0.958436787128,-0.16494999826,-0.322579413652,-0.910299658775,-0.796569228172,-0.21550001204,0.535943984985,2.6697499752,-1.10539710522,0.674317896366,0.688033342361,0.0626158863306,0.510374546051,-0.616949975491,-0.067694157362,0.384999990463,-0.134450003505,-0.861204445362,-0.793038129807,-0.169475764036,0.810195922852,0.414724111557,0.030699968338,0.286676257849,1.92514657974,-0.618644654751,0.804123878479
3553,1.05411577225,-0.72091293335,-0.606600046158,-0.242635056376,-0.259640336037,-0.598966479301,0.311999976635,0.528639137745,1.54205000401,0.0320039242506,-0.0105696488172,-0.477833330631,0.818163156509,0.0734005719423,0.917450010777,1.19362831116,-0.0817999988794,0.220750004053,-0.499810427427,-0.48216226697,-0.418780714273,-0.413327515125,0.685268461704,0.467149943113,-0.260538816452,-1.8693022728,-0.683423042297,0.299446344376
427,3.25646328926,-0.0252687763423,0.244550019503,0.107256114483,0.964193642139,-0.0670917779207,0.00660002231598,-0.281086713076,1.04394996166,-0.495292752981,-0.449390023947,0.120866686106,0.548345386982,-0.736411929131,-0.628650009632,0.275283813477,-0.66455000639,-0.552900016308,-0.763930499554,-0.309408903122,0.012525908649,2.41006326675,-1.52702045441,-0.0449000000954,-0.217078924179,-0.524227499962,0.140682280064,0.983812093735
5898,0.00349605083466,-0.452894568443,0.815999984741,0.707454204559,0.491754829884,0.359188497066,-0.263933390379,0.0510477945209,-3.08159995079,-0.707281291485,-1.28144025803,-0.582800030708,1.31241345406,-0.898252308369,0.252799987793,0.570957183838,-0.905099987984,-1.64034986496,-0.532142996788,0.0929583609104,-0.127634078264,1.68176019192,-0.565052628517,-1.31797492504,-1.13167977333,-0.712126135826,-1.15925061703,-0.895579993725
23365,2.80502128601,-1.74059891701,0.870000004768,-0.721037507057,-0.687066733837,-0.186817646027,0.803300023079,0.0941424518824,0.469049990177,-0.167321488261,0.565418243408,0.177033305168,1.87070715427,-0.0836190804839,-0.542800009251,0.0492267049849,-0.810950040817,0.345400005579,-0.0749693661928,-0.582967162132,-0.226856261492,-0.0849809721112,0.479985743761,-1.00789999962,-1.05191588402,-1.86341774464,-1.6810863018,0.669675409794
6657,1.26176965237,0.0864652693272,-1.25380003452,-0.542739272118,-0.600743353367,-0.0903484970331,0.67436671257,-0.112097650766,3.35185003281,0.00813281070441,-1.09542477131,0.495600014925,0.393247067928,0.52997225523,0.702149987221,-0.666220426559,0.234200000763,-0.0199499987066,0.269181311131,-0.00582590699196,-0.325929224491,-0.477740436792,0.172504067421,0.139725029469,0.0195418298244,-1.47453808784,-1.01927351952,-1.5233604908
