rid,RAD001_A549_6H:BRD-K11153516-001-01-4:10,RAD001_A549_6H:BRD-K11153516-001-01-4:3.3333,RAD001_A549_6H:BRD-K11153516-001-01-4:1.1111,RAD001_A549_6H:BRD-K11153516-001-01-4:0.3704,RAD001_A549_6H:BRD-K11153516-001-01-4:0.1235,RAD001_A549_6H:BRD-K11153516-001-01-4:0.0412,RAD001_A549_6H:BRD-K11153516-001-01-4:0.0137,RAD001_A549_6H:BRD-K11153516-001-01-4:0.0046,RAD001_A549_6H:BRD-K11153516-001-01-4:0.0015,RAD001_HCC515_6H:BRD-K11153516-001-01-4:10,RAD001_HCC515_6H:BRD-K11153516-001-01-4:3.3333,RAD001_HCC515_6H:BRD-K11153516-001-01-4:1.1111,RAD001_HCC515_6H:BRD-K11153516-001-01-4:0.3704,RAD001_HCC515_6H:BRD-K11153516-001-01-4:0.1235,RAD001_HCC515_6H:BRD-K11153516-001-01-4:0.0412,RAD001_HCC515_6H:BRD-K11153516-001-01-4:0.0137,RAD001_HCC515_6H:BRD-K11153516-001-01-4:0.0046,RAD001_HCC515_6H:BRD-K11153516-001-01-4:0.0015,RAD001_MCF7_6H:BRD-K11153516-001-01-4:10,RAD001_MCF7_6H:BRD-K11153516-001-01-4:3.3333,RAD001_MCF7_6H:BRD-K11153516-001-01-4:1.1111,RAD001_MCF7_6H:BRD-K11153516-001-01-4:0.3704,RAD001_MCF7_6H:BRD-K11153516-001-01-4:0.1235,RAD001_MCF7_6H:BRD-K11153516-001-01-4:0.0412,RAD001_MCF7_6H:BRD-K11153516-001-01-4:0.0137,RAD001_MCF7_6H:BRD-K11153516-001-01-4:0.0046,RAD001_MCF7_6H:BRD-K11153516-001-01-4:0.0015,RAD001_MCF7_24H:BRD-K11153516-001-01-4:10,RAD001_MCF7_24H:BRD-K11153516-001-01-4:3.3333,RAD001_MCF7_24H:BRD-K11153516-001-01-4:1.1111,RAD001_MCF7_24H:BRD-K11153516-001-01-4:0.3704,RAD001_MCF7_24H:BRD-K11153516-001-01-4:0.1235,RAD001_MCF7_24H:BRD-K11153516-001-01-4:0.0412,RAD001_MCF7_24H:BRD-K11153516-001-01-4:0.0137,RAD001_MCF7_24H:BRD-K11153516-001-01-4:0.0046,RAD001_MCF7_24H:BRD-K11153516-001-01-4:0.0015,RAD001_PC3_6H:BRD-K11153516-001-01-4:10,RAD001_PC3_6H:BRD-K11153516-001-01-4:3.3333,RAD001_PC3_6H:BRD-K11153516-001-01-4:1.1111,RAD001_PC3_6H:BRD-K11153516-001-01-4:0.3704,RAD001_PC3_6H:BRD-K11153516-001-01-4:0.1235,RAD001_PC3_6H:BRD-K11153516-001-01-4:0.0412,RAD001_PC3_6H:BRD-K11153516-001-01-4:0.0137,RAD001_PC3_6H:BRD-K11153516-001-01-4:0.0046,RAD001_PC3_6H:BRD-K11153516-001-01-4:0.0015,RAD001_PC3_24H:BRD-K11153516-001-01-4:10,RAD001_PC3_24H:BRD-K11153516-001-01-4:3.3333,RAD001_PC3_24H:BRD-K11153516-001-01-4:1.1111,RAD001_PC3_24H:BRD-K11153516-001-01-4:0.3704,RAD001_PC3_24H:BRD-K11153516-001-01-4:0.1235,RAD001_PC3_24H:BRD-K11153516-001-01-4:0.0412,RAD001_PC3_24H:BRD-K11153516-001-01-4:0.0137,RAD001_PC3_24H:BRD-K11153516-001-01-4:0.0046,RAD001_PC3_24H:BRD-K11153516-001-01-4:0.0015
5720,0.0552149266005,-1.41166949272,0.498656928539,0.149597153068,-0.0624525770545,1.00826632977,-0.199633330107,-0.845084786415,-1.08013927937,0.20896974206,-0.720732569695,-0.272822022438,1.32011890411,-0.198247537017,-0.203306660056,-0.569691479206,0.169797971845,-0.776782155037,-0.675050020218,-0.211449980736,0.181100010872,0.123549997807,0.0207999944687,0.418550014496,-0.198049992323,0.171149998903,-0.401499986649,-1.32449996471,1.32519996166,-0.15039999783,-0.791999995708,-0.47650000453,-0.336899995804,-0.222800001502,0.310000002384,-0.432099997997,0.600000023842,-0.374350011349,0.209649994969,0.912050008774,0.522350013256,-2.04309988022,-1.18320000172,0.0699500143528,0.668349981308,0.457100003958,-1.51649999619,0.505599975586,1.39100003242,0.193299993873,-1.36689996719,-0.816699981689,-0.433999985456,1.20439994335
466,0.4797347188,0.235170781612,0.650948166847,0.462570607662,0.656141042709,1.01139080524,0.356733381748,-0.132169663906,-0.0321595296264,0.542262017727,0.265400230885,0.392130047083,1.04367434978,-0.00596615672112,-0.118038475513,-0.633831381798,0.62638759613,-0.208187967539,-0.12215000391,-1.33674991131,-1.67234992981,-0.315449982882,-2.68880009651,-0.262749969959,-0.401950001717,-5.39580011368,-0.800300002098,-0.662100017071,1.171200037,0.241600006819,0.642899990082,2.83579993248,0.0137000000104,-0.943400025368,0.258700013161,0.988300025463,0.474650025368,-2.30194997787,-0.754949986935,0.348749995232,0.651600003242,0.194200009108,-1.36380004883,-0.860000014305,-0.248750001192,0.758199989796,-0.486999988556,-0.0120000001043,1.23570001125,0.550100028515,0.165099993348,0.624000012875,-0.430099993944,0.776099979877
6009,0.202293530107,-0.605847358704,-0.048775613308,0.031868211925,-0.66265630722,0.782028973103,-0.130966663361,-0.546187698841,0.130338773131,0.634715437889,-0.425641834736,-0.421421408653,-0.135597586632,-0.768663644791,-0.549727857113,-1.3504152298,0.345170706511,-1.99187326431,0.705350041389,1.76910007,-0.354149997234,-1.0367500782,-0.649199962616,0.455599993467,-1.48685002327,-0.293349981308,-0.279799997807,-0.517199993134,0.524500012398,1.78589999676,-0.657999992371,-0.423400014639,-0.517199993134,-1.29139995575,1.097900033,-0.517199993134,0.410899996758,0.425799995661,-0.237749993801,0.710999965668,-0.954400002956,1.07899999619,-0.161900013685,-0.297400027514,0.452350020409,0.394100010395,-0.8791000247,-0.956900000572,0.24279999733,0.394100010395,-1.52540004253,-1.66789996624,-1.46300005913,0.074500001967
2309,-0.117724552751,0.636433422565,0.315642774105,-0.365051388741,-0.394103705883,0.121192127466,-0.642266690731,-0.453935116529,-0.948632240295,-0.0591482520103,1.51356589794,0.655688345432,0.261306554079,0.294894278049,-0.526390612125,-0.847045898438,-0.239919036627,-1.08051872253,-2.92304992676,-0.722650051117,0.327199995518,0.246100008488,-0.179499998689,0.167299985886,0.158600002527,0.0820000171661,-0.600799977779,-1.33080005646,-2.23449993134,-0.656799972057,-2.04719996452,-5.64209985733,-0.562600016594,0.133799999952,-0.628199994564,-0.0599000006914,0.410199999809,-0.313800007105,-0.611900031567,-0.285349965096,0.473299980164,-1.01670002937,-1.01800000668,0.272149980068,0.0469000004232,-0.297800004482,-0.943099975586,0.79650002718,0.0140000004321,0.939899981022,-0.102499999106,-0.552500009537,1.08309996128,0.976300001144
387,-0.17560608685,-1.05771458149,0.136299282312,-0.276993095875,0.302024722099,0.917485296726,-0.345033377409,-1.72622013092,-0.800723910332,0.254190355539,-1.08856713772,0.699039101601,0.10524366051,-0.657585382462,-0.27133128047,-0.19327417016,0.914821088314,-1.70900273323,0.0752999782562,-0.337650030851,-0.154649972916,0.203449994326,0.346249997616,0.510300040245,0.442449986935,-0.844349980354,-0.998200058937,-1.15059995651,-0.319599986076,-0.529200017452,0.777000010014,-1.17289996147,-0.489199995995,0.877499997616,-1.22749996185,1.5406999588,0.415399998426,-0.966250061989,-0.887850046158,0.601500034332,-0.0194500088692,-0.738749980927,-0.536399960518,-0.374850004911,0.416000008583,-0.42460000515,-1.44000005722,-0.142599999905,0.231900006533,0.467500001192,-1.69889998436,-0.615999996662,-0.166500002146,0.543299973011
3553,-0.925731062889,0.288986563683,0.528860986233,-0.456036746502,-0.804175138474,-0.360367119312,0.604633331299,1.28167116642,0.757305145264,-0.945874929428,0.740435957909,-0.864194571972,-0.734065532684,0.134151533246,1.05732226372,1.31910634041,0.0654749497771,1.93614983559,1.4034999609,1.58744990826,1.4973000288,-0.535849988461,0.706300079823,0.778199970722,0.609149992466,2.1398999691,1.41805005074,2.80749988556,-0.126200005412,-0.415899991989,0.961099982262,1.00660002232,0.375800013542,-0.221900001168,1.75580000877,-0.142199993134,-1.2079000473,1.45669996738,0.454450011253,1.05765008926,0.123949989676,0.196800008416,-0.126750022173,-1.13689994812,0.0245000012219,-1.03419995308,0.386799991131,-0.61210000515,-1.41159999371,0.401600003242,-0.145500004292,0.298599988222,-1.1140999794,-0.0763999968767
427,-0.0597699582577,0.551463365555,-0.0197812318802,0.934978067875,0.00906348973513,0.861018538475,0.559199988842,-2.00227332115,-2.26847481728,-1.56453466415,-0.021551400423,0.82438647747,-0.376668930054,-0.289370894432,-0.229607820511,-0.743116617203,-0.266986221075,1.85832095146,-0.167650014162,-0.360799998045,0.5625,-0.106600016356,-0.587949991226,-0.0444999933243,0.460599988699,-0.395900011063,-0.297150015831,-1.77369999886,-2.51819992065,-0.0802000015974,0.247600004077,4.88250017166,-2.46280002594,0.221499994397,0.52429997921,-0.392500013113,0.550450026989,-0.593899965286,-0.682900011539,-0.742699980736,0.762950003147,-1.54894995689,-0.0773499906063,-0.873149991035,-0.896650016308,1.63750004768,-0.474500000477,2.14339995384,-0.363299995661,-0.619400024414,1.27330005169,1.4890999794,1.17719995975,1.56180000305
5898,-0.618461608887,0.196262940764,0.455025374889,0.392075419426,0.778718113899,1.00178658962,1.13256669044,-0.25395411253,-2.30968236923,0.469941198826,0.517656862736,0.147113084793,-0.357494592667,0.709939241409,-0.415758043528,-0.0405999571085,-0.646240353584,-1.30011463165,-0.729099988937,-0.0577500015497,-0.597450017929,0.189700007439,0.138749986887,-2.0814499855,-0.442599982023,-0.873950004578,-0.0742000043392,-1.82500004768,0.355100005865,0.472999989986,-0.69580000639,0.0315999984741,0.163299992681,0.0315999984741,0.677399992943,0.376899987459,-2.91930007935,0.618749976158,-1.29944992065,0.552600026131,0.199150025845,-0.279650002718,-0.215549975634,-2.38949990273,-1.23399996758,-2.86490011215,0.369100004435,1.03849995136,0.597899973392,1.08179998398,-0.0595000013709,-0.167699992657,-2.5311999321,1.13900005817
23365,-0.736455559731,0.477169334888,-0.564144432545,-0.256318926811,0.0312935113907,-0.664779365063,0.0201999843121,-0.104869149625,-0.942103028297,-0.840243935585,-0.332673847675,0.183215111494,-0.818003892899,0.686158657074,-0.263034939766,-0.603175163269,0.126988470554,0.442228853703,-0.992399990559,-0.792250037193,0.0862500071526,-0.792250037193,0.359849989414,-1.30914998055,-1.02375006676,-2.43060016632,-2.11590003967,-1.65149998665,-0.817200005054,-0.944100022316,-0.386299997568,-1.02950000763,0.603900015354,0.192200005054,0.923699975014,-0.0397000014782,-1.11755001545,-0.758350014687,-0.414200007915,-0.985599994659,1.05855000019,1.15680003166,1.13999998569,-0.0636000037193,-0.187749996781,-0.668699979782,0.832499980927,-0.634000003338,-1.46399998665,-0.456699997187,-0.902700006962,0.552999973297,0.30759999156,0.340499997139
6657,-0.568850338459,-0.254286825657,0.362307846546,-0.328865617514,-0.572738826275,-0.385902374983,0.051733314991,0.826821506023,0.329760968685,-0.773829460144,0.321001172066,0.10643222928,-0.406897068024,-0.20331852138,0.648993968964,-0.11548602581,0.81826800108,0.83163613081,0.186749994755,0.330650001764,1.08579993248,-0.265950024128,0.420899987221,0.755299985409,0.332949995995,1.20819997787,0.593199968338,1.421200037,-0.39359998703,0.972299993038,0.716199994087,-1.5693000555,0.616900026798,0.0137999998406,3.06360006332,-0.478599995375,0.201049983501,0.869149982929,0.269150018692,-0.257299989462,0.315750002861,0.620800018311,0.291949987411,-0.458649992943,-0.457249999046,-1.30729997158,0.30989998579,0.579999983311,-0.549000024796,-0.91060000658,2.18680000305,-0.833500027657,-0.430799990892,-1.79379999638
