rid,ERG011_VCAP_6H:BRD-K59549646-001-01-9:10,ERG011_VCAP_24H:BRD-K59549646-001-01-9:10
5720,0.00324999913573,0.873875558376
466,0.0996499657631,0.289645671844
6009,0.214699998498,-0.189427167177
2309,0.961150050163,0.788925290108
387,0.204099982977,-0.11943487823
3553,-0.842049956322,-0.599184691906
427,0.266550004482,-0.0466297790408
5898,-0.380999982357,0.259659320116
23365,-0.182499989867,-0.140497863293
6657,-0.754000008106,-0.707778513432
5054,-0.698599994183,-0.88691174984
3108,3.8005502224,-0.027373790741
1950,0.617600023746,-0.369357347488
351,-0.0953000187874,-0.0913589298725
4846,-0.756449997425,-0.644834220409
1452,-1.39740002155,-0.503087639809
4776,-1.11100006104,-0.690170884132
6908,1.01569998264,-0.0960512012243
672,0.655099987984,-0.540658950806
5710,-0.360650002956,-0.290287256241
2115,-0.791700005531,-0.142872899771
7015,-1.1290500164,-0.292366862297
8726,-0.0777000039816,-0.616991460323
2185,-1.90954995155,-1.0620162487
3315,0.0384999811649,0.497490525246
5289,0.13884998858,-0.0604811161757
868,-0.805400013924,-0.326509356499
1677,-1.51024997234,-0.319978058338
7043,-1.47990000248,-0.603015244007
5613,-0.610749959946,-0.353341192007
595,0.0776499956846,-0.26895648241
4793,-0.186499997973,2.73588180542
2736,0.127399981022,-1.28100895882
5290,-0.680250048637,-0.179255574942
6194,0.0,-1.37772727013
1676,-1.6493999958,-0.360545545816
23512,0.359349995852,0.0101935863495
148022,0.553849995136,-0.139255732298
1906,-1.08980000019,-0.365217894316
8878,-0.0330999791622,0.15211045742
3091,0.381949990988,0.0189573913813
5743,-0.189199998975,-0.521550536156
5321,-0.218100011349,-0.148503214121
4144,0.426249980927,-0.321146845818
1981,0.450800001621,0.156984731555
695,0.282449990511,-0.486572146416
10398,-0.301849961281,-0.415003180504
5708,0.379899978638,-0.261662185192
1213,0.220149993896,0.474687337875
226,0.429349988699,0.170782268047
6777,0.0792499929667,-0.547321438789
2113,-0.519100010395,-0.207355037332
3329,0.753600001335,-0.190842047334
1050,1.1629999876,0.673271179199
9491,-0.781949996948,0.360305905342
22926,0.350899994373,-0.150805324316
5899,0.0299500077963,-0.515486478806
5467,-1.30264997482,-0.865353703499
6774,0.109500005841,0.247448951006
1788,-1.00104999542,-0.557874560356
5921,-0.728749990463,-0.300327420235
5721,1.35860002041,0.108640857041
2263,-0.537500023842,-0.124550111592
808,-0.604749977589,-0.737614512444
30001,-0.13789999485,-0.558462679386
348,-0.41764998436,-0.378459095955
30849,-1.09619998932,-0.156488999724
1454,-0.61645001173,0.641977965832
6500,-0.215999990702,-0.173679023981
5627,0.98400002718,1.92247450352
5715,-0.244650006294,0.0151267647743
4791,0.0375000014901,-0.298568785191
56924,-0.532549977303,-0.38296559453
2690,-0.183249980211,0.177442908287
1019,-0.0947499871254,0.514526188374
51422,0.328849971294,-0.476872205734
5788,-0.669449985027,-0.0430414378643
6709,0.584550023079,-0.319896429777
1277,-0.0481500029564,-0.736040711403
993,1.13394999504,-0.316369146109
7157,-0.026850014925,-0.879972696304
1958,0.144400000572,-0.383670270443
4582,-0.274549990892,3.0467171669
9212,-1.47309994698,-1.43254995346
8440,0.264850020409,0.304824203253
6790,0.674549996853,-0.363666117191
8851,0.278600007296,-0.144156396389
2534,0.371800005436,-0.652500092983
4893,-0.993550002575,-0.910612225533
665,-0.50260001421,6.91108989716
4313,-0.553550004959,-0.434996783733
1022,-0.0769999921322,-0.767616271973
5880,4.52134990692,-0.441446870565
3162,-0.375600010157,0.786865353584
1282,-0.664149999619,-0.0380316637456
3383,-0.719600021839,0.754368722439
727,0.498950004578,0.032198369503
4792,0.46044999361,-0.247497409582
4794,-0.791100025177,-0.457218766212
902,-0.0939999967813,-0.260569602251
8091,-0.878800034523,-0.832904458046
3486,0.196850001812,-0.317189335823
10818,-0.286199986935,-0.959136068821
3454,-0.855499982834,-0.70313924551
4282,-0.0801500082016,-0.224730342627
1605,-0.0875499919057,-0.00492680957541
10644,-0.254550009966,-0.439833283424
2065,0.0240499973297,0.533226847649
8321,0.097199998796,0.241033822298
8503,0.188850000501,-0.404368400574
7027,0.159150004387,0.330636382103
6850,-0.812799990177,-0.908816039562
1978,-0.14390000701,-0.29894682765
896,0.349550008774,-0.0512978881598
5777,0.428250014782,-0.105416253209
1846,0.789750039577,-0.422441363335
5925,0.370950013399,-0.594959974289
142,0.325049996376,0.141107320786
1021,0.264299988747,0.50825381279
5699,0.781650066376,-0.102716982365
8061,-0.106200039387,0.631031751633
1870,0.0588000006974,-0.947309613228
1398,-1.63809990883,0.362024635077
3312,0.827250003815,0.0744087696075
891,-5.09420013428,-0.341580063105
4775,-0.437900006771,-0.163666307926
5111,0.24414999783,-0.341013789177
5696,0.145199999213,-0.257891029119
5588,-0.696300029755,-0.575417876244
6839,0.21875,-0.315610915422
329,1.33585000038,0.390344947577
5058,-0.295899987221,-0.907819092274
998,0.641749978065,0.0745026916265
9134,0.0110500156879,-0.47373944521
6616,-0.240550011396,0.224333256483
5223,0.386449992657,-0.180088937283
4690,-1.08595001698,-1.19126582146
958,-0.112399995327,2.08894205093
1616,0.953899979591,-1.04013741016
991,-0.34224998951,-0.363682389259
6347,0.35174998641,-0.209925860167
6714,-0.15134999156,-0.676616668701
652,0.518450021744,0.234940558672
4331,0.576399981976,-0.321761161089
7099,-1.02049994469,0.410820811987
10320,-1.11240005493,0.43644118309
2042,-1.2106000185,1.30400907993
843,-0.222449988127,-0.145735546947
840,0.403450012207,0.255177170038
7048,0.067749992013,-0.342305064201
4851,-0.837599992752,-0.373102605343
6464,0.142500013113,-0.247784987092
23410,-1.17164993286,-0.39517891407
54205,-0.11595004797,0.0962106138468
2770,-0.607749938965,-0.320654600859
80204,0.57515001297,-0.0925926268101
4208,-0.519450008869,-0.234031423926
1845,-0.905400037766,-0.220200657845
23368,-0.125950008631,-0.150011748075
5583,-0.266999989748,1.47170805931
8900,0.811800003052,-0.608407378197
581,-0.739799976349,-0.910804748535
6193,-0.379250049591,0.101054541767
6622,-0.233249992132,0.245328485966
11261,-0.6167999506,0.519874095917
6696,-0.226750001311,0.437502205372
8312,0.389399975538,-0.44597145915
835,0.414650022984,-0.208296999335
8324,-0.172299981117,-0.162768989801
1848,-0.965350031853,-0.845273852348
154,0.97034996748,0.288697570562
4312,-0.828400015831,-0.677745640278
994,0.791800022125,-1.52367591858
2048,-0.459199994802,-0.414530158043
1111,-0.988299965858,-0.236066937447
5154,0.779299974442,0.294251054525
2920,0.184500008821,-0.589538931847
