rid,CPC002_HA1E_6H:BRD-K97399794-001-08-8:10,CPC002_HA1E_24H:BRD-K97399794-001-08-8:10,CPC002_HCC515_6H:BRD-K97399794-001-08-8:10,CPC002_HCC515_24H:BRD-K97399794-001-08-8:10,CPC002_PC3_6H:BRD-K97399794-001-08-8:10,CPC002_PC3_24H:BRD-K97399794-001-08-8:10,CPC002_VCAP_6H:BRD-K97399794-001-08-8:10,CPC002_VCAP_24H:BRD-K97399794-001-08-8:10,CPC018_A375_6H:BRD-K97399794-001-10-4:10,CPC018_A549_6H:BRD-K97399794-001-10-4:10,CPC018_A549_24H:BRD-K97399794-001-10-4:10,CPC018_ASC_24H:BRD-K97399794-001-10-4:10,CPC018_HEPG2_6H:BRD-K97399794-001-10-4:10,CPC018_HT29_6H:BRD-K97399794-001-10-4:10,CPC018_MCF7_6H:BRD-K97399794-001-10-4:10,CPC018_MCF7_24H:BRD-K97399794-001-10-4:10,CPC018_NPC_24H:BRD-K97399794-001-10-4:10,CPC018_PHH_24H:BRD-K97399794-001-10-4:10,CPC018_SKB_24H:BRD-K97399794-001-10-4:10,NMH002_FIBRNPC_24H:BRD-K97399794-001-12-0:10,MUC.CP004_MCF7_6H:BRD-K97399794-001-06-2:10,MUC.CP004_MCF7_6H:BRD-K97399794-001-06-2:3.3333,MUC.CP004_MCF7_6H:BRD-K97399794-001-06-2:1.1111,MUC.CP004_MCF7_6H:BRD-K97399794-001-06-2:0.3704,MUC.CP004_MCF7_24H:BRD-K97399794-001-06-2:10,MUC.CP004_MCF7_24H:BRD-K97399794-001-06-2:3.3333,MUC.CP004_MCF7_24H:BRD-K97399794-001-06-2:1.1111,MUC.CP004_MCF7_24H:BRD-K97399794-001-06-2:0.3704,NMH002_FIBRNPC_6H:BRD-K97399794-001-12-0:10,NMH002_NEU_6H:BRD-K97399794-001-12-0:10,NMH002_NEU_24H:BRD-K97399794-001-12-0:10,NMH002_NPC_6H:BRD-K97399794-001-12-0:10,NMH002_NPC_24H:BRD-K97399794-001-12-0:10
5720,0.31696087122,-3.65100836754,-0.422013878822,0.554391086102,-0.756774485111,-0.958875834942,-1.47987556458,0.42643725872,0.679517805576,-0.279852151871,0.475849986076,-0.769973039627,-1.45433306694,-0.0689382851124,-0.00152249634266,-1.60649418831,7.81650018692,-1.24439156055,-1.791685462,-0.965820968151,0.808162987232,-0.163922429085,-1.05808591843,-0.506699979305,0.0578765422106,0.506498813629,-0.0690479129553,0.468638896942,0.244926482439,0.105774998665,0.313201010227,-0.503987312317,-0.797489285469
466,-0.170900985599,-1.53024220467,0.656003832817,-0.172720730305,-0.109981223941,-0.418437719345,-1.03350019455,0.845085859299,1.35186028481,-0.190614804626,0.218549996614,-0.2055131495,-1.0855550766,-2.04220533371,-0.94664567709,1.06760013103,-2.22564983368,0.453037410975,0.54392939806,0.0792215690017,-0.340275615454,0.117334738374,-0.17421002686,0.440833389759,0.810451447964,0.748106241226,0.825225651264,0.880910098553,0.175240576267,0.502453923225,-1.15146255493,0.437033832073,-0.329637229443
6009,-0.0672602802515,1.76973748207,1.54178130627,0.723034799099,-1.34715199471,1.23400187492,0.693203270435,0.825045764446,-0.746404826641,-1.08829081059,-1.1467499733,-0.17433449626,-0.708982825279,-0.303287476301,-0.0889745652676,-0.507395625114,0.0399999916553,0.959140121937,0.12693375349,-1.40012836456,-0.510053634644,0.00515197217464,0.788937449455,-0.388599991798,0.296369343996,0.0599282458425,0.545458197594,-0.249438464642,-0.291921466589,-0.0135985985398,1.82966649532,-0.300588995218,0.506929636002
2309,-0.010953977704,-1.0041410923,0.757746994495,-0.0489531755447,0.218324616551,-1.14996826649,1.67209649086,0.698171555996,1.69476294518,0.0736339688301,-0.711700022221,-0.807518362999,1.30608856678,0.393460571766,0.447418153286,-1.5778260231,-1.37279999256,0.382738471031,-0.314392477274,-0.555861473083,0.27600300312,0.167399942875,1.20941114426,-0.400466680527,0.163500458002,-0.189622834325,0.105885669589,0.387656539679,0.320571541786,0.787110805511,0.815657317638,0.581741809845,0.654912948608
387,-0.398723393679,-0.441891878843,0.549682080746,-0.961152493954,-0.32601711154,-0.3283636868,0.49303278327,1.22014272213,-0.0213734209538,-0.611141860485,-1.75715005398,-1.7772346735,-1.25363516808,-0.639205932617,-1.03042805195,-1.57349777222,-3.27314996719,-0.521742045879,-1.24486100674,-1.68369054794,-1.27147865295,-0.118515595794,0.977538764477,-0.140466660261,0.109035544097,0.203781425953,0.233951926231,0.40868678689,-0.497992455959,0.842167556286,1.16961348057,0.28435999155,0.111813604832
3553,-0.931668579578,-0.496811568737,-0.623121321201,-0.780725061893,-0.422638952732,-3.16446304321,1.49282741547,-0.553218364716,-0.140972748399,0.5647149086,1.10430002213,-1.01321768761,0.605011463165,0.356097698212,3.20513558388,0.795209646225,-0.726350009441,-0.816198348999,1.40286362171,0.597728610039,0.791801691055,0.0673680379987,0.174629718065,0.713766694069,-0.570859193802,-0.684718132019,-0.84111726284,-0.703382790089,0.66743928194,-0.108751125634,0.215636819601,0.531344354153,0.447931200266
427,0.302732229233,0.219872266054,-0.597312808037,-0.666362643242,0.455035060644,-0.534456193447,-0.276683568954,-1.56876063347,0.883204460144,1.08048081398,-0.308200001717,0.17094181478,0.546406030655,-0.802162885666,-0.0842322409153,-0.611766934395,0.963500022888,-0.323992669582,-0.195524469018,-0.0428338609636,-0.35197019577,0.540154457092,0.430910646915,0.310499966145,0.654284894466,0.525291502476,0.149732470512,0.510314464569,0.66636800766,-0.312735557556,-0.677051603794,0.678451538086,-0.170846909285
5898,-0.769110262394,-0.358659207821,-0.0105057656765,-0.229030445218,0.0295679867268,-0.199327409267,-0.405423551798,-1.62321853638,0.209064304829,-0.0776210427284,0.499550014734,-0.0807118490338,-1.85488951206,-0.583175897598,-1.86577105522,0.260893762112,-0.358300000429,0.205115899444,1.22602534294,-0.126685410738,-0.97364795208,-1.02880263329,-0.493716776371,0.236900001764,-0.645581483841,0.0278323292732,0.604396820068,0.528724908829,0.826450645924,-1.65455198288,-0.931403338909,-0.527172684669,-1.09394037724
23365,0.191032528877,-0.0906524658203,-0.411160707474,-1.3505218029,1.23071217537,-0.15065869689,-0.719743132591,0.991695582867,0.578496992588,0.307479947805,1.4961001873,-0.826475143433,-0.404460012913,-0.587769031525,-0.822317063808,-1.63538718224,1.43130004406,0.079744130373,0.542808711529,0.561537623405,5.28234004974,-0.896567940712,-0.746839165688,0.108500003815,0.122939929366,0.212714314461,-0.11044703424,-0.201986283064,-0.601392388344,-0.19276881218,1.12000465393,0.349045038223,0.143345832825
6657,-0.0281745195389,-1.12314510345,-1.79685235023,-0.495333433151,-0.553519129753,-0.17940017581,0.923119544983,-0.572984755039,-1.10031962395,0.994362771511,0.51115000248,-0.300317943096,0.979382753372,0.337546348572,1.24498271942,0.993338823318,-0.736149966717,-1.32280755043,-0.294005602598,0.956402420998,1.16201591492,1.36069393158,0.0842655822635,0.301933348179,-0.923373997211,-0.586361169815,-0.755387663841,-0.872994303703,0.0245910473168,0.791316747665,0.896983742714,0.541020214558,0.452802419662
