rid,CPC011_A375_6H:BRD-K49668410-001-13-9:10,CPC011_A549_6H:BRD-K49668410-001-13-9:10,CPC011_A549_24H:BRD-K49668410-001-13-9:10,CPC011_HA1E_6H:BRD-K49668410-001-13-9:10,CPC011_HT29_6H:BRD-K49668410-001-13-9:10,CPC011_MCF7_6H:BRD-K49668410-001-13-9:10,CPC011_MCF7_24H:BRD-K49668410-001-13-9:10,CPC011_PC3_6H:BRD-K49668410-001-13-9:10,CPC011_PC3_24H:BRD-K49668410-001-13-9:10,CPC011_VCAP_6H:BRD-K49668410-001-13-9:10,CPC011_VCAP_24H:BRD-K49668410-001-13-9:10,CPD003_MCF7_6H:BRD-K49668410-001-11-3:10,CPD003_MCF7_24H:BRD-K49668410-001-11-3:10,CPD003_PC3_6H:BRD-K49668410-001-11-3:10,CPD003_PC3_24H:BRD-K49668410-001-11-3:10
5720,-1.37610793114,-0.0379436090589,-1.16429543495,0.737800002098,-1.82919561863,-3.41595005989,0.485100001097,-1.09301042557,-0.629975020885,-0.00513271987438,0.0582697167993,-0.259400010109,-0.248773664236,-1.31121611595,-0.724799990654
466,-1.60036611557,-0.775787293911,-0.721759915352,0.52294999361,1.91035568714,1.57605004311,-0.20165002346,-0.982256948948,-0.253800004721,0.296025872231,0.324202209711,-0.518800020218,0.260802477598,-0.196376994252,0.363299965858
6009,-2.30782914162,-1.58242356777,-0.112553283572,0.0978000164032,-1.67704248428,-1.21430003643,-0.709349989891,-0.119570732117,-0.154675006866,0.20751106739,-0.410489529371,1.40444993973,-0.487338721752,0.32833814621,-0.093949995935
2309,0.327758312225,-0.204962149262,-0.0111527256668,1.01435005665,-1.23663747311,1.42774999142,0.431100010872,0.0753819718957,-0.728574991226,-1.7700984478,-1.52382957935,0.873799979687,-1.07498645782,0.0829869434237,-0.754199981689
387,-1.07914793491,0.231715172529,-0.845159828663,1.0353499651,0.580500125885,-0.170449972153,0.78955000639,1.12592828274,-0.2955250144,0.199784293771,-0.323653906584,1.6303999424,0.205086007714,-1.01817798615,1.16840004921
3553,0.923884391785,0.596801578999,-0.0569202750921,-1.02795004845,0.576732635498,0.877950012684,-0.743950009346,-0.534479260445,-0.379549980164,0.270372152328,0.541397154331,0.0947500020266,0.685256183147,-0.847218871117,0.203749999404
427,-0.37204387784,-1.08370876312,0.0770375728607,-0.979600071907,1.72127354145,1.02625000477,-0.112850010395,0.154980808496,-0.00284999608994,1.00725531578,1.05771172047,2.14420008659,0.859834313393,2.93180298805,-1.1060000658
5898,-0.574142575264,-3.85545825958,0.0899003893137,0.726249992847,-2.31812214851,2.48029994965,-0.610149979591,-0.89286082983,0.660524964333,-0.0157153084874,-0.375806689262,0.205650001764,0.155691340566,-1.65721750259,-0.104600012302
23365,-0.166416883469,-0.618664503098,-0.403379529715,-0.286249995232,0.362307965755,0.533249974251,0.0611999928951,0.472145020962,-0.0205500051379,-0.282315015793,-0.25353088975,-0.0796000063419,0.467252016068,0.0683753192425,3.44495010376
6657,0.466621756554,0.30639770627,0.817844867706,-1.68404996395,-0.817230343819,0.821099996567,-0.285300016403,-0.974223136902,0.0978749841452,0.465445488691,0.208505198359,2.49249982834,0.481788367033,0.26976788044,0.686599969864
5054,0.76531046629,0.296573191881,0.347657561302,-0.0134499985725,0.433893144131,5.03824996948,-0.873399972916,-0.0584469735622,-0.346399962902,0.214017570019,-0.340677082539,-0.681149959564,1.10605347157,-0.795627117157,-1.69005012512
