rid,DOS058_A375_24H:BRD-K49870009-019-01-5:5,DOS058_A549_24H:BRD-K49870009-019-01-5:5,DOS058_PC3_24H:BRD-K49870009-019-01-5:5,ERG012_PC3_24H:BRD-K49870009-019-01-5:9.96331,ERG012_PC3_6H:BRD-K49870009-019-01-5:9.96331,ERG012_VCAP_24H:BRD-K49870009-019-01-5:9.96331,ERG012_VCAP_6H:BRD-K49870009-019-01-5:9.96331
5720,0.471650004387,-2.84240007401,-0.523899972439,1.07287847996,1.15239262581,0.432267606258,0.135181829333
466,1.54684996605,-1.41449999809,-1.23000001907,-0.019121542573,1.0242023468,0.420786440372,0.0177661590278
6009,0.0466999411583,-0.326400011778,0.434450000525,-0.410755544901,0.451898217201,0.19142177701,0.546079754829
2309,-0.196400001645,0.129399999976,0.861050009727,-0.206940472126,-0.748662590981,0.0444421544671,0.129696056247
387,0.433600008488,0.793299973011,0.136299997568,-0.579423308372,1.31882965565,0.956089138985,0.00405864417553
3553,-0.643149971962,0.729700028896,-0.675050020218,2.11942672729,-0.091416195035,-0.0328988842666,-0.615865647793
427,-0.0985500067472,0.201199993491,-0.433899998665,-0.245992928743,0.978762209415,-0.352873802185,-0.188198104501
5898,0.234450012445,-3.06780004501,-0.634600043297,0.210825383663,0.454605996609,0.134703114629,0.270894259214
23365,-0.233250007033,-0.354999989271,-0.170949995518,0.232257112861,1.7037293911,0.480490148067,-0.262344449759
6657,-0.19374999404,-0.238000005484,-0.391950011253,0.0311424098909,-0.374787777662,-0.0833270177245,-0.0246346145868
5054,0.483850002289,1.3071000576,1.01475000381,0.524480938911,1.90058779716,-0.194847673178,-0.452147990465
3108,0.779299974442,-0.674499988556,0.206449985504,0.527775347233,0.632582247257,0.473116070032,-0.378024637699
1950,-0.181699991226,-0.281300008297,0.719449996948,-0.296351075172,-1.14606595039,-0.131152391434,-0.109809786081
351,-1.33669996262,0.290199995041,0.0374999940395,-3.56282687187,-0.728268146515,-2.2450466156,1.29955744743
4846,-0.447650015354,-1.56239998341,-0.462450027466,1.47420966625,0.283870697021,0.450813233852,-0.764815866947
1452,0.0523000359535,-1.34140002728,-0.614000022411,-0.965979397297,0.0287890732288,-0.146375775337,0.558369994164
4776,0.433200001717,-0.926800012589,0.232650011778,0.388994812965,-0.526624083519,-0.709132611752,-1.1325289011
6908,0.571799993515,-1.10759997368,0.184249997139,-0.798894703388,1.08886027336,0.601732432842,-0.363151580095
672,0.460550010204,-1.42250001431,-0.300700008869,0.29862627387,0.974404931068,0.0713551044464,0.866982579231
5710,-0.00265000760555,0.37760001421,-0.0108000002801,-2.20470523834,1.39423382282,-0.330832839012,-0.0817728415132
2115,-0.503600001335,-0.52380001545,-0.962949991226,1.1389439106,1.26661074162,0.565279841423,0.729369521141
7015,0.00375000014901,-0.022199999541,0.249300017953,0.312714934349,-0.682048141956,-0.656607627869,-0.808593034744
8726,-0.0507499985397,0.459800004959,0.686550021172,0.963261842728,1.88017439842,0.474375247955,-0.0393900871277
2185,-0.464450001717,0.768800020218,-0.0657499879599,2.0444726944,-0.178451254964,-0.315734475851,-0.0088073797524
3315,0.345149993896,0.0,-0.40269997716,-3.17063236237,0.178912013769,-0.187768548727,0.0247623771429
5289,-0.574100017548,-0.00230000005104,0.516900002956,0.51722997427,0.781852543354,0.248012959957,0.00458320230246
868,-0.543050050735,-0.428099989891,-0.614449977875,-0.204584062099,-0.326297283173,0.0464870408177,0.0500848144293
1677,-0.952600002289,0.0812999978662,-0.0897499993443,2.75101351738,0.373761892319,-0.174902424216,-0.868731856346
7043,-1.72070002556,1.05250000954,-0.365649998188,0.144844681025,0.716206371784,-0.138502836227,-0.166019588709
5613,-0.297199994326,0.823300004005,-1.52735006809,2.4702091217,-0.883050322533,0.113992601633,1.15781354904
595,1.22714996338,-0.0294000003487,-0.111800000072,0.564820110798,1.13156342506,0.241158425808,0.155891433358
4793,0.191199988127,-2.88129997253,0.165499985218,0.353431403637,1.13385081291,0.565754532814,0.566498160362
2736,-1.4932500124,2.4061999321,0.20585000515,0.829664230347,0.383006840944,0.472997188568,-0.0835031569004
5290,0.705250024796,1.34560000896,0.0177000164986,0.998703122139,-1.37321686745,-0.920296669006,1.02766895294
6194,0.0,0.0,-0.135549962521,1.12881433964,0.373751312494,-0.211905181408,0.0
1676,-0.512950003147,-0.456499993801,0.379150003195,-1.68254888058,-0.31220883131,-0.589728057384,-0.61281311512
23512,-1.68770003319,0.686600029469,-0.0139999985695,-0.11186298728,0.405832529068,0.100078389049,0.754118680954
148022,-0.0979000329971,-1.87240004539,0.547649979591,0.103097006679,0.627615392208,1.20531332493,0.210585996509
1906,-0.66939997673,-10.0,-1.31559991837,0.235393077135,-0.277007699013,-0.636678934097,-0.762308239937
8878,0.736400008202,-0.648999989033,-0.925650000572,0.115728721023,0.250965744257,-0.519753038883,0.766706824303
3091,-0.00704999826849,-1.47870004177,0.211400002241,1.05575728416,0.814954996109,-0.41881352663,-0.0321911051869
5743,0.837300002575,-2.29839992523,-0.37524998188,2.07155156136,0.523305594921,0.0383369103074,0.336039274931
5321,0.463450014591,-2.90580010414,0.22175000608,0.31109508872,-1.75219321251,-0.653901696205,-0.552169382572
4144,-0.410300016403,0.852800011635,-1.17215001583,-2.94575786591,-0.700137317181,-1.00141727924,0.563171744347
1981,1.02005004883,-1.44649994373,1.24749994278,-0.838968098164,-0.955993533134,-0.0667609199882,0.631163954735
695,-0.602949976921,0.933300018311,-0.0402500033379,2.18806934357,1.21208977699,1.08031368256,0.310860693455
10398,-0.693800032139,0.420300006866,-0.864650011063,-0.273673266172,-0.552572369576,0.227560073137,0.232580631971
5708,-2.01559996605,-1.88399994373,0.489399969578,-1.00451791286,-0.0562159866095,-0.310878157616,-0.200868815184
1213,-0.640249967575,0.38299998641,-0.969300031662,-1.87867331505,1.67272877693,0.904910087585,0.249474018812
226,-3.45134997368,-2.31760001183,-0.360099971294,0.444811820984,1.54238140583,0.274955064058,0.277999281883
6777,-0.303149998188,-1.62220001221,0.627650022507,1.79717648029,0.37586542964,0.91427975893,0.229350060225
2113,-0.895350039005,-1.49059998989,1.34315001965,-0.106082439423,-0.996909618378,-0.823766291142,-0.493114680052
3329,0.926299989223,-1.14479994774,-1.04795002937,-0.647122204304,0.680388450623,0.370308160782,1.28026175499
1050,0.477549999952,1.00750005245,-1.46795010567,1.48239576817,0.637646198273,0.12291713804,0.585393369198
9491,-0.767199993134,1.01040005684,0.55395001173,-0.13384154439,0.0457173883915,-0.745643794537,-0.734618246555
22926,-0.15640000999,-1.2215000391,-0.0457499921322,-1.34025716782,0.791330099106,0.268247634172,-0.700087547302
5899,0.593400001526,-0.218400001526,-1.21389997005,-0.392904758453,0.279945373535,1.22912752628,0.504738330841
5467,-0.979499995708,1.15880000591,-0.675150036812,0.330109894276,0.69504070282,-0.593035101891,0.692302465439
6774,1.01329994202,-1.99199998379,-1.02795004845,1.58334445953,0.48677483201,1.10264229774,0.605867385864
1788,-1.04544997215,-1.10609996319,-0.257050007582,0.942540645599,-0.61490380764,-0.663366258144,-0.228464782238
