rid,DOS030_VCAP_6H:BRD-K18396390-001-01-3:4.89,DOS030_VCAP_24H:BRD-K18396390-001-01-3:4.89,DOS034_A375_24H:BRD-K18396390-001-01-3:4.89,DOS034_A549_24H:BRD-K18396390-001-01-3:4.89,DOS034_HT29_24H:BRD-K18396390-001-01-3:4.89,DOS034_MCF7_24H:BRD-K18396390-001-01-3:4.89,DOS034_PC3_24H:BRD-K18396390-001-01-3:4.89,DOSBIO002_A375_24H:BRD-K18396390:9.77211,DOSBIO002_A549_24H:BRD-K18396390:9.77211,DOSBIO002_HT29_24H:BRD-K18396390:9.77211,DOSBIO002_PC3_24H:BRD-K18396390:9.77211,DOSBIO002_MCF7_24H:BRD-K18396390:9.77211,DOSBIO002_NEU_24H:BRD-K18396390:9.77211,DOSBIO002_NPC_24H:BRD-K18396390:9.77211
5720,1.12894999981,1.59181785583,0.192861348391,-0.253899991512,1.23400008678,0.354521512985,-0.354600012302,0.14429654181,0.296119064093,0.93001884222,0.884810090065,0.955108106136,0.280799984932,1.33169460297
466,0.670349955559,1.60259056091,-3.8938293457,-0.121733352542,-0.233549997211,-0.438217699528,-0.332133352757,0.0728853940964,-0.505724966526,0.710971832275,-0.0562942922115,0.948510885239,0.809849977493,0.0216154009104
6009,0.319650024176,0.959998846054,0.024929702282,-0.634333312511,0.12990000844,-0.0194241181016,0.646366715431,-0.0335823744535,-0.297865182161,-0.495055854321,-0.294177114964,-0.157576486468,-1.15149998665,-0.0127228349447
2309,-1.73079991341,-1.83435082436,-0.112027525902,0.628766655922,-1.04174995422,-0.905090332031,-0.255566716194,0.0628736615181,0.332580983639,0.543377280235,0.559324979782,1.28109240532,0.0138500034809,-0.223155781627
387,-4.17495012283,0.511606812477,-1.56897377968,0.312900006771,-0.0881500095129,-0.250311970711,0.832133352757,0.322293639183,-1.22862911224,0.109662428498,-0.487459540367,-1.11399066448,-0.580999970436,-0.0242175981402
3553,2.56519985199,-1.36140060425,1.88337516785,0.2799000144,0.704150021076,0.653617024422,-0.430266678333,-1.25406241417,0.067165017128,-0.495046675205,-0.70478284359,0.294144898653,0.527599990368,-0.648328900337
427,0.652599990368,0.418029308319,-0.0129599254578,0.267999976873,0.520049989223,0.239668279886,1.38480007648,0.228986829519,-0.753021121025,0.0824646055698,0.257561057806,1.26855778694,0.461750000715,-0.155086398125
5898,-0.852550029755,0.98784506321,-0.879916548729,-0.471533328295,-0.99270004034,0.239805951715,0.143333345652,-0.0556383468211,-0.809152603149,-0.307198643684,0.493940532207,-0.548819720745,-1.30130004883,0.235967189074
23365,-0.312700033188,-0.37777608633,-0.448948502541,0.818633377552,0.503600001335,1.61639356613,-0.305500000715,-0.158372327685,-1.10977756977,0.0165862217546,-1.15995562077,-1.60880935192,-0.709100008011,0.045062944293
6657,0.838199973106,-1.27464699745,1.26934397221,-0.323599994183,0.694000005722,0.737873792648,-0.610800027847,-0.611278414726,0.829775452614,-0.265883237123,0.195442333817,1.06279933453,-0.874000012875,0.291377723217
