rid,CPC004_A375_6H:BRD-A97479839-003-08-3:10,CPC004_HA1E_6H:BRD-A97479839-003-08-3:10,CPC004_HA1E_24H:BRD-A97479839-003-08-3:10,CPC004_HCC515_6H:BRD-A97479839-003-08-3:10,CPC004_HCC515_24H:BRD-A97479839-003-08-3:10,CPC004_HEPG2_6H:BRD-A97479839-003-08-3:10,CPC004_HT29_6H:BRD-A97479839-003-08-3:10,CPC004_MCF7_6H:BRD-A97479839-003-08-3:10,CPC004_PC3_6H:BRD-A97479839-003-08-3:10,CPC004_PC3_24H:BRD-A97479839-003-08-3:10,CPC004_VCAP_6H:BRD-A97479839-003-08-3:10,CPC004_VCAP_24H:BRD-A97479839-003-08-3:10,CPC016_A375_6H:BRD-A97479839-003-08-3:10,CPC016_A549_6H:BRD-A97479839-003-08-3:10,CPC016_A549_24H:BRD-A97479839-003-08-3:10,CPC016_ASC_24H:BRD-A97479839-003-08-3:10,CPC016_HEPG2_6H:BRD-A97479839-003-08-3:10,CPC016_HT29_6H:BRD-A97479839-003-08-3:10,CPC016_MCF7_6H:BRD-A97479839-003-08-3:10,CPC016_MCF7_24H:BRD-A97479839-003-08-3:10,CPC016_NEU_24H:BRD-A97479839-003-08-3:10,CPC016_NPC_24H:BRD-A97479839-003-08-3:10,CPC016_SKB_24H:BRD-A97479839-003-08-3:10,CPD003_MCF7_6H:BRD-A97479839-003-10-9:10,CPD003_MCF7_24H:BRD-A97479839-003-10-9:10,CPD003_PC3_6H:BRD-A97479839-003-10-9:10,CPD003_PC3_24H:BRD-A97479839-003-10-9:10
5720,-8.22493743896,0.489057421684,0.295573234558,-3.28110790253,1.6009105444,-0.358590900898,0.265491306782,-0.130045101047,-1.03069901466,-1.61593520641,0.804608225822,0.961781799793,0.0310178715736,-0.0785000026226,0.291922360659,-0.683841884136,0.970185756683,-0.128456667066,-0.40661907196,0.920940577984,-0.784073233604,0.852857291698,-0.259814411402,-0.112399995327,-0.1998270154,-0.969298899174,1.25119996071
466,2.67890119553,0.305624842644,-0.193565696478,0.83761715889,0.804939389229,-0.661170363426,0.633033812046,0.000661194324493,-0.40854871273,-0.986581504345,0.464697003365,0.70652616024,-0.757550418377,-0.894999980927,0.814802110195,-0.544554591179,0.220978632569,0.0881919264793,-0.0927844792604,-0.295313298702,0.77036267519,0.736008644104,-1.55954003334,0.310649991035,-0.0262338425964,-0.0272604264319,-0.0621999949217
6009,0.914164125919,0.631931126118,0.0333377271891,0.793015241623,1.06172430515,-0.344172805548,-0.0787642151117,-0.449205636978,-1.46654772758,-3.2536919117,-0.512223005295,-0.701066255569,-1.34624052048,0.227950006723,0.00594332814217,-0.153126820922,0.408096522093,-0.0484776943922,0.0415808036923,0.139891833067,0.199405878782,0.481716573238,-1.26067769527,0.239600002766,-0.683290839195,-0.694805026054,0.0881499946117
2309,2.03076767921,-0.247032225132,0.84364593029,0.399602085352,-0.974756598473,0.445030361414,0.137002453208,-0.319817662239,-0.523926973343,-1.37246131897,0.451523661613,0.0155694484711,1.66526639462,-0.216150000691,1.08764028549,0.492546647787,0.116633370519,0.445369780064,0.75686532259,-0.342964351177,-0.288374215364,-0.0517711639404,-0.326768636703,-0.745350003242,-0.443972885609,1.70569825172,0.636699974537
387,2.14168405533,0.327069222927,0.126376032829,0.99228310585,0.412303090096,-1.05299532413,0.647637844086,0.129474461079,-0.0657862201333,-0.937685370445,-0.0429074093699,0.660305976868,0.139157116413,0.290349990129,-0.0711681693792,-0.868985772133,0.884023427963,0.485051929951,0.506557941437,0.172283649445,0.313253641129,-0.0613428503275,-1.03623569012,-1.26075005531,0.47557336092,-0.670800149441,0.353100001812
3553,2.59087920189,-0.218708872795,-0.0728890746832,1.73271489143,-1.1131118536,0.916224002838,0.0995983332396,-0.693412721157,-0.232613936067,2.97948098183,-0.86902743578,-0.414965331554,-0.036557905376,0.413899987936,0.361687958241,0.224673762918,-0.989306628704,-0.959445357323,-0.824562013149,1.42851758003,0.381078332663,-0.908332109451,0.543530106544,-0.336600005627,-1.07123982906,-0.823323488235,0.442799985409
427,2.63336706161,-0.333998531103,0.53544485569,0.805344700813,-0.695607483387,0.526780903339,0.819324970245,0.318563014269,-0.397822201252,-0.842660546303,1.20007193089,0.670364260674,-0.523484826088,-0.78744995594,0.0243815109134,0.692916452885,-0.330503165722,0.32374227047,1.31436300278,-0.69392567873,1.09145784378,-1.82615876198,0.691293656826,-0.865800023079,-1.23888647556,0.086432620883,0.329849988222
5898,1.08518600464,0.128584742546,0.300277143717,1.35304296017,0.24676002562,1.2353785038,0.300497174263,-0.0888863131404,-2.63755178452,-0.449557691813,0.69005805254,-0.733631253242,0.357598334551,-1.35825002193,0.953697323799,0.158122316003,-0.188193261623,0.553424119949,-0.647503376007,0.292859762907,0.171460270882,-0.194499149919,0.0818967595696,0.186350002885,0.622532427311,-0.747916996479,-0.635749995708
23365,2.46610069275,-0.0932899266481,-0.724149942398,1.11108613014,0.26136636734,0.42176347971,0.313553094864,0.788238406181,0.716364264488,2.40921497345,-0.0431454442441,0.463600128889,1.05811190605,-0.920650005341,-0.0055785253644,-0.79821407795,-0.0956554114819,-0.0709026306868,0.281210809946,0.114118695259,-0.482122719288,0.158937379718,-0.423576325178,0.101750016212,0.875780820847,-1.19444406033,-0.146699994802
6657,2.69561719894,-0.783730924129,0.382126361132,1.73213493824,0.641073048115,0.576044201851,-0.0735829398036,-1.31244254112,-0.0524616315961,0.00971146672964,-0.704952478409,-1.58870184422,0.820890367031,0.528299987316,0.0727184712887,0.11323659867,-0.93112051487,-1.04691922665,-0.646079659462,0.500686764717,-0.294904410839,0.499165594578,0.551189303398,0.183749988675,-1.06781744957,0.645484685898,-0.91060000658
5054,2.07106566429,0.43180924654,0.725861012936,0.957823991776,0.359664142132,-0.760482311249,-1.32304549217,0.406266331673,-0.197809562087,0.315819203854,-0.0982019379735,-0.306971907616,-0.944308578968,-0.0359500050545,0.150674015284,0.279008448124,0.60507619381,0.0401197113097,0.253749191761,0.136048451066,0.319598197937,-0.240251243114,-0.178362548351,0.152599990368,-0.909596085548,-0.883411705494,-0.011750000529
3108,3.07430243492,-0.761284470558,0.114210940897,1.53554129601,0.286847651005,0.845264315605,0.649224996567,0.447511404753,-0.425659120083,-0.149439394474,0.272693991661,0.673853993416,0.464885354042,-0.803750038147,-1.00829172134,-1.33597171307,0.231773465872,0.152575150132,-0.328141361475,-0.491667717695,1.17705571651,0.178775519133,0.110644780099,-0.940200030804,-1.09971022606,-0.769644856453,-0.212650001049
1950,2.13744235039,-0.00150781869888,0.526698708534,0.127261772752,-0.64036411047,-0.177896827459,-0.238971799612,-0.920622229576,-0.0308330729604,-0.0151911191642,-0.540549039841,-0.431384563446,-1.42387866974,0.514999985695,0.396169066429,1.82557225227,-1.32442784309,-0.737512111664,-0.424019575119,-0.27699559927,-0.541898667812,-0.506904780865,0.124509185553,0.0323500037193,-0.697400093079,1.12326598167,-0.0874000042677
351,0.029679145664,-1.42728304863,0.184723883867,-0.34651312232,-1.24945580959,0.927502036095,-1.03475284576,-0.576162099838,0.00845831260085,0.514102637768,-0.336109399796,-0.397435903549,-0.221134081483,-0.412150025368,0.440010011196,0.67557567358,-1.22287452221,-1.08696949482,-0.823754608631,-0.00703006982803,-0.00225981138647,-0.346172869205,3.94473318011e-05,0.955049991608,-1.09674370289,0.234974622726,-1.0679500103
