rid,DOS024_VCAP_6H:BRD-K90132168-001-02-1:5,DOS024_VCAP_24H:BRD-K90132168-001-02-1:5,DOS053_A375_24H:BRD-K90132168-001-02-1:5,DOS053_A549_24H:BRD-K90132168-001-02-1:5,DOS053_MCF7_24H:BRD-K90132168-001-02-1:5,DOS053_PC3_24H:BRD-K90132168-001-02-1:5
5720,-0.309150010347,-0.141933321953,0.62190002203,0.97990000248,0.145350039005,-0.51994997263
466,-1.4647500515,-0.935666680336,-4.52710008621,-1.40314996243,0.0722000002861,-0.756150007248
6009,1.95215010643,-0.287566661835,0.491750061512,0.357950001955,-0.231199994683,-0.00854998826981
2309,0.459099978209,0.190600007772,-0.711899995804,-0.0511999949813,-0.803349971771,1.31319999695
387,1.10264992714,0.247766673565,0.788100004196,0.889950037003,0.351300001144,0.436149984598
3553,0.0388500094414,0.0239666551352,-0.373199999332,0.0619499981403,-0.554350018501,-0.41994997859
427,-1.30904996395,-0.808033287525,-0.0732999742031,0.000800013542175,-1.6765499115,-0.720049977303
5898,-1.54690003395,0.227500021458,-0.94865000248,-1.02614998817,-0.840200006962,-0.788399994373
23365,-0.418950021267,-0.289166659117,0.224199995399,-0.55134999752,-0.635749995708,0.249599993229
6657,-0.272850006819,-0.155033364892,-1.57630002499,0.621249973774,-0.821850001812,-0.693750023842
5054,0.128250002861,-0.392233371735,0.542299985886,0.913900017738,0.533100008965,0.149599999189
3108,-0.443549990654,-0.395833343267,1.23179996014,0.198449999094,-0.0268999934196,-0.676800012589
1950,0.47619998455,3.20740008354,-0.94865000248,-0.833150029182,-0.166799992323,-0.0593000017107
351,-1.11275005341,-0.18233333528,-1.32824993134,-1.97895002365,-0.0474499985576,-0.27404999733
4846,1.3748499155,3.73073339462,3.20044994354,-0.637250006199,-0.235150009394,-1.51565003395
1452,0.668949961662,-0.708666682243,0.295899987221,-0.505950033665,0.305950015783,-0.337650001049
4776,0.556500017643,-0.545100033283,-0.264250010252,0.0885000005364,-0.413100004196,-0.525650024414
6908,0.129499986768,0.325866669416,1.20840001106,-0.826849997044,0.510800004005,0.0481999963522
672,-0.474900007248,0.505766689777,-0.192149996758,0.0891000032425,0.369599997997,0.124400019646
5710,0.026900023222,0.457633316517,1.32474994659,-2.04734992981,0.29960000515,0.40189999342
2115,-0.160800009966,-0.198166668415,-1.72820007801,-0.371800005436,-0.975999951363,-0.627049982548
7015,-0.15364998579,0.375999987125,0.112299993634,-0.509549975395,-0.176949977875,-0.330449998379
8726,-0.780849933624,-0.226833313704,-0.721199989319,-0.623350024223,0.219349995255,0.594099998474
2185,0.706699967384,-0.706166744232,-0.429149985313,-0.309149980545,-0.614849984646,-1.00889992714
3315,0.799800038338,0.0125333312899,0.634350001812,0.227699995041,0.605650007725,-0.366300016642
5289,-0.537100017071,0.155800014734,-0.02144998312,-0.00525000691414,-0.119900003076,-0.672450006008
868,0.399549990892,-0.976466715336,0.33140000701,0.212099999189,0.624700009823,-0.234399989247
1677,-0.471100002527,0.00216668844223,-1.75964999199,0.0544500052929,-0.290600001812,-0.721300005913
7043,-0.357950001955,0.265566676855,0.0589500069618,0.392899990082,0.0549999922514,-0.275999993086
5613,0.969549953938,-1.01473343372,-0.495849996805,0.0988499969244,0.0510500073433,-0.172650009394
595,0.500400006771,-1.14050006866,1.06850004196,0.117600008845,0.391250014305,0.274949967861
4793,1.69085001945,-0.231333330274,3.9376001358,1.40880000591,-0.166649997234,0.209800004959
2736,-0.322650015354,-0.431400001049,-0.0617499947548,0.349350035191,-0.175999999046,-0.722199976444
5290,0.653349995613,-1.41466677189,-0.181500017643,-0.584399998188,-0.0204499959946,-0.593150019646
6194,0.284150004387,-0.27610000968,-0.43180000782,-0.497900009155,0.0,-0.267399996519
1676,-0.198550000787,0.0294999778271,-0.50260001421,-0.0463500022888,-0.677049994469,-0.262600004673
23512,-0.351350009441,0.0116666406393,-0.70995002985,-0.192149966955,-0.577600002289,0.50260001421
148022,0.00674999505281,0.595700025558,0.60664999485,-0.226549997926,-0.700500011444,0.460149973631
1906,-0.481999963522,-0.402266651392,-0.160349965096,-1.93045008183,-0.245849996805,0.37935000658
8878,0.29880002141,-0.25583332777,0.367700010538,-0.345550000668,-0.0618500113487,0.655950009823
3091,-0.954750001431,0.0483666732907,-3.26325011253,-0.765249967575,-0.970900058746,-0.33370000124
5743,0.929300010204,-1.49720001221,0.27864998579,-0.0438999831676,-0.573500037193,-0.991899967194
5321,0.430999994278,-0.501800000668,-0.517599999905,-0.930199980736,-0.141699999571,0.403699994087
4144,-0.538550019264,0.154466658831,0.37809997797,0.196700006723,0.109499998391,-0.0819000005722
1981,0.243049994111,0.175900012255,-0.113100022078,-1.76944994926,-0.124749995768,0.509449958801
695,-0.412200003862,-0.66233330965,0.760599970818,-0.369699984789,-0.247649997473,3.36615014076
10398,0.336650013924,-0.576933324337,-0.104649990797,-0.57950001955,-1.24290001392,-0.270900011063
5708,-2.15929985046,0.134033337235,0.116600006819,0.503800034523,-0.17634999752,0.588349997997
1213,-0.655349969864,-0.0955333560705,0.611000001431,-0.526199996471,-0.70484995842,0.937849998474
226,-0.476999998093,0.719566702843,-0.0350999981165,-1.65964996815,-0.270150005817,1.0597499609
6777,0.0377999991179,0.438933283091,1.15345001221,-0.146099999547,-0.456300020218,-3.09965014458
2113,-0.1223000139,-0.633133411407,0.334550023079,0.0152999907732,0.194600000978,-0.11724999547
3329,-0.404550015926,0.0610666722059,-2.30194997787,0.766600012779,0.420199990273,-1.52300000191
1050,0.87625002861,0.343299984932,-0.464749991894,0.327650010586,-0.266799986362,0.772199988365
9491,0.0130000002682,0.927533447742,-0.000349998474121,0.126599997282,-0.13789999485,-0.597599983215
22926,0.692650020123,0.511366665363,0.813700020313,0.50720000267,-1.50259995461,0.675549983978
5899,0.324149996042,-0.312733352184,1.20439994335,-1.55579996109,1.30945003033,-0.0848000049591
5467,-0.498199999332,-0.329766690731,-0.190250009298,-0.560599982738,-0.330950021744,-0.414900004864
6774,1.10280001163,-0.494266688824,0.69889998436,0.677850008011,-0.0731000006199,-0.883000016212
1788,0.279949992895,-0.464566677809,-0.287050008774,-0.821550011635,-0.950049996376,-0.311399996281
5921,-0.281199991703,-0.678400039673,0.490099966526,1.59319996834,0.659299969673,0.552399992943
