rid,CPC004_A375_6H:BRD-A22143024-231-02-0:10,CPC005_A375_6H:BRD-K51095933-231-03-2:10,CPC005_A375_24H:BRD-K51095933-231-03-2:10,CPC005_A549_6H:BRD-K51095933-231-03-2:10,CPC005_A549_24H:BRD-K51095933-231-03-2:10,CPC004_HA1E_6H:BRD-A22143024-231-02-0:10,CPC005_HA1E_6H:BRD-K51095933-231-03-2:10,CPC004_HA1E_24H:BRD-A22143024-231-02-0:10,CPC005_HA1E_24H:BRD-K51095933-231-03-2:10,CPC004_HCC515_6H:BRD-A22143024-231-02-0:10,CPC005_HCC515_6H:BRD-K51095933-231-03-2:10,CPC004_HCC515_24H:BRD-A22143024-231-02-0:10,CPC004_HEPG2_6H:BRD-A22143024-231-02-0:10,CPC004_HT29_6H:BRD-A22143024-231-02-0:10,CPC005_HT29_6H:BRD-K51095933-231-03-2:10,CPC005_HT29_24H:BRD-K51095933-231-03-2:10,CPC004_MCF7_6H:BRD-A22143024-231-02-0:10,CPC005_MCF7_24H:BRD-K51095933-231-03-2:10,CPC004_PC3_6H:BRD-A22143024-231-02-0:10,CPC004_PC3_24H:BRD-A22143024-231-02-0:10,CPC004_VCAP_6H:BRD-A22143024-231-02-0:10,CPC004_VCAP_24H:BRD-A22143024-231-02-0:10,CPC005_MCF7_6H:BRD-K51095933-231-03-2:10,CPC005_PC3_6H:BRD-K51095933-231-03-2:10,CPC005_PC3_24H:BRD-K51095933-231-03-2:10,CPC005_VCAP_6H:BRD-K51095933-231-03-2:10,CPC005_VCAP_24H:BRD-K51095933-231-03-2:10,CPC011_A375_6H:BRD-K51095933-236-04-9:10,CPC011_A549_6H:BRD-K51095933-236-04-9:10,CPC011_A549_24H:BRD-K51095933-236-04-9:10,CPC011_HA1E_6H:BRD-K51095933-236-04-9:10,CPC011_HT29_6H:BRD-K51095933-236-04-9:10,CPC011_MCF7_6H:BRD-K51095933-236-04-9:10,CPC011_MCF7_24H:BRD-K51095933-236-04-9:10,CPC011_PC3_6H:BRD-K51095933-236-04-9:10,CPC011_PC3_24H:BRD-K51095933-236-04-9:10,CPC011_VCAP_6H:BRD-K51095933-236-04-9:10,CPC011_VCAP_24H:BRD-K51095933-236-04-9:10,CPC015_A375_6H:BRD-A22143024-231-02-0:10,CPC015_A549_6H:BRD-A22143024-231-02-0:10,CPC015_A549_24H:BRD-A22143024-231-02-0:10,CPC015_ASC_24H:BRD-A22143024-231-02-0:10,CPC015_HEPG2_6H:BRD-A22143024-231-02-0:10,CPC015_HT29_6H:BRD-A22143024-231-02-0:10,CPC015_MCF7_6H:BRD-A22143024-231-02-0:10,CPC015_MCF7_24H:BRD-A22143024-231-02-0:10,CPC015_NPC_24H:BRD-A22143024-231-02-0:10,CPC015_PHH_24H:BRD-A22143024-231-02-0:10,CPC015_SKB_24H:BRD-A22143024-231-02-0:10,CPD002_MCF7_24H:BRD-K70515009-231-01-9:10,CPD002_MCF7_6H:BRD-K70515009-231-01-9:10,CPD002_PC3_6H:BRD-K70515009-231-01-9:10,CPD002_PC3_24H:BRD-K70515009-231-01-9:10
5720,-0.291689455509,-0.744249463081,-0.886866211891,-0.680819630623,0.442989170551,-0.504099011421,1.01924991608,0.675061762333,0.0947317779064,0.479531824589,-0.172900006175,-0.30866715312,0.505129277706,0.0787141099572,-0.0940300375223,-0.246138140559,0.0912985652685,-0.352295517921,-0.0853196457028,1.05218458176,0.466005980968,-2.08393454552,-0.049281835556,-0.742147147655,0.650314927101,0.263400286436,1.13411188126,0.175740242004,0.20970004797,0.223557785153,0.142199993134,0.107993654907,-5.13905000687,-0.531099975109,-0.624391019344,0.12827655673,0.938300132751,0.264135360718,-0.169494986534,0.717750012875,0.521099984646,0.203090697527,0.509750008583,0.30643337965,0.763045907021,0.380140662193,1.82751512527,-0.383899986744,0.802299976349,-0.121700003743,-0.12273183465,-0.767166733742,0.29514464736
466,-0.192789584398,-0.115705028176,0.686509132385,-1.26065278053,0.596633076668,-0.923108816147,0.584599971771,0.0461289733648,-0.235508427024,0.837161362171,-0.412149995565,0.113934904337,0.71404337883,0.0360140353441,0.150574743748,-0.97788631916,-0.693599462509,0.760894656181,-0.593008458614,-0.751114487648,0.515491008759,0.146378964186,-0.328348338604,-1.23054134846,-0.106821477413,0.684882223606,-1.04377138615,-0.234690248966,-0.416633337736,0.661318778992,0.205650001764,-0.769667327404,0.326449990273,-1.2771999836,-0.574585080147,0.0967242866755,0.226457521319,0.881489634514,0.494356274605,-0.230349987745,0.535199999809,-0.692186832428,0.407200038433,-0.574533343315,-0.253868818283,0.449796199799,0.0988553762436,0.0979000031948,0.568499982357,-1.09940004349,0.554064929485,0.245299994946,0.656655669212
6009,-1.00040507317,0.896577596664,-0.19227348268,-0.630765259266,0.256996005774,-0.824817717075,0.38220000267,0.0885546505451,-0.186516195536,-0.217286214232,0.462050020695,-0.404673725367,-0.0443239882588,-0.474974542856,-0.8033015728,-0.442048072815,-1.2848546505,0.595860540867,-0.119419082999,-0.0173849202693,0.247042328119,-0.973574876785,0.0834976583719,0.319770842791,0.472882091999,0.982094466686,0.696918547153,-0.936302781105,-0.361599981785,-0.0836180225015,-0.520349979401,-0.358541637659,-0.38480001688,-1.72455000877,0.482499748468,-0.428225457668,0.433313727379,1.18630445004,-0.165978074074,0.230650007725,-0.307766675949,0.163919612765,-0.379850000143,-0.592933297157,0.653157353401,0.358677387238,0.88652831316,1.05599999428,0.47034996748,-0.357600003481,0.817114770412,1.40446662903,-0.398745179176
2309,-0.548689484596,0.28257599473,0.45171687007,-0.413153409958,0.0316734761,0.22751018405,-1.69494998455,0.229123950005,1.11384963989,-0.624222993851,-1.60825002193,-0.392196774483,0.0711884945631,0.0781723111868,0.0360145121813,-0.752622902393,0.908977925777,-0.963059425354,-0.358953088522,0.40621560812,-0.194082826376,0.503149211407,-0.105827346444,-0.247270032763,0.813914418221,-0.0468631982803,1.2246516943,-0.00475387275219,-0.117833375931,0.303972780704,-0.287799984217,-0.307074844837,0.804949998856,0.814949989319,-0.268392920494,-0.371942073107,-0.296320289373,-0.228602483869,-0.50538367033,0.740949988365,-0.213300019503,1.28659248352,-0.12404999882,-0.652933359146,0.337001472712,0.109795957804,1.00560581684,-0.579999983311,0.510850012302,-0.0169500000775,0.754155337811,2.57913351059,-0.0514349341393
387,-0.387824058533,0.546166658401,1.27490055561,0.46223205328,0.349242806435,-1.25502467155,-0.724900007248,0.464853852987,-0.400700807571,-0.83069729805,-1.21539998055,-0.722728133202,0.0506263971329,-0.24207007885,0.293929636478,-0.109176844358,0.0594757199287,0.906905114651,-0.653646588326,0.0538314953446,0.855285167694,0.604978740215,-0.101124644279,-0.58134073019,0.37337833643,0.931158721447,0.521316587925,-0.217498987913,-0.959833323956,0.881904363632,-0.0996999964118,-0.561343491077,1.53284990788,0.279850006104,0.271138727665,-0.37986189127,-0.49989169836,-0.233232140541,-0.485069125891,1.11330008507,0.947133302689,0.418053328991,-0.163049995899,0.684499979019,0.318085432053,0.29034858942,1.70652675629,0.351949989796,0.835850000381,-0.16685000062,0.201829105616,0.637099981308,0.568281233311
3553,0.252889692783,-0.338347613811,-0.592660903931,-0.739075660706,-0.138350024819,-0.447711348534,-0.774649977684,-0.635402143002,-0.238029062748,-0.0169707536697,0.0518000125885,2.40759849548,-0.645654678345,-0.0861806645989,0.617746531963,0.25068962574,-0.184232667089,1.47070729733,-0.216438904405,0.238022983074,0.344834893942,0.913814663887,-0.461897045374,-0.460485488176,-0.670477867126,-1.77189600468,-1.83693492413,-0.63060593605,0.438833355904,-1.1942384243,-0.273149996996,-0.449940830469,4.24345016479,1.68569993973,0.278033435345,-0.283654719591,-0.661847531796,-0.323505192995,-0.605444550514,-0.239200010896,-0.306966662407,-0.722996771336,-1.28219997883,0.0856666564941,-0.655203998089,-0.770495474339,0.788190305233,1.43424987793,-1.16194999218,0.773999989033,0.158259093761,0.427099972963,-0.586902141571
427,-0.92211920023,0.588952541351,-0.294781923294,-0.447454184294,0.723720669746,-0.309410780668,0.145049989223,0.191049203277,0.0611614584923,-0.0536934435368,0.775949954987,-0.186154767871,-1.02667939663,-0.466215997934,0.134647041559,-0.141061499715,0.195624381304,0.507604956627,-0.683438539505,0.167207598686,-0.652483642101,1.80562734604,-0.556877613068,0.435788780451,-0.12872761488,0.386415302753,0.191281795502,-0.233173891902,0.719433307648,-0.288452029228,-0.295050024986,-0.733428776264,1.20899999142,-2.80390000343,-0.0782606676221,-0.685503840446,0.00869711861014,0.909456372261,-0.733940243721,-0.0214000046253,-0.0483333468437,-0.318206697702,-0.557649970055,0.22296667099,-0.71555274725,-0.189507186413,1.2018750906,-0.419849961996,-0.453299999237,-0.729799985886,0.397491395473,0.151600018144,0.78181886673
5898,0.350701332092,-1.33858656883,-0.500310182571,-0.715636610985,-0.280537456274,0.312459617853,0.197500005364,-1.04316186905,-2.51156425476,-0.900478124619,-0.485249996185,-1.05971932411,0.326423048973,-0.289146661758,-0.0145586952567,-0.746684730053,-0.137097105384,-0.721426665783,-0.510522484779,0.486021846533,-0.145866811275,1.11396086216,-1.13901519775,-1.24633252621,-1.75231194496,0.38792142272,-1.12273800373,-0.679145157337,-0.572333335876,-0.091938585043,0.327100008726,-0.647935271263,0.677649974823,-2.83015012741,-0.012066014111,-0.384816616774,-0.971153557301,0.467455536127,0.774834513664,-3.11030006409,0.411200016737,-0.346789419651,-0.313800007105,-0.456700026989,-0.0940682440996,0.211474835873,-0.0447335466743,-0.0249000191689,-0.713750004768,-0.353700011969,0.320315659046,0.409233361483,0.333002686501
23365,0.136592492461,0.399462014437,-1.07800853252,0.92450940609,-1.05589318275,0.496176719666,-0.23869997263,0.444990813732,-1.38243246078,-0.138123199344,-0.147200003266,0.633122205734,0.745625138283,0.0954299047589,0.35135564208,-0.0250419676304,0.639327585697,2.99949193001,-0.998829185963,-0.301360219717,-0.0365657061338,0.648881494999,-0.245799720287,0.377431035042,-1.68419623375,-0.492332756519,-1.23620724678,0.257250636816,0.526033341885,0.388486325741,0.502699971199,-0.523373663425,2.74234986305,-0.385249972343,-0.462222576141,-0.31068110466,-0.347721993923,-0.559760510921,-0.89200001955,-0.608500003815,0.238733321428,0.387704074383,-0.349399983883,0.598133325577,-0.776962578297,-0.272437751293,-0.386633574963,0.851100087166,0.269500017166,-0.0282000005245,0.198064833879,-0.468366682529,0.726155638695
6657,-0.479814231396,-1.02951300144,-0.0268176496029,-0.255555599928,0.0785200074315,0.39008679986,0.0993000045419,-0.913503408432,0.495803534985,0.210880383849,-0.0901000052691,-0.210649162531,-0.419523447752,0.36408868432,0.783102273941,1.32383847237,0.343071997166,1.86625182629,0.170438796282,-0.14966994524,-0.283495485783,0.601859986782,-0.45398953557,-0.0331987664104,0.338844418526,-0.943272173405,-1.0529037714,-0.691184282303,0.100366652012,-1.39194178581,0.202900007367,3.85661530495,2.73410010338,0.147799998522,-0.021488815546,0.0708832144737,-1.13627791405,-0.815724611282,-1.1861358881,0.37264996767,-0.809599995613,-0.982328534126,-0.941299974918,0.455500006676,-0.628117978573,-0.436651259661,0.178868830204,1.09745001793,-0.111050002277,0.0409000068903,-0.0444334968925,-0.205699980259,0.187703773379
