rid,CPC004_A375_6H:BRD-A22143024-231-02-0:10,CPC005_A375_6H:BRD-K51095933-231-03-2:10,CPC005_A375_24H:BRD-K51095933-231-03-2:10,CPC005_A549_6H:BRD-K51095933-231-03-2:10,CPC005_A549_24H:BRD-K51095933-231-03-2:10,CPC004_HA1E_6H:BRD-A22143024-231-02-0:10,CPC005_HA1E_6H:BRD-K51095933-231-03-2:10,CPC004_HA1E_24H:BRD-A22143024-231-02-0:10,CPC005_HA1E_24H:BRD-K51095933-231-03-2:10,CPC004_HCC515_6H:BRD-A22143024-231-02-0:10,CPC005_HCC515_6H:BRD-K51095933-231-03-2:10,CPC004_HCC515_24H:BRD-A22143024-231-02-0:10,CPC004_HEPG2_6H:BRD-A22143024-231-02-0:10,CPC004_HT29_6H:BRD-A22143024-231-02-0:10,CPC005_HT29_6H:BRD-K51095933-231-03-2:10,CPC005_HT29_24H:BRD-K51095933-231-03-2:10,CPC004_MCF7_6H:BRD-A22143024-231-02-0:10,CPC005_MCF7_24H:BRD-K51095933-231-03-2:10,CPC004_PC3_6H:BRD-A22143024-231-02-0:10,CPC004_PC3_24H:BRD-A22143024-231-02-0:10,CPC004_VCAP_6H:BRD-A22143024-231-02-0:10,CPC004_VCAP_24H:BRD-A22143024-231-02-0:10,CPC005_MCF7_6H:BRD-K51095933-231-03-2:10,CPC005_PC3_6H:BRD-K51095933-231-03-2:10,CPC005_PC3_24H:BRD-K51095933-231-03-2:10,CPC005_VCAP_6H:BRD-K51095933-231-03-2:10,CPC005_VCAP_24H:BRD-K51095933-231-03-2:10,CPC011_A375_6H:BRD-K51095933-236-04-9:10,CPC011_A549_6H:BRD-K51095933-236-04-9:10,CPC011_A549_24H:BRD-K51095933-236-04-9:10,CPC011_HA1E_6H:BRD-K51095933-236-04-9:10,CPC011_HT29_6H:BRD-K51095933-236-04-9:10,CPC011_MCF7_6H:BRD-K51095933-236-04-9:10,CPC011_MCF7_24H:BRD-K51095933-236-04-9:10,CPC011_PC3_6H:BRD-K51095933-236-04-9:10,CPC011_PC3_24H:BRD-K51095933-236-04-9:10,CPC011_VCAP_6H:BRD-K51095933-236-04-9:10,CPC011_VCAP_24H:BRD-K51095933-236-04-9:10,CPC015_A375_6H:BRD-A22143024-231-02-0:10,CPC015_A549_6H:BRD-A22143024-231-02-0:10,CPC015_A549_24H:BRD-A22143024-231-02-0:10,CPC015_ASC_24H:BRD-A22143024-231-02-0:10,CPC015_HEPG2_6H:BRD-A22143024-231-02-0:10,CPC015_HT29_6H:BRD-A22143024-231-02-0:10,CPC015_MCF7_6H:BRD-A22143024-231-02-0:10,CPC015_MCF7_24H:BRD-A22143024-231-02-0:10,CPC015_NPC_24H:BRD-A22143024-231-02-0:10,CPC015_PHH_24H:BRD-A22143024-231-02-0:10,CPC015_SKB_24H:BRD-A22143024-231-02-0:10,CPD002_MCF7_24H:BRD-K70515009-231-01-9:10,CPD002_MCF7_6H:BRD-K70515009-231-01-9:10,CPD002_PC3_6H:BRD-K70515009-231-01-9:10,CPD002_PC3_24H:BRD-K70515009-231-01-9:10
5054,-0.742596924305,-0.208716019988,-0.121810778975,0.544397830963,-0.563307702541,-0.178976729512,-0.495350003242,-0.0627583116293,-0.305578172207,-0.29317098856,-0.122950017452,0.35843539238,-0.402340114117,-0.391862124205,0.0750411450863,0.197129040956,0.300350129604,0.294761329889,-0.345552653074,0.459566742182,-0.0376872420311,0.450574278831,-0.647522389889,-0.834085702896,-0.670506358147,-0.441588848829,-0.251472234726,-0.190973743796,0.606733322144,0.225704416633,0.0531999990344,0.51833230257,-0.0451499819756,0.0165499970317,-0.915286779404,0.569888949394,-1.00571286678,-0.125580638647,-0.646365404129,0.399650007486,0.160566627979,-0.445710301399,0.204449981451,0.447999984026,-0.695835113525,0.167888432741,2.16745972633,0.187550038099,0.332949995995,0.201949998736,0.975147843361,-0.453633338213,-0.444468736649
3108,0.0267071723938,1.29803490639,0.0573447495699,-0.477054715157,-0.654882967472,0.904383718967,-0.14335000515,0.42236238718,-0.679869294167,-0.222508519888,-1.1073499918,-0.43986967206,0.701115846634,-0.566165089607,-0.756118655205,-0.138437271118,0.316778451204,-0.875256419182,-0.349352240562,0.414335936308,0.222229257226,0.119372054935,-0.4534060359,-0.331253051758,-0.0802020728588,0.234967499971,-0.557378053665,-0.566288352013,0.385800033808,0.39027005434,-0.0194000005722,-0.431669235229,4.58224964142,2.37485003471,-0.255691945553,-0.365465372801,-0.799747765064,-0.216967895627,-0.137548834085,1.04165005684,-0.0907666385174,3.402551651,0.136399999261,0.150533348322,-0.335356771946,1.09896850586,0.378029555082,-0.293200016022,0.240700006485,0.26605001092,-0.838404297829,-0.372433334589,-1.58231329918
1950,-0.246217250824,-0.520918011665,-0.226825475693,-1.21267104149,1.36378908157,-0.192115738988,0.669200003147,-0.196789205074,-0.165501624346,0.625881671906,-0.390399992466,0.421836316586,-0.0728730112314,0.0389019995928,0.380833506584,0.729051411152,0.131561711431,0.7657507658,0.387400269508,0.652763009071,-0.850119113922,0.765248060226,0.614160299301,-0.0299911201,0.699949264526,0.264411836863,0.129614695907,-0.569973349571,1.28893339634,-0.533966302872,1.1439999342,-0.413890272379,2.29159998894,0.789400041103,-0.107433795929,-0.0507498197258,-0.405794918537,0.290438592434,0.168895691633,0.105250000954,-0.127333343029,-0.374824941158,-0.809100031853,0.16400000453,-0.613433420658,2.19445800781,1.79129934311,-1.12650001049,-0.167549997568,0.691100001335,-0.320352554321,-0.447100013494,-0.961073160172
351,0.048805475235,0.0695088654757,0.267107307911,0.193587034941,0.310201615095,0.233860403299,-0.40909999609,-0.877514958382,-0.516459286213,-0.832770109177,1.1739000082,-1.28463220596,0.340069413185,0.0268468298018,0.189521610737,1.3909548521,-0.0877188891172,0.349365621805,0.681393444538,-1.09899497032,-0.238029241562,-0.0402073077857,0.444546759129,0.719012856483,-0.784611701965,0.723252594471,0.00183953833766,-0.241119101644,0.0807666927576,-0.850801169872,1.07434999943,0.709599256516,-0.614400029182,0.578649997711,0.101569756866,0.47611489892,0.0664749369025,0.36394494772,-0.681373775005,-0.776250004768,-0.547566652298,-0.57085031271,0.593299984932,-0.186966732144,-1.47149085999,-0.65511059761,-0.617083966732,-0.168300002813,-0.798600018024,-0.290000021458,-0.481982588768,-1.86506664753,0.297706097364
4846,0.614525794983,-0.814983963966,0.416833847761,-0.672939002514,0.146588146687,-0.49001032114,-0.481900006533,0.100325405598,0.889105677605,0.380249798298,-0.305350005627,-0.160181611776,0.0566801354289,0.221386820078,-0.479651808739,0.279755830765,0.151291534305,0.483623147011,-0.251229524612,0.174810737371,-0.852962076664,0.614485561848,-0.422500610352,0.418808549643,0.690160989761,1.15348792076,0.308899074793,-0.595627844334,0.679533362389,0.627502381802,-1.40794992447,-0.0852618739009,4.61775016785,1.19989991188,0.419873833656,0.718511164188,-0.543143451214,-0.680502533913,0.919957101345,1.91735005379,-0.743966698647,0.903303384781,2.18784999847,1.23169994354,1.01512157917,-0.827198386192,2.9968328476,0.768799960613,1.17890000343,-0.148750007153,-1.03707766533,0.230166643858,-0.155023217201
1452,-0.148800060153,-0.939227819443,-0.874148726463,-0.628340065479,-0.235409289598,-0.578855395317,-0.833750009537,-0.395450800657,-1.41196095943,-0.423801779747,0.471300005913,-0.172876775265,-0.186975359917,-0.658448457718,-0.542304396629,-0.572504580021,-1.489544034,-1.47460114956,-1.01042127609,-0.556845724583,-0.802239179611,-1.54438495636,-1.51110649109,-1.01044869423,-0.383262515068,-1.14505648613,0.462685197592,-0.105286337435,0.293799996376,-0.208449482918,-1.11835002899,-0.795629918575,0.985249996185,-1.43190002441,0.0636162608862,0.0797765031457,-0.0417376235127,-0.0684503912926,-0.157635346055,1.04579997063,-0.195399940014,0.00916136242449,-0.563700020313,-0.0673000067472,0.112813383341,-0.42378744483,-0.0450652688742,1.73040008545,0.42974999547,0.337350010872,0.341627597809,0.368866682053,-1.14968287945
4776,-1.03275120258,-0.69717592001,-0.225230917335,-1.18239438534,-0.156692370772,-0.0322146937251,-0.0738999992609,-1.28546667099,-0.043368794024,-0.363620847464,1.41945004463,0.498972117901,-0.718387782574,-0.00387646257877,0.642545640469,1.24595165253,-0.1028958112,1.61405062675,-0.11008502543,-0.605928659439,-0.181785434484,0.584119021893,-0.304386883974,-0.112985990942,0.42804685235,-1.00401449203,-1.38995110989,0.0830443948507,0.560800015926,-1.39910614491,0.457299977541,0.01816999726,2.98649978638,-0.331349998713,1.84352469444,0.427821338177,-1.87763464451,-0.689157485962,-0.245460674167,-0.333350002766,-0.360666751862,-0.650843381882,-1.21305000782,0.31943333149,-1.12765431404,-0.388213723898,0.219175487757,-0.307949990034,-0.461199998856,0.255549997091,0.386169195175,-0.0859333276749,-0.389956861734
6908,-0.144376754761,-0.32460001111,1.76399898529,-0.464225918055,0.456551730633,-0.265643060207,0.727500021458,0.235203653574,-0.685856997967,1.29129242897,-0.75720000267,-0.20478656888,0.156937092543,-0.408453822136,0.307778418064,-1.24027657509,0.170818939805,0.535911798477,-0.99889343977,0.473681092262,0.23565775156,-1.19349336624,0.224491864443,-0.0693111792207,0.378764659166,0.201565355062,1.29360365868,-0.0630842894316,-0.554766654968,0.524799346924,0.123800009489,0.00154205039144,0.506349980831,0.250950008631,0.384669095278,-0.457516461611,0.260755836964,0.795774936676,0.0560987591743,0.394450008869,-0.427500009537,0.938955664635,0.183949992061,-0.409033328295,0.220185607672,1.08819258213,0.741403639317,1.28034996986,0.170200005174,0.237550020218,-0.0141273019835,0.195600003004,-0.0353664159775
672,0.225755095482,0.244646891952,0.560340464115,0.250639885664,-0.0960077047348,0.264281332493,-0.23900000751,0.504215836525,0.446810722351,-0.690132081509,-1.01099991798,0.098190844059,0.359254390001,0.085321649909,0.515011131763,-0.143994271755,-0.074729450047,-0.049452662468,0.175721347332,0.967434585094,0.42190849781,0.662960231304,0.101368933916,0.26406955719,-0.395189225674,-1.72280097008,-0.717050731182,-0.343732476234,0.11669999361,0.976304888725,0.83060002327,-0.76215326786,1.63310003281,1.82139992714,-0.0613447874784,0.299502849579,1.57461869717,0.619987905025,-0.12713342905,0.40964999795,0.736966669559,0.0124057158828,1.56295001507,-0.0206333249807,0.696963131428,0.642376482487,0.637807428837,-0.362800002098,-0.840950012207,0.156899988651,-0.174502030015,0.136466681957,0.255131363869
5710,-0.249140381813,-0.136615768075,-2.20565509796,0.385294795036,-1.10502028465,0.0499702095985,-1.11119997501,0.250316619873,-1.70048522949,-0.515452623367,-0.123450011015,-1.06020784378,0.320873141289,0.023799194023,-0.870922684669,-1.29368281364,-0.551949679852,-1.56687819958,-1.49182164669,0.287652701139,0.432724863291,-1.10759603977,0.251265823841,-1.36373090744,-0.429132252932,0.159859061241,0.371785640717,0.806099176407,-0.915699958801,-0.0403821989894,0.534850001335,-0.695384860039,1.59855008125,0.864300012589,-2.0938847065,0.0773522853851,0.275639086962,-2.24748277664,-1.07314097881,-0.375599980354,-0.933600008488,1.00326406956,-0.280300021172,-0.7513666749,-0.563080191612,-0.227103561163,1.1177239418,1.83995008469,0.462199985981,-0.560750007629,-0.156644940376,-0.400133371353,0.577808022499
2115,-0.199197858572,-0.417182683945,0.875154078007,1.06730222702,-0.206799700856,-0.0903474837542,0.568599998951,-0.681509375572,-0.0961231738329,-0.454913109541,-0.908100008965,-0.382888436317,-0.557587265968,0.610804021358,-0.0759759098291,0.0211055502295,-0.0710260942578,-0.2828515172,-0.744969189167,0.733150064945,0.642358541489,2.00845956802,-1.02308261395,0.175101429224,-0.0383571535349,-0.268189609051,-0.352246552706,-0.211729675531,-0.677466630936,-0.102798432112,-0.556699991226,-0.495161324739,4.0654501915,2.29939985275,0.564548909664,0.321181505919,-0.91612637043,-0.298702001572,0.024415012449,-0.790799975395,0.225199997425,0.275651723146,-0.126400008798,0.641233325005,-0.469999194145,-0.175422936678,0.254552900791,-0.655299961567,0.600250005722,-0.294499993324,0.966002345085,-0.123066678643,0.684883236885
7015,0.300965458155,-0.486157506704,-0.766167521477,-0.563621938229,-0.0111874304712,-0.330529868603,-0.151800006628,-0.838609218597,-0.135199666023,0.59136557579,-0.509950041771,-0.0812486931682,0.209412902594,0.111441418529,0.0551910214126,0.831324577332,-0.828878104687,1.79817426205,-0.190488830209,-0.269065499306,-0.70750015974,0.174592286348,0.215630948544,-1.26984548569,0.371687918901,0.829665780067,0.271871328354,-0.0996824428439,0.240533292294,0.217491149902,-0.304899990559,-0.594312787056,1.52745008469,-1.13644993305,0.611024558544,-0.219265908003,-1.65147519112,-0.969703018665,-0.684124827385,-0.0721499919891,0.213899970055,-0.440311491489,-0.601949989796,0.0835332870483,-0.822631180286,-0.833726167679,0.665628373623,-0.696150004864,-0.766399979591,0.0472499988973,0.280376017094,-0.061500005424,-0.570829391479
8726,-1.02602338791,-0.371731132269,-0.760696649551,0.28518691659,0.506264269352,-0.156205862761,0.283050000668,0.238018929958,-0.506569504738,-0.161277100444,0.846800029278,1.51746821404,-0.169226557016,0.15136577189,0.292975246906,-0.724506139755,-0.661122441292,-0.226650759578,-0.0934478342533,1.11342036724,0.482283771038,0.169503316283,0.335638582706,0.489524275064,-0.974066495895,-0.321326822042,-0.502807974815,-0.207296431065,0.112033367157,1.34779620171,0.456949979067,-1.53831326962,0.561600029469,0.0799999982119,-0.218888133764,0.0606157593429,0.565558314323,0.784026920795,0.675763487816,0.806900024414,0.667900025845,-0.843817770481,0.404150009155,0.597566723824,0.726755440235,0.927867472172,-0.472801953554,0.50284999609,-1.558349967,0.333249986172,-0.043667986989,0.326433330774,-0.0323046371341
2185,-1.15063977242,-0.809575140476,-0.688669323921,-0.691426277161,0.372298032045,0.460023880005,-0.915750026703,-0.629366755486,-0.80226701498,-0.496265858412,0.262549996376,-0.456937193871,-0.729118645191,-0.151840209961,0.320032596588,2.11339068413,-0.351367771626,2.13350629807,0.283786028624,-0.739423394203,-0.433293044567,1.28822577,-0.240214347839,-0.128847807646,-0.187708854675,-0.807932674885,-0.643222272396,-0.667567312717,0.561900019646,-1.40593361855,0.293000012636,-0.499645501375,1.77925002575,2.68534994125,1.11562693119,0.0766990631819,-1.5775847435,-0.329380333424,-0.580989718437,-0.0986000075936,-0.312233328819,-0.779788434505,-0.745950043201,0.435766667128,-0.864599883556,-0.499069064856,0.323600113392,0.497149944305,-0.874150037766,0.23694999516,0.219288438559,0.394533395767,-0.456937551498
3315,-0.289903879166,0.0868380367756,0.988921046257,0.324229061604,-0.236149758101,-0.339070439339,0.566349983215,-0.121869854629,-0.503223478794,-1.85138916969,0.117650002241,-0.481553673744,0.448819756508,-0.0485733374953,1.10923910141,0.6325507164,-1.08804917336,-0.404088377953,-0.298219561577,-0.455640137196,0.864291369915,-0.454757869244,-0.568996310234,-0.113755621016,-1.10681819916,0.173920720816,2.34974908829,0.227066934109,-0.920466542244,0.313864171505,-0.0524999983609,0.279931426048,0.0,0.0544500052929,0.361012279987,-0.0706136077642,0.651801109314,-1.29869329929,0.005793903023,0.0642499998212,-0.825700044632,0.187684297562,0.714749991894,-0.776600003242,0.931792020798,-0.270287305117,3.68559074402,0.787400007248,0.00130000000354,0.964450001717,0.69555079937,-0.352466702461,0.75351524353
5289,-0.153781577945,-0.199677824974,-0.701535224915,-1.05711305141,-0.336095750332,0.122359067202,-0.3274500072,0.959452986717,-1.58377194405,-0.0519744157791,-1.30215001106,0.181076869369,-0.287892758846,0.308729052544,-0.176360994577,0.103824779391,0.852191209793,-1.25109040737,0.176315322518,1.10645651817,0.511562108994,1.37392938137,-0.530303955078,-1.32741141319,-0.588871240616,0.102669321001,-0.564939439297,0.50193965435,0.452866643667,-0.893494904041,1.18015003204,-0.781087100506,2.1696999073,-0.733600020409,-0.482750356197,-0.0865452885628,-0.664503872395,-0.291647881269,-0.962729394436,-0.0146499872208,0.257933318615,0.930895924568,-0.923500001431,0.738399982452,-0.748037278652,-0.285499572754,0.079749442637,0.0403499901295,-1.7539999485,-0.0901499986649,1.2593742609,0.303033351898,-0.967790067196
