rid,ERG017_VCAP_24H:BRD-K03026470:10.14,ERG017_VCAP_24H:BRD-K03026470:3.38,ERG017_VCAP_24H:BRD-K03026470:1.13,ERG017_VCAP_24H:BRD-K03026470:0.38
5720,0.424140453339,0.815204024315,0.885023891926,-0.270085483789
466,0.254571676254,-0.273912250996,0.559095144272,0.1126717031
6009,0.79661822319,0.019020460546,0.643581986427,-0.296513795853
2309,0.438543498516,-1.12560594082,0.0881412625313,-0.109983690083
387,-0.258674114943,0.0660544186831,0.113604590297,-2.66684293747
3553,0.143877625465,0.139567613602,-0.647645711899,-0.05362200737
427,-0.0285548642278,0.450262993574,-0.145279586315,0.173652559519
5898,0.95831900835,-0.366068780422,0.763850271702,-0.728195011616
23365,-0.17400957644,0.0444354712963,0.0795636773109,-0.825991928577
6657,-0.320584565401,-0.801304936409,-0.572231888771,0.431323617697
5054,-0.118281379342,-0.0870689749718,-0.379694849253,-0.245777249336
3108,0.123206630349,0.0737427026033,-0.880686819553,0.844794929028
1950,-0.126701712608,0.0221661627293,-0.575826942921,1.04218494892
351,0.304824352264,1.06192076206,-0.148210719228,1.32151901722
4846,-0.578936994076,0.229258328676,-0.211905390024,1.28451967239
1452,0.306460022926,-0.535165846348,0.398236960173,-2.45570611954
4776,-0.384519785643,0.192258417606,-0.559838235378,-0.409393101931
6908,-0.566754698753,0.228712469339,0.0321175009012,-0.882944941521
672,-0.965786755085,-0.284626126289,0.192027658224,-0.243045911193
5710,-0.563487768173,-0.043510645628,0.374570429325,-1.51756358147
2115,0.394100308418,-0.00431726872921,-0.781807661057,1.08592379093
7015,0.143694370985,0.0632066577673,-0.299574434757,1.00832509995
8726,-0.366649150848,-0.353382825851,0.843726634979,-1.79029893875
2185,-0.639450669289,0.111393406987,-1.37158918381,-1.2955981493
3315,-0.391042590141,0.719129920006,-0.183216273785,0.743477344513
5289,-0.23477332294,-0.330094873905,-2.70789694786,0.688534379005
868,0.177204042673,0.386751979589,1.67053520679,2.24754405022
1677,-0.286850452423,0.0437849760056,-0.596338868141,0.930942356586
7043,0.0551173388958,0.225894734263,-0.855764269829,-1.36974906921
5613,-0.0880685448647,0.608632862568,-0.563346028328,0.420292377472
595,-0.646368980408,0.129722878337,0.452510148287,-2.26429653168
4793,-0.0712269544601,-0.601188182831,-0.0383004881442,2.55741500854
2736,0.114998690784,0.233106315136,-0.338741719723,0.163981541991
5290,0.475280165672,0.126678287983,-0.990612506866,0.775933623314
6194,-0.425439625978,0.738250017166,0.995769619942,0.404511481524
1676,-0.220597311854,0.178031608462,-1.60737788677,-0.661882579327
23512,-0.0525579191744,-0.238457739353,0.297132611275,-1.30443310738
148022,-0.572191536427,0.956184387207,0.869211554527,-0.955605208874
1906,-0.242211341858,0.454169720411,-0.708119869232,-0.121528595686
8878,-0.37720605731,0.0764934420586,0.856063246727,-1.78419566154
3091,0.042612798512,0.439284712076,0.130144268274,-1.20260691643
5743,-0.696985006332,1.26984810829,-0.506141066551,0.253845691681
5321,0.216662526131,0.0877880752087,-1.48982644081,-0.0201587677002
4144,0.111440852284,-0.767656266689,-0.299665987492,-0.880591750145
1981,-0.661129236221,0.444577395916,-0.335678011179,-0.0820543169975
695,-0.532036185265,0.604789078236,0.44977632165,0.85897821188
10398,-0.236260354519,0.496672570705,-1.14113128185,1.15290749073
5708,0.308376997709,0.292637228966,-0.601409375668,-0.787126600742
1213,0.0606828480959,0.355415672064,0.211976677179,-0.769813477993
226,-0.085864931345,0.126527190208,0.501803696156,-1.13842642307
6777,0.00239744782448,-0.55624037981,-0.639189779758,-0.146948695183
2113,-0.346971660852,-0.0114705637097,0.235160380602,0.681496977806
3329,0.0130828917027,0.958962678909,0.376514405012,-0.737524271011
1050,0.574810743332,0.373012989759,0.648946166039,-0.227531194687
9491,0.171213433146,-0.11951482296,-0.288933336735,0.38598972559
22926,-1.0664511919,0.202959895134,-0.583529233932,-1.39648592472
5899,-0.283784359694,-1.28730809689,-0.915771484375,-1.53490567207
5467,3.63992500305,-0.410680353642,-0.966766893864,3.33232545853
6774,-0.636538505554,0.594240069389,0.904592871666,0.298032402992
1788,-0.244902968407,0.469927310944,-0.96187132597,0.301603734493
5921,-0.469594538212,-0.949770092964,-0.808659136295,-2.64708423615
5721,0.53609585762,0.543562650681,0.856324911118,1.36968159676
2263,-0.0364249646664,0.287703990936,0.258916914463,1.00854969025
808,-0.375892281532,-0.0419138371944,-0.841075718403,0.487982749939
30001,0.204358488321,-0.115948103368,0.710987687111,-0.939544677734
348,-0.259180635214,0.0261082351208,-0.47871696949,0.587385654449
30849,-1.71592307091,-0.603180587292,-0.287467479706,-0.373744308949
1454,-1.40123438835,0.225107863545,-0.330703169107,-2.40805029869
6500,-0.189734295011,-0.162811711431,0.650981485844,-2.8972826004
5627,0.14461286366,-0.0687516033649,0.757001876831,4.94144964218
5715,-0.233423233032,-0.0699510723352,0.463661640882,-1.29973626137
4791,-0.128175258636,-0.301242619753,0.125716224313,3.28169298172
56924,-0.737546563148,0.223083376884,-1.06721246243,3.30756139755
2690,0.00484693050385,-0.0905741378665,0.439877390862,0.757009387016
1019,0.71001636982,0.740633964539,0.539912700653,0.790200948715
51422,-0.00133728981018,-0.0487021505833,0.168650314212,0.373893916607
5788,0.0534684360027,0.193371042609,-0.865853846073,-0.121618002653
6709,-0.821778655052,-0.634800732136,-1.11461734772,-0.200976923108
1277,0.598018407822,1.22011435032,1.38150072098,1.25686860085
993,-0.849854886532,-0.00327518582344,0.600516438484,0.18004861474
7157,0.309622466564,-0.24762134254,-0.645528495312,-1.06923258305
1958,-0.143022119999,-0.435478746891,-0.294085592031,0.297667503357
4582,-0.11380366236,-0.133002519608,-0.35393089056,-0.288431793451
9212,-0.130536481738,-0.593057990074,-0.432200044394,-0.923785746098
8440,0.296779304743,0.280074834824,0.39857378602,0.328749239445
6790,-0.715342283249,-0.895141124725,-0.0175650212914,-2.57376432419
8851,0.571834206581,-0.404824733734,-0.793571531773,-1.29550719261
2534,-0.649225354195,-0.151187539101,-0.529866278172,0.330040872097
4893,-0.438670635223,-0.0287252217531,-0.56363016367,0.853902518749
665,-0.863225221634,1.46926629543,1.7118729353,0.0458506420255
4313,-0.450060904026,-0.0989973992109,-0.44378143549,0.424418330193
1022,0.872217237949,-0.588730335236,-0.133908599615,1.32881331444
5880,2.24001598358,1.52830815315,0.0373116359115,0.562577784061
3162,1.95517110825,1.96636593342,2.80744147301,0.574587762356
1282,-0.630226135254,0.580776691437,-0.547285377979,1.46941876411
3383,0.0510658323765,0.478733301163,-0.733529508114,-0.540644049644
727,-0.763451457024,-0.537490665913,-1.24629855156,0.0889453291893
4792,-0.0188766531646,0.0697275772691,0.459760010242,-1.14919662476
4794,-0.184672310948,0.176948904991,1.43729090691,-0.071858599782
902,-1.44582867622,-0.173455446959,0.248692169785,0.655779778957
8091,0.124990820885,0.699638426304,-0.449400782585,-0.268791615963
3486,-0.232754051685,-0.20267945528,0.028478525579,-0.851447105408
10818,0.275793850422,0.631409227848,-0.855875015259,0.874994277954
3454,-0.389820307493,0.390237510204,-0.768900036812,0.0752218663692
4282,0.344980329275,0.899396061897,0.779576838017,-0.875843822956
1605,-0.585414886475,-0.310340851545,-0.274372041225,-2.13771915436
10644,-0.216325849295,0.19987642765,-0.661833643913,0.0185846686363
2065,0.452394396067,0.727938711643,0.622955977917,-0.371809542179
8321,0.42489656806,-0.0837722569704,-0.376720577478,1.82626473904
8503,0.206704676151,0.570116877556,-0.546424984932,1.42030239105
7027,0.111608289182,1.25336444378,-0.672585964203,0.405644118786
6850,-0.139757916331,-0.0359316468239,-0.133153736591,0.69002020359
1978,0.19060754776,0.575846195221,0.731260538101,-0.654328465462
896,-0.459380447865,-1.06686377525,-0.404708147049,0.6886921525
5777,1.14000606537,1.20668268204,-0.280783027411,-0.351575285196
1846,-0.159777089953,0.0153063088655,0.390698850155,2.346555233
5925,0.282370746136,0.214648932219,-0.00616249442101,-0.661131560802
142,-0.974637925625,-0.529218196869,0.681468844414,-0.594286680222
1021,-0.574999213219,-0.529955625534,-0.763221919537,1.29663324356
5699,-0.781350255013,-0.535165429115,-0.0810587033629,0.560325145721
8061,-0.148260265589,-0.150023818016,0.839983463287,1.40637135506
1870,0.336519896984,-0.561970114708,0.48340767622,4.8822593689
1398,0.919606328011,1.10809230804,1.50695168972,-0.115659683943
3312,0.196059316397,-0.381593585014,0.85246860981,-0.931160271168
891,-0.0907375216484,-2.98319673538,0.392303407192,1.13782989979
4775,2.50828671455,0.241981521249,1.39472138882,-0.364475190639
5111,-0.445598959923,-0.272399991751,1.02034461498,-0.0347228646278
5696,-0.901361465454,-1.9755102396,0.645014464855,-1.24909305573
5588,-0.199152112007,3.35979866982,-0.839656770229,0.958689510822
6839,-1.10055482388,-0.602444410324,0.41527992487,2.00623989105
329,-0.816929399967,-0.739699363708,0.512723326683,-1.76831102371
5058,1.20300877094,0.546768248081,0.00668950565159,1.61762654781
998,-0.159464135766,1.1174749136,0.254044562578,-0.091207742691
9134,-0.507551670074,0.402170181274,0.723020255566,0.327670156956
6616,0.57914274931,0.634369909763,0.204486563802,5.80815649033
5223,0.0888865590096,0.711011350155,-0.391691416502,-1.32300710678
4690,0.0447323322296,0.474436610937,-0.789444804192,2.47426843643
958,-0.193357542157,0.786405801773,-0.431272238493,0.861743211746
1616,0.878860116005,0.492169976234,1.71754193306,3.26087188721
991,-1.09235787392,-0.601083695889,-0.0905396640301,-1.29683959484
6347,-0.990964412689,-0.00300190597773,1.31458199024,1.1803021431
6714,0.5808801651,0.357886016369,0.801598250866,-1.03751301765
652,-0.305413305759,-0.389237344265,-0.595415115356,1.69973254204
4331,0.624252855778,0.120644420385,0.515616595745,-0.34144333005
7099,0.332416683435,-0.777046918869,-1.06754100323,1.70690059662
10320,-0.156966015697,-0.784245014191,0.130363643169,1.01031136513
2042,0.0543571859598,0.0802466422319,-0.18849131465,-0.207091391087
843,-0.318576991558,0.149977609515,-0.288760662079,0.733034193516
840,0.228062972426,-0.0135135054588,-0.0336213186383,-0.14600622654
7048,-0.02193364501,-1.4141201973,-0.846226871014,1.56724858284
4851,-0.602369070053,0.879061102867,-0.693064808846,3.74250102043
6464,0.711113333702,1.22626721859,0.295211285353,1.69161176682
23410,-0.289842486382,3.29176521301,-1.13538610935,-0.107921659946
54205,-1.06360971928,0.807711362839,0.447985678911,-3.14754390717
2770,0.251283794641,0.199871361256,-0.085147112608,-0.34693646431
80204,-0.0487748160958,0.205147504807,-0.141958922148,1.04846215248
4208,-0.0898642092943,0.00392460636795,0.34712266922,0.904681444168
1845,-0.844848096371,-0.660372972488,-0.181226596236,0.12431627512
23368,-0.35569858551,0.0247176140547,-0.70360916853,0.585462331772
5583,4.24971723557,-0.0580999329686,0.0924929529428,-0.194283306599
8900,1.27318406105,1.61912047863,-0.644368350506,0.909543156624
581,0.657279849052,1.89638710022,-0.402819186449,-0.292303115129
6193,-0.784040093422,-0.830326139927,0.136710733175,-0.68452757597
6622,0.103421360254,1.18262791634,0.811173021793,0.582046627998
11261,-1.25794064999,0.142534047365,0.181643173099,-2.5360519886
6696,-0.667362391949,-0.194148764014,-0.488912194967,0.397512584925
8312,-0.326663464308,-1.774995327,-0.431391865015,-0.455242753029
835,4.75907039642,0.790552258492,-0.100564047694,0.31628215313
8324,-0.285663872957,0.198136031628,-0.567446708679,0.743194639683
1848,0.0105459839106,-0.430182725191,0.723571896553,0.773796200752
154,-0.889716863632,-1.5365524292,0.324839711189,0.278723418713
4312,0.734920084476,0.413866817951,-0.48266735673,0.966339349747
994,0.0570885688066,-0.677559435368,0.324466645718,-0.163702040911
2048,-0.52104139328,0.809414207935,-0.207732617855,0.427469611168
1111,-0.107928663492,0.664582848549,0.229929536581,0.399203926325
5154,-0.934860348701,-0.273050367832,0.630946099758,-1.14550244808
2920,0.128228008747,0.244655787945,0.512914121151,0.405666649342
3122,0.130201220512,-0.192478254437,1.9068312645,2.02804732323
2769,0.237322196364,0.306498974562,-0.145480439067,-0.396504819393
5900,-0.508471786976,-5.80054426193,0.074044123292,-1.76966631413
6304,-0.0975459367037,-0.969306707382,-1.30868828297,2.18456435204
5211,-0.47073507309,-1.05084323883,0.148311674595,-2.3070204258
2886,0.0803384333849,-0.117223829031,-0.147245302796,0.340299427509
9261,0.903883159161,0.170513883233,0.315403580666,-0.143216460943
8569,-0.241892114282,-0.630908846855,-0.963577151299,-0.0180440992117
3303,0.297937840223,1.59226441383,2.62613654137,0.585099041462
5331,-0.341317147017,0.967265427113,-0.335008859634,-0.552574276924
5347,-0.364555567503,1.12238693237,-0.12221595645,-0.539816439152
4638,-0.0273188352585,5.43889570236,-0.0589133501053,1.02349996567
2264,0.822397887707,0.995916187763,-0.208778053522,0.68422716856
1029,0.551177978516,0.608882069588,0.162886470556,-0.484954416752
1027,-1.38083267212,0.477185249329,0.271587312222,-0.440111666918
2597,-1.02486681938,-0.771928489208,-0.200292006135,0.620016336441
55847,-0.947672247887,0.556630551815,0.225495070219,-0.922750473022
25803,-0.276592135429,-0.620382428169,0.327664971352,-1.5529987812
