rid,CPC019_A375_6H:BRD-K47786739-001-01-0:10,CPC019_A549_6H:BRD-K47786739-001-01-0:10,CPC019_A549_24H:BRD-K47786739-001-01-0:10,CPC019_HA1E_6H:BRD-K47786739-001-01-0:10,CPC019_HCC515_6H:BRD-K47786739-001-01-0:10,CPC019_HEPG2_6H:BRD-K47786739-001-01-0:10,CPC019_HT29_6H:BRD-K47786739-001-01-0:10,CPC019_MCF7_6H:BRD-K47786739-001-01-0:10,CPC019_MCF7_24H:BRD-K47786739-001-01-0:10,CPC019_PC3_6H:BRD-K47786739-001-01-0:10,CPC019_PC3_24H:BRD-K47786739-001-01-0:10,CPC019_VCAP_6H:BRD-K47786739-001-01-0:10,CPC019_VCAP_24H:BRD-K47786739-001-01-0:10,ERG015_PC3_24H:BRD-K47786739-001-01-0:9.92385,ERG015_PC3_6H:BRD-K47786739-001-01-0:9.92385,ERG015_VCAP_24H:BRD-K47786739-001-01-0:9.92385,ERG015_VCAP_6H:BRD-K47786739-001-01-0:9.92385
5720,-0.31271931529,0.0489999949932,-0.364284574986,-0.968617081642,0.250553160906,-0.627881586552,0.0282700266689,-1.35857081413,-0.720239520073,-0.00385942310095,-0.258027672768,0.478540599346,-0.134849816561,-1.45566666126,-2.06266713142,-0.465816020966,-1.63301205635
466,0.0471619963646,-0.222900003195,0.424768894911,-0.321711391211,-0.914218902588,-0.495166271925,-0.384068608284,-0.444350928068,0.46160119772,-0.874111533165,-0.155766263604,-0.282859772444,0.325619876385,-0.10206669569,0.248965442181,-0.550969898701,-0.728399753571
6009,0.00737819820642,-0.549000024796,-1.22979974747,1.20222568512,-0.330142170191,-0.545691728592,0.109976686537,0.430876851082,-0.149335429072,-0.112861655653,-0.50122410059,-0.126385703683,-0.212798163295,0.749800086021,-1.40318644047,-0.47981736064,-1.95412230492
2309,-0.0661238133907,1.36629998684,-0.368613958359,0.231627583504,-0.0888454020023,-0.124492190778,-0.551147222519,-0.125543028116,0.677017688751,-0.391412347555,-0.678977012634,0.557868361473,-0.0519573017955,0.203966662288,0.18294146657,-0.590336322784,1.11279129982
387,0.00113868713379,-0.24525000155,-1.42077946663,0.464793473482,0.716316640377,-0.857911646366,0.400858312845,0.093900129199,-0.457626670599,-0.0196052119136,-0.703883051872,-0.365309476852,-0.611021637917,1.01286673546,-1.24201393127,-1.63460171223,0.0388283133507
3553,-0.58414721489,0.507250010967,0.587954044342,0.503238320351,-0.197204276919,1.30677807331,0.219692409039,0.341175556183,0.207691609859,-0.211111620069,0.483473300934,0.33984580636,0.20844873786,0.843833327293,0.651774764061,1.05092847347,1.31094384193
427,-0.578984260559,0.209049999714,0.886467814445,-1.44705057144,-1.33824181557,-0.0756501406431,0.674692094326,-0.578134059906,-0.10044541955,1.02978396416,0.351632833481,-0.504780471325,0.55468249321,-0.722299993038,-0.405877143145,-1.22159397602,-0.568275570869
5898,0.536190390587,-0.540449976921,0.915992021561,-0.782299995422,-1.14685094357,-1.68415522575,0.702222764492,0.00941214710474,-0.328306615353,0.27762824297,0.605001330376,-0.21542827785,-0.505229532719,0.743300020695,0.277409732342,-0.381151914597,0.583595514297
23365,0.11939727515,0.215099990368,0.0864883512259,-0.707348704338,-0.033590182662,-0.321868091822,-0.284667164087,0.440858602524,-0.158440172672,0.202259778976,-0.459931731224,0.113817691803,-0.0585263520479,0.900100052357,-0.645841896534,0.289865344763,-0.901405572891
6657,0.258599162102,-0.210850015283,-0.0678403303027,0.201611220837,0.432895362377,0.623712837696,-0.146643191576,0.109995879233,0.629165589809,-0.46644333005,1.0786331892,0.45480209589,0.365068465471,0.0997333526611,0.375326097012,0.467322826385,1.62352371216
5054,-0.0314127877355,-1.40155005455,0.182335063815,-0.638613402843,0.263778984547,-2.59961915016,0.120626315475,0.229555994272,-0.453991800547,0.363521039486,0.21908198297,0.31134313345,-0.393126785755,0.145233333111,1.33228492737,1.08151936531,1.15935695171
3108,-0.783408522606,0.317399978638,-0.492909103632,-0.348418593407,-0.799386262894,-0.345298230648,0.417908012867,0.681538879871,-0.698272824287,-0.127709746361,0.540703773499,-0.274412423372,-0.214110344648,0.0677333176136,0.0516189485788,-0.739896059036,1.20606672764
1950,-0.101384595037,0.240649998188,-0.0926600396633,-0.685040473938,-0.254972666502,0.687562584877,-0.723428010941,3.85427117348,-0.352908909321,0.453740864992,2.01510882378,0.182091727853,-0.0974848866463,-0.575533330441,0.268483757973,0.400956600904,0.601133882999
351,0.581761717796,0.000699999975041,0.391561418772,0.833067536354,0.864937186241,0.67978990078,0.292596518993,-0.0663252174854,0.0930577069521,0.220929414034,0.102696619928,0.976365029812,0.0432169474661,-0.465166658163,1.17567896843,0.738214850426,0.371310591698
4846,1.26805651188,-0.531750023365,-0.333347052336,-0.145786270499,0.122272275388,-0.0829513370991,-0.028924241662,-0.0111520811915,0.283064037561,3.58365368843,0.551456749439,0.673981666565,0.716350317001,0.35719999671,0.956679344177,-0.24114125967,2.37955832481
1452,0.707535266876,-4.59375,-0.490735858679,-0.296734750271,0.189271509647,0.698794543743,0.921943247318,-0.281422019005,0.258440077305,0.546175301075,-0.104802392423,-0.9572006464,-0.159625008702,0.72110003233,0.500244557858,-0.495517730713,-0.276398122311
4776,-0.117571264505,-0.380299985409,-0.0774485766888,0.270125895739,-0.164316996932,1.42041945457,-0.174064278603,0.444884479046,-0.0851752385497,-0.131068646908,0.621421337128,0.166935354471,0.200251176953,0.0512666404247,1.29845881462,2.15929174423,1.32198500633
6908,0.199341624975,-0.519199967384,-0.971059083939,-1.02785992622,0.770040273666,-0.416705995798,0.641385793686,-0.333837002516,-0.0863704010844,0.508328318596,-0.235665485263,0.32647767663,-0.569498300552,-0.0150666236877,-0.25541549921,-1.03578829765,-0.978353083134
672,-0.0178890787065,-0.021950006485,0.94187361002,-1.01256036758,-0.908841311932,0.272743165493,0.207903161645,-0.863644182682,-0.150175973773,-0.483752012253,1.25529646873,-0.371090918779,0.456268936396,-1.03269994259,0.687336921692,0.317889750004,-0.443220704794
5710,0.499534189701,-0.309049963951,-0.61119645834,0.158532142639,-0.066738538444,-0.800839841366,0.686545073986,0.281884253025,-0.305601596832,0.36675581336,-0.574899494648,0.554104149342,-0.359327495098,-0.618333339691,-0.600278019905,-4.37377262115,-0.369575440884
2115,0.390385091305,0.202999979258,0.764151215553,-0.125403285027,0.166862264276,-0.0798785835505,0.521656513214,0.232626378536,-1.25314593315,-0.103451445699,0.18119584024,0.31904810667,0.0873998105526,-0.120200008154,-0.370109379292,0.31362849474,2.04498767853
7015,-0.719492435455,-1.21525001526,-0.756311774254,-0.0738728195429,-0.107326835394,0.23169799149,-0.740040779114,-0.537175297737,0.596552014351,-0.436186075211,-0.234461471438,0.240051269531,-0.471459001303,0.899566709995,1.70565021038,1.47080790997,1.36358046532
8726,-0.272657632828,-0.319500029087,0.496174454689,-0.793403983116,-0.541848242283,-0.210411548615,0.872487664223,0.553021192551,-0.279049277306,0.452673733234,-0.289932370186,-0.645574569702,0.298176467419,0.442400038242,0.433284133673,-0.192637264729,-0.128762662411
