rid,ERG012_PC3_24H:BRD-A02836799-001-02-3:10,ERG012_PC3_6H:BRD-A02836799-001-02-3:10,ERG017_VCAP_24H:BRD-A02836799:10,ERG017_VCAP_24H:BRD-A02836799:3.33,ERG017_VCAP_24H:BRD-A02836799:1.11,ERG017_VCAP_24H:BRD-A02836799:0.37,ERG012_VCAP_24H:BRD-A02836799-001-02-3:10,ERG012_VCAP_6H:BRD-A02836799-001-02-3:10
8851,-0.314219921827,0.0276090502739,-0.647206008434,-0.365600019693,0.450382918119,-1.29856133461,-0.176888614893,0.0761793628335
2534,-0.078065097332,0.0262947231531,-0.295088350773,-0.0552333593369,-0.0361437797546,1.63125991821,0.213862806559,-0.979555904865
4893,0.519002437592,-0.208521038294,0.135980829597,0.0245000049472,-0.0208560526371,0.380585581064,0.0306556522846,-0.959567368031
665,-0.722260951996,-0.826408743858,0.350009351969,0.0731333568692,0.1163970083,0.663455545902,1.57420086861,-0.392080903053
4313,0.539803504944,0.368972122669,1.28801584244,0.217933356762,-0.519622862339,0.381872951984,0.322042763233,-0.648987650871
1022,0.0970928668976,0.264962285757,-0.0957002937794,-0.134166657925,-0.213978052139,-0.238556757569,-0.535633385181,-0.935204267502
5880,0.907576560974,-1.03459239006,-0.324953615665,-0.213466703892,-1.13446104527,1.17744791508,0.491968631744,-0.14850653708
3162,1.14058506489,2.22195529938,-0.205611407757,0.199166670442,2.73685288429,-0.636991381645,0.263290971518,0.365215718746
1282,3.3708357811,0.296486645937,0.73469543457,-0.0165999978781,0.424070298672,0.522869169712,0.382146090269,-0.116753965616
3383,1.25884318352,-1.13767206669,1.1744376421,0.229299992323,0.406914621592,0.460190683603,2.26761960983,0.310360074043
727,2.00611066818,0.996071338654,0.175928503275,0.420666664839,-0.168715208769,0.197076559067,0.00511491298676,1.69263792038
4792,-0.265159696341,-1.56321632862,-0.511438429356,-0.397400021553,1.22138738632,-2.19522976875,0.450154662132,0.440969198942
4794,0.0883996486664,-1.1833293438,-0.222199693322,-0.146300017834,-0.606949090958,0.57391500473,-0.201457321644,-0.501395702362
902,-0.0477987527847,0.503651976585,1.62165915966,0.932600021362,-1.36785292625,1.23463892937,-0.102373123169,-0.131272673607
8091,0.387426704168,-1.05390977859,0.631957709789,-0.543466687202,1.00527393818,1.2797743082,0.018364623189,0.0585280954838
3486,-2.11028337479,-1.47318482399,-0.422719448805,-0.102333366871,0.812725126743,-1.51423275471,-0.987085223198,-0.572348475456
10818,-0.677130043507,-1.08659410477,-0.588989078999,-0.86323338747,-0.39196446538,-0.222126126289,0.637909710407,0.0258413553238
3454,2.06323814392,0.247370257974,0.266805261374,-0.435800015926,-0.40310639143,0.598055958748,0.273590117693,-0.281225085258
4282,-3.43421030045,-0.35949832201,-0.0475865080953,0.0759666860104,1.17325115204,-0.242757216096,-0.577790915966,0.835775673389
1605,-0.417590051889,-0.529790937901,-1.45631015301,-1.09883332253,0.976223289967,-2.04618453979,-0.955639958382,0.883611798286
10644,-0.104393050075,-0.441683828831,0.254230201244,0.204000025988,-0.19171243906,0.578063368797,0.683078944683,0.676139116287
2065,0.827428340912,0.0135761499405,0.564273715019,0.251166701317,0.617809951305,-0.628423750401,0.215166062117,0.21226502955
8321,0.234415382147,1.18468308449,0.102058589458,0.276866674423,-0.705095410347,0.200914248824,-0.217113703489,3.39146733284
8503,-1.57704734802,-0.480844706297,0.0749566182494,-0.688366651535,0.16789457202,-0.331168144941,0.310059189796,-0.307606190443
7027,-1.2893307209,-0.990497469902,0.0359526276588,0.350800007582,-0.230527356267,0.369863212109,-0.869408607483,1.80753135681
6850,0.67571336031,0.0380442738533,1.19287383556,0.0973333716393,-0.355854958296,0.455505162477,0.00539407134056,0.156984090805
1978,0.628405988216,-1.0755648613,-0.0525276139379,-0.559166669846,0.217902943492,-1.85005903244,0.537475526333,0.92408156395
896,-1.18440151215,0.00458214432001,1.24455213547,0.756000041962,0.59926211834,1.35076105595,-0.656751155853,-0.814337968826
5777,2.33698797226,0.831381618977,-0.276623785496,1.04746675491,1.77066743374,-0.699037790298,1.16299664974,-0.884165287018
1846,-0.336792886257,-1.32099175453,-0.0735638439655,-0.42163336277,0.03565710783,0.587217569351,0.298808693886,-0.363894462585
5925,2.1253888607,-0.320800870657,-0.667739510536,-0.459400057793,-0.454799383879,-0.156632661819,-0.681427121162,-0.254318654537
142,-0.963476419449,-0.704928398132,-1.33183526993,-0.586333334446,0.909417510033,-1.25449538231,-1.06562328339,-1.08834767342
1021,3.8537876606,0.930760025978,-1.02991104126,0.388199985027,0.866659104824,1.77510643005,0.866412460804,-0.178291514516
5699,0.412480890751,-0.761084079742,-0.671997725964,0.248066663742,-0.543731451035,0.273923695087,-0.187573730946,-0.728989839554
8061,-1.94831955433,-1.73954868317,0.146240904927,0.200933367014,0.148823678493,0.473190933466,1.35314798355,-0.231297984719
1870,1.20331048965,0.963665366173,0.488406062126,3.63636684418,-1.41601586342,1.02047741413,1.41080570221,4.63065099716
1398,-1.52831721306,-1.5663433075,-0.414816617966,-0.254633337259,0.602361440659,-1.32461619377,-0.368805229664,0.126299217343
3312,-0.884282946587,-0.15905444324,-0.199953749776,-0.207000017166,0.910897731781,-2.74513983727,-0.18440978229,0.737775564194
891,-0.105338059366,-2.12691736221,1.70894503593,0.537166655064,-1.38961565495,0.89046472311,-2.40538835526,-0.467213302851
4775,-0.273182749748,-0.993966579437,0.334009975195,0.0978666692972,-0.509584128857,0.958337247372,1.9493727684,0.102937176824
5111,-2.5256729126,-0.694035053253,-1.12403011322,0.328800022602,-0.119082584977,0.154834315181,-0.676637411118,-0.633932650089
5696,-0.224561110139,0.636842608452,-0.215372636914,-1.65709996223,-1.00459671021,0.113470345736,0.637591958046,-0.268184155226
5588,1.84239459038,0.964111328125,-0.142056822777,-0.394499957561,3.0695605278,0.100305706263,0.168734773993,0.100040465593
6839,-2.49409914017,-0.715823888779,-1.03776156902,0.290266662836,0.25921729207,0.594514787197,0.773538410664,0.788743138313
329,0.254684567451,-0.390968203545,0.105197221041,-0.293700009584,0.467518657446,0.828601658344,0.238420635462,-1.29233884811
5058,1.56478977203,-0.0445471256971,0.125813484192,-0.686500012875,-0.883979439735,-0.0682847723365,2.24802899361,0.210673183203
998,-1.2100880146,-0.0110122784972,-1.04733872414,-0.218433335423,0.994776964188,-0.531992256641,0.250995695591,0.104508236051
9134,-0.785480260849,-0.571667969227,-0.280600786209,0.314966678619,-0.290642082691,0.192768335342,-0.948410928249,-0.27973562479
6616,0.232223838568,1.02267432213,0.566097855568,-0.0269666314125,-0.509677112103,0.729747593403,1.14409255981,0.120954193175
5223,-4.59007120132,-0.985148310661,-1.56207978725,-0.548666715622,0.590162277222,-2.25329995155,-3.41515254974,-0.886342406273
4690,0.0379101894796,1.04501664639,-0.197811812162,-0.46943333745,-0.483662426472,-0.718291640282,-0.585233032703,-0.0437350422144
958,0.82695132494,0.0635343715549,0.861222803593,0.470100045204,-0.396481215954,0.0879116505384,0.181056633592,-0.179232433438
1616,0.817728459835,1.361759305,0.366841882467,1.0558334589,-0.121756233275,0.562011182308,0.637343287468,1.66562175751
991,-3.70304989815,-0.0679477900267,-1.70847117901,-3.55726671219,0.354817509651,0.623378098011,-0.0931848883629,-0.165455758572
6347,0.277469575405,1.64128279686,1.64750051498,0.795933306217,2.72599244118,1.11442124844,1.22335386276,0.492918848991
6714,3.02061414719,7.5630106926,0.241509452462,-0.25936666131,1.06028342247,-1.15988874435,-0.330170184374,0.429073214531
652,-0.229960232973,0.129717484117,0.890945911407,0.00879999995232,-0.95432972908,0.476733654737,-0.111161872745,-0.580973923206
4331,-1.19463336468,0.377809047699,-0.0102563854307,0.162466675043,-0.17475888133,0.545818328857,0.209659874439,0.459292948246
7099,2.48632740974,-0.730146825314,0.0328054055572,0.437600016594,-0.659239768982,5.2411866188,0.0220518410206,4.7484998703
10320,0.834620177746,0.326384693384,-0.108018755913,6.25070047379,-1.49338185787,0.360273778439,0.0145732760429,-0.781792402267
2042,1.98154163361,0.381121814251,0.75425696373,-0.507266640663,-0.807777643204,0.384099602699,1.57106816769,5.08124113083
843,0.913032531738,3.15375113487,0.9482229352,-0.0204999744892,-0.613353848457,0.935406804085,0.235297858715,-0.791764497757
840,-1.05631303787,-0.378045171499,-0.513583004475,0.054000005126,-0.0153211504221,-0.921740651131,-0.909820079803,0.679673075676
7048,1.68877840042,3.08905744553,-0.543288350105,-0.018700003624,0.710794746876,0.588951349258,-0.243792593479,-0.137149766088
4851,0.82542860508,-0.510610938072,3.44912719727,-0.180866673589,-0.829321026802,4.55947399139,-0.126795247197,-0.901829183102
6464,0.335660636425,0.794820308685,1.3121368885,0.54240000248,-0.84015083313,0.871696352959,0.74445950985,-0.01357896626
23410,-0.0168604701757,0.473497420549,0.198149681091,-0.254733324051,1.12752079964,3.81261062622,-0.680297017097,0.0646222904325
54205,-2.03412914276,0.872208178043,-0.0645793676376,0.0454333424568,-0.176389664412,0.267570704222,-1.77441239357,-0.149797171354
2770,0.243545353413,-0.4949246943,0.2718719244,0.519966721535,-0.351656556129,-0.0728729665279,0.608052015305,1.02664029598
80204,0.404281377792,0.243289187551,-0.890248596668,0.559700071812,-0.790496706963,1.3101798296,2.45644974709,0.228379428387
4208,1.53941595554,0.296162188053,0.392148256302,0.344800025225,-0.377452850342,0.883293569088,0.153920680285,-0.109180033207
1845,-0.362023293972,-0.636414885521,-0.646183848381,0.0587000101805,-0.24775120616,1.00967741013,-0.0286096036434,0.306223958731
23368,0.103127986193,0.472935378551,0.157223194838,0.0621333420277,-1.03478622437,0.375839918852,0.207098454237,-1.06759667397
5583,-0.217310905457,0.0282483622432,0.819023132324,0.525766670704,-0.431378632784,4.59592103958,-0.196904569864,1.88472867012
8900,0.369523286819,0.0577307194471,-0.349070221186,-0.698900043964,-0.475207149982,0.348765105009,0.145832166076,-0.811542093754
581,0.488126158714,-0.209518030286,0.560161113739,0.236066669226,-0.547898411751,-0.358205527067,0.526787042618,0.315544486046
6193,-0.363583832979,-0.673551857471,-0.655587494373,-0.497166693211,0.367279708385,-1.17221009731,-0.619430184364,0.129229351878
6622,0.163584470749,0.345721483231,1.12770032883,0.627333343029,-0.115395545959,-0.185970082879,-1.28773260117,-0.585999250412
11261,0.300976604223,-0.399057865143,-0.273128509521,-4.22103309631,-0.139405369759,0.515031933784,-0.447464495897,0.707823038101
6696,0.271142721176,0.808010339737,0.616637408733,0.510366678238,0.318291842937,1.27220058441,2.10146188736,0.588192820549
8312,-0.267757982016,-0.297917425632,-0.185840338469,-0.169100001454,0.138169497252,3.50970578194,0.634894311428,0.285149723291
835,4.16278457642,-0.602739334106,-0.683607578278,-0.626766681671,-0.172855257988,1.04206252098,-0.223264187574,0.554020345211
8324,0.431913554668,-0.730122029781,0.992130577564,0.360700011253,0.770546734333,0.273164510727,0.0824284180999,-0.520649731159
1848,-4.26411056519,-2.25890827179,0.446283370256,0.0798000097275,-0.634155273438,1.46734416485,0.109175845981,0.133384689689
154,-0.409125775099,-0.931661844254,-0.595731139183,0.614433288574,0.704598903656,1.33814787865,0.447636425495,-0.335676521063
4312,-0.190033257008,3.07145786285,0.191084250808,0.692566692829,-0.473831802607,0.908171355724,0.682972431183,0.498533159494
994,-0.202251240611,-0.498952805996,-0.819805502892,-0.561166644096,0.958326518536,-2.88387775421,-2.68287205696,-0.102591365576
2048,0.132241338491,-0.170044660568,0.448662936687,-0.0452666692436,-0.360592842102,0.0464439615607,0.348441064358,1.19546437263
1111,-1.08202648163,-0.0731798782945,1.22449886799,1.77760004997,-1.06745934486,-0.183989018202,-0.178663611412,-0.0218376070261
5154,-0.0509940385818,-0.629220962524,-0.516352832317,-0.521366596222,0.928297996521,0.0209621787071,-0.32322743535,-0.602725028992
2920,0.203419700265,0.539822816849,-0.82965618372,-0.526466667652,0.313654750586,0.781937599182,0.0432130396366,-0.922922730446
3122,0.677957296371,0.520525634289,3.36650490761,3.08940005302,-0.28178909421,0.55538469553,0.52943444252,-0.0777511298656
2769,0.243234395981,0.938126444817,0.302769720554,0.0333999991417,-0.724861562252,1.06187593937,-0.326827257872,-0.576864421368
5900,-0.55323600769,-0.0191691890359,0.0463160127401,-0.708299994469,1.19050228596,-0.565552711487,0.866231620312,0.738486945629
6304,0.588822603226,-0.312361001968,0.0542595237494,2.23543334007,-1.00703847408,-0.68003565073,0.205054178834,0.234563067555
5211,2.835968256,-0.82635474205,-1.0503538847,-0.310100018978,1.03625583649,-0.762394428253,-0.118896521628,0.693962097168
2886,0.393073856831,0.85096514225,0.728465497494,0.0763333141804,-1.14426612854,0.647956669331,0.653966367245,-0.0370689928532
9261,-0.341903150082,1.72238504887,0.0741328299046,-0.158066660166,0.14362847805,-1.55452227592,0.873339533806,-0.732048630714
8569,0.449159562588,1.71596729755,0.309248805046,0.221833348274,-0.0755338966846,0.592512249947,1.5382065773,-0.486711025238
3303,-1.65384912491,1.1868635416,0.432951718569,0.851900041103,1.03522050381,0.313929349184,-0.0589848905802,0.870622098446
5331,-0.554719984531,0.638093829155,0.853562414646,0.493633389473,0.267376571894,-0.907422065735,-0.65645056963,0.241757541895
5347,0.190230846405,-0.908896446228,0.159192055464,-0.128533363342,0.0792001709342,-0.996575474739,-0.014840412885,0.528357684612
4638,0.02840693295,-0.777822375298,0.136529028416,-0.0761333405972,-0.95713275671,-0.264128893614,-0.200746655464,0.44211384654
2264,0.678295731544,-0.56756824255,0.332077383995,-0.168700009584,-0.79726266861,3.72965478897,-0.14960667491,0.225945621729
1029,-0.27017724514,0.690379321575,-0.383506447077,0.368733346462,-0.0704862475395,-2.32523322105,1.09153068066,0.127609014511
1027,0.406684935093,0.164621263742,-0.347948163748,0.271933376789,-0.249256342649,0.42201346159,0.141860097647,0.109089821577
2597,0.730351626873,0.346655875444,-0.909310400486,0.0494333356619,-0.0552891790867,-0.356594264507,0.105540916324,-0.118846453726
55847,-1.72720587254,2.48193287849,0.194252341986,-0.165800035,0.0011220574379,-1.41881763935,-0.655050992966,-0.180201545358
25803,-0.691276907921,-0.830278635025,-0.569331884384,-0.00570002198219,0.837570250034,0.92251932621,0.197329685092,-0.18023198843
3480,-0.475051015615,-1.12254393101,-1.03154551983,0.5150000453,1.22669923306,0.475992083549,-0.712275207043,0.0349622964859
2946,0.327556431293,-0.332670539618,0.639272332191,0.504633307457,-0.982785105705,1.21649301052,0.703706622124,0.283117055893
9517,-0.551588594913,-0.756152153015,-1.56296789646,0.204399943352,0.49307256937,-0.411002039909,0.146977007389,0.463677614927
25987,-0.607830703259,-0.969813942909,-0.401767730713,-0.743499994278,0.10273706913,0.47579240799,0.661949694157,0.968201756477
23670,-0.52984893322,0.452326357365,-0.735990941525,-0.456733345985,-0.192264631391,-0.378710061312,1.01992726326,1.2246991396
11182,-0.367288053036,-0.0297155231237,-0.316766679287,0.0293333530426,0.310432821512,0.60938680172,-0.268765628338,-0.396869838238
2146,0.127900213003,0.0544248521328,-0.800158083439,-0.0357666760683,-0.00364285707474,0.364249974489,-0.476967871189,1.68659162521
3385,-1.01535391808,0.213644653559,-0.512177944183,-0.139200001955,0.033450782299,-0.612052798271,0.103684365749,0.957234621048
5261,0.69584441185,0.23580096662,0.612104535103,0.745000004768,0.459171891212,0.156890809536,0.97941339016,0.599223315716
10765,1.67088699341,-1.34991979599,-0.131046533585,0.821200072765,-0.179159715772,-0.0645586848259,-0.625257015228,0.0726048946381
25839,0.300107032061,-0.279899328947,-0.113983049989,-0.58483338356,0.236261367798,-0.280072629452,-0.241728305817,-0.821919798851
4172,-1.48792600632,-0.892475247383,-0.610301673412,-0.172966688871,1.79293620586,-0.736666083336,-0.344668745995,0.303330898285
23161,1.02527046204,0.929874718189,0.846302986145,0.374700009823,-0.857066869736,1.26750445366,0.775559008121,-0.00415826961398
10298,1.4661667347,-1.29747056961,-0.89563536644,-0.134133338928,1.00476777554,-2.90688109398,-2.01205921173,0.00883097201586
1802,-1.18483567238,-0.182060390711,0.153750896454,-0.251700043678,-0.177134111524,-0.70958173275,-0.667796313763,-0.951962351799
58533,-1.92200279236,-2.3339381218,-0.590057849884,-0.390133321285,0.555149078369,0.140360504389,0.227233722806,0.0738798081875
147179,1.35629796982,-0.472835242748,-0.661233782768,-0.641400098801,0.535754978657,0.455904990435,0.271160721779,0.0269633084536
29937,-0.799211323261,-0.438784450293,-0.727780938148,0.151800006628,0.610674619675,1.65358650684,-0.263609349728,-1.05215108395
