rid,ERG012_PC3_24H:BRD-A02836799-001-02-3:10,ERG012_PC3_6H:BRD-A02836799-001-02-3:10,ERG017_VCAP_24H:BRD-A02836799:10,ERG017_VCAP_24H:BRD-A02836799:3.33,ERG017_VCAP_24H:BRD-A02836799:1.11,ERG017_VCAP_24H:BRD-A02836799:0.37,ERG012_VCAP_24H:BRD-A02836799-001-02-3:10,ERG012_VCAP_6H:BRD-A02836799-001-02-3:10
5720,0.892583489418,-0.294267952442,-0.480539441109,1.92023348808,2.90810251236,0.752853393555,0.43723988533,0.509132802486
466,-1.08680844307,-0.338629662991,-0.105958342552,0.0611332952976,-0.838188290596,-0.576628386974,-0.42741137743,0.256498098373
6009,0.02448746562,-0.513987958431,-1.39537000656,0.211133301258,0.595595777035,-1.06873810291,-1.50355124474,-1.09821248055
2309,-1.6944258213,-0.99803507328,0.618029952049,-0.25640001893,0.53001588583,0.161309882998,0.533092856407,0.835819602013
387,-1.10949063301,-1.2881705761,-2.09581804276,-0.672166645527,0.500369369984,-2.33059120178,-1.10313689709,-0.0593062639236
3553,1.25715410709,-1.26129031181,0.0257716029882,-0.223233342171,-0.283570885658,0.315436601639,0.317305028439,0.121270209551
427,-1.44748604298,-0.653128921986,0.374594599009,0.518133342266,-0.00353527069092,0.0548456013203,-0.0707755088806,-0.0568406879902
5898,-2.18022441864,-0.0473692938685,0.612143278122,0.303100049496,-0.0764768794179,0.453724563122,0.255649447441,0.142947807908
23365,-0.39099535346,-0.532749772072,-0.64083135128,-0.302333325148,0.384660929441,-0.976267457008,-0.063408523798,-0.12108373642
6657,-0.348825782537,0.724085569382,0.297069728374,0.606433391571,-0.813926517963,-0.0200703926384,-0.170077934861,-0.53528290987
5054,0.678702354431,-0.314615607262,1.09141278267,1.87673354149,-0.650634288788,0.727854371071,0.346846401691,-1.02192497253
3108,0.564055919647,-0.343061059713,-0.294972449541,-0.444499969482,-0.184997588396,0.955418944359,0.777730822563,0.464429438114
1950,0.459730744362,0.425478219986,1.19263470173,0.809200048447,-0.0768214166164,0.996371030807,0.32404011488,-0.0679460167885
351,-1.84696173668,-0.103311628103,0.226475313306,-0.47563329339,-0.524514377117,-0.25677382946,-0.94391477108,0.937996506691
4846,1.35875320435,-0.274352997541,-0.645885765553,-0.998399972916,-0.023121111095,1.15650117397,-0.201969832182,0.690074801445
1452,-0.207961708307,-1.63865983486,-1.46553349495,-0.67040002346,0.292802631855,0.350986540318,-0.317915529013,0.447564214468
4776,0.990248501301,0.167055055499,1.41778111458,0.148499965668,-0.566337645054,1.25981557369,0.733302354813,0.0896328166127
6908,-1.12601995468,2.19038915634,-1.04774820805,-0.679666638374,0.220776438713,-0.351850062609,-0.445071280003,0.307577222586
672,-2.03007602692,0.4772824049,0.0621015280485,0.125866681337,0.488441556692,0.962073683739,-0.0197898447514,0.476457983255
5710,-0.54554182291,0.0962844640017,-1.23535227776,-1.43920004368,1.06762862206,-2.20478057861,-0.974501729012,0.122641354799
2115,-0.267356991768,-0.0492630004883,-0.690343439579,0.664666652679,-0.185147821903,1.28933346272,0.302557110786,-0.213337928057
7015,1.51121115685,0.550032734871,0.538283824921,0.513399958611,-0.875158786774,0.844659090042,-0.00525349378586,-0.197850003839
8726,-1.18515491486,-0.131177738309,-0.636389553547,-0.31063336134,0.125573396683,-0.165564805269,-0.461534947157,-0.697080373764
2185,-0.162646323442,-0.584999620914,-0.124000266194,-0.0730000063777,0.032256603241,-0.332833319902,0.106397368014,-0.390327632427
3315,-1.54196500778,-0.36057177186,0.164982736111,-0.403200030327,0.220366507769,0.523320257664,0.160533100367,-0.4931165874
5289,-0.00435131788254,-0.781045615673,0.506753623486,1.02549993992,-0.0577320568264,1.19091308117,-0.0335014760494,-0.0572098344564
868,2.25945281982,0.0458941012621,0.0351174846292,-0.306533366442,-0.320507109165,0.0915708243847,-1.20244836807,-0.0431394577026
1677,-0.312903046608,-0.216545581818,0.912742495537,0.969799995422,-0.27339169383,0.928611457348,0.382394969463,-0.200232774019
7043,-2.14185857773,-0.466269105673,-0.258461356163,-0.105466663837,-0.0173107497394,0.120676465333,0.784740924835,-0.764019608498
5613,4.18307876587,-0.124147169292,0.728024661541,-0.117900043726,-1.25650990009,0.644671738148,-0.0275151133537,0.0586825609207
595,-1.30027627945,-1.41031229496,-0.594971597195,-0.269200026989,1.16880273819,-0.948907017708,-0.00511939870194,0.327890634537
4793,-0.071825735271,-0.380011558533,0.0413729250431,0.28713336587,-0.0568490177393,1.14988255501,0.63687646389,-0.685270667076
2736,2.85910248756,-0.564792275429,-0.22324681282,-0.888533353806,-1.78907299042,0.269888281822,0.584398090839,-0.487827539444
5290,1.22841048241,0.668441176414,0.0451874732971,-0.140400007367,-1.54886221886,-0.116641111672,0.630122184753,-0.116737298667
6194,0.596852660179,0.620209097862,-0.697528481483,-0.690766692162,0.594409227371,-2.77005577087,-0.42988961935,-0.557392120361
1676,0.221221894026,-0.543328344822,0.746921360493,-0.111933343112,-2.48257088661,0.609977841377,0.0374117493629,0.804744899273
23512,-0.66800558567,-1.25305664539,-0.481149941683,-0.0273000001907,1.38466858864,0.178625300527,-0.519222080708,-0.315311580896
148022,-0.449946850538,-1.02561366558,0.0212140809745,-0.679166674614,-0.00947107747197,-0.277102172375,0.642054617405,2.09857463837
1906,0.15631121397,-0.373175799847,0.749733924866,-0.0357000008225,-0.641529679298,0.656465113163,-0.207820922136,0.978143393993
8878,-0.264572262764,0.0568893700838,-0.618413984776,-0.651699960232,0.82168340683,-0.48713684082,-0.411527633667,-1.30155682564
3091,-0.253017395735,-0.212932109833,-1.07287490368,-0.277199953794,-0.571815133095,-0.0526080131531,-0.957471013069,0.317325234413
5743,-0.95738452673,-0.718988120556,1.83056330681,-0.601000010967,-0.818539261818,1.10306322575,0.309007108212,0.869995594025
5321,0.762298762798,0.416272729635,0.543347120285,-0.0144333373755,-1.12397360802,0.662629544735,0.45084631443,-0.238693505526
4144,-0.334549069405,-0.757420122623,-0.399105966091,-0.749266684055,0.220605149865,0.7032943964,-0.98637086153,-1.25442504883
1981,-0.165736019611,-1.21874499321,1.15497624874,-0.284866720438,0.0942560136318,0.555481612682,-0.430779159069,0.291745424271
695,1.36350667477,0.561524748802,-0.109519079328,0.139066636562,0.121372997761,0.136786803603,0.208055466413,0.6166883111
10398,-1.23414707184,-1.14866244793,0.187297463417,0.17676666379,-0.579384148121,0.0133358985186,0.410509616137,-0.00283789634705
5708,-1.52359426022,-0.736811935902,-0.705465495586,-0.353900015354,-0.110060423613,-1.46014809608,-1.36532008648,-0.271770745516
1213,-2.59343314171,-0.835525393486,-0.893672883511,-0.397800028324,0.727955400944,-2.57121968269,-1.01929283142,0.304406911135
226,-1.88640928268,-1.21617794037,-1.60416030884,0.955533385277,0.964392125607,-1.32276213169,-0.955597996712,0.0171368122101
6777,0.600482821465,-0.327383041382,0.139516755939,0.574300050735,0.606742858887,0.552166581154,-0.103709325194,0.576395571232
2113,0.316581130028,-0.966492772102,-0.278512001038,0.589800000191,-0.55260181427,0.320225983858,-0.319013267756,-0.536615610123
3329,-0.626370191574,-0.303879380226,-0.61324763298,-0.320266664028,0.405847877264,-1.90028560162,-0.624960064888,0.369541496038
1050,1.01654171944,1.11689805984,-0.771407365799,-0.210466682911,1.45832955837,-1.54813373089,0.708327770233,0.0434189885855
9491,0.146034300327,-0.525537729263,1.39591372013,0.665166676044,-0.483940899372,1.51737189293,0.0201150625944,0.106034189463
22926,-0.767577946186,-0.856556952,-0.18785558641,-0.341000020504,0.847221076488,-0.166708678007,0.893887042999,0.825963497162
5899,-1.04368638992,-0.491283863783,0.615321695805,-0.15246668458,0.205939054489,-1.16504120827,-0.902798831463,-0.876406669617
5467,-0.327829867601,-1.07448160648,-0.100917905569,-0.335466682911,-0.0229905825108,0.0763666927814,0.113689161837,0.943745672703
6774,1.9285286665,1.70515167713,0.167643144727,-0.1549000144,0.878921926022,0.0357782021165,0.268715977669,0.707662284374
1788,0.926223397255,0.371850609779,0.745747089386,-0.0909333378077,-0.654061734676,0.535409271717,0.938841700554,0.353660404682
5921,0.208077266812,0.14955791831,-0.777047276497,-0.909633338451,-0.0284187495708,0.460809886456,-0.0464849025011,0.327832311392
5721,-0.230787217617,0.847343921661,0.241994336247,-0.0168000087142,-0.116342276335,-2.16505932808,-0.337001264095,-0.903955817223
2263,1.21935033798,0.803031921387,1.61706459522,0.629766643047,-0.559065341949,1.20268177986,0.263007223606,-0.375743716955
808,-0.132248133421,0.598763465881,1.40954077244,0.583899974823,-0.387869715691,0.96602243185,0.862336039543,-0.29764598608
30001,0.857615232468,-1.14278507233,-1.20525181293,-0.54116666317,0.119820460677,0.0885852947831,0.021273560822,0.713081121445
348,1.22083044052,0.65719807148,-0.14509037137,0.213666692376,-0.644668459892,0.710897266865,0.257024973631,0.0784751772881
30849,-1.31649518013,0.0990433469415,-0.553321242332,-0.372766703367,0.255038589239,-1.06966304779,0.00483202934265,0.0532574132085
1454,1.43601942062,-1.50631010532,-0.840652287006,-1.32693338394,-0.674140512943,-1.46194517612,0.0202246252447,0.303229629993
6500,-0.509809732437,-0.450840294361,-0.898909151554,0.223733335733,0.688474059105,-0.317501664162,-0.853682398796,0.129445284605
5627,2.55442810059,-0.315808326006,1.30408453941,-0.02213332057,1.86090755463,0.656018972397,1.73983836174,-1.20814716816
5715,-2.18109536171,-0.00921589136124,0.131603777409,0.37023332715,1.1035964489,-0.686472296715,-0.699079573154,-1.23832523823
4791,-1.01259112358,0.063524723053,1.22689056396,0.490733385086,-0.869521260262,0.947874128819,0.257768422365,0.715191960335
56924,3.79475545883,-0.301035434008,-0.601673185825,-0.642166674137,-1.14024031162,0.398708611727,-0.15509852767,0.216277897358
2690,-0.706298112869,0.105338677764,0.0350933596492,0.140800058842,-0.57375818491,0.172945514321,0.167515814304,-0.397844314575
1019,0.331480324268,-0.382801800966,-0.31061643362,0.179433330894,0.00509947538376,0.18705907464,-0.212130725384,0.021361887455
51422,0.299142539501,-0.919274568558,0.960652470589,0.972899973392,0.263727903366,1.06597733498,0.267851680517,-0.445742070675
5788,0.0851677060127,-0.0718784630299,0.0862396433949,0.0874666720629,-0.716668844223,0.0463057272136,-0.131734058261,0.706012845039
6709,0.434507459402,-1.61871767044,-0.902669370174,-0.932200014591,-0.104177124798,-1.31064283848,-0.257317185402,0.501722812653
1277,-0.484070956707,0.530131578445,-0.290482372046,-0.707966685295,-0.12100276351,0.460093200207,0.521712005138,0.0700953602791
993,-1.42600369453,-1.18797469139,-1.02115440369,0.0507333278656,0.960414946079,-0.410395562649,-0.719167768955,-0.780894100666
7157,0.421338826418,0.902874827385,-0.0470909625292,-0.711366653442,1.26826179028,-1.49240911007,-0.503695905209,-0.340616464615
1958,2.40382933617,-0.551947236061,-0.736768901348,-0.150599986315,-0.778233230114,0.0472531244159,-0.762220621109,0.608922719955
4582,1.21920847893,-0.79530030489,-0.779702007771,-0.345766663551,0.586325764656,1.67432928085,0.636634707451,0.110972762108
9212,0.190594688058,-1.30053091049,0.207842677832,0.191733330488,0.107307106256,0.435300171375,-0.133004426956,0.294895678759
8440,-0.57439905405,-0.283683776855,-0.15281881392,-0.423366695642,-0.388468235731,-1.02889442444,0.129068240523,0.241387918591
6790,-1.64066839218,-0.867447853088,-0.563754081726,-1.03650009632,1.17172431946,-0.0720345303416,-0.700515151024,0.466087371111
