rid,CPC014_A375_6H:BRD-A06929388-001-01-1:10,CPC014_A549_6H:BRD-A06929388-001-01-1:10,CPC014_A549_24H:BRD-A06929388-001-01-1:10,CPC014_ASC_24H:BRD-A06929388-001-01-1:10,CPC014_HA1E_6H:BRD-A06929388-001-01-1:10,CPC014_HCC515_6H:BRD-A06929388-001-01-1:10,CPC014_HEPG2_6H:BRD-A06929388-001-01-1:10,CPC014_HT29_6H:BRD-A06929388-001-01-1:10,CPC014_MCF7_6H:BRD-A06929388-001-01-1:10,CPC014_MCF7_24H:BRD-A06929388-001-01-1:10,CPC014_NEU_24H:BRD-A06929388-001-01-1:10,CPC014_NPC_24H:BRD-A06929388-001-01-1:10,CPC014_PC3_6H:BRD-A06929388-001-01-1:10,CPC014_PC3_24H:BRD-A06929388-001-01-1:10,CPC014_PHH_24H:BRD-A06929388-001-01-1:10,CPC014_SKB_24H:BRD-A06929388-001-01-1:10,CPC014_VCAP_6H:BRD-A06929388-001-01-1:10,CPC014_VCAP_24H:BRD-A06929388-001-01-1:10
5720,-1.1640201807,-0.372901171446,-0.910988509655,0.277036488056,-1.37094044685,0.641883313656,-1.03785216808,-1.672935009,-2.79105496407,-0.732574939728,0.0,-0.0666912943125,-0.582553267479,-1.29673624039,0.745321273804,0.714486718178,-0.393906444311,0.549666047096
466,-1.03770625591,0.49729397893,-0.353398323059,-0.452412754297,-0.201227039099,-0.17142726481,-0.0632311552763,-1.06919491291,0.0657157450914,-1.37754416466,0.108900003135,0.0561500042677,0.150169536471,0.0855596363544,0.42720490694,-0.465974390507,-0.305292189121,1.04831373692
6009,0.307797729969,0.902306079865,-0.895619511604,0.0353543274105,-0.378937810659,0.821070492268,0.0321318358183,-0.434830069542,-0.445858150721,0.496599346399,0.560800015926,-0.118957459927,0.329417526722,0.235686600208,-0.916011750698,0.526039063931,0.537746429443,1.23096430302
2309,1.85226857662,0.540852427483,-0.117591783404,-0.583356678486,0.972289800644,-0.695100963116,1.9059189558,1.13395476341,0.555126905441,0.408027678728,-0.892700016499,-0.593173921108,0.42740893364,0.0164089053869,0.200318589807,-0.336579322815,-0.481128722429,-0.0228743478656
387,-0.053527534008,-0.355846047401,-1.41047334671,-0.0448859483004,-0.88398873806,0.101093105972,-0.575311303139,-0.584939062595,1.20747125149,-0.0687345713377,1.12870001793,-1.04819846153,-0.478976339102,-0.773903906345,-0.0255593657494,0.963297128677,-0.303903281689,0.185252249241
3553,-1.45965862274,-0.274051874876,0.89497256279,-0.280581384897,-0.0994754135609,0.0877991467714,0.136790812016,0.234569624066,-1.01392233372,-0.472968578339,-0.364899992943,-0.0283924713731,-2.40806937218,-0.619158744812,-0.225735008717,-0.174517884851,0.909396409988,-0.236995473504
427,-0.313762784004,1.12830746174,0.110406816006,-0.538748323917,-1.11997461319,-0.11590141803,-0.20120947063,-0.374437630177,-1.48136508465,0.035004504025,-0.861100018024,0.856457352638,0.736583888531,0.044391091913,-0.454391479492,-0.169144243002,0.310781985521,-0.741930127144
5898,1.40494799614,-3.74405479431,-0.0691511631012,1.06784391403,1.14285898209,-1.3951767683,1.27279746532,0.195978984237,0.75194466114,0.498814612627,0.718299984932,0.602411925793,0.258666962385,-0.683610379696,-0.415111243725,-0.0962181985378,0.17488090694,-0.0820343792439
23365,-0.049760658294,0.389627337456,1.02984142303,0.0470454730093,-0.391406238079,-0.355210930109,1.35287177563,-0.0585057884455,1.92339539528,0.498751491308,-0.5257999897,-0.322689861059,-0.196781381965,0.223991036415,0.521973073483,0.0383519977331,-0.932492673397,0.317346394062
6657,-1.58004117012,-0.282831370831,0.655598819256,-0.588053166866,0.39723521471,-0.20976100862,0.132162943482,1.18041455746,-0.952989697456,-0.933078765869,1.18400001526,-0.693403244019,-0.0555377677083,0.405300140381,-0.132288008928,-0.556050121784,1.07162165642,-0.235890045762
